symbol,P53KO-O1,p53KO-O-CAS1,p53KO-O-RAS1,WT-O1
Eif4ebp3,0.6480887490474164,1.0,0.17782846483289033,0.16757980364892164
Eif4enif1,0.394513933013884,1.0,0.2729783147100076,0.2475275727315329
Eif4g1,0.5268366954411139,0.6522953217724841,0.6574952811725362,1.0
Eif4g2,0.7781022298224145,1.0,0.5957423422092853,0.6073026321928418
Eif4g3,0.4252192369885145,1.0,0.3975686373949399,0.26780835221904975
Eif4h,0.6827971226276296,1.0,0.4781308910871649,0.5860650119193879
Eif5,0.9242785609408701,1.0,0.712503949913174,0.6114121844025107
Eif5a,0.6276051051571777,1.0,0.45431291229845444,0.5186578817402109
Eif5a2,0.09244507267877122,1.0,0.020687992373426185,0.023865941583828473
Eif5b,0.7265741826928914,1.0,0.5640108442303942,0.44497951013063997
Eif6,0.8049601906944441,1.0,0.4418585982634539,0.46259503693572607
Elac1,0.6413634888255062,1.0,0.3954496834331003,0.3530537670237721
Elac2,0.7657425249030069,1.0,0.5977908116841041,0.8929966114949558
Elane,1.0,0.20229956109092534,0.12449856895963772,0.029489340333540552
Elavl1,0.7134048110274642,1.0,0.3961013077892943,0.3394162164545706
Elavl2,0.20006061882277673,1.0,0.0,0.31804507415923
Elavl3,0.4287013260488071,1.0,0.0,0.0
Elavl4,0.0,1.0,0.004095649875382348,0.002528180239739507
Elf1,0.34196660068204116,1.0,0.206600010026209,0.21691741958802077
Elf2,0.405820970375547,1.0,0.3986570622837086,0.3755831431310565
Elf3,0.5243879656367936,1.0,0.3127208102597373,0.09690800717773894
Elf4,0.2694653464263046,1.0,0.13330381345282308,0.01620259448375799
Elf5,0.9152590837770541,0.3327206393424855,1.0,0.6613760025874204
Elfn1,0.10003030941138835,1.0,0.1431202095341943,0.026503756179935833
Elfn2,0.0,1.0,0.8587212572051657,0.0
Elk1,0.5985531404399221,1.0,0.6944340153246659,0.49842884756297245
Elk3,0.457418732612344,1.0,0.18431921699985537,0.12656692422672514
Elk4,0.7373352315904381,0.7721082240951845,0.5972866483742826,1.0
Ell,0.8875340605394582,1.0,0.7441852509669448,0.4634929664591423
Ell2,1.0,0.9277119253645009,0.5534522871993798,0.6443869980151721
Ell3,1.0,0.7479214575567155,0.7598970147692754,0.7477682524778697
Elmo1,0.09112604479566846,1.0,0.05085608097547572,0.009432197934179825
Elmo2,0.27268915559518486,1.0,0.1727897338792464,0.0971559938770863
Elmo3,0.6778168810875286,0.7175339040365725,1.0,0.9463324951622757
Elmod1,0.08335859117615695,1.0,0.0,0.0
Elmod2,0.6978411719987311,1.0,0.5465339968182781,0.6107239652737296
Elmod3,0.8059611963327242,0.9178394170425793,0.9807320441320565,1.0
Eln,0.3145991410495573,1.0,0.3493881145727888,0.2804137867587105
Elof1,0.8666863125676937,1.0,0.5146068443590456,0.46590504050104287
Elovl1,0.7626508833033256,1.0,0.6868982962080183,0.7114472992535297
Elovl2,0.36644954946851277,0.15645107906271574,0.625522938025713,1.0
Elovl3,0.023210380411751844,0.00011611349931777024,0.19116732970847203,1.0
Elovl4,0.03810678453767175,1.0,0.016356595375336486,0.015145003531391902
Elovl5,0.253416882852432,0.2554706329438432,0.8679764862021729,1.0
Elovl6,1.0,0.1903351401731275,0.31844391006978107,0.6531629546783723
Elovl7,0.32618579155887506,1.0,0.12834149224533725,0.12099540864753315
Elp2,0.5664221306178494,1.0,0.5484161230821955,0.5815242193648427
Elp3,0.8117393702966618,1.0,0.674215628369356,0.7072195554602205
Elp4,0.409225510444193,0.7594706327659588,0.6534779237323453,1.0
Eltd1,1.0,0.5539218193195455,0.253461195032337,0.22818482314409969
Emb,0.037752939900658776,1.0,0.013761146401221017,0.0022625641789072075
Emcn,1.0,0.6671986570715194,0.42261243946189075,0.5059866518162977
Emd,0.4593536867229917,1.0,0.32893866889165646,0.32889479912110703
Eme1,0.46787563431539814,1.0,0.3629912267825738,0.2668937528274679
Eme2,0.8617634637084396,1.0,0.6999787712781543,0.8557726907394774
Emg1,0.7737844854182956,1.0,0.3484359225877542,0.328934008570674
Emid1,0.16042596792392472,1.0,0.053467549976925405,0.030004252279172642
Emilin1,0.5715043802127253,1.0,0.34586842095064935,0.2785242528132284
Emilin2,1.0,0.45473910835409026,0.2500258063225745,0.017390084181111678
Emilin3,0.0,0.0,1.0,0.0
Eml1,0.43659637809390495,1.0,0.2816937825776613,0.16912617893826457
Eml2,0.48313505012571817,1.0,0.5281794523970398,0.7022876554149775
Eml3,0.1799154701680499,1.0,0.14732490732494993,0.15989034340441216
Eml4,0.22620112199887793,1.0,0.1357205979841796,0.14683230164185082
Eml5,0.6908266059843289,1.0,0.48268615852532337,0.2418713156568959
Eml6,0.7452589277338535,1.0,0.30140547438327003,0.28961058077413326
Emp1,0.06141974637918625,1.0,0.09813625403548351,0.023872736835051752
Emp2,0.677085381252573,1.0,0.789652799539987,0.5991030122567668
Emp3,0.42627462837919416,1.0,0.22864382080663012,0.05146195528689879
Emr1,0.6138709650976861,1.0,0.21924891074655867,0.033436670305407284
Emr4,1.0,0.3121717774069496,0.13627060588833947,0.014584803017339077
Emx1,,,,
Emx2,,,,
En1,,,,
En2,0.5001515470569419,1.0,0.42936062860258284,0.0
Enah,0.3830948020010617,1.0,0.23751864560993943,0.33834582357364895
Enam,,,,
Enc1,0.2647316640190352,1.0,0.31228635479484584,0.2457442661224155
Endod1,0.45183075769259484,1.0,0.19690252164898872,0.13617676481409943
Endog,1.0,0.600192539095568,0.4889674203661627,0.7619656938969139
Endou,0.9675828994466069,1.0,0.2768774147063385,0.10403343547264533
Eng,1.0,0.9453656391523488,0.6794372727691269,0.6008440604531305
Engase,0.9296267022141402,1.0,0.4687758900214893,0.23127568569598467
Enho,1.0,0.38779730124622286,0.37453521943846857,0.5639259293150669
Enkur,0.036093410612356616,1.0,0.030984787631114223,0.008197037993794586
Eno1,0.674557382773513,1.0,0.6115648341919543,0.7365088175412242
Eno2,0.2322132182764372,1.0,0.07092117526024805,0.03904571222936975
Eno3,0.3251268267391671,1.0,0.09711149632525656,0.040649669727518475
Eno4,1.0,0.9845500735163785,0.16909081538228457,0.10839160424249722
Enoph1,0.3827416426477719,1.0,0.22945333739376678,0.16686112968334418
Enox1,0.015877826890696563,1.0,0.0,0.00631041813807996
Enox2,0.41287410577768263,1.0,0.3559758837139342,0.37411477348809824
Enpep,1.0,0.2806831170240322,0.7346378650659866,0.9587052198161115
Enpp1,1.0,0.7663473590910215,0.897461643626914,0.6761598455774788
Enpp2,0.8185121619911491,1.0,0.8440095798175751,0.7988332126806924
Enpp3,0.3673798596089065,0.278484405482103,0.9610605974247209,1.0
Enpp4,1.0,0.917394051140915,0.7417859076291683,0.5991155527612265
Enpp5,1.0,0.5550698568316954,0.6608106227956247,0.7895726193486797
Enpp6,0.3679275748464859,1.0,0.3306570358203799,0.5940497074813205
Enpp7,,,,
Ensa,0.5676166093775181,1.0,0.386305676327759,0.30846786637822865
Enthd1,0.17783166117580151,1.0,0.0,0.0
Entpd1,0.3564298381325331,1.0,0.23299242822535796,0.04473410752693343
Entpd2,0.514258385563676,1.0,0.5372512480975908,0.30989007225771126
Entpd3,0.04001212376455534,1.0,0.02576163771615497,0.0190827044495538
Entpd4,1.0,0.8823771847682452,0.8103588643201906,0.8278490888872423
Entpd5,0.5881180517144439,0.5075283825108957,0.9961488104506028,1.0
Entpd6,0.46039054540806357,1.0,0.32785905740573795,0.32519776149649304
Entpd7,0.6385816146941229,1.0,0.27136684480078405,0.18802770821184595
Entpd8,0.8137070557658049,0.45999562323678084,0.8622343413470123,1.0
Eny2,0.9520387064130242,1.0,0.7959332858376842,0.6332746391472976
Eomes,1.0,0.6302437594348992,0.37790948956258086,0.051839462898585625
Ep300,0.47061968905877555,1.0,0.3407302107002074,0.26453678227777233
Ep400,0.5128609286712436,1.0,0.37720022610622334,0.3349435147077092
Epas1,0.7264482641404306,0.6789863724440302,1.0,0.8402389323617396
Epb4.1,0.8568218321549758,1.0,0.7441049939516113,0.7529957947594461
Epb4.1l1,1.0,0.5555936846088708,0.7355958176753488,0.45948906829440267
Epb4.1l2,0.37829325330449876,1.0,0.18313578108377732,0.10647318811105375
Epb4.1l3,0.2108644608624719,1.0,0.34251222101693485,0.02523569394678874
Epb4.1l4a,0.18755683014635316,1.0,0.15094709599309553,0.18635453564017385
Epb4.1l4b,0.8049770546585387,0.6549877118942391,0.9220689785811228,1.0
Epb4.1l5,1.0,0.6323013503813784,0.8572587362916986,0.9743302076221936
Epb4.2,0.9145628289041222,1.0,0.1472093583780284,0.0
Epc1,0.6422043590961429,1.0,0.3839676521662316,0.3068369260468496
Epc2,0.27483500599638144,1.0,0.22611528740731865,0.2301830885804839
Epcam,0.1127573800284623,1.0,0.15430147590405316,0.13488518770145913
Epdr1,0.158321353025219,1.0,0.11737916465394349,0.10296423264147735
Epgn,0.25007577352847093,1.0,0.21468031430129142,0.0
Epha1,0.8785094869809157,0.888147289894101,1.0,0.8072724626915803
Epha10,,,,
Epha2,0.3201911639882039,1.0,0.33752621348223044,0.7162798007322464
Epha3,0.740965254899173,1.0,0.25443592806078985,0.4122806516878908
Epha4,0.6944252884757539,1.0,0.11709835325524988,0.22342009341764096
Epha5,1.0,0.33323233257477425,0.0,0.5299145096299863
Epha6,,,,
Epha7,1.0,0.7655337369961029,0.41956317704523205,0.3616308477880312
Epha8,0.0,1.0,0.0,0.0
Ephb1,1.0,0.6248106235777017,0.37557671493565126,0.3974358822224897
Ephb2,0.013012072768961087,1.0,0.03071848399758316,0.02327159079213878
Ephb3,0.07310375840052742,1.0,0.07635402165161645,0.02324324537095469
Ephb4,1.0,0.8151834427308737,0.5787110701943563,0.6417251158818377
Ephb6,0.3561017443239975,0.7240552773256163,1.0,0.9691043188172148
Ephx1,0.29875176929296143,0.17342766011886004,0.5244992971608156,1.0
Ephx2,0.4812883879248133,0.1421184132020208,0.6073251454945461,1.0
Ephx3,0.9233567022589693,1.0,0.3633051472791085,0.30581257130695194
Ephx4,0.03125947169105887,1.0,0.02012627946574607,0.0
Epm2a,0.24923920613220255,0.23729874865291092,0.2598111867149614,1.0
Epm2aip1,0.9519726022668571,1.0,0.5608241672884646,0.48163369181760807
Epn1,1.0,0.9787880882590313,0.7922669265945836,0.7228158923950305
Epn2,0.7117541246579554,1.0,0.5565785926329777,0.4405966305126085
Epn3,1.0,0.4398666789987021,0.7039380714222493,0.7312820232893813
Epo,0.09680352523682742,1.0,0.0,0.0
Epor,0.9900435751998948,1.0,0.7970694746365895,0.41590509697745454
Eppk1,0.5606078631829942,1.0,0.6870869103618976,0.3958602832165331
Eprs,0.8079519403709824,1.0,0.749685166935762,0.9492327935889157
Eps15,0.5915652876000479,1.0,0.4154257912174819,0.31490187613496234
Eps15l1,0.5689223847772712,1.0,0.3169630986631086,0.24120966561835833
Eps8,0.12392460107694256,1.0,0.05439368940322722,0.03155369598628839
Eps8l1,0.17472543128626786,1.0,0.05062330555576303,0.08680269491245361
Eps8l2,0.32445643637916033,0.2948710230368903,0.5824991830593501,1.0
Eps8l3,0.3024193664149893,0.8586107607508693,0.6178842966105812,1.0
Epsti1,0.11667560654006628,1.0,0.07209311981052878,0.007686509320013087
Ept1,0.7251098263328087,0.7097349334123167,0.8886755978594637,1.0
Epx,0.0,1.0,0.0,0.0
Epyc,,,,
Eral1,0.7003124971830398,1.0,0.6164791773767274,0.6846582150594256
Erap1,0.8421306727649136,1.0,0.7617419850697075,0.7721013400971444
Eras,,,,
Erbb2,0.9278173626563555,1.0,0.3982475395734101,0.3841124084048671
Erbb2ip,0.6088446120219307,1.0,0.5891180613739454,0.5499343806803212
Erbb3,0.11987981394163347,0.2151796597260133,0.582436530349018,1.0
Erbb4,0.32819075590078844,0.16404565667744717,0.21130423881165655,1.0
Erc2,1.0,0.7471557404457961,0.9657686955488174,0.8635386969755666
Ercc1,0.4678223596045918,1.0,0.36936441909252604,0.3658123001261105
Ercc2,0.5508493879199524,1.0,0.2540231599966948,0.23627425513731115
Ercc3,0.6564057889995588,1.0,0.56275853424773,0.6358159715303917
Ercc4,0.6324873649552766,1.0,0.49841473748289455,0.4357135014016689
Ercc5,0.9560188425515502,1.0,0.6534332066545557,0.6083440285675896
Ercc6,0.83503562639072,1.0,0.6696425704478791,0.4489176590228882
Ercc6l,0.08769142717988274,1.0,0.07261490848360205,0.016037959519278472
Ercc8,0.6281623625973897,1.0,0.33147841536870726,0.35474258271606424
Ereg,0.42870132604880723,1.0,0.1951639220920831,0.046467624471316075
Erf,0.3885024721240854,1.0,0.5797537344470446,0.5255055104642449
Erg,0.9127344730803448,1.0,0.6505464069736102,0.7977898324869573
Ergic1,0.5150749878123705,1.0,0.568937645922363,0.678123672984369
Ergic2,0.9510695223597858,1.0,0.49804142313726457,0.3991706357111045
Ergic3,0.7947664082728816,1.0,0.8285231916363329,0.8500591002598789
Erh,0.4985113986312888,1.0,0.22483805427338477,0.15927582885609334
Eri1,0.3522543109503461,1.0,0.21574425859022953,0.20118627694956798
Eri2,1.0,0.9277208703489536,0.9896914822989339,0.7975288312842145
Eri3,0.5869768894089249,1.0,0.5180667418368164,0.5083857068161021
Erich1,0.5288487669700448,1.0,0.30354388702436685,0.37148707432533007
Erlec1,0.7051356850076668,1.0,0.598845087261497,0.536856055369899
Erlin1,0.9794780296982866,1.0,0.9411230433453045,0.9677394948065795
Erlin2,0.5111620379112498,1.0,0.6297446754132544,0.6699601108114764
Ermap,0.4895100247791344,1.0,0.3973869647704756,0.03383458235736489
Ermn,0.0,1.0,0.42936062860258284,0.0
Ermp1,0.7113174078561322,0.8533222524753876,1.0,0.7336489206573988
Ern1,0.42546100811938753,0.27823807715465554,0.30690449173469037,1.0
Ern2,0.0,0.0,1.0,0.0
Ero1l,0.5951547795899041,1.0,0.38675371784261603,0.3487930434241981
Ero1lb,1.0,0.540922537109513,0.8286615710254787,0.9191143210762109
Erp27,0.22130599427298303,1.0,0.07029355424024586,0.04221837267600398
Erp29,0.4593878484893934,1.0,0.21719606763591975,0.18841944604048733
Erp44,0.9070368928625545,1.0,0.8867639661584383,0.952281855728897
Errfi1,1.0,0.5452357697913822,0.5662671412521917,0.4576510768085395
Erv3,0.0,1.0,0.0,0.0
Esam,1.0,0.9996969977243227,0.48350105830796486,0.509491840901853
Esco1,0.6535403150995979,1.0,0.3494594568706947,0.2780357089349667
Esco2,0.13088077866910625,1.0,0.07256328380588822,0.02786609878731571
Esd,0.9461793574067846,0.6733676287777963,1.0,0.8558994005881128
Esf1,0.7348108846643634,1.0,0.427542160057913,0.4789384646162523
Esm1,1.0,0.5030143232743778,0.09001456604067484,0.12865623210580246
Esp24,,,,
Esp3,,,,
Esp38,,,,
Espl1,0.08973860881950148,1.0,0.06195291378832752,0.005486975871630379
Espn,0.6488452502360326,1.0,0.5860192363359576,0.25787438445342975
Espnl,1.0,0.7140692840888019,0.28615368757002,0.15140414560856752
Esr1,0.7808676605915311,0.646189040728289,0.4552756271867244,1.0
Esr2,0.0,0.0,0.0,1.0
Esrp1,0.08957938156243732,1.0,0.16020918977708312,0.07120412108042462
Esrp2,0.454354609102908,0.2897037364711681,0.7510792449746135,1.0
Esrra,1.0,0.8788545034939101,0.4245137123291506,0.4089884317943594
Esrrb,0.7837123515226478,0.4948262430926275,0.9914748983220899,1.0
Esrrg,0.19437169127331386,1.0,0.6511630386389882,0.7913443788322073
Esx1,0.0,1.0,0.0,0.0
Esyt1,0.38475209967290974,1.0,0.21268550965328828,0.1661817770685415
Esyt2,0.5159527367840588,1.0,0.5212049929921218,0.45739040393017827
Esyt3,0.3250985055870122,1.0,0.18247826715609772,0.019877817134951875
Etaa1,0.36605080815835095,1.0,0.2451682080824412,0.27222184455879883
Etf1,0.884491798237613,1.0,0.5710375624855062,0.5507117145155094
Etfa,1.0,0.5652423728951289,0.7057287967508913,0.7693040370427794
Etfdh,0.43361749384822734,0.26633539374919063,0.49416533751813924,1.0
Ethe1,0.3823458181005311,0.45683213381195714,0.46624975945607033,1.0
Etl4,0.8888065091014167,0.8969513767245765,1.0,0.9767720731854677
Etnk1,0.543312592918528,1.0,0.49369563185551074,0.4837565316668626
Etnk2,1.0,0.6404674477541066,0.8407466805063768,0.9351122462122069
Etohi1,0.8264210296463643,1.0,0.31575494592229714,0.22262135162043603
Ets1,0.5169766782975056,1.0,0.18355830765722125,0.14021522540810827
Ets2,0.4725946806453725,1.0,0.24609460967975386,0.18720531774206292
Etv1,0.02572290533838071,1.0,0.008187749635299182,0.003675759308399075
Etv2,0.0,1.0,0.42936062860258284,0.0
Etv3,0.5960184920021386,1.0,0.4252849161733505,0.32135441501849904
Etv4,0.0006213976815211059,1.0,0.00021057067659638527,0.00016897655605066085
Etv5,0.024097431891845798,1.0,0.011859189783322469,0.005965099581538957
Etv6,0.48563312315346235,1.0,0.2926122092188835,0.22678605459250376
EU599041,0.0,0.0,0.0899999535679278,1.0
Evc,1.0,0.7411546707266531,0.71538421892505,0.5481874237551583
Evc2,0.7765510862199885,1.0,0.5705976774850113,0.3870943336806418
Evi2a,0.10005950255582476,1.0,0.05363092048501545,0.00487300930785337
Evi2b,0.34542747550652797,1.0,0.14949016063779924,0.013887981954811763
Evi5,0.6127631592311559,0.7382001778929862,0.8310013083926907,1.0
Evi5l,0.2408137078422312,1.0,0.4214095058506831,0.47117788764330365
Evl,0.42320817958658286,1.0,0.11921246287432768,0.01737609673301351
Evpl,0.556869763733502,1.0,0.42050783213655013,0.28689632978281054
Evx1,,,,
Evx2,,,,
Ewsr1,0.4833167895030579,1.0,0.2961436084590592,0.24498042086491748
Exd1,0.8308087443761788,0.6969709153308925,1.0,0.8589641450063055
Exd2,0.7697012243065965,1.0,0.6130885768480983,0.6590178387069627
Exo1,0.06743616364812698,1.0,0.019297106903486867,0.011911800530308238
Exoc1,0.45399535285047665,1.0,0.33634331844238635,0.27065106537755956
Exoc2,0.45989544692796835,1.0,0.4047509340363373,0.35812392496791345
Exoc3,0.7921454660049413,1.0,0.7055539269443588,0.8851039492182008
Exoc3l,1.0,0.5901982275251528,0.5179791067587358,0.2480744128306828
Exoc4,0.1943523674704964,1.0,0.43927792573063157,0.9161080940456081
Exoc5,0.5604688593421877,1.0,0.31169402312483385,0.2604490696808568
Exoc6,0.4985402340831757,1.0,0.3987908158058138,0.44981245990947794
Exoc6b,0.5203733077196213,1.0,0.6920691533809825,0.5775818563740734
Exoc7,0.744363270093056,1.0,0.7505208494629297,0.8640271716361984
Exoc8,0.9823738377593405,1.0,0.5614715912495314,0.5106773035417062
Exog,0.5578833256315143,1.0,0.20658379959049983,0.20173144703814017
Exosc1,0.6272373168519437,1.0,0.42413677444082937,0.33151399283560357
Exosc10,0.4732162472682363,1.0,0.3532817336928537,0.37429908674811174
Exosc2,0.7392269199903185,1.0,0.4511254530939579,0.5146414323167264
Exosc3,0.7944330925303728,1.0,0.3927364007544496,0.40116393201572564
Exosc4,0.8447582408326745,1.0,0.616524988500911,0.5894800943468487
Exosc5,0.330828752073964,1.0,0.2724767790539456,0.28812061640023506
Exosc6,0.6341161892813074,1.0,0.34544508296177423,0.29550010687705675
Exosc7,0.7573303543095319,1.0,0.7636815881902943,0.8114666191819728
Exosc8,0.42194603242622,1.0,0.2481617693801999,0.15918316590494797
Exosc9,0.3571541576580294,1.0,0.2748107764384044,0.2587699551818895
Exph5,0.94154683555415,0.2945444289601003,0.6666946072532963,1.0
Ext1,0.5483498041143967,1.0,0.6447991478484296,0.7656269223421928
Ext2,0.47534791071402527,1.0,0.5525758674036767,0.6277482122759322
Extl1,0.3867292016861052,1.0,0.558403440477676,0.4192807330104603
Extl2,0.6188223908331825,1.0,0.7098638345043786,0.7572091554332697
Extl3,0.7162378429803283,1.0,0.7194087571206953,0.5794343456342247
Eya1,1.0,0.16661616628738712,0.28615368757002,0.26495725481499316
Eya2,0.3158851876149106,1.0,0.052728498249439995,0.027898690715721926
Eya3,0.5533519487425378,1.0,0.453068549490869,0.4323021206178558
Eya4,0.740965254899173,1.0,0.1669735777898933,0.2061403258439454
Ezh1,0.6961651692995274,1.0,0.4100595786858341,0.4068169522347323
Ezh2,0.20200102273575565,1.0,0.10645922574403759,0.07731635413843505
Ezr,0.41142266263776356,1.0,0.1417803027803832,0.06485051099565385
F10,0.9575829958905434,0.7477203754537988,0.8863542322570193,1.0
F11,0.5630286407495975,0.5829886444769693,0.8213181738329266,1.0
F11r,0.6636608671869736,1.0,0.601238637248788,0.5976822861467663
F12,0.8438851180359177,0.5214767744946166,0.846936880006817,1.0
F13a1,1.0,0.8863592567032512,0.4329738208726611,0.05083482214473705
F13b,0.8744260964915492,0.6933409386697007,0.6335937079183066,1.0
F2,0.7055860379065637,0.5822508285625327,0.8959255907964315,1.0
F2r,0.8135656762612387,1.0,0.6856385808503165,0.4165680700332104
F2rl1,0.5394893091850158,1.0,0.15437685522789493,0.17867700795462363
F2rl2,1.0,0.3968262891730137,0.13106275766565803,0.08494812749793676
F2rl3,1.0,0.9996969977243229,0.2710929671715979,0.12550606807025994
F3,0.5072367948757529,0.669231766981278,1.0,0.68917053839236
F5,0.6265723196125104,0.6671657575045276,0.9371459130755284,1.0
F7,1.0,0.6712235083893107,0.8640070539346406,0.9855941406582882
F8,0.9263292449906714,1.0,0.4919164817764691,0.7450890396279974
F830016B08Rik,0.24500243160380036,0.11786241640953059,1.0,0.2339306732924887
F830045P16Rik,0.0,1.0,0.005300748501266454,0.0
F8a,0.8167612419828957,1.0,0.693717223583174,0.6589465986020744
F9,0.7085454687773227,0.8122669951038368,1.0,0.8326780353342349
Fa2h,0.465950079013773,0.46580889507947976,1.0,0.0
Faah,0.5202737138920953,0.42488550945196324,0.8918656903181058,1.0
Fabp1,0.5020482655067682,0.027978171886332465,0.8971392739369051,1.0
Fabp12,1.0,0.2665858660598194,0.45784590011203197,0.2119658038519945
Fabp2,0.4967118828426241,0.10774176334225873,0.6285256022210044,1.0
Fabp3,0.5295722262955853,1.0,0.22730856808372027,0.2806280066110853
Fabp4,0.6929247514588606,1.0,0.10378079197927309,0.05213961461346841
Fabp5,0.5426696348532466,1.0,0.772685253382129,0.36238046921248146
Fabp6,0.0,1.0,0.0,0.0
Fabp7,0.8097373308635781,1.0,0.29992102733268655,0.04756857309032601
Fabp9,,,,
Fadd,0.5751952410411769,1.0,0.654298091198236,0.7757847156775852
Fads1,0.6348238952449871,0.3583404085764334,0.8438063930295504,1.0
Fads2,0.43396898300813613,0.136212371490001,0.5778698923090604,1.0
Fads3,0.42974630185879825,1.0,0.5443539231003495,0.37865969752504297
Fads6,0.30814649816872525,0.19799982711444267,0.29445151029751543,1.0
Faf1,0.8175929639843258,1.0,0.5499312234165261,0.7288163404638796
Faf2,0.6739392460658099,1.0,0.7689368385429418,0.9917624320701162
Fah,0.7631681569667434,0.49538774185512546,0.9355919133107751,1.0
Fahd1,0.9318404789466971,0.528255776158884,0.8652619090829922,1.0
Fahd2a,1.0,0.6484102818057139,0.9709735033335662,0.9675451456788992
Faim,0.4533706286832554,1.0,0.40308336149411056,0.3755208872145642
Faim2,,,,
Faim3,0.8328576291550531,0.1575199162104521,1.0,0.35337287867714334
Fam101a,0.9435484232147668,0.41922778928680937,0.3599998142717112,1.0
Fam101b,1.0,0.6749778999233567,0.24672922878984394,0.19436645334968483
Fam102a,0.8196015498260041,1.0,0.4451985901427488,0.37525783130965235
Fam102b,0.281659583208453,1.0,0.11321602264046637,0.029301111483363763
Fam103a1,0.5995621539835925,1.0,0.36884671450423223,0.3428932007584884
Fam105a,0.2536300921155214,1.0,0.0841621236730304,0.009669227761928405
Fam107a,0.027722025702925174,1.0,0.003966379940901457,0.0036725759140788677
Fam107b,0.27502625947871073,1.0,0.29448835364634485,0.25177505407928186
Fam109a,0.6083598079855124,1.0,0.7033295242213794,0.4986299891479454
Fam109b,0.3790622251378926,1.0,0.23049886377612339,0.23434900201206418
Fam110a,0.19073075525311944,1.0,0.1414304786069901,0.1807074284995625
Fam110b,0.5752470111281147,0.8051017939645331,1.0,0.685871410090658
Fam110c,0.21117509764626427,1.0,0.4365166390792925,0.2738721471926703
Fam111a,0.3184503805537788,1.0,0.10192661643710109,0.01796261409190913
Fam114a1,0.7085084470760573,0.9899688540357467,0.7838193801430108,1.0
Fam114a2,0.9487986544045458,1.0,0.7528460401645163,0.9921644954579577
Fam115a,0.5961241219758454,0.8756720743008499,1.0,0.8993332170953747
Fam115c,0.6668687294092557,1.0,0.30157472723276646,0.7004564133268756
Fam115e,0.0,1.0,0.0,0.0
Fam117a,0.2679383287805045,1.0,0.12897856978260128,0.07320085040172754
Fam117b,0.4348845182514342,1.0,0.23443798059000914,0.14826448769613826
Fam118a,0.3205355498224372,1.0,0.15114822902450692,0.1015037470720947
Fam118b,0.707632811978486,1.0,0.3702439129730284,0.28029491698899495
Fam120a,0.8657134874460266,1.0,0.7163529152735922,0.6021823761970341
Fam120b,0.8395962819939661,1.0,0.4964709518731534,0.4428621828662881
Fam120c,0.6901232720120462,1.0,0.438574375997488,0.506756368161434
Fam122a,0.6544690784266316,1.0,0.40590920554119836,0.46385423366627965
Fam122b,0.3118528524260112,1.0,0.19175329044387196,0.14752899880093734
Fam122c,,,,
Fam124a,0.7721134356287939,1.0,0.4934259160841734,0.32283628402819975
Fam124b,0.08698287774903335,1.0,0.0186678534175036,0.0
Fam126a,0.5123599706465206,1.0,0.3612376627258738,0.17623954404689612
Fam126b,1.0,0.9375116537144258,0.6828799460976238,0.5503371783581197
Fam129a,0.6596070009583381,1.0,0.30805910799919123,0.035113869349098284
Fam129b,0.7119351362726699,1.0,0.5259575878177063,0.25166098682402716
Fam129c,1.0,0.9853784209340005,0.23194097722960605,0.03725961395835842
Fam131a,0.40736325099660414,1.0,0.18165257363955425,0.10073825878346651
Fam131b,0.14290044201626906,1.0,0.0,0.11358752648543927
Fam131c,0.278913779691343,0.3542771878069283,1.0,0.8137719378315075
Fam132a,0.6117049558367988,1.0,0.18626674329082638,0.09549147447182763
Fam132b,0.5963345368755842,1.0,0.3426628093655228,0.06880782854406417
Fam133b,0.5583607691853235,1.0,0.2581160806684283,0.2349034791238718
Fam134a,1.0,0.5481161347782848,0.6738503719130466,0.9724764185380381
Fam134b,0.36628480409781367,1.0,0.33351705517849384,0.2530138599333795
Fam134c,0.8650284729002529,1.0,0.8667686254882284,0.9479672261156276
Fam135a,0.7268848874831808,1.0,0.4924135880477173,0.5371664296000374
Fam135b,0.0,1.0,0.0,0.0
Fam136a,1.0,0.7923714805437115,0.8212282997610967,0.9833216052556434
Fam13a,0.376888441213231,0.3431543876145496,1.0,0.9761633264670079
Fam13b,0.4477632471413981,1.0,0.3417203212423421,0.46790874831542933
Fam13c,0.019293679856795972,1.0,0.02357024222299045,0.012976616527268284
Fam149a,0.23978422744938854,1.0,0.3592855910817955,0.44929600038410394
Fam149b,0.8254249308072603,1.0,0.8577974043195224,0.9738954193929084
Fam150a,0.0,0.0,1.0,0.0
Fam150b,1.0,0.8418501033467983,0.4367608915542411,0.2231218987915732
Fam151a,1.0,0.9046171202233682,0.6485113462864041,0.4924748975365634
Fam151b,1.0,0.9822265647543832,0.6659324166071243,0.5201393876076857
Fam154a,,,,
Fam154b,0.34859047219120176,1.0,0.1821529939526109,0.20480175229950418
Fam155a,,,,
Fam159a,0.0,1.0,0.0,0.0
Fam159b,,,,
Fam160a1,0.3325666326461323,0.3521513430009198,0.8226778364400495,1.0
Fam160a2,1.0,0.6280661498728962,0.7528737927224249,0.7259775684284557
Fam160b1,1.0,0.8894642489258232,0.6788490873121477,0.5161814840152008
Fam160b2,0.6117084523046681,1.0,0.5013697699654803,0.4204617566252228
Fam161a,0.8870612344028779,1.0,0.9937403228034621,0.43506165804800334
Fam161b,0.945741107162217,1.0,0.39423112262600785,0.46261101695887996
