id,GSM2811029_H7-Tub-DN1101,GSM2810966_H5-Tub-SLE301,GSM2810941_H4-Tub-IgA1,GSM2810934_H3-Tub-MCD11,GSM2810914_H2-Tub-HT1,GSM2810894_H1-Tub-DN1
1978_at,7.48367793,7.592037043,7.658626829,7.717240854,7.248700823,7.587511129
51373_at,7.919656729,8.076121192,7.650473775,8.259541019,7.901987569,7.875294147
7348_at,7.220719126,7.90909769,6.981133708,7.400929028,7.230617213,7.38146851
2132_at,7.748032161,7.724092539,7.542100369,7.720269384,7.880592851,7.580847332
2224_at,7.757880835,8.000540948,8.154726701,7.885932907,7.606028387,7.885657403
64783_at,7.371778418,7.398990466,7.098257254,7.291880415,7.393199285,7.292192175
23646_at,7.380652001,7.010094963,7.719372517,7.536824834,7.340645325,7.598851344
55656_at,7.699833914,7.484321226,7.860627654,7.604427237,7.568504413,7.535507658
10390_at,7.726429435,8.035200987,8.068722785,8.144470678,7.939680537,8.016688582
10884_at,7.911211102,7.99051227,7.911525853,7.866059299,7.183855229,7.564470518
5289_at,8.035733903,8.039025882,8.236536939,8.022380906,8.194434467,8.3300792
83481_at,6.714054512,6.744011044,7.242916488,7.330963889,6.884715617,7.404835913
3048_at,7.446778963,7.177453081,7.674755348,7.462841185,7.755601027,7.232769428
6482_at,6.525435476,7.035291242,7.767644145,7.833929011,6.859824588,7.308450189
5320_at,5.525345579,5.232197109,5.388864923,5.637702526,5.503375525,5.641878025
3845_at,7.536921865,7.550167878,7.266618789,7.565285996,7.78800259,7.484607988
79145_at,7.481978771,8.336465941,7.871216429,7.628464228,7.508948423,7.532347172
4245_at,7.497756316,7.495271079,7.18836893,7.575961866,7.941957318,7.549046059
10712_at,7.831389594,7.874324792,7.638549738,7.780001574,8.10451495,7.697689197
3163_at,7.860010933,7.315796184,7.973565579,7.903762075,7.623050094,7.735034024
133619_at,7.899964434,7.736438496,7.680456855,7.775073142,7.655951861,7.631844824
64374_at,7.558108073,7.95029939,7.384565293,7.777992995,7.368914783,7.614102627
80142_at,7.785616988,7.869541418,7.50074403,7.805070172,8.16367243,7.897246801
6158_at,8.056564447,8.002827235,7.916018557,7.983650589,7.657986719,7.52191903
4641_at,7.704753659,7.609640133,7.390367212,7.714120655,7.894795619,7.639678437
3632_at,7.828368682,7.801188553,7.696674522,7.904537393,7.69895247,7.713173446
65993_at,7.87978039,7.846389532,8.040616353,8.210581052,7.768893991,7.971389251
55631_at,7.935269751,8.067002931,7.849041551,7.581659547,7.355414218,8.010710348
3855_at,6.232384531,6.703566738,6.311849344,6.263963695,6.580885387,5.65793197
54968_at,8.274517279,8.182939526,8.180660751,8.229200897,7.833391468,7.998145708
57418_at,7.162242544,8.328130639,7.222009701,7.94417083,7.717047964,7.892980572
1384_at,7.60419975,7.642933813,7.969019043,7.499283743,7.88216782,7.86200528
9601_at,7.749822308,7.500245208,7.513405845,7.581568121,7.736900753,7.512763164
10301_at,7.723558994,7.753331262,7.812091114,7.546856546,7.194067405,7.916171955
51191_at,6.61990696,7.219780109,6.653644225,6.693072777,6.537336961,6.760336239
9852_at,7.599928035,7.623698861,7.73306374,7.695912742,7.874367486,7.773165527
54977_at,7.990512743,8.057217908,8.125448182,7.899334186,7.762941488,8.009449597
55620_at,7.956636509,7.442715397,7.56653847,7.784198624,7.679664086,7.276212133
65003_at,7.825540436,7.935673436,7.636021588,7.987123448,7.820530457,7.734219321
6591_at,6.173996386,5.777814474,6.549328671,6.107278013,5.633802613,6.839802138
55508_at,8.007442854,8.184744131,7.885112456,8.131583854,7.79557957,8.050805238
6645_at,7.323577355,7.40599742,6.986511891,6.881449693,6.400006213,7.491209361
56998_at,7.52766157,7.41132629,8.063663055,7.965990897,7.730399545,7.878268777
26128_at,7.9393468,7.423286855,7.918281888,7.477717579,7.701286428,7.774167598
51141_at,7.756897399,8.322303632,7.767622736,7.594350143,7.639973445,7.655085984
5187_at,6.600238301,6.959009397,7.505147313,6.977219452,7.172605004,7.193743626
51651_at,7.884469546,7.601657994,7.883049349,7.607030323,7.592594664,7.50513077
9404_at,6.45341231,6.896193426,6.428676654,6.231135251,6.926616965,6.737762404
5069_at,6.492817949,5.483583178,5.835963735,5.615194713,6.128146571,5.651302843
6443_at,8.204848642,7.764374752,7.823207738,8.020155952,7.85353121,7.817338204
23109_at,6.613231323,6.796074059,6.910873009,6.853730316,6.592252788,6.616708802
5352_at,7.358450997,7.782669065,7.164890087,7.590279096,7.613491269,7.103992313
5257_at,8.02898108,7.857108135,8.059350166,8.009136746,7.720368895,7.901453039
39_at,7.339027416,7.785202305,7.496115132,7.813716996,7.49873466,7.674745804
90121_at,7.792393148,7.855688411,8.276452676,7.840537978,7.925158264,7.951423732
23019_at,8.065234316,8.041509788,8.211538173,8.073972671,8.177113571,8.16553805
57050_at,7.982447032,7.70619532,7.758132832,7.761624674,7.547576954,7.610630267
6943_at,6.131195713,5.872013235,5.962840379,5.688505614,5.585232821,5.965613286
645745_at,7.50135749,7.368953409,7.776099305,7.439809209,7.865450467,7.71464623
56731_at,7.416056487,7.995649302,8.144503949,7.741126238,7.441081458,8.003530897
55968_at,7.968634692,7.937722421,7.876895016,7.745474015,7.895685529,7.882804096
23303_at,7.737841378,7.520336712,7.88049453,7.358315013,7.774476618,7.660668134
4676_at,7.88219888,7.861240597,7.923725583,7.678610121,7.967060196,7.675951569
57862_at,7.951322763,7.775413818,8.064897247,7.836696891,7.754923988,7.773967015
950_at,7.888986,7.698611684,8.001506699,7.801051055,8.075620689,7.379936101
9703_at,7.680192839,8.311333823,7.662635372,8.028396636,7.863069495,7.778990886
9184_at,7.816087587,8.310378965,8.088450533,8.053072141,7.72072344,8.00052763
10560_at,6.448714386,6.909928665,6.662513271,6.675835093,6.404596667,7.089210213
4087_at,7.768434589,8.006713274,7.711798341,7.767643809,7.798479332,7.742740024
10165_at,7.74745297,7.972553153,7.948012821,7.426461914,7.139282041,7.642903179
7334_at,7.87997069,7.869607275,8.133816576,7.929109228,8.100450356,7.948742648
220988_at,7.795945402,7.910596355,8.090754497,7.764487935,7.850010875,7.766692835
5863_at,7.510782044,7.676973043,7.834228294,7.646882284,7.882128251,7.680287006
51306_at,7.519912949,7.550467054,7.210764984,7.428034142,7.713682565,7.603879579
4756_at,7.843647483,7.226758421,7.83294156,7.776330453,7.66965903,7.864270541
214_at,7.660893762,7.340151258,8.161451436,7.709340332,7.681800601,7.970457691
22889_at,7.119385925,7.406783474,7.888814957,7.294480148,7.112001698,7.457128588
2593_at,7.502139219,7.318679084,7.763531378,7.978702265,7.512869726,7.612523845
51574_at,7.976328489,8.01701834,7.818746032,7.808016626,7.948294472,7.807457581
51118_at,8.12182249,7.942017793,8.037192278,7.964226076,7.751607768,7.901206515
2976_at,8.128391238,7.803130027,8.090241185,7.959470426,8.205264088,8.038771144
5577_at,5.896437038,6.212005812,6.13206599,5.696907803,5.980978821,6.100669792
5704_at,7.92547208,7.569932659,8.019891478,7.838610796,7.40132536,7.609185834
55048_at,7.91281043,7.998565854,7.673570763,7.729222191,7.877031809,7.804177989
1022_at,8.148914561,8.274177179,7.933642597,7.611861887,7.332274864,8.073474197
1845_at,7.887431632,7.378093535,7.89523556,7.906931202,7.980556214,7.946877833
60676_at,7.109493576,6.182316427,6.117511601,6.464476427,8.261394719,6.302463446
55_at,6.280746529,7.386163746,6.194831888,6.607180818,8.298981473,6.418919162
9525_at,7.983213805,8.180704213,8.289024346,7.930689473,7.172002709,7.902691677
9172_at,7.750428257,7.151874056,8.025787517,7.499073969,7.323261135,7.707246605
10664_at,7.928008767,7.88151658,7.878507775,7.801102616,7.887038301,7.849076641
23385_at,7.892581655,7.779326258,8.096776286,7.856763417,8.059483352,7.943822327
51759_at,7.852921686,8.01921023,8.091122297,7.764611559,7.828557562,8.084053317
552889_at,7.741539867,8.222051476,7.794716374,7.993083832,8.241909238,7.995557995
4217_at,7.411629322,7.085992393,8.02822448,7.816953582,7.186341348,7.573323726
11188_at,7.608608597,7.682017028,7.695110836,7.598333511,7.977227464,7.794994005
27339_at,7.80633514,8.012117912,7.764898714,7.542628716,7.82317117,7.60784322
8462_at,7.097889586,7.36015064,6.978476974,7.340283362,7.40082366,7.056505742
8772_at,7.925060605,7.726124508,7.637364482,7.72551363,7.701005384,7.935309853
6046_at,7.29327456,7.385497873,7.462987597,7.44291782,7.969077961,7.802950496
63901_at,7.444207221,7.894148011,7.750652913,7.707601139,7.884878142,7.694223574
124044_at,7.233914184,7.35005677,6.757112781,7.1841662,7.217148384,7.145323453
27102_at,7.958485534,7.805501375,7.803364154,7.988159832,7.988450276,7.915861052
26240_at,7.893501275,8.090589678,7.872143476,7.541662752,7.734799838,8.075567604
100287932_at,8.025278413,7.909336483,8.193668053,8.121956637,7.851861461,7.977424819
11047_at,7.573469733,7.344954482,7.730635062,7.711354638,7.563435203,7.757555239
10155_at,7.433377032,7.515436541,7.660032705,7.55860634,7.726349147,7.708185425
26027_at,7.558091053,7.597283843,7.8838811,7.442098328,7.677431302,7.926700192
9905_at,7.779546674,7.807385351,8.171865912,7.94036184,8.062757291,7.728996194
79178_at,7.613894923,7.600995461,8.1541822,7.644230255,7.867537419,7.686887543
10641_at,8.078628512,8.069959143,8.159422745,7.988539316,7.983222189,8.03297297
4591_at,7.857193527,7.626114262,7.7674627,7.760313296,7.917848202,7.742707413
1523_at,7.468338299,7.565947501,7.355898783,7.613055491,7.654970643,7.700434232
113419_at,7.89986363,7.809895502,8.289115754,7.98419889,8.071283044,8.09091782
57122_at,7.90955544,7.936279346,7.96152242,7.519481878,7.797744937,7.946347942
83941_at,7.774729089,7.750126651,7.967963221,7.801759748,7.114334288,7.460961451
80196_at,7.809052199,7.709291758,7.586877534,7.896854938,7.922202285,7.377347959
2273_at,7.229236055,5.673939448,6.479534164,5.959188034,6.875674019,5.866409161
1000_at,8.127816482,7.78610975,8.144188721,7.948440952,7.728060618,8.005540697
8880_at,7.526508064,7.645028934,7.332559057,7.491094794,7.77949541,7.488907876
4832_at,7.499925094,7.903898651,7.747302886,7.832804795,7.75286566,7.771906132
1649_at,7.482561864,7.447848831,8.046616857,7.26582421,7.4975644,7.621062957
51020_at,7.772956571,8.186100318,8.038455783,7.726201559,7.410022077,8.025150087
999_at,7.251949301,7.68760961,7.2225363,7.302245623,7.975166262,7.26380737
9274_at,7.652542539,7.765638589,7.515342207,8.088606827,8.05949328,7.963391314
23411_at,7.914512212,7.662439675,7.775195842,7.310553449,7.898765285,8.096546488
6625_at,7.266477599,7.638467022,7.480149179,7.367239411,7.5747437,7.532767843
23126_at,7.66870979,7.981265937,7.908988958,7.814832566,8.091500689,7.972561436
8623_at,7.353756667,7.679949322,7.725575388,7.584086213,7.764737128,7.566477442
1364_at,6.557255988,6.27773812,5.708920516,5.74700517,6.870097774,5.686312118
113791_at,7.564561822,7.532635521,7.673859345,7.252500129,7.298828404,7.011022657
4714_at,7.889648724,8.092659363,8.163069294,8.0109384,7.945133992,8.029378708
55665_at,7.851212247,8.012004114,7.927259613,7.867368349,7.982926946,7.98428277
51750_at,7.310432898,7.198721671,7.669583161,7.297161789,7.258262679,7.276656474
4669_at,7.582209248,7.580089853,8.191183506,7.696911691,7.485037239,7.691162755
2771_at,7.38487137,6.981125933,7.494879668,7.130096058,7.708299993,7.667641871
3385_at,7.007400059,7.544236485,7.529375032,7.417359336,7.227895547,7.548738221
29116_at,7.781764932,7.576057443,7.152783544,7.73378951,7.92997083,7.235535513
1736_at,7.762257154,7.728267869,7.669420617,7.719052484,7.918522486,7.516487071
54662_at,7.615714583,8.001134922,7.795150233,7.863390442,7.784248568,7.819721125
10299_at,7.834512485,8.022626928,8.097998198,7.882321114,7.997295101,8.245228906
10245_at,7.664937313,7.683956361,7.993256971,7.77120533,7.761562771,7.779678221
9632_at,7.496237227,7.536482498,7.885986777,7.558398053,7.605885554,7.184621236
29097_at,7.773265205,7.513076283,7.416858445,7.862006483,7.276276271,7.367654411
3052_at,7.621905214,7.613255815,7.778107971,7.848375743,7.695250319,7.452919649
8760_at,7.42554175,7.449541834,7.547594401,7.473652416,7.610175071,7.529612022
55224_at,6.841699938,6.160349,7.412954917,7.203661339,6.936578986,7.309653812
55654_at,7.736788701,8.069883731,7.847888832,7.784710364,7.948760185,7.651739349
23061_at,7.962325493,7.960713524,8.029141372,7.953663603,8.094594867,7.762065415
283_at,7.193216047,7.912057732,7.844621037,7.698662952,8.007098377,7.934326217
10370_at,7.581270555,7.959167836,8.054944875,7.324984966,6.893337294,7.583449021
65997_at,6.998769161,7.60638287,6.660261189,7.206105023,7.408175626,7.050028501
4790_at,7.738672146,8.268192158,7.104341311,7.509791561,8.027526653,7.647691046
80344_at,7.796014087,7.916300552,7.946762168,7.890134788,8.008116553,7.820850779
92140_at,7.728352498,8.093293584,7.981757461,8.025072658,7.947210091,7.984022396
2017_at,7.627557466,7.776826445,7.370698348,7.676075385,7.615457831,7.789757374
55316_at,7.154913191,7.523540264,7.906841782,7.392551384,7.590009499,7.467396951
10898_at,7.730357476,7.812105022,7.764707208,7.872528096,7.835699255,7.900358285
2181_at,7.617685846,7.873155572,7.616183675,7.52999429,7.711939979,7.616108735
8905_at,6.493953805,6.468081274,6.159355678,6.574064498,6.430147836,6.514229342
55735_at,7.809461573,7.493697749,7.676709512,7.887147474,7.696188901,7.643958559
84549_at,7.757011264,7.69581075,7.532784761,7.455762624,7.654725926,7.677112712
6564_at,6.407183444,6.124714754,6.258154044,7.288884928,6.766362371,7.320719309
808_at,7.654283224,7.541485881,7.736566786,7.61048238,7.761775519,7.569531893
80206_at,7.621145748,6.819758187,7.594985254,6.725810285,6.527931438,7.093824626
23327_at,7.502964481,7.823592643,7.658683547,7.555015755,7.927919494,7.854554217
5973_at,7.589315934,7.602607501,7.645345446,7.704608036,7.405008155,7.791329743
7803_at,7.80180474,7.537258646,7.70121019,7.613376309,7.915255738,7.511693631
3176_at,7.831739575,7.557438789,8.221205833,7.449415713,7.440313382,7.740761109
3093_at,7.868590686,7.76192708,7.96102803,7.769910849,7.862002045,7.792661025
23405_at,7.135651023,7.642586384,7.218148323,7.498736796,7.489077454,7.443771745
55858_at,7.851431569,7.357212556,7.861104648,7.398285282,7.177954928,7.332961073
84830_at,6.866059135,6.516537847,6.31908587,6.484054772,6.822346616,6.474058473
22796_at,7.871889368,7.74835882,7.843165468,7.763054383,7.782941541,7.882948812
85453_at,6.674222745,7.730898112,6.244267249,6.96180477,7.905163339,7.018813944
9927_at,7.923520961,7.59364962,8.111674461,8.004088984,8.087307199,7.704668014
9879_at,8.053584474,8.137390948,8.125447452,7.863675244,7.771149664,7.871578243
9896_at,8.092777055,7.984828693,7.745060817,7.975413014,8.056030065,7.745267278
64077_at,7.70611437,7.301590812,7.799028093,7.277765979,7.271741189,7.949314729
23379_at,7.717588081,7.797284898,7.707450597,7.478902966,7.620439068,7.822834571
3643_at,7.305628462,7.689279178,7.610009122,7.534052359,7.498677336,7.960098252
9060_at,7.521585349,7.334488097,7.464025075,7.569409369,7.637122306,7.281280531
965_at,7.599020621,7.06983862,7.185839128,7.080578152,7.016597161,7.002596906
2029_at,7.912396935,7.81373379,7.97963735,7.913575149,8.073050331,7.80044828
8019_at,7.519822612,7.943717106,7.401321354,7.527222333,7.954632971,7.909892594
23158_at,7.151674115,7.123963875,7.446520331,7.215303571,7.294232268,7.188141376
9128_at,7.952821667,7.642076878,7.957573334,7.820040426,7.634851921,7.88433233
10953_at,7.913873419,7.649308053,8.173751292,7.93503703,7.829126936,7.928917273
79096_at,8.164677506,7.967837263,7.88084746,7.894179997,8.251425561,7.864277757
3189_at,7.881694843,7.884578427,8.112717833,7.592695778,7.937481488,7.701426221
8607_at,7.887252864,7.822905943,7.813629306,7.773901223,7.759645314,7.772108774
10819_at,7.757864061,7.067505343,7.612624883,7.127324236,6.928985391,6.844290104
10521_at,6.352857601,7.910066953,6.44924387,7.134569627,7.270851334,6.931027221
55291_at,7.747645251,7.832996484,7.971772622,7.928536617,8.100171263,7.645537947
23008_at,7.834095687,7.940254574,8.250419359,7.886689479,7.937332918,8.114689714
10195_at,7.749398743,7.310058176,7.615913511,7.898278213,7.876896613,7.675080583
25906_at,7.814389271,7.701896803,7.973825544,7.726587236,7.775653925,7.613127866
10524_at,7.807699032,8.062414147,7.721574776,7.744290221,8.048047837,7.737538021
23028_at,7.801448497,7.823141653,7.862061992,7.698270926,7.843451785,7.664232799
1393_at,6.275335773,5.372760573,5.014121293,5.135862735,5.039109263,5.382702085
10573_at,7.487968696,7.603805293,7.7728414,7.284493412,7.783507651,7.160196896
22998_at,7.823449183,7.594589988,7.845655526,7.473765471,7.485213065,7.533851249
10179_at,7.773656857,7.469544198,7.245006341,7.299666115,7.405278976,7.119268954
23224_at,6.909979094,7.955412955,6.919838355,7.269629555,7.624898812,7.246914342
622_at,7.362252513,8.10995121,7.116301685,7.898450482,7.988457266,7.265081352
5862_at,8.049548178,7.973870445,8.241515868,7.822837968,7.937997702,7.903493303
23395_at,7.583855042,7.145405082,7.233584816,7.308755377,7.237948452,7.126958685
22828_at,7.701041827,7.880145038,7.924360975,7.739101007,7.913750457,7.713901489
54870_at,7.903357667,7.957451907,8.053820645,7.824636662,7.971513029,7.880878445
55827_at,7.816759691,7.730759953,8.009291735,7.738547882,7.678614795,7.780115696
54995_at,7.908780162,7.699404182,8.122965363,7.778570565,7.803103696,8.16496172
5711_at,7.892106666,7.206572577,7.903706618,7.319020996,7.959191908,7.796389249
55852_at,7.720390126,7.737009379,8.109866927,8.067462847,8.07316955,7.880915793
6539_at,7.108705895,6.858810732,6.724711372,7.013773931,7.350848331,6.856398613
55258_at,7.327042762,7.606236724,7.987239671,7.421687751,7.843506429,7.154348391
5764_at,6.535983381,7.38006675,6.039413316,6.071813744,5.867886505,6.169363218
6670_at,7.59729018,7.525873175,7.845114351,7.467935297,7.357947573,7.697903416
23295_at,7.6834516,7.951299481,7.777203369,7.839723193,7.861424487,7.65223296
9332_at,4.861575645,4.730472147,4.835666912,5.212308591,5.245849456,5.128878525
4907_at,7.847478552,7.579235638,7.508668493,7.191608979,6.819523164,8.022281842
5789_at,7.48329194,7.768072381,8.038941698,7.15849952,7.278121279,7.973416093
1001_at,6.502159733,7.082377328,6.04004324,6.830123182,7.935941967,6.242870544
54432_at,7.729081158,7.500107107,7.544245747,7.776453542,8.066045496,7.603543321
64110_at,7.808190365,8.157871968,8.172512234,7.906745253,7.727834998,7.81925189
10106_at,7.421375978,7.736462112,7.605649006,7.392701006,7.711896618,7.554240896
29953_at,7.034995822,7.759203759,7.514702422,6.885926028,6.272282597,7.33480903
5733_at,6.512831727,7.387762047,6.819341554,7.070349366,6.925633515,6.941817251
56912_at,7.641285501,7.618170723,7.812874025,7.420375023,7.693189123,7.753438086
55246_at,7.950329883,8.029413215,7.857608239,7.689634957,7.683749869,7.696579861
23231_at,7.291036596,7.952122513,7.123790235,7.754522824,7.697190704,7.720342867
4286_at,7.872752893,7.597269813,7.458140683,7.556464695,7.612005598,7.688548842
51444_at,7.52951368,7.582515879,8.008950621,7.466641718,6.990418723,7.489741068
2261_at,7.41859571,7.867312545,7.784699595,7.367334803,7.436102645,7.586864745
51454_at,7.4732741,7.585702743,7.303064419,7.172250404,6.909910054,7.592437511
56647_at,7.6899985,7.944531619,8.172299941,7.615013868,7.344137223,7.784114601
26099_at,7.782692787,7.84127358,7.74261658,7.864182842,7.756482982,7.70668624
55603_at,6.623772938,6.557300789,6.319359708,6.494012552,6.422610165,6.616744745
11059_at,7.14194818,8.221751838,7.427049074,7.412469565,7.078167442,7.326142113
26097_at,7.753263959,7.927943864,7.743018136,7.768888995,7.98559377,7.698377741
8829_at,7.500560451,6.845513253,6.708482096,6.944377936,6.923159305,7.010295219
55082_at,6.921938825,7.259694844,7.212678533,6.889092655,6.95087373,7.341186691
90864_at,7.647901197,7.913610004,7.79551111,7.687615819,7.793795527,7.849583429
2885_at,7.78806912,7.716245193,7.900345162,7.790321862,7.537051127,7.67189587
3184_at,7.931256749,8.182617683,8.117865155,7.83126971,7.86450659,7.868843324
6709_at,7.339476383,7.045340331,7.456562195,7.318930781,7.512710391,7.584518027
10084_at,7.947656787,7.76621263,7.903730748,7.694068624,7.613496409,7.853353476
6468_at,7.715271462,8.216995718,7.927540745,7.878570074,7.696488703,7.821258457
79697_at,7.699013037,7.599254412,7.594766551,7.606261322,7.666302363,7.613471656
2135_at,7.820597678,7.702037811,8.20752765,7.507964225,8.150981389,7.608275862
10248_at,7.5596791,7.806760627,7.741757668,7.671322493,7.544706411,7.547142469
7375_at,7.922571187,7.843858617,7.924236085,7.929107647,8.018245653,7.912821241
1861_at,8.085439888,7.900363431,8.052039535,7.89801271,7.811759308,7.755002965
11102_at,7.563360522,7.698124198,7.489393236,7.555448224,7.852425785,7.766128872
55031_at,7.852880788,7.705872861,7.971766131,7.76620043,8.09866125,8.142925701
9969_at,7.439992851,7.767699472,7.721027004,7.701430738,7.901262214,7.866813864
5495_at,7.801220023,7.709188939,7.79959934,7.902270529,7.481049878,7.957589836
23077_at,7.085622617,7.424932624,7.716293774,7.342369681,7.490003794,7.801067374
100129250_at,7.716887613,7.682376775,7.848478673,7.804315394,7.700014502,7.788236758
9686_at,7.634926198,7.718062913,7.807179813,7.598754456,7.922421618,7.644744853
90411_at,7.805866776,7.927893535,7.83792256,7.804256316,7.497551672,7.574063699
6160_at,7.788030612,7.765454313,8.134773938,7.689221452,7.529732283,7.835704246
57493_at,6.992151332,7.099446426,7.132832237,6.509455709,6.808412209,7.008453306
79109_at,7.833072136,7.187156048,7.913189751,7.359414901,7.25924768,7.561546737
2773_at,7.749789021,7.895073073,7.732788163,7.755381205,7.82109931,7.787202978
8775_at,7.781652176,7.34323571,7.799038616,7.605238457,7.998590678,7.740334208
23118_at,7.850599309,7.765107433,7.836320042,7.783997194,7.807301406,8.030791078
55731_at,7.616209115,7.498399993,7.693660808,7.697873464,7.557112134,7.689710029
54494_at,7.361419831,7.751390598,7.657934171,7.480580267,7.32177556,7.602263824
5652_at,7.349964969,7.474819494,6.921878234,7.631784824,7.816630356,7.638834154
4067_at,5.617152136,6.005812815,5.36330392,5.54742981,5.94766049,5.462101124
8323_at,7.321921858,7.237699245,6.824514302,7.075892566,7.393591167,6.890110195
590_at,6.733064911,4.855439324,6.1914762,5.842795052,4.904311637,6.409439137
4335_at,7.765373479,7.841677814,7.497572438,7.466305988,7.717491741,7.456354011
3799_at,7.762668218,7.529099231,7.708615679,7.659679676,7.735046202,7.766731794
55764_at,7.462165737,7.577494295,7.456676815,7.29062795,7.421571841,7.277004216
9646_at,7.739529681,7.650846885,7.751501016,7.773750235,7.654548201,7.820017168
56987_at,7.395801329,7.738497347,7.246414662,7.535552009,7.547386082,7.556510888
8546_at,8.011740476,7.759378586,7.964410439,7.866592773,8.083631132,7.752585791
25959_at,7.694296764,7.381605615,7.621081114,7.723243281,7.514093295,7.513521613
3659_at,6.200830474,6.0213335,6.151345534,5.857499535,6.465348121,5.516893614
100129361_at,7.861681466,7.833600927,7.774571415,7.726803611,6.95457946,7.614455353
7027_at,7.501305656,7.654513276,7.506561501,7.693208058,7.61142732,7.603464358
10763_at,6.538382743,6.390196343,6.246922046,6.484024316,6.321478897,7.011505955
51226_at,7.507569604,7.303580529,7.103150749,7.421695064,7.417745934,7.578569947
11094_at,7.73707744,7.616088478,7.783221453,7.864056989,7.814419256,7.710321437
5824_at,7.805876703,8.021791025,8.043153875,7.941061323,7.94535121,7.920284252
79026_at,6.991634466,7.132344918,6.940834992,7.161379171,7.539407894,7.284942231
64761_at,6.640200032,6.856862462,6.065327175,6.722784144,7.083918212,6.686711651
1536_at,5.244424751,5.045323797,4.954241065,5.052758112,5.801045284,5.093265231
51805_at,7.503299381,7.870022281,7.656114659,7.882137107,7.339045071,7.804765517
55585_at,7.967612532,7.850221079,8.064634987,7.866062004,7.594880706,7.965496558
5646_at,6.895815443,6.332676436,6.307772556,6.487450942,6.204168637,6.902178266
79572_at,7.864861065,7.581219118,7.658466402,7.81287081,7.671770025,7.775464967
10206_at,7.074071013,6.932600344,7.308641699,7.72553493,7.137246275,7.819977204
10594_at,7.597548181,8.048700126,7.896285668,7.74178885,7.854130064,7.78202954
11170_at,6.590967636,6.727453923,7.079117395,6.941394429,6.803972979,6.777695052
58526_at,7.137681223,7.830843457,7.72588256,7.285794583,7.439649313,7.528543237
65123_at,7.351073847,7.233037305,7.638835375,7.435219297,7.77683142,7.623249866
10531_at,7.504735706,6.577033459,7.428984158,7.588558308,7.483745063,7.539994668
6642_at,7.829685086,7.74926926,8.004404706,7.654000871,7.774150156,7.873310176
5297_at,7.19374862,8.100206447,7.297609167,7.66149703,7.428921047,7.71839014
4828_at,7.875132732,7.367632806,7.533613318,7.730606876,7.711823851,7.581139558
961_at,7.108106462,7.263805008,6.684731746,7.133351209,7.54936473,6.883072869
23429_at,7.537735403,7.754086606,7.502302168,7.483605698,8.01111655,7.610807041
5510_at,8.017158152,7.97338638,7.774196785,7.806169885,7.720035554,7.829360766
28474_at,4.20651959,4.390919484,4.291546639,3.864472038,4.427238859,4.043320312
10772_at,7.536171692,7.777878444,7.534052794,7.80484594,7.361444334,7.520549162
3577_at,7.586287504,7.489447034,7.765778033,7.830705641,7.649815633,7.629224172
64960_at,7.510785295,7.645559435,7.934066397,7.574376528,7.288851204,7.777519017
84364_at,7.718180979,7.850432699,7.922131195,7.906997415,7.974938089,7.861149646
55422_at,6.182205317,6.59630002,6.076709001,6.276589238,6.856403223,6.561915403
54815_at,7.644571531,7.478380022,7.548271164,7.592596493,7.452097976,7.582892131
51016_at,7.673200337,7.617633671,7.54319121,7.530361336,7.223613164,7.289535051
23592_at,7.643066578,7.887856526,7.41056654,7.618632342,7.764540352,7.913978143
7329_at,7.723862609,7.624649579,7.489911081,7.639847445,7.665849185,7.473027367
353189_at,7.408812487,7.753212741,7.818036477,7.418991863,6.98949028,8.168626848
2730_at,6.836996797,6.494780595,7.363210622,6.416752204,6.300268167,7.145239844
9454_at,7.398104385,6.985475992,6.856814343,6.943306759,6.600716785,6.640503795
8935_at,7.607368225,7.725697727,7.318295097,7.473366226,7.638399614,7.356801742
57020_at,7.89442236,7.75044365,8.134941002,7.733853214,7.898408387,7.67342181
79840_at,7.832682178,7.96828202,8.03924472,7.627810711,7.730289251,8.03609883
4285_at,8.069027562,7.865910146,7.93198481,7.77823149,7.837280879,7.732308793
55005_at,7.721758955,8.164160347,7.700953442,7.758993976,7.121713342,7.652699892
23786_at,7.893725193,7.633991637,7.830887248,7.704625655,7.52917526,7.654480012
1992_at,7.378119419,7.102502374,7.224541553,7.339460204,6.605824318,7.035618044
9040_at,7.404855239,7.512568696,7.241627635,7.718970992,7.579785577,7.651761291
4137_at,7.404346998,7.085953548,7.994220699,6.846148144,6.902394412,7.550950222
4212_at,6.794002318,6.384517453,5.990928627,6.087635371,5.969244206,6.478718144
10565_at,7.793883184,7.608404293,7.918595346,7.845359157,7.812934362,7.680405409
4086_at,7.546817653,7.266845378,7.107868623,7.28606407,7.238872933,7.105551677
8605_at,7.239707759,6.860963147,7.076517377,6.521315491,7.024525987,6.767130007
55161_at,7.700067492,7.4243264,8.059687156,7.660162368,7.662397148,7.556047835
11161_at,7.924330696,7.924939427,7.889372867,8.026619155,7.790720537,7.693498702
2271_at,7.909737347,7.87755447,7.852399396,7.901998639,7.624022536,7.836066898
57215_at,7.730960643,7.783059888,7.790546235,7.61323682,7.577578036,7.702859157
51365_at,7.43978219,6.994468816,7.320391535,7.192370215,6.84422006,6.959991493
368_at,7.313427018,7.221799384,7.796924469,7.149849806,6.719755289,7.886939582
8204_at,7.546816661,8.002824428,8.098945481,7.581115408,7.498351103,7.776351089
