id,GSM2811029_H7-Tub-DN1101,GSM2810966_H5-Tub-SLE301,GSM2810941_H4-Tub-IgA1,GSM2810934_H3-Tub-MCD11,GSM2810914_H2-Tub-HT1,GSM2810894_H1-Tub-DN1
2203_at,11.37556857,11.28637032,11.75656253,11.33413244,11.12123452,11.4586092
1476_at,11.27400711,10.91315826,10.98673705,10.8906169,10.94286173,10.95669378
55256_at,11.77300343,11.493257,12.10686726,10.85800225,9.782275718,11.70957733
4835_at,11.64480442,11.23250691,11.7965183,11.56610412,10.41077471,11.50298172
6224_at,10.86993426,11.20135442,11.1709299,10.40529653,10.78002956,10.87432554
11001_at,10.93180938,11.4238464,11.30993438,10.94873492,10.26330825,11.06417702
29997_at,11.3672502,11.49544872,11.41257554,11.30814551,11.23189684,11.33561818
760_at,11.3389507,10.59731965,11.85135661,10.92912137,10.98481599,11.40428265
8031_at,11.93237923,11.82892773,11.94122757,11.78090092,11.81553927,12.09707523
7295_at,11.7172581,11.95371311,11.5424553,11.53249847,11.16367062,11.69005108
1351_at,11.54860093,11.64679631,11.72328557,11.74076569,11.69383014,11.73076644
4256_at,10.77027014,9.251168393,10.02683705,10.11763455,9.728550776,10.13024474
539_at,11.66683931,11.96789164,11.75803066,11.71342363,11.55747779,11.85755764
83955_at,11.18102566,11.41876259,11.40166404,11.21830339,10.89722734,11.6191407
3507_at,5.255462327,7.336895441,5.408158939,5.75939566,6.501528817,5.64987675
3190_at,11.67353433,11.63691825,11.56963715,11.54002094,11.81715322,11.64059455
10694_at,11.4515205,11.64894642,11.46102545,11.41678955,11.65758408,11.37630516
1974_at,11.75027347,11.82585665,11.68441528,11.44365921,11.29145893,11.55975242
476_at,10.62700104,11.37009654,11.0801583,11.29875666,11.58660792,10.96942778
23743_at,11.5141461,11.62667746,12.02164497,11.45246178,11.24268722,11.81394121
515_at,11.51256444,11.59738857,11.51319079,11.57683122,11.62861389,11.62796366
3320_at,11.30670025,11.37584389,11.91696486,11.46552515,11.29291775,11.80303981
6228_at,11.43331162,11.48681188,11.25438354,11.29996568,11.2250056,11.38115898
6273_at,9.783326829,10.27826796,8.14410172,9.061018941,9.647884131,8.34215533
10542_at,11.76326661,11.47801357,11.82485979,11.22492818,10.88992925,11.50126024
217_at,11.59531272,11.50224884,11.82667269,11.51759077,11.58193175,11.62427783
6138_at,11.79974124,11.78330016,11.93499326,11.72262485,11.86030686,11.79863337
5264_at,11.41627112,11.45391559,11.50452799,10.72427535,10.63522383,11.27437923
6035_at,9.824281157,9.14182549,8.937185744,8.971816666,9.959168009,9.290935994
28959_at,11.70546099,11.02938148,11.6103255,11.50284327,11.65961154,11.50193655
1429_at,11.73189005,11.44105645,11.71090573,11.71518807,11.5807571,11.77969358
1891_at,11.40712707,11.55850936,11.41538549,11.4085449,11.24709011,11.43923935
7263_at,11.41696766,11.26716954,11.73750301,11.53008948,10.97493519,11.46777546
1347_at,11.40423463,11.60783843,11.47395132,11.489673,11.11688333,11.10591169
11136_at,11.3849996,10.90479231,11.52557867,11.14853445,10.37655333,11.43070691
9643_at,11.56145366,11.35839082,11.57551718,11.32743676,11.0294648,11.34989404
9551_at,11.45316585,10.95212039,11.55121558,11.43378783,11.29864537,11.07726811
1428_at,10.93480532,11.28989214,11.18177644,11.04663349,10.70512253,11.02378248
518_at,11.60638426,11.55956847,11.61962513,11.76892546,11.33554776,11.58077141
58510_at,11.18295759,9.966633432,11.42306817,10.38815813,9.786926786,11.12928605
11034_at,11.64366978,11.80573243,11.67249739,11.52042131,11.34919509,11.4010802
4708_at,11.7148477,11.52420556,11.75132022,11.64837979,11.36026819,11.46358218
5265_at,10.24413185,10.32327221,10.95749165,10.63506614,10.47845567,11.07354093
730_at,10.12388925,8.96818565,9.726256396,9.492911963,10.29797287,10.19594303
9528_at,11.65705191,11.63314419,11.7166151,11.72240343,11.56515411,11.52576935
1938_at,11.41979378,11.36788279,11.35073953,11.39455751,11.28998027,11.29082207
5476_at,11.31385312,10.52595644,11.12886497,11.25662111,10.68163885,11.01553816
183_at,9.736493313,10.38267841,10.53738931,10.68377915,10.25266295,10.49444346
10935_at,11.57110061,11.43097038,11.89248493,11.64071601,11.4725489,11.5335548
4329_at,11.20477444,11.45073832,11.69616852,11.08532324,11.23630106,11.77665636
55540_at,11.09189105,10.55772797,10.34149082,10.62563528,10.85484887,10.90361027
1349_at,11.42688655,11.39497976,11.44268451,11.501828,10.92648892,11.45938135
527_at,11.26715507,11.03092889,11.26627932,11.48583006,11.38737033,11.21970305
1329_at,11.29241699,11.54668001,11.36510529,11.41733304,11.22154027,11.31777465
1508_at,11.47140444,10.18835123,11.30821544,11.02143114,10.60553857,11.01901127
1213_at,11.45660502,11.30359289,11.37406251,11.49768119,11.69005044,11.48163786
10628_at,10.31780594,10.71412635,11.02877665,9.998991838,10.76987423,10.10850078
754_at,11.04836089,10.95849576,11.10277439,11.19011692,11.42397578,10.86640073
1800_at,10.48080478,10.05724264,11.81788631,11.03795167,9.909215393,11.21086472
2879_at,11.45868914,11.64058122,11.4782087,11.68054717,11.30592762,11.34780927
23479_at,11.52298339,11.59491531,11.59783515,11.33790357,11.06136338,11.43369359
11315_at,11.59040835,11.64017384,11.7001813,11.47406461,11.55798386,11.34380606
3091_at,10.67019495,10.12331973,10.38442905,10.24904076,10.5542055,10.16673285
28958_at,11.26046514,11.31186847,11.28630455,11.30546557,11.18798551,11.1729225
10397_at,11.26579969,10.99231407,11.55144436,11.19097716,11.1518339,11.20757275
5340_at,11.01847319,11.05856167,11.21720298,11.36170205,10.97418632,11.26945754
6446_at,9.528490998,9.328753629,9.833473776,10.37069,9.364198546,11.01545418
4942_at,10.9435925,10.95984055,11.24378324,10.91800693,11.03926755,10.98584967
28815_at,7.173042657,8.16311235,7.665468185,7.309309679,7.550898114,7.305933699
27069_at,11.58520984,11.47813869,11.65415727,11.59249701,11.3915162,11.50832655
9377_at,11.18771346,11.12843902,11.34848972,11.4332129,11.01355052,11.22588822
5660_at,11.30015614,11.130914,11.397464,11.3471528,11.48058109,11.21657201
2778_at,11.0815257,11.2818774,10.97024703,11.12014256,11.5855468,11.13197373
38_at,11.31428557,11.63266043,11.54063226,11.31731207,11.23432196,11.49184614
6780_at,10.89909781,10.09788825,11.4263842,10.31222875,10.18144287,10.81364537
4694_at,11.28083396,11.41243234,11.41038326,11.243085,10.91879526,11.18569358
123_at,11.02088692,10.40456184,10.78557862,10.44996309,10.56304679,10.79939987
7846_at,10.65743174,9.253230695,8.776504553,9.010439499,10.29636217,9.310560606
341_at,7.926696756,7.008163959,7.495695299,8.156982632,8.238408694,8.00708317
1634_at,9.930369002,8.673531666,9.34404264,9.294864949,9.745688504,9.679485163
4482_at,11.17065466,11.01168452,11.26112308,10.64608351,10.18381134,11.11473395
7827_at,6.173590028,5.972309139,7.100711523,7.084572473,5.902423918,7.368244439
847_at,11.36764559,10.91211515,11.51322152,10.8684627,10.78389222,11.20419064
4706_at,11.17348735,11.26519199,11.33851642,11.45119833,10.98373801,11.27785459
8992_at,11.41734293,11.35016974,11.453145,11.3509459,11.52205402,11.14172783
50507_at,11.4260633,9.953942334,11.68606294,10.33212745,9.366772435,10.85470267
55244_at,11.33771362,11.09586595,11.17463812,11.13024133,10.63085484,11.2105972
226_at,11.13276288,10.99491441,11.17331019,11.2145671,11.490684,11.14812863
307_at,11.15831067,10.34465386,10.69811222,10.4824897,10.96142363,10.55043779
771_at,10.67710286,10.81832476,10.84911935,10.77836134,11.04992532,10.79863803
51084_at,11.14381135,11.30973873,11.37551565,11.22879244,11.15479398,11.47292901
64081_at,11.41866194,11.11887918,11.4479541,10.84589439,10.28471731,11.13108996
223_at,11.30947102,11.1894733,11.50018612,11.24014197,11.39244964,11.39277033
1936_at,10.85084233,10.98175888,10.64215498,10.78254509,10.58915298,10.80120803
11337_at,11.38958638,11.27908704,11.41677352,11.25471216,11.53783436,11.40908042
9324_at,11.13619245,11.03196699,11.12609954,10.97522536,10.31812987,10.92267039
10577_at,11.22882752,10.60710039,11.31558271,11.14926562,11.0411397,10.89881079
6726_at,11.35260561,11.17731618,11.56741261,11.27600896,10.79874415,11.18284301
10974_at,9.162486434,11.08200946,10.83213773,10.00091167,9.200755746,10.72201999
387_at,11.06498737,10.81312213,11.00931529,10.97689732,11.14195054,10.73314724
5879_at,11.28634059,11.07790749,11.14348079,11.11754622,11.52589172,11.31245931
4677_at,11.41713147,11.15450858,11.27321286,11.41235534,11.1917696,11.28768079
1647_at,9.754396605,10.23218718,10.67251239,9.680362327,9.886240649,10.21234187
6392_at,11.0779466,10.78939936,11.252474,10.82757776,9.861661664,10.84517336
4311_at,10.68910504,9.924067376,11.3373824,10.28437753,9.573219898,10.80333937
51179_at,10.79595654,11.23735875,10.98567799,11.09427774,10.51533386,11.27879474
4837_at,7.542113376,5.718848434,5.697744327,6.579494685,8.635704232,6.084994179
4946_at,11.24330956,11.08446776,11.53387403,11.22530837,10.88234757,11.17511167
2348_at,10.83226586,10.7754398,10.8359156,10.91484201,10.9390472,10.9429769
3646_at,10.91723081,10.97448559,11.20393591,10.85823844,10.32186779,11.01841548
8724_at,11.36086643,10.96983089,11.37791152,11.13572976,11.2503381,11.31052491
9365_at,10.86063732,10.34646713,11.17035299,10.34808262,9.46796786,10.55402405
51079_at,11.09835826,11.12310388,11.17464039,11.32641798,11.12301133,11.1786661
972_at,9.80689636,8.997777375,9.762145085,10.27833927,10.03760938,9.356519744
824_at,10.6115822,10.8521831,10.49129983,10.97500623,11.16019652,10.47275203
10627_at,10.91039924,10.62153641,10.66037327,10.51423661,9.710042547,10.13948399
10728_at,10.96669159,11.06833048,11.22660819,10.79660767,10.88241646,11.03646963
100133941_at,10.79983933,11.1140801,10.28704862,10.85793425,10.89477364,10.39795254
1733_at,10.88531817,11.34686107,11.16932344,11.26634933,10.27554798,10.86007884
6303_at,10.85231388,10.83239833,11.19628522,10.79541219,10.50479878,10.79365502
900_at,11.32464195,11.04623932,11.36391465,11.23178172,10.62333674,11.29558342
23576_at,11.25732193,11.04903169,11.43583689,10.95641997,11.0738867,11.2599972
10857_at,11.41244597,10.88462694,11.35073777,11.10592635,10.7490956,11.18881502
51734_at,10.72964106,11.17240771,10.59774758,11.31141007,11.47697802,11.02464879
4036_at,10.60721333,10.73412106,11.1592265,10.79582528,10.24659507,10.98458987
56954_at,11.00117614,11.20547084,10.93292376,10.77085795,10.65449992,11.05852505
3074_at,10.32763061,10.4183467,9.979102981,10.68194289,10.93063651,9.870778186
51268_at,10.81699287,10.64479393,11.06136655,10.30803458,9.348414156,10.6969927
10899_at,11.10849527,11.19933283,11.14992204,11.21840353,11.17337544,11.24202212
8667_at,10.94161306,11.07887191,10.95544894,10.97032047,10.70371564,11.16496545
56898_at,11.36491613,11.49087468,11.21944774,10.61464521,10.81205285,11.23419312
3434_at,8.867748434,9.334220147,9.505748738,8.644552361,8.307487513,9.25258168
6386_at,10.58447037,10.4184074,10.73942667,10.35691747,10.45964636,10.37191377
27020_at,10.93460809,11.007925,11.15016999,10.8218237,10.8482939,10.82761391
1807_at,10.88742363,10.38940389,11.24863756,10.3256504,9.735982433,10.95575315
3429_at,8.296797649,8.776737068,7.224447859,7.619986981,7.759300395,7.779776692
6277_at,9.543235316,10.00240346,9.046008368,9.279402264,10.24306487,9.546830719
6993_at,10.95723103,10.65328226,10.82736877,10.87359811,10.70572918,10.82362481
5860_at,11.10176742,10.53859101,11.20195568,10.90655696,10.53429807,11.08835621
8519_at,9.232164211,9.64102996,7.971218431,8.448738263,9.021048354,8.654063799
2244_at,5.721752316,5.051368903,4.847040814,6.090060595,5.21723999,5.662697106
51386_at,11.05359681,10.96867243,11.15771417,10.70202767,10.65365811,10.82794019
6902_at,11.1287836,10.8049467,10.94214152,11.14839318,10.78475515,11.20227279
9071_at,10.81456729,11.36365054,10.38990295,11.30089196,11.34359583,10.59978705
9380_at,10.40733647,10.94569074,10.48554792,10.73329963,10.36445561,10.94101423
3094_at,10.91609785,10.82899852,10.96394951,10.86884981,10.48326935,10.7148364
59_at,9.596438797,7.901532602,7.526173283,9.223286795,9.047429788,8.942324065
5641_at,10.90517603,9.183890313,11.1909995,9.682163309,9.128255081,9.58713545
5106_at,10.27033275,10.24902605,10.87374014,10.21966768,9.451912596,10.71874475
10423_at,10.87208944,10.89592151,11.0727135,10.83123061,10.86189466,10.81812561
10952_at,11.04846927,10.95540446,11.13260612,10.94602297,10.50109821,10.80102617
825_at,10.05413482,10.17130536,8.968673478,10.40597461,9.270035715,10.04136196
57733_at,10.83080596,11.41183098,11.02052067,10.93305223,10.83802526,11.05455198
5972_at,5.560148645,6.171484805,5.472342122,5.73450495,6.164274676,6.415190081
5420_at,8.22692317,7.801648068,8.481785766,7.787858886,7.324201877,8.760894751
4711_at,11.0683244,10.95837161,11.24717324,11.11018516,10.59168061,11.07405343
10209_at,11.03343182,11.28539384,10.93072994,10.89395186,11.38520704,11.12881492
966_at,10.50103823,10.76592239,10.51048471,10.74602222,10.91705548,10.40786693
231_at,9.79050349,9.777449843,9.977903646,9.578350152,10.23784164,9.275548042
4118_at,10.19520642,10.85567127,10.25790692,10.5621867,10.9117903,10.19151692
5464_at,11.06473719,10.56055385,11.1956677,11.30797594,10.42959343,11.00027489
6633_at,10.54264891,10.37639937,10.65537661,10.27060949,10.43295733,10.59426733
8836_at,10.7618749,10.33255135,10.9526803,10.92191918,9.459022304,10.55257194
51660_at,10.40659788,11.27226664,10.80812646,10.72598864,10.54180852,10.84305543
2665_at,11.15519148,10.98895106,11.16578025,11.04899667,11.15719343,11.25843945
4709_at,11.14729584,10.9990922,11.09240072,10.82925659,10.65050779,10.93863407
9709_at,10.79522189,11.00657388,10.94316509,10.76249511,10.81027678,10.80650761
4129_at,11.0775117,10.96219667,11.33019738,10.79765219,10.43531341,11.25465806
2079_at,10.90954476,11.00982755,10.78912414,10.83404402,10.57437507,10.71664962
27430_at,11.10756634,10.95536387,11.20355483,10.8132511,10.89444842,10.91049555
5270_at,10.34490428,10.31818652,9.377203304,10.08458513,9.117173922,9.165006471
5104_at,9.642938126,9.448912173,10.32482935,10.58690488,10.53369759,10.15286696
91353_at,5.533218595,6.983609959,6.02398281,4.566524575,5.906855213,5.044177585
2023_at,10.61416214,10.82615041,10.64439005,10.89803955,11.06884191,10.64312445
34_at,10.68699097,10.64760319,11.00627055,10.61449459,10.05292406,10.69280346
3613_at,10.90467908,10.81878325,11.15473019,10.95134422,10.27300536,10.95968828
290_at,10.4453691,9.888042724,10.40678967,10.51650431,9.344222218,10.42968311
28972_at,10.90743591,10.94769078,11.07848937,10.97031384,10.71755459,10.70712444
51669_at,11.00305322,10.96443731,11.08219543,10.97152217,10.58783573,10.89169699
563_at,9.959691452,10.70928126,10.99438012,10.4593032,10.31619942,10.73438642
522_at,10.79921176,10.73761438,10.8149222,10.85128361,10.05792661,10.41776241
216_at,11.0543993,10.90060772,10.7046507,11.12566515,10.54763361,10.9901112
9446_at,10.67572031,10.67482054,11.06718908,10.78616668,10.14301402,10.91101456
26355_at,10.95682087,11.06741986,10.99190955,10.91437709,10.68544234,11.02894964
51142_at,10.74172313,10.92302401,10.67304151,10.68138788,10.93377538,10.69131656
7076_at,8.827826646,7.906755679,7.405200613,8.389033959,9.410917913,7.994016256
6146_at,11.12445569,10.92996046,11.31811648,10.93200828,10.89210866,10.92794257
8842_at,9.634072402,8.370734434,7.754901438,8.977645912,9.435903106,8.318946738
521_at,10.71703502,10.71868305,11.0347734,10.69423218,10.49234336,10.66053615
64849_at,10.62705442,9.372837488,11.01920397,10.19142863,9.645034355,10.63474159
427_at,11.19973902,11.09217768,11.16483009,10.99573819,10.5355708,10.85805698
