symbol,WT1,p531,p53CAS1,p53RAS1,WT2,p532,p53CAS2,p53RAS2
Scel,1.427706004584598e-19,0.8124166843306667,135.86563835459557,0.08696785016517385,1.595494779588564e-19,1.3346106513616407,119.47990059560425,0.0914186203537394
Il1r2,1.427706004584598e-19,0.4968501061067116,65.67174787295133,0.3269524522519206,1.595494779588564e-19,1.23359727300332,71.65109531777415,0.2837813304352462
Ptpn5,1.427706004584598e-19,0.1156510564512625,64.06719741365643,0.05489175975702102,1.595494779588564e-19,0.04065659701094295,52.095088698358495,0.01983567734649494
Retnla,1.427706004584598e-19,0.20062321291458488,46.5646723170738,0.033088333833274516,1.595494779588564e-19,0.21954043258154213,52.514267295510045,0.06130405020654896
Dlk1,1.427706004584598e-19,0.5227586308866702,45.45400598649526,0.07982886790328392,1.595494779588564e-19,0.5983359535276289,50.59816001397752,0.01959063496608047
D330045A20Rik,1.427706004584598e-19,0.7933946746259635,42.50156516045317,1.533552334696706,1.595494779588564e-19,1.3742727469963156,37.26459954369674,0.43227782143604854
Hcrtr1,1.427706004584598e-19,2.15157686531828e-19,40.94983981630733,1.8537589849077972e-19,1.595494779588564e-19,2.6571657857911442e-19,30.318774185689293,1.504005887981983e-19
Hemgn,1.427706004584598e-19,0.3130198634356321,40.23483048320633,0.10452467504923629,1.595494779588564e-19,0.16090189701974789,39.53310060301756,0.08092847479306713
Vgf,1.427706004584598e-19,0.12478785197228255,37.54164183758624,0.01107575713847539,1.595494779588564e-19,0.23866051561867374,39.246063770039,0.041051951737173714
2610318N02Rik,1.427706004584598e-19,0.26541607793241717,19.914851271187885,0.06657394078878791,1.595494779588564e-19,0.4181574279101301,14.456339437757128,0.0
Gpr82,1.427706004584598e-19,0.21020052100504624,19.12739107484036,0.06591753854149661,1.595494779588564e-19,0.5168226753404496,16.396176448756513,0.06083295239623446
4933402N22Rik,1.427706004584598e-19,0.0378716262663415,18.675404134023,1.8537589849077972e-19,1.595494779588564e-19,0.00021369368077619197,17.32485958922059,1.504005887981983e-19
Tnfsf11,1.427706004584598e-19,0.36064933939146865,15.781794603223545,0.1016016224802779,1.595494779588564e-19,0.37919994087189385,17.65850005623512,0.03987646353407516
Gpr3,1.427706004584598e-19,2.15157686531828e-19,17.1434359355982,0.0064231142982343545,1.595494779588564e-19,2.6571657857911442e-19,13.283471988411552,0.010147262337328206
Cep55,1.427706004584598e-19,1.0367258834609998,17.132251545012092,1.338291389386881,1.595494779588564e-19,1.8723476803575394,16.9966946107665,0.5039359418435209
Klri1,1.427706004584598e-19,0.046355143556667734,17.055109147597207,0.07683545090180914,1.595494779588564e-19,0.19824953208392487,16.60488637800303,0.0401335539050409
Scn1a,1.427706004584598e-19,2.15157686531828e-19,16.385881637140866,1.8537589849077972e-19,1.595494779588564e-19,2.6571657857911442e-19,11.943239663319416,1.504005887981983e-19
Crtac1,1.427706004584598e-19,0.04016742884794912,15.01587026355777,1.8537589849077972e-19,1.595494779588564e-19,0.04001454127081637,12.29581065539549,1.504005887981983e-19
Cryaa,1.427706004584598e-19,0.0010617314960240435,14.401001964445692,0.01618937185025946,1.595494779588564e-19,0.03958561524640219,14.916991825782727,0.0
Pax3,1.427706004584598e-19,2.15157686531828e-19,14.73944203549647,1.8537589849077972e-19,1.595494779588564e-19,2.6571657857911442e-19,13.039021380911985,1.504005887981983e-19
