symbol,WT1,p531,p53CAS1,p53RAS1,WT2,p532,p53CAS2,p53RAS2
Eif2ak3,0.28893,0.65254,1.0,0.42479,0.48119,0.88287,0.9029,0.3581
Car2,0.28899,0.511,0.87513,0.35517,0.29065,0.60167,1.0,0.27433
Rexo4,0.28924,0.56355,1.0,0.36266,0.33494,0.65218,0.73701,0.28726
Ube2q2,0.28928,1.0,0.98613,0.47666,0.4044,0.97654,0.97607,0.51227
Dis3,0.2895,0.28161,1.0,0.31393,0.31218,0.4201,0.85863,0.23875
Med7,0.28951,1.0,0.9052,0.40774,0.38998,0.89805,0.77594,0.37497
Mtl5,0.28954,0.83112,0.96584,0.85167,0.40536,1.0,0.84964,0.75922
Zfand5,0.28958,0.39049,1.0,0.39463,0.34028,0.48775,0.99431,0.34519
Eme1,0.2896,0.51394,0.97189,0.38208,0.23319,0.40835,1.0,0.32468
Inpp4b,0.28967,0.51673,1.0,0.66998,0.10356,0.71025,0.72958,0.28075
Ppwd1,0.28967,0.36555,1.0,0.40482,0.36024,0.54752,0.85085,0.31671
Zfp653,0.28973,0.72262,1.0,0.44258,0.24053,0.90071,0.58901,0.25337
Kif27,0.2898,0.2279,1.0,0.7427,0.18301,0.88927,0.39619,0.0
Rpl3,0.28981,0.51871,0.97366,0.24347,0.31112,0.58001,1.0,0.20938
Kctd11,0.28981,0.20301,1.0,0.24386,0.22746,0.47336,0.79127,0.21353
Npr3,0.28988,0.60151,0.45916,0.22659,0.20946,1.0,0.50125,0.31477
Fkbp11,0.28995,1.0,0.28671,0.34685,0.17416,0.68448,0.31693,0.33508
Psap,0.29,0.46184,0.96422,0.51067,0.33903,0.61546,1.0,0.33139
Cdkl4,0.29002,0.28846,0.98381,0.24767,0.19718,0.1274,1.0,0.18494
Tead1,0.2901,0.67011,1.0,0.60572,0.40898,0.93213,0.88822,0.49095
Helb,0.29011,0.44533,1.0,0.56865,0.35837,0.69721,0.80257,0.37162
Senp3,0.29012,0.57,1.0,0.42567,0.34702,0.66117,0.83827,0.33778
Grk4,0.29012,0.62318,0.94261,0.43018,0.47027,0.80549,1.0,0.25956
Lgals3bp,0.29013,0.2265,0.93282,0.39055,0.21681,0.35998,1.0,0.28728
Slc43a3,0.29022,0.29038,1.0,0.34516,0.19183,0.40919,0.91241,0.19328
Tmco6,0.29025,0.53625,1.0,0.41177,0.25038,0.58191,0.89201,0.29892
Plbd1,0.29028,0.49628,0.90436,0.52595,0.18647,0.51083,1.0,0.3882
Disp2,0.29029,0.54816,0.23176,0.63984,0.61768,1.0,0.1773,0.45947
Rlim,0.29045,0.51838,1.0,0.47393,0.42394,0.66509,0.89804,0.44062
Tada2a,0.2905,0.58073,1.0,0.42466,0.25857,0.83304,0.67495,0.31465
Cacnb4,0.29051,0.63192,1.0,0.42477,0.31434,0.6957,0.74232,0.39696
Fam129b,0.29075,0.55641,1.0,0.53079,0.18508,0.80644,0.91343,0.46706
Hps1,0.29079,0.34695,1.0,0.36567,0.33296,0.47077,0.90485,0.33032
Nck1,0.29079,0.99029,0.86632,0.2761,0.40028,1.0,0.9054,0.28811
Gpbp1,0.2908,0.55149,1.0,0.38764,0.41565,0.665,0.98703,0.36538
Gm13304,0.29081,0.53665,0.65645,0.41792,0.28138,0.84924,1.0,0.72968
Ccl21c,0.29081,0.53665,0.65645,0.41792,0.28138,0.84924,1.0,0.72968
Gm10591,0.29081,0.53665,0.65645,0.41792,0.28138,0.84924,1.0,0.72968
Atp11a,0.29082,0.6459,1.0,0.95549,0.30946,0.99303,0.74395,0.87094
Vmn2r46,0.29082,0.45048,1.0,0.75588,0.19911,0.39519,0.22237,0.30339
Park2,0.29089,0.58726,0.61421,1.0,0.19544,0.84737,0.65965,0.51103
Ankrd39,0.29093,0.39471,1.0,0.29243,0.30989,0.38601,0.89856,0.24855
Zfp273,0.29093,0.72797,0.9166,0.51725,0.47668,0.77382,1.0,0.37874
Tpp2,0.29102,0.50094,1.0,0.41547,0.41569,0.54299,0.92171,0.37378
Zfp266,0.29112,0.4126,1.0,0.48205,0.40181,0.61563,0.81074,0.39199
Nsmce4a,0.29114,0.537,0.94442,0.34819,0.36082,0.47704,1.0,0.3338
Cox7b,0.29124,1.0,0.46163,0.2626,0.27121,0.54671,0.50611,0.27064
Ccdc94,0.29128,0.39115,1.0,0.2811,0.2748,0.51314,0.85742,0.22104
Zfml,0.29139,0.525,1.0,0.3917,0.43387,0.62069,0.88504,0.31169
Tnks2,0.2914,0.53269,0.98309,0.46592,0.48689,0.78119,1.0,0.41675
Cyth2,0.29151,0.39311,1.0,0.40316,0.28321,0.47714,0.8143,0.31581
Ppp4r2,0.29152,0.52033,0.98468,0.39434,0.41494,0.71904,1.0,0.38275
Ssbp2,0.29157,0.54452,1.0,0.68333,0.70479,0.92665,0.84019,0.44199
Gtpbp1,0.29163,0.31382,1.0,0.34268,0.3056,0.43817,0.93686,0.28484
Asrgl1,0.29163,0.24356,0.94111,0.20657,0.28271,0.3068,1.0,0.21629
Tmem132e,0.29165,0.8026,0.76417,0.53382,0.27636,1.0,0.74796,0.27148
Mphosph8,0.29167,0.70716,1.0,0.33957,0.41792,0.81659,0.9362,0.27756
Eif3f,0.29172,0.59195,0.92009,0.39271,0.3062,0.51173,1.0,0.36377
Mboat1,0.29188,0.22119,0.96425,0.24132,0.17501,0.24189,1.0,0.21788
Ttc28,0.29192,0.28999,1.0,0.52124,0.45417,0.70969,0.93631,0.32904
Prokr1,0.29215,0.61941,0.77378,0.27809,0.1845,1.0,0.82998,0.40973
Polr2a,0.29225,0.27366,1.0,0.40983,0.37037,0.53852,0.84737,0.3074
Prpf31,0.29236,0.40225,0.98386,0.32662,0.28941,0.51054,1.0,0.24091
Prkaa1,0.29239,0.58121,1.0,0.43366,0.35842,0.76268,0.96843,0.40896
Erich1,0.29242,0.4996,0.79304,0.29526,0.37724,0.4453,1.0,0.23912
Tk2,0.29246,0.38395,1.0,0.46261,0.33887,0.47742,0.8594,0.40926
Ndufaf4,0.29251,0.86872,0.61956,0.37233,0.32029,1.0,0.58051,0.36823
Serpina10,0.29274,0.71263,0.93488,0.66407,0.32105,0.69256,1.0,0.70452
E2f3,0.2928,0.46335,1.0,0.49845,0.3025,0.55759,0.86483,0.38076
Rexo1,0.29288,0.47426,1.0,0.43391,0.31143,0.69329,0.6596,0.27451
Btf3l4,0.293,0.45071,0.98303,0.3806,0.37322,0.46601,1.0,0.39522
Mbtps2,0.29308,0.51637,0.99363,0.53404,0.43869,0.57388,1.0,0.46849
Syde1,0.29312,0.57196,1.0,0.44894,0.3223,0.84556,0.86643,0.22601
Ssna1,0.29313,0.69526,0.92092,0.32189,0.30303,0.58485,1.0,0.29786
Slc4a11,0.29315,1.0,0.73547,0.59874,0.28902,0.78478,0.21946,0.33877
Micall1,0.29317,0.61346,0.94151,0.49145,0.43343,1.0,0.70382,0.40154
Zfp148,0.2933,0.60821,1.0,0.36832,0.45945,0.76361,0.92841,0.3248
Papd4,0.2934,0.30714,1.0,0.30304,0.44786,0.36397,0.94421,0.27425
Rnps1,0.29347,0.4106,1.0,0.33008,0.29318,0.53141,0.92151,0.28221
Capn9,0.29348,0.72631,0.72618,0.48042,0.33023,0.00399,1.0,0.0
Yeats4,0.2935,0.49578,0.94157,0.38505,0.38405,0.56254,1.0,0.38685
Prkrir,0.29352,0.53447,0.99887,0.28747,0.45379,0.69788,1.0,0.28418
Thumpd2,0.29353,0.40347,1.0,0.38978,0.28712,0.56573,0.99085,0.27254
Col16a1,0.29354,0.51644,1.0,0.62834,0.24917,0.76508,0.65619,0.28072
Chd9,0.29367,0.75157,1.0,0.49058,0.39007,0.90477,0.86044,0.41146
Fbln2,0.29382,0.76691,1.0,0.43875,0.19997,0.73894,0.92138,0.36652
Pafah1b2,0.29389,0.53044,1.0,0.36771,0.34505,0.66368,0.97436,0.33168
Nudcd2,0.29393,0.85128,0.91075,0.28575,0.32039,0.66803,1.0,0.31033
Yipf4,0.29396,0.66065,0.91686,0.33244,0.40249,0.67402,1.0,0.34026
Enox2,0.29423,0.35369,1.0,0.34816,0.43362,0.43999,0.92116,0.33408
Noxa1,0.29425,0.69528,1.0,0.78094,0.1902,0.72194,0.58239,0.52205
Cntnap1,0.29429,0.37298,0.51419,0.54555,0.11813,1.0,0.39944,0.21116
Ccdc59,0.29443,0.61264,1.0,0.35578,0.33049,0.62478,0.9087,0.32404
Gpr110,0.29444,0.08407,0.04902,0.11272,1.0,0.18393,0.03077,0.12949
Mamdc4,0.29449,0.6169,0.95701,0.41208,0.14971,1.0,0.57893,0.25389
Zfp111,0.29451,0.42857,1.0,0.35458,0.39643,0.54999,0.82385,0.36232
Myl4,0.29452,1.0,0.77893,0.47409,0.279,0.53057,0.81341,0.58649
Gmeb2,0.29456,0.4286,1.0,0.39611,0.30799,0.54396,0.67726,0.27314
Gm11127,0.29457,0.48752,0.94784,0.26,0.29546,0.59794,1.0,0.24065
2700049A03Rik,0.2946,0.3344,1.0,0.36373,0.35019,0.33739,0.95633,0.28326
2510003E04Rik,0.2946,0.50339,0.92224,0.36841,0.37846,0.55428,1.0,0.31973
Gpat2,0.29463,0.49681,0.20533,0.52462,0.27899,1.0,0.11922,0.25931
Tox4,0.29464,0.5151,1.0,0.37436,0.37903,0.59581,0.89068,0.31024
Cisd2,0.2947,0.77419,1.0,0.37882,0.3572,0.78143,0.96632,0.36609
Lrrc40,0.29474,0.35467,0.98253,0.29985,0.33523,0.43698,1.0,0.31049
Gtf3c5,0.29492,0.37198,1.0,0.25774,0.31309,0.37934,0.80926,0.20128
Rab35,0.29497,0.45122,1.0,0.35359,0.37017,0.60789,0.93786,0.24713
Rnf167,0.29501,0.29903,1.0,0.30744,0.27554,0.34375,0.86181,0.28286
Gda,0.29504,0.51722,1.0,0.47641,0.34013,0.77408,0.99747,0.4313
Rac1,0.29505,0.53907,0.90108,0.40971,0.33692,0.57936,1.0,0.35201
Celsr2,0.29513,0.53909,0.72502,0.4687,0.47814,1.0,0.58971,0.44885
Tmem39a,0.29523,0.97921,0.73831,0.36316,0.38481,1.0,0.63796,0.32776
Stk35,0.29527,0.42848,1.0,0.45964,0.43962,0.85892,0.7208,0.37777
Tsc22d2,0.29546,0.57007,1.0,0.52105,0.43427,0.85178,0.9006,0.47959
Lmcd1,0.29551,0.25685,1.0,0.15002,0.13826,0.36592,0.89991,0.29024
Cldn20,0.29557,0.18962,0.15612,1.0,0.2225,0.00104,0.0,0.7382
Ado,0.29559,0.45074,1.0,0.36668,0.39937,0.61495,0.87691,0.32712
Samd14,0.2956,0.50891,1.0,0.32445,0.24671,0.79463,0.74463,0.22904
Mier3,0.29561,0.49306,1.0,0.50641,0.36012,0.69338,0.87741,0.37776
Brwd3,0.29564,0.57092,0.87331,0.43172,0.60009,0.46387,1.0,0.40215
Cyr61,0.29572,0.33806,1.0,0.35381,0.65682,0.39177,0.94706,0.29841
Pdrg1,0.29576,0.67305,0.98171,0.36384,0.28459,0.63282,1.0,0.32339
Rbm33,0.2958,0.41981,1.0,0.52748,0.39062,0.80065,0.60839,0.41258
Cpsf3l,0.29585,0.50801,1.0,0.32648,0.30813,0.52898,0.86442,0.29973
2700060E02Rik,0.29586,0.97927,0.90596,0.34554,0.302,0.6099,1.0,0.31725
Cpd,0.29586,0.43012,1.0,0.5335,0.55383,0.58924,0.9861,0.4876
Exosc5,0.29587,0.3628,0.97584,0.27097,0.2718,0.29088,1.0,0.26643
C7,0.29587,0.13131,1.0,0.61748,0.30245,0.66652,0.46889,0.69411
Tstd1,0.29592,1.0,0.36073,0.407,0.43897,0.6818,0.35226,0.36818
Pla2g15,0.29601,0.57018,1.0,0.58466,0.19111,0.79338,0.94513,0.37539
3110007F17Rik,0.29602,0.99561,0.14149,0.84684,0.46997,0.19497,1.0,0.66982
Trim43a,0.29605,0.22225,1.0,0.43163,0.18696,0.60635,0.72786,0.57017
Ano10,0.2961,0.38145,1.0,0.35237,0.3464,0.59084,0.90885,0.33451
Rab3d,0.29616,0.29376,1.0,0.37184,0.43836,0.4588,0.87246,0.34201
Akirin2,0.29622,0.57885,0.98785,0.43816,0.36286,0.59669,1.0,0.40935
Sesn3,0.29634,0.2133,0.92354,0.26268,0.59065,0.29258,1.0,0.30134
Mertk,0.29635,0.19722,1.0,0.86991,0.25382,0.74009,0.82681,0.40293
Alkbh2,0.29646,1.0,0.69599,0.46679,0.36773,0.85781,0.65654,0.41462
Pank2,0.29648,0.53122,1.0,0.4326,0.39335,0.67719,0.92671,0.38071
Asf1a,0.2965,0.48177,1.0,0.38527,0.32531,0.47116,0.99054,0.37571
Cherp,0.29667,0.43337,1.0,0.32258,0.2897,0.53131,0.82199,0.23896
Fam186b,0.29673,1.0,0.0,0.14315,0.71601,0.00531,0.37589,0.0
Scaf8,0.29676,0.38998,1.0,0.31723,0.35637,0.47849,0.90055,0.29021
Rnls,0.2968,0.32639,1.0,0.37471,0.27614,0.40201,0.8233,0.25428
Ccdc17,0.29683,0.65835,1.0,0.52437,0.16183,0.76415,0.71931,0.33488
Ptrf,0.29694,0.64545,0.70992,0.41895,0.31705,1.0,0.80985,0.30966
Trmu,0.29707,0.67854,1.0,0.32344,0.31937,0.81084,0.60286,0.23509
Galnt4,0.2971,0.22854,1.0,0.32858,0.30813,0.32813,0.89801,0.29055
Ift122,0.29725,0.26184,0.86047,0.50029,0.42561,0.44389,1.0,0.39698
Xrn2,0.29728,0.45834,1.0,0.33639,0.40682,0.56554,0.95717,0.27006
Rbm14,0.29728,0.69131,0.93086,0.39652,0.45711,0.75056,1.0,0.34067
Uck2,0.29729,0.22932,0.942,0.21638,0.369,0.36514,1.0,0.26184
Stxbp1,0.29732,0.83271,0.98393,0.61932,0.31565,1.0,0.673,0.41073
Mapk3,0.29738,0.43104,1.0,0.47516,0.35516,0.50751,0.97049,0.38723
H2afv,0.29741,0.51218,0.89838,0.36266,0.34347,0.43112,1.0,0.34783
Rwdd1,0.29746,0.85689,0.94703,0.25925,0.32326,0.70834,1.0,0.24968
Sin3a,0.29751,0.24364,1.0,0.28811,0.35162,0.36502,0.89942,0.25147
Tmtc2,0.29755,0.76069,0.46025,0.37852,0.49521,1.0,0.36652,0.3762
Zfp869,0.2977,0.43693,1.0,0.29812,0.43365,0.55021,0.8967,0.24308
Ubl3,0.29779,0.76546,0.95953,0.41948,0.33878,0.74423,1.0,0.40048
Ncbp1,0.29787,0.49374,1.0,0.30099,0.33955,0.59224,0.98916,0.26964
Mthfr,0.29787,0.22142,1.0,0.33944,0.3902,0.31973,0.73136,0.14625
Cflar,0.29808,0.77898,0.57219,0.45734,0.55488,1.0,0.50683,0.43453
Rpp38,0.2981,0.67571,0.95315,0.34142,0.24941,0.7144,1.0,0.32319
Lamb2,0.29811,0.59272,1.0,0.51161,0.32031,0.81868,0.68193,0.29296
Arid2,0.29813,0.49373,1.0,0.46805,0.39137,0.60167,0.84841,0.36451
Ehmt2,0.29815,0.50411,1.0,0.46878,0.30482,0.60486,0.78043,0.3381
Dhx9,0.2982,0.31486,1.0,0.39694,0.43813,0.442,0.90088,0.34252
Cttnbp2,0.29843,0.42348,0.46956,0.46119,0.26227,1.0,0.83904,0.4596
Lrrn4cl,0.29844,0.29095,1.0,0.13083,0.26228,0.10228,0.50866,0.10171
2510039O18Rik,0.29848,0.60111,0.96326,0.47976,0.41608,0.6551,1.0,0.40397
Mtap7d3,0.29854,1.0,0.0,0.89748,0.01439,0.86245,0.46026,0.58085
Itih3,0.29857,0.75394,1.0,0.60164,0.35103,0.73102,0.88243,0.56579
Efhd1,0.2986,0.1504,0.83337,0.37903,1.0,0.28653,0.9683,0.27318
Wbp11,0.29864,0.28746,1.0,0.33625,0.30494,0.43072,0.97071,0.28858
Paxip1,0.29869,0.36257,1.0,0.36193,0.43447,0.54509,0.82601,0.26248
Mrpl18,0.29879,0.80091,1.0,0.48052,0.34599,0.81632,0.87487,0.36672
Spag17,0.29901,0.27314,1.0,0.46793,0.44006,0.81457,0.9222,0.23698
Ccdc66,0.29904,0.29868,1.0,0.28693,0.21205,0.47436,0.83365,0.21094
Nup188,0.29909,0.34,1.0,0.4124,0.38067,0.56973,0.97858,0.28536
Sorbs3,0.29936,0.53892,1.0,0.56083,0.36485,0.79407,0.64227,0.42168
Sf3a1,0.29949,0.43243,1.0,0.3103,0.33814,0.5861,0.96087,0.25831
Ybx1,0.29949,0.50163,0.94083,0.36598,0.36132,0.50206,1.0,0.32599
Mdfic,0.29962,0.35605,0.99414,0.46773,0.36608,0.53257,1.0,0.42245
Fyttd1,0.29963,0.58798,1.0,0.41134,0.37715,0.72956,0.90089,0.37026
Ube2o,0.29964,0.43368,1.0,0.33362,0.31206,0.63258,0.77257,0.23976
Icam4,0.29965,1.0,0.58312,0.64261,0.67054,0.43828,0.81393,0.33706
Rab11fip1,0.29982,0.20845,1.0,0.2907,0.38518,0.34595,0.9544,0.29486
Trmt61a,0.29987,0.7654,0.84136,0.23018,0.30824,1.0,0.73805,0.19361
Cask,0.29993,0.33843,1.0,0.38313,0.35362,0.39358,0.93507,0.3677
Gon4l,0.29999,0.49781,1.0,0.43276,0.38957,0.63853,0.72726,0.28734
Megf11,0.30004,0.87226,1.0,0.38941,0.13046,0.62365,0.63775,0.42215
Tmem120b,0.30009,0.54032,1.0,0.24996,0.3826,0.59825,0.68263,0.18519
Cnih2,0.3001,0.9203,1.0,0.27234,0.14841,0.84963,0.53864,0.15064
Kirrel3,0.30028,0.51733,1.0,0.46065,0.2639,0.80644,0.61857,0.12514
Gdi2,0.30031,0.56854,0.92668,0.3995,0.35749,0.54452,1.0,0.37933
Prss53,0.30038,0.94383,0.65938,0.37933,0.24802,1.0,0.49578,0.22352
Ppp2r4,0.30047,0.37285,1.0,0.29832,0.30984,0.39894,0.96399,0.24952
Rhoa,0.30051,0.43966,0.92452,0.32752,0.35922,0.60508,1.0,0.30583
Fbxo25,0.30059,0.67058,0.99096,0.43043,0.41225,0.53631,1.0,0.38391
Zdhhc16,0.30065,0.64505,1.0,0.45091,0.37351,0.69545,0.86335,0.41413
Ddx17,0.30068,0.55304,1.0,0.54488,0.29547,0.88229,0.65093,0.33773
Kdm6a,0.30079,0.37884,1.0,0.42169,0.58486,0.64206,0.8429,0.35395
Top3a,0.30087,0.31553,1.0,0.33157,0.2555,0.40454,0.68536,0.21472
Zfp326,0.30089,0.48369,1.0,0.2994,0.35513,0.7013,0.78174,0.23036
Armc8,0.30093,0.42378,1.0,0.34176,0.36221,0.57742,0.95769,0.28786
Gm7102,0.30093,0.38839,1.0,0.26434,0.3513,0.56983,0.92806,0.33002
Snapc1,0.30093,0.66806,1.0,0.33848,0.3209,0.71974,0.89292,0.28914
Tbc1d24,0.30105,0.61283,0.72048,0.77113,0.29753,1.0,0.47163,0.55084
Tmem199,0.30118,0.81484,1.0,0.37966,0.35158,0.86596,0.98875,0.33211
Cnrip1,0.3012,0.60008,0.88134,0.38028,0.12608,0.63422,1.0,0.22349
Lyar,0.3013,0.52687,0.89297,0.30382,0.28478,0.4577,1.0,0.30665
Hey2,0.30146,0.40672,0.58748,0.24884,0.51298,1.0,0.88425,0.31499
Surf2,0.30153,0.80369,1.0,0.51853,0.32128,0.87223,0.94627,0.40673
Kpna2,0.30158,0.70291,0.96015,0.27512,0.33734,0.59598,1.0,0.25085
Rnd3,0.30166,0.37255,1.0,0.51684,0.39791,0.58711,0.88558,0.47845
Akap8l,0.30172,0.67492,1.0,0.69111,0.28214,0.72341,0.65109,0.37584
Ssrp1,0.30187,0.30317,1.0,0.29008,0.38417,0.47316,0.96291,0.24205
Map3k2,0.30192,0.68568,0.90873,0.50219,0.51905,1.0,0.71328,0.45547
Cwc22,0.30192,0.51639,1.0,0.436,0.29351,0.51657,0.95399,0.32755
Ss18,0.30201,0.50537,1.0,0.37845,0.38929,0.69074,0.92065,0.31587
Pou2f1,0.30202,0.31974,1.0,0.41983,0.36268,0.48072,0.9104,0.28893
Zfp383,0.30202,0.78355,1.0,0.54378,0.53811,0.79791,0.78879,0.46119
Hoxa5,0.30209,0.71123,0.78292,0.27976,0.26366,0.66019,1.0,0.28397
Ubxn7,0.30219,0.48444,1.0,0.48803,0.52384,0.80824,0.78564,0.43989
G6pc,0.30222,0.18393,0.042,0.06839,1.0,0.32424,0.03118,0.07194
1700024P16Rik,0.30226,0.38177,1.0,0.35552,0.38277,0.55222,0.86873,0.28155
Man2c1,0.30235,0.4587,1.0,0.39897,0.291,0.59853,0.641,0.25983
Usp7,0.30252,0.30776,1.0,0.35389,0.42772,0.49947,0.80737,0.29368
Tmem18,0.30252,0.51593,1.0,0.3616,0.34746,0.60494,0.93665,0.36551
Sugp2,0.30252,0.38999,1.0,0.42093,0.2401,0.75012,0.63838,0.24723
Gstm3,0.30258,0.27629,0.88624,0.54874,0.38571,0.38011,1.0,0.37734
Tgm1,0.30261,0.67569,0.99154,0.53479,0.25223,0.75571,1.0,0.53537
Tmem29,0.30267,0.94856,1.0,0.49672,0.35887,0.86661,0.96291,0.42244
Zmat1,0.30268,0.30403,1.0,0.52526,0.67691,0.62225,0.61681,0.29247
Tgfbr3,0.30272,0.81728,0.82513,0.386,0.39769,1.0,0.74458,0.29892
Rhbdf1,0.30272,0.45503,1.0,0.6107,0.21113,0.70455,0.63134,0.2872
Srsf4,0.30289,0.40361,1.0,0.41507,0.3164,0.60112,0.79364,0.33079
Isy1,0.30292,0.47367,0.89654,0.29106,0.38937,0.54451,1.0,0.27798
Vmn1r90,0.30295,0.76389,0.9862,1.0,0.48098,0.58145,0.18128,0.53549
Pla2g16,0.30303,1.0,0.77753,0.52892,0.15848,0.93698,0.84352,0.33693
Guf1,0.30306,0.60717,1.0,0.35996,0.4283,0.63329,0.77288,0.33188
1810043G02Rik,0.30311,0.44261,0.93554,0.42285,0.31858,0.46048,1.0,0.35263
Heatr6,0.30315,0.58255,1.0,0.37696,0.40133,0.76457,0.79067,0.25039
Ebag9,0.30319,0.57667,0.90991,0.36882,0.35928,0.61858,1.0,0.37125
Zfp428,0.30321,0.88536,0.9893,0.37337,0.49976,1.0,0.76866,0.25373
Rsad1,0.30328,0.6698,0.86214,0.64881,0.17887,1.0,0.50496,0.38901
Mob3c,0.30337,0.8131,1.0,0.5685,0.38177,0.89181,0.74441,0.38654
Vps39,0.30344,0.33448,1.0,0.39399,0.36301,0.54711,0.75443,0.29032
Tulp3,0.30345,0.50641,1.0,0.50184,0.25201,0.79833,0.84301,0.20517
Upp1,0.30349,1.0,0.52813,0.43932,0.35563,0.85748,0.63839,0.37038
Pcbp2,0.30349,0.52453,0.94317,0.44341,0.35479,0.5636,1.0,0.39834
Sugp1,0.30354,0.34159,1.0,0.3885,0.28279,0.37886,0.7603,0.29346
Tpr,0.30358,0.32469,0.97276,0.39428,0.43667,0.38291,1.0,0.33214
Gria2,0.30369,0.0,1.0,0.0,0.34173,0.0,0.39397,0.0
Rpl7,0.30369,0.64398,0.87639,0.42334,0.33105,0.56657,1.0,0.40367
Napb,0.30376,0.32643,0.4659,0.6017,0.36323,1.0,0.33926,0.41824
Ddx20,0.30379,0.30043,1.0,0.2865,0.3458,0.39772,0.79965,0.24738
Pcif1,0.30382,0.33027,1.0,0.326,0.35738,0.4115,0.93742,0.26127
Phlpp2,0.30382,0.5395,1.0,0.62682,0.53958,0.71331,0.67636,0.3682
Usp45,0.30388,0.55379,1.0,0.43298,0.37935,0.81109,0.78161,0.42344
Slc25a29,0.3039,1.0,0.8209,0.55434,0.66061,0.82928,0.68676,0.36294
Specc1l,0.30391,0.4007,1.0,0.42022,0.37741,0.65171,0.86501,0.28893
Slk,0.30392,0.51151,1.0,0.4573,0.42908,0.72382,0.78712,0.34281
Spata1,0.30397,0.46681,1.0,0.47771,0.34576,0.55127,0.83207,0.51311
Brsk2,0.30404,0.5891,0.828,1.0,0.34212,0.40119,0.0,0.50059
Sf3b3,0.30412,0.36984,1.0,0.3748,0.3606,0.54744,0.90134,0.28744
Slc22a27,0.30412,0.4612,0.91323,1.0,0.23336,0.53241,0.70637,0.80759
Etnk1,0.30413,0.45685,1.0,0.4627,0.62763,0.56747,0.88315,0.46954
Map4k5,0.30415,0.64739,0.72704,0.4313,0.5635,1.0,0.63965,0.3778
Wdsub1,0.3043,0.89256,0.9564,0.41323,0.324,0.90667,1.0,0.23246
Fam110c,0.30438,0.13454,1.0,0.43784,0.22481,0.2795,0.94655,0.40542
Grem2,0.30443,0.68127,0.81555,0.60535,0.27532,1.0,0.77255,0.53782
BC048546,0.30448,0.65707,0.87,0.84346,0.37783,1.0,0.85769,0.92454
Rpl28,0.30463,0.63575,0.87599,0.11663,0.28714,0.46398,1.0,0.09985
Ctu1,0.30464,0.86897,1.0,0.36723,0.42877,0.99005,0.98512,0.31312
Mina,0.30468,0.40513,0.98931,0.27734,0.33544,0.49387,1.0,0.27296
Adpgk,0.30469,0.67959,0.99865,0.54464,0.37492,1.0,0.81065,0.38128
Polr1d,0.3047,0.92408,0.96667,0.39394,0.35039,0.74888,1.0,0.39681
Fst,0.30478,0.49339,0.70112,0.72273,1.0,0.56729,0.5859,0.78362
Fndc3b,0.30479,0.32148,1.0,0.51267,0.31945,0.5264,0.92879,0.50274
Rnf44,0.30489,0.29806,1.0,0.38521,0.382,0.50095,0.86704,0.34528
Zfp282,0.30489,0.40472,1.0,0.33544,0.28162,0.57969,0.87249,0.22169
Pik3c2a,0.30489,0.65163,1.0,0.47132,0.50489,0.79852,0.96264,0.49401
Kif12,0.30503,0.44766,1.0,0.59206,0.11374,0.83465,0.37325,0.28903
1600002K03Rik,0.30514,0.91859,1.0,0.30266,0.25149,0.62389,0.97755,0.31622
Farsa,0.3054,0.65622,1.0,0.39734,0.30464,0.8176,0.91586,0.27928
Plekhm1,0.30542,0.47241,1.0,0.53178,0.35488,0.71755,0.80217,0.35462
Elf2,0.30543,0.2325,1.0,0.40335,0.37962,0.50188,0.80692,0.30417
Btbd1,0.30564,0.57477,1.0,0.34644,0.38782,0.59527,0.96873,0.34526
Zc3h11a,0.30574,0.51706,1.0,0.71237,0.40709,0.89066,0.69649,0.50371
Nsg1,0.30578,0.51161,0.97963,0.29658,0.44668,0.35513,1.0,0.40975
Zfp959,0.30578,0.73327,0.99974,0.50534,0.54242,0.89999,1.0,0.40856
Pars2,0.30592,0.29075,1.0,0.26777,0.27224,0.29052,0.92388,0.24357
Ube2j2,0.30597,0.88327,0.9759,0.42466,0.37154,0.61086,1.0,0.37999
Dalrd3,0.3061,0.57311,1.0,0.35413,0.32197,0.58036,0.68238,0.31128
Snrpd2,0.30612,0.66846,0.86856,0.30176,0.26508,0.4106,1.0,0.2795
Zfp821,0.30626,0.83824,1.0,0.41437,0.27944,0.90421,0.62459,0.21739
Cpt1b,0.30628,0.72138,1.0,0.47554,0.23285,0.70435,0.48081,0.18667
9030624J02Rik,0.30637,0.45474,0.99945,0.37361,0.41187,0.48079,1.0,0.31423
Hmox2,0.30641,0.55428,0.90221,0.44763,0.34496,0.60581,1.0,0.38671
Txlna,0.30659,0.58588,1.0,0.32493,0.36678,0.9111,0.78186,0.24566
Gpr12,0.30666,0.71205,0.35005,0.83114,0.3733,1.0,0.06901,0.30703
Serpina5,0.30675,0.30352,1.0,0.30387,0.13864,0.70942,0.42879,0.14299
Ercc6,0.30677,0.55202,1.0,0.64049,0.43096,0.80541,0.61682,0.41541
Aftph,0.3068,0.51455,1.0,0.36216,0.44839,0.65932,0.88877,0.31104
Phc2,0.30691,0.65331,1.0,0.43254,0.36091,0.63437,0.97389,0.34212
Entpd6,0.30695,0.41229,1.0,0.35193,0.33369,0.49193,0.96387,0.28169
Zfp882,0.30695,0.78314,1.0,0.54935,0.49971,0.92724,0.81133,0.46057
