symbol,WT1,p531,p53CAS1,p53RAS1,WT2,p532,p53CAS2,p53RAS2
Scel,0.0,0.00598,1.0,0.00064,0.0,0.00982,0.8794,0.00067
Il1r2,0.0,0.00693,0.91655,0.00456,0.0,0.01722,1.0,0.00396
Ptpn5,0.0,0.00181,1.0,0.00086,0.0,0.00063,0.81313,0.00031
Retnla,0.0,0.00382,0.88671,0.00063,0.0,0.00418,1.0,0.00117
Dlk1,0.0,0.01033,0.89833,0.00158,0.0,0.01183,1.0,0.00039
D330045A20Rik,0.0,0.01867,1.0,0.03608,0.0,0.03233,0.87678,0.01017
Hcrtr1,0.0,0.0,1.0,0.0,0.0,0.0,0.74039,0.0
Hemgn,0.0,0.00778,1.0,0.0026,0.0,0.004,0.98256,0.00201
Vgf,0.0,0.00318,0.95657,0.00028,0.0,0.00608,1.0,0.00105
2610318N02Rik,0.0,0.01333,1.0,0.00334,0.0,0.021,0.72591,0.0
Gpr82,0.0,0.01099,1.0,0.00345,0.0,0.02702,0.85721,0.00318
4933402N22Rik,0.0,0.00203,1.0,0.0,0.0,1e-05,0.92768,0.0
Tnfsf11,0.0,0.02042,0.89372,0.00575,0.0,0.02147,1.0,0.00226
Gpr3,0.0,0.0,1.0,0.00037,0.0,0.0,0.77484,0.00059
Cep55,0.0,0.06051,1.0,0.07812,0.0,0.10929,0.99209,0.02941
Klri1,0.0,0.00272,1.0,0.00451,0.0,0.01162,0.9736,0.00235
Scn1a,0.0,0.0,1.0,0.0,0.0,0.0,0.72887,0.0
Crtac1,0.0,0.00267,1.0,0.0,0.0,0.00266,0.81885,0.0
Cryaa,0.0,7e-05,0.96541,0.00109,0.0,0.00265,1.0,0.0
Pax3,0.0,0.0,1.0,0.0,0.0,0.0,0.88463,0.0
Car4,0.0,0.00047,1.0,0.0,0.0,0.02171,0.96085,0.0
2010005H15Rik,0.0,0.03321,0.91209,0.0,0.0,0.00701,1.0,0.00071
Fgf23,0.0,0.0,1.0,0.00169,0.0,0.0,0.91666,0.0
Gm6460,0.0,7e-05,1.0,0.0,0.0,0.00277,0.92538,0.0
AA467197,0.0,0.08952,0.88341,0.02295,0.0,0.10142,1.0,0.00921
Pdcd1,0.0,0.156,0.5989,0.08442,0.0,0.14087,1.0,0.02798
Tespa1,0.0,0.07594,1.0,0.01377,0.0,0.07833,0.73207,0.00645
Cpa2,0.0,0.00015,1.0,0.0,0.0,0.00572,0.93159,0.0
Six3,0.0,0.0,1.0,0.0,0.0,0.0,0.94632,0.0
Ptchd1,0.0,0.02262,1.0,0.02418,0.0,0.0287,0.79064,0.0
Fzd10,0.0,0.0,0.90394,0.0,0.0,0.0,1.0,0.0
Snph,0.0,0.0002,1.0,0.00155,0.0,0.00759,0.73304,0.0
Tac4,0.0,0.0,0.91339,0.00128,0.0,0.0,1.0,0.00196
Bean1,0.0,0.01168,0.93205,0.0,0.0,0.01168,1.0,0.0
Mdga2,0.0,0.0,1.0,0.00255,0.0,0.0,0.91826,0.0
Ckm,0.0,0.00452,0.88323,0.00331,0.0,0.01048,1.0,0.00104
Ifi202b,0.0,0.0,1.0,0.0,0.0,0.0,0.69582,0.0
Tnnt3,0.0,0.00485,1.0,0.01246,0.0,0.00918,0.65982,0.0
Dscam,0.0,0.01401,1.0,0.0,0.0,0.00493,0.79599,0.0025
Ccl12,0.0,0.13248,0.8303,0.20326,0.0,0.13427,1.0,0.04196
Mfsd6l,0.0,0.03056,1.0,0.04848,0.0,0.03295,0.60333,0.01521
Slc8a2,0.0,0.01042,0.92875,0.00644,0.0,6e-05,1.0,0.00275
Hoxc4,0.0,0.0116,1.0,0.0,0.0,0.00601,0.73561,0.0
Celf5,0.0,0.013,1.0,0.00457,0.0,0.03038,0.71418,0.00308
Myl10,0.0,0.00016,1.0,0.0,0.0,0.00608,0.96869,0.0
Sult3a1,0.0,0.00726,0.96179,0.00815,0.0,0.01374,1.0,0.01411
4922502D21Rik,0.0,0.00019,1.0,0.0,0.0,0.00694,0.66694,0.0
Fbxw10,0.0,0.10998,1.0,0.05795,0.0,0.14021,0.64725,0.01572
Negr1,0.0,0.74418,0.00672,0.10184,0.0,1.0,0.00726,0.02461
Vdr,0.0,0.00775,1.0,0.02539,0.0,0.02115,0.95482,0.01794
Hif3a,0.0,0.01301,1.0,0.01325,0.0,0.06611,0.58229,0.00364
Ddx43,0.0,0.1853,1.0,0.02943,0.0,0.28519,0.8968,0.01192
Ctsg,0.0,0.44464,0.15099,0.02734,0.0,1.0,0.14782,0.01605
Serpinb2,0.0,0.02559,1.0,0.03521,0.0,0.06385,0.75228,0.00789
Hoxc13,0.0,0.0,0.95249,0.0,0.0,0.0,1.0,0.0
Lrr1,0.0,0.06551,0.98444,0.02915,0.0,0.08864,1.0,0.00592
Dppa2,0.0,0.00022,0.90355,0.00336,0.0,0.00821,1.0,0.0
Kremen2,0.0,0.05665,1.0,0.02978,0.0,0.09326,0.95202,0.01278
Mcpt2,0.0,0.0,0.87564,0.0,0.0,0.0,1.0,0.0
Vmn2r26,0.0,0.0,1.0,0.0,0.0,0.0,0.81759,0.0
Sall3,0.0,0.03548,0.83177,0.0,0.0,0.01835,1.0,0.0047
Car12,0.0,0.15739,1.0,0.01009,0.0,0.16573,0.77883,0.00935
Trp63,0.0,0.00875,0.94887,0.00374,0.0,5e-05,1.0,0.0
Gbx2,0.0,0.00965,0.99648,0.00389,0.0,0.00961,1.0,0.0
Rln3,0.0,0.07115,0.86992,0.0,0.0,0.00033,1.0,0.0
Sult2a5,0.0,0.0,0.7841,0.0,0.0,0.0,1.0,0.00259
Scn11a,0.0,0.00027,1.0,0.00418,0.0,0.01021,0.57706,0.0
Cpne5,0.0,0.01567,0.99055,0.00997,0.0,0.01565,1.0,0.00522
1500009L16Rik,0.0,0.10914,1.0,0.0,0.0,0.16573,0.85107,0.00554
Gzmk,0.0,0.60017,0.35601,0.33964,0.0,1.0,0.38972,0.14975
Begain,0.0,0.03252,1.0,0.00998,0.0,0.03252,0.86022,0.00823
Atf7ip2,0.0,0.0213,0.61816,0.01364,0.0,0.01104,1.0,0.0
Bmp15,0.0,0.0003,1.0,0.0,0.0,0.01124,0.63564,0.0
Tigit,0.0,0.13008,0.98371,0.23226,0.0,0.27423,1.0,0.04271
Trim63,0.0,0.0,1.0,0.0,0.0,0.0,0.77059,0.0
Kpna7,0.0,0.0,1.0,0.0,0.0,0.0,0.97898,0.0
Aqp3,0.0,0.0477,0.70915,0.00052,0.0,0.05889,1.0,0.01828
Tgm6,0.0,0.0,1.0,0.0,0.0,0.0,0.55355,0.0
Nkx3-2,0.0,0.01168,1.0,0.0,0.0,7e-05,0.74837,0.0
Dpp6,0.0,0.01389,1.0,0.02539,0.0,0.03789,0.78538,0.00623
Mybpc3,0.0,0.1086,1.0,0.08919,0.0,0.11453,0.56226,0.05797
E330021D16Rik,0.0,0.00035,1.0,0.0,0.0,0.01289,0.67568,0.00672
Popdc3,0.0,0.00036,1.0,0.00308,0.0,0.01331,0.66297,0.02075
Accsl,0.0,0.0,0.97029,0.0,0.0,0.0,1.0,0.0
Gdap1,0.0,0.01278,1.0,0.0,0.0,7e-05,0.89656,0.0
Fbxo27,0.0,0.05575,1.0,0.0199,0.0,0.0817,0.86565,0.0
Defb42,0.0,0.01461,0.61686,0.00282,0.0,0.01455,1.0,0.0
Glrp1,0.0,0.08979,1.0,0.07103,0.0,0.14564,0.79014,0.02928
Lgals7,0.0,0.0,0.89171,0.00599,0.0,0.0,1.0,0.0
Abca13,0.0,0.034,1.0,0.00561,0.0,0.12165,0.96325,0.00384
Wdr95,0.0,0.28707,1.0,0.07721,0.0,0.07828,0.63501,0.01512
Liph,0.0,0.01746,0.74226,0.08565,0.0,0.06147,1.0,0.023
Ms4a3,0.0,0.81318,0.09073,0.02362,0.0,1.0,0.09714,0.0158
Cxcl2,0.0,0.78208,0.81512,0.47935,0.0,1.0,0.87291,0.25747
Shc3,0.0,0.0,0.93527,0.0,0.0,0.0,1.0,0.0
Cntnap2,0.0,0.00042,1.0,0.0,0.0,0.01573,0.84228,0.0
Gdf3,0.0,0.81337,0.36541,0.14834,0.0,1.0,0.33598,0.09059
Klhl32,0.0,0.00044,1.0,0.01975,0.0,0.01624,0.89579,0.00397
Foxr1,0.0,0.00067,1.0,0.01983,0.0,0.02527,0.69992,0.00849
Gpr176,0.0,0.06887,1.0,0.08295,0.0,0.08501,0.75386,0.008
Tdgf1,0.0,0.01755,1.0,0.0,0.0,0.01749,0.72749,0.0
Fbxo48,0.0,0.02021,1.0,0.0858,0.0,0.07884,0.46904,0.03537
Lhx8,0.0,0.88417,0.03682,0.02066,0.0,1.0,0.0,0.00884
1110032F04Rik,0.0,0.21002,0.72965,0.0,0.0,0.12466,1.0,0.03215
Skint3,0.0,0.09396,1.0,0.30804,0.0,0.21432,0.80397,0.0624
Cpa5,0.0,0.0,0.95179,0.0,0.0,0.0,1.0,0.0
Timp4,0.0,0.0005,1.0,0.0,0.0,0.01849,0.99158,0.0
Btbd16,0.0,0.0005,1.0,0.02184,0.0,0.01857,0.74253,0.00935
Abhd12b,0.0,0.00025,1.0,0.0,0.0,0.00934,0.95115,0.0
Klra5,0.0,0.01902,0.55322,0.00767,0.0,0.01895,1.0,0.0
Bcat1,0.0,0.04105,1.0,0.01817,0.0,0.11327,0.95014,0.00952
Dmbt1,0.0,0.13078,0.13824,0.0,0.0,1.0,0.03808,0.0
Il13,0.0,0.04004,1.0,0.0,0.0,0.05846,0.96768,0.0101
Rph3a,0.0,0.0,1.0,0.0,0.0,0.0,0.70287,0.0
1700012B07Rik,0.0,0.0,1.0,0.0,0.0,0.0,0.70287,0.0
Myo16,0.0,0.0,0.89245,0.0,0.0,0.0,1.0,0.0
Zfp345,0.0,0.11604,0.95246,0.00666,0.0,0.04055,1.0,0.01018
Slitrk6,0.0,0.0,1.0,0.0,0.0,0.0,0.69574,0.0
Hoxd1,0.0,0.01926,0.61564,0.0,0.0,0.00011,1.0,0.0
Csf2,0.0,0.04398,0.7177,0.00679,0.0,0.12134,1.0,0.01037
Serpinb9b,0.0,0.07408,1.0,0.04476,0.0,0.12292,0.60105,0.04705
Mchr1,0.0,0.0,0.94236,0.0,0.0,0.0,1.0,0.0
Bves,0.0,0.01971,0.74402,0.01721,0.0,0.00011,1.0,0.0
Gm13285,0.0,0.03288,1.0,0.20515,0.0,0.74601,0.94889,0.23649
Il23r,0.0,0.0,1.0,0.0,0.0,0.0,0.99374,0.0
5430421N21Rik,0.0,0.04148,0.91024,0.00413,0.0,0.0215,1.0,0.0
Mef2b,0.0,0.04495,1.0,0.12187,0.0,0.09541,0.81197,0.00455
Vit,0.0,0.02034,0.65091,0.0,0.0,0.00011,1.0,0.0
Gm10408,0.0,0.00407,0.33211,0.01332,0.0,0.19258,1.0,0.0
Mrgpra9,0.0,0.0,0.85486,0.0,0.0,0.0,1.0,0.0
Slco4c1,0.0,0.0,1.0,0.0,0.0,0.0,0.49016,0.0
Neurog2,0.0,0.00058,1.0,0.0,0.0,0.02177,0.75724,0.0
L3mbtl4,0.0,0.0,0.99738,0.0,0.0,0.0,1.0,0.0
Mapk10,0.0,0.0,1.0,0.00896,0.0,0.0,0.60102,0.0
Zfyve28,0.0,0.07017,1.0,0.21675,0.0,0.15478,0.78928,0.06659
1700021F07Rik,0.0,0.0,1.0,0.0,0.0,0.0,0.58408,0.0
Stfa2l1,0.0,0.7998,1.0,0.09758,0.0,0.82881,0.96335,0.09369
Guca2b,0.0,0.04525,0.49703,0.00941,0.0,0.02345,1.0,0.0
Prdm13,0.0,0.0,1.0,0.0,0.0,0.0,0.80152,0.0
Hs6st2,0.0,0.02476,1.0,0.02741,0.0,0.04685,0.83599,0.01173
Klk13,0.0,0.02236,1.0,0.0,0.0,0.00013,0.97366,0.0
Gucy2e,0.0,0.00063,1.0,0.0096,0.0,0.02348,0.6693,0.0
2310007L24Rik,0.0,0.01161,0.82016,0.0,0.0,7e-05,1.0,0.0
Cib4,0.0,0.46522,0.84186,0.63689,0.0,0.6804,1.0,0.6042
Stfa1,0.0,0.12195,0.82785,0.00487,0.0,0.05085,1.0,0.0
Slmo1,0.0,0.02845,1.0,0.04726,0.0,0.10013,0.75207,0.0
Fibcd1,0.0,0.51626,0.90321,0.01032,0.0,0.7496,1.0,0.0
Gm8817,0.0,0.02784,1.0,0.03238,0.0,0.0645,0.89581,0.0
Igfn1,0.0,0.0,1.0,0.0,0.0,0.0,0.93726,0.0
Gm614,0.0,0.14406,1.0,0.0875,0.0,0.16874,0.51794,0.02575
Coch,0.0,0.10105,0.86137,0.08922,0.0,0.01393,1.0,0.02626
Catsperg2,0.0,0.14293,1.0,0.22069,0.0,0.38924,0.4674,0.03281
Best1,0.0,0.01638,1.0,0.02507,0.0,0.08033,0.94675,0.06921
Klf8,0.0,0.13329,1.0,0.10462,0.0,0.08192,0.66919,0.01293
Ccl20,0.0,0.19463,0.61612,0.07321,0.0,0.16786,1.0,0.01356
Adora2b,0.0,0.25426,0.77156,0.14096,0.0,0.30757,1.0,0.06328
Zfp819,0.0,0.1455,1.0,0.02339,0.0,0.25339,0.63764,0.0
Nova1,0.0,0.02845,1.0,0.10321,0.0,0.02834,0.68288,0.01351
Bpifc,0.0,0.00075,0.6112,0.0,0.0,0.0281,1.0,0.0
Tarm1,0.0,0.03528,1.0,0.0511,0.0,0.22587,0.89484,0.05794
Fbxo41,0.0,0.08802,1.0,0.01156,0.0,0.1421,0.49452,0.0
Olr1,0.0,0.26111,0.37401,0.15593,0.0,0.34322,1.0,0.02066
Prss34,0.0,0.76965,0.73715,0.0723,0.0,0.89218,1.0,0.03619
Ccr3,0.0,0.89156,0.96887,0.35703,0.0,1.0,0.29136,0.09407
Kcnf1,0.0,0.09708,0.65556,0.0,0.0,0.32452,1.0,0.0
Gzmc,0.0,0.02817,0.73064,0.11825,0.0,0.00016,1.0,0.02929
Aipl1,0.0,0.00153,1.0,0.03464,0.0,0.05885,0.4536,0.01482
Mrgpra1,0.0,0.0,0.82082,0.0,0.0,0.0,1.0,0.0
Rab26,0.0,0.00117,0.94113,0.00132,0.0,0.04425,1.0,0.04615
Sh2d1b2,0.0,0.62342,0.55134,0.04847,0.0,1.0,0.60337,0.0533
Anks1b,0.0,0.02858,1.0,0.11249,0.0,0.00016,0.44452,0.0
Ccr8,0.0,0.03219,1.0,0.0704,0.0,0.06092,0.89868,0.03847
Il20ra,0.0,0.0,0.61523,0.0124,0.0,0.0,1.0,0.0
Nhs,0.0,0.0,0.84785,0.02542,0.0,0.0,1.0,0.0
Kndc1,0.0,0.00082,1.0,0.01254,0.0,0.03065,0.76367,0.0
4930502E18Rik,0.0,0.06539,0.20531,1.0,0.0,0.13879,0.32264,0.08323
Vmn2r96,0.0,0.17837,0.42859,0.18408,0.0,0.31384,1.0,0.02264
Mt3,0.0,1.0,0.40513,0.02481,0.0,0.00261,0.25801,0.00777
Gsdmc4,0.0,0.0633,0.63625,0.01281,0.0,0.06327,1.0,0.0
Tnni1,0.0,0.16281,0.65226,0.01281,0.0,0.28352,1.0,0.0
Gm13290,0.0,0.20207,0.71246,0.21886,0.0,0.48039,1.0,0.14649
Gm13289,0.0,0.20207,0.71246,0.21886,0.0,0.48039,1.0,0.14649
Cdh23,0.0,0.93255,0.90819,0.08989,0.0,0.62951,1.0,0.02385
Reg3g,0.0,0.07322,1.0,0.00352,0.0,0.29123,0.95795,0.02516
Rhbdl2,0.0,0.0,1.0,0.0,0.0,0.0,0.97539,0.0
Rho,0.0,0.06844,0.7582,0.01327,0.0,0.13038,1.0,0.0
Cd200r3,0.0,0.98951,0.57218,0.07055,0.0,1.0,0.64511,0.08358
Reg3b,0.0,0.29845,1.0,0.1073,0.0,0.20201,0.86458,0.36034
Shank1,0.0,0.10776,0.90624,0.11307,0.0,0.25333,1.0,0.04236
H2-Ea-ps,0.0,0.0,0.90624,0.0,0.0,0.0,1.0,0.0
Sult2a4,0.0,0.0,0.87052,0.0,0.0,0.0,1.0,0.00889
Tnfrsf13b,0.0,0.07187,1.0,0.08477,0.0,0.12105,0.87644,0.06146
Utf1,0.0,0.0,0.42466,0.0,0.0,0.0,1.0,0.00898
Dmrt3,0.0,0.0,0.74438,0.0,0.0,0.0,1.0,0.0
Ccdc11,0.0,0.1236,1.0,0.02304,0.0,0.12361,0.87323,0.04517
Fam46b,0.0,0.00095,1.0,0.03916,0.0,0.03545,0.73531,0.03631
Ccdc36,0.0,0.07173,1.0,0.01195,0.0,0.07169,0.7737,0.01826
Bpifb4,0.0,0.0,1.0,0.01456,0.0,0.0,0.86989,0.0
Tceal5,0.0,0.00096,1.0,0.0,0.0,0.03564,0.90845,0.02792
Fcnb,0.0,0.3449,0.19295,0.08807,0.0,1.0,0.22709,0.07408
Gal,0.0,0.03708,1.0,0.0,0.0,0.03694,0.58456,0.0
Insrr,0.0,0.4078,1.0,0.4555,0.0,0.42465,0.64392,0.1103
3830403N18Rik,0.0,0.32114,0.86473,0.12778,0.0,0.03899,1.0,0.07502
Klrb1a,0.0,0.17988,1.0,0.01842,0.0,0.34546,0.79309,0.03947
Chrm4,0.0,0.31399,1.0,0.03199,0.0,0.44326,0.87603,0.0
Dkkl1,0.0,0.04072,1.0,0.0,0.0,0.07706,0.91758,0.02
Rasgef1a,0.0,0.35878,1.0,0.09773,0.0,0.54635,0.68256,0.0
C1ql1,0.0,0.00104,0.61933,0.01593,0.0,0.03895,1.0,0.0
Matn1,0.0,0.00053,1.0,0.0,0.0,0.01957,0.8936,0.0
Cyp11a1,0.0,0.11942,1.0,0.09447,0.0,0.11943,0.61087,0.02957
Cacng8,0.0,0.04353,1.0,0.0,0.0,0.11875,0.63224,0.0
1700113H08Rik,0.0,0.04059,1.0,0.0,0.0,0.021,0.65911,0.01068
Rtkn2,0.0,0.1698,0.30101,0.0831,0.0,0.24882,1.0,0.02039
Chl1,0.0,0.08568,0.55519,0.0,0.0,0.12511,1.0,0.0
Rapsn,0.0,0.12257,1.0,0.02859,0.0,0.06347,0.97336,0.04279
BC016579,0.0,0.20111,1.0,0.03471,0.0,0.04319,0.42452,0.0
Gm14139,0.0,0.11874,0.72585,0.0,0.0,0.00063,1.0,0.0
Ndst4,0.0,0.0,1.0,0.0,0.0,0.0,0.55981,0.0
Padi3,0.0,0.00112,1.0,0.10553,0.0,0.04188,0.60517,0.0
Cd200r2,0.0,0.00453,1.0,0.1666,0.0,0.18862,0.65064,0.0
Npy1r,0.0,0.33955,1.0,0.03495,0.0,0.33913,0.69621,0.16339
F830045P16Rik,0.0,0.0,0.74276,0.00831,0.0,0.0,1.0,0.0
Dbx2,0.0,0.0,0.98354,0.0,0.0,0.0,1.0,0.0
Tmc1,0.0,0.09042,1.0,0.0,0.0,0.17227,0.66507,0.0
Rtn4r,0.0,0.04381,0.40402,0.0,0.0,0.04364,1.0,0.0
Psg22,0.0,0.04789,0.6934,0.08756,0.0,0.13066,1.0,0.02149
Gjb5,0.0,0.00117,1.0,0.06943,0.0,0.04348,0.49072,0.02169
Omg,0.0,0.19357,1.0,0.07369,0.0,0.08936,0.68015,0.0
Tcte1,0.0,0.06786,1.0,0.02739,0.0,0.08867,0.7995,0.0
Cacna1b,0.0,0.09149,1.0,0.0149,0.0,0.13359,0.96758,0.02276
Sag,0.0,0.17305,0.5049,0.04488,0.0,0.06796,1.0,0.07995
Zfp36l3,0.0,0.04249,1.0,0.24552,0.0,0.00024,0.478,0.02092
1700123I01Rik,0.0,0.05286,0.89364,0.08054,0.0,0.24552,1.0,0.02215
Stc1,0.0,0.50568,1.0,0.13936,0.0,0.8092,0.17403,0.06793
Grifin,0.0,0.17194,1.0,0.00882,0.0,0.00088,0.86712,0.0
Sycp2,0.0,0.93779,0.12867,0.1485,0.0,1.0,0.18955,0.08019
Oas1h,0.0,0.2054,1.0,0.15157,0.0,0.20538,0.39122,0.0
Fam196b,0.0,1.0,0.17122,0.0,0.0,0.09528,0.2861,0.01176
Mmp3,0.0,0.18423,0.89243,0.13781,0.0,0.18423,1.0,0.03397
Klhl10,0.0,0.00446,1.0,0.01283,0.0,0.18324,0.22715,0.04755
Klra3,0.0,1.0,0.18342,0.28875,0.0,0.90338,0.19674,0.42403
Slc6a3,0.0,0.05091,0.91453,0.0,0.0,0.09633,1.0,0.0
Hesx1,0.0,0.09691,1.0,0.01472,0.0,0.09686,0.6695,0.0372
Gpr85,0.0,0.23884,0.98867,0.12315,0.0,0.17008,1.0,0.04833
Dao,0.0,0.0,1.0,0.0,0.0,0.0,0.74796,0.0
Cldn13,0.0,0.06189,1.0,0.01479,0.0,0.45836,0.80043,0.03738
Aire,0.0,0.0,1.0,0.01627,0.0,0.0,0.87936,0.02486
Rab33a,0.0,0.09766,1.0,0.05338,0.0,0.09761,0.87936,0.04949
Adra2a,0.0,0.74211,0.32385,0.09075,0.0,1.0,0.50891,0.07432
Dpp10,0.0,0.0492,1.0,0.01983,0.0,0.04902,0.98499,0.0
Gabre,0.0,0.00255,1.0,0.17896,0.0,0.0982,0.19233,0.03635
Rbm24,0.0,0.0,0.24199,0.0,0.0,0.0,1.0,0.0
Muc19,0.0,0.01646,0.0,0.13044,0.0,1.0,0.0,0.36088
Gp2,0.0,0.0,0.67907,0.0,0.0,0.0,1.0,0.05251
Kcnh4,0.0,0.05123,0.96507,0.07427,0.0,0.05103,1.0,0.0
Epb4.2,0.0,0.81875,1.0,0.11874,0.0,0.81592,0.78717,0.14296
Btnl6,0.0,0.22785,0.0,0.06012,0.0,1.0,0.05489,0.02573
Kcnmb4,0.0,0.21224,0.59196,0.0,0.0,0.31101,1.0,0.0
Crtam,0.0,0.86164,1.0,0.27405,0.0,0.88372,0.63901,0.10413
Cxcl3,0.0,0.025,0.67181,0.0191,0.0,0.00014,1.0,0.01308
Nxnl1,0.0,0.20651,0.85866,0.05395,0.0,0.15719,1.0,0.08
Prrx2,0.0,0.05054,1.0,0.0,0.0,0.00029,0.59898,0.02756
Wif1,0.0,0.2143,1.0,0.08084,0.0,0.2143,0.71447,0.05407
Fcer1a,0.0,0.31467,0.82878,0.04442,0.0,0.16222,1.0,0.0
Krt222,0.0,0.2109,1.0,0.14762,0.0,0.13495,0.7725,0.05349
Maneal,0.0,0.20683,1.0,0.11207,0.0,0.05511,0.8307,0.0
Disc1,0.0,0.50989,1.0,0.17993,0.0,0.40578,0.94755,0.06741
Vmn2r25,0.0,0.0,0.51543,0.0,0.0,0.0,1.0,0.0
Rbm44,0.0,0.11254,1.0,0.1485,0.0,0.16432,0.67524,0.0
Armc2,0.0,0.99727,1.0,0.55187,0.0,0.80567,0.97453,0.08127
Cd70,0.0,0.0015,0.41627,0.0,0.0,0.05581,1.0,0.0
Arl14,0.0,0.00546,0.58947,0.05871,0.0,0.22392,1.0,0.0
Ucp3,0.0,0.03129,0.64745,0.05878,0.0,0.08443,1.0,0.0
Il17a,0.0,0.0,0.64745,0.0,0.0,0.0,1.0,0.0
Trap1a,0.0,0.05369,1.0,0.15312,0.0,0.0003,0.75618,0.0
Sctr,0.0,0.17263,0.70553,0.13245,0.0,0.22626,1.0,0.05669
Rasgrf1,0.0,0.56777,1.0,0.05034,0.0,0.5667,0.78689,0.0577
Slc29a4,0.0,0.00548,0.76369,0.04697,0.0,0.2247,1.0,0.0
Ppp1r1a,0.0,0.1503,0.88021,0.17716,0.0,0.33942,1.0,0.0
Gpr113,0.0,0.00151,0.96774,0.03883,0.0,0.05643,1.0,0.05813
Zan,0.0,0.0,1.0,0.01599,0.0,0.0,0.52789,0.05925
Prdm8,0.0,0.05798,1.0,0.02337,0.0,0.05776,0.52789,0.0
Slc35d3,0.0,0.41676,0.66827,0.02365,0.0,0.63993,1.0,0.0
Rimbp2,0.0,0.0,1.0,0.0,0.0,0.0,0.38485,0.0
Cbln1,0.0,0.0,1.0,0.0,0.0,0.0,0.48018,0.0
Mylk2,0.0,0.0,1.0,0.0,0.0,0.0,0.48018,0.0
2610528A11Rik,0.0,0.11578,1.0,0.11025,0.0,0.06001,0.54418,0.09029
Sprr1a,0.0,0.05692,0.56707,0.09501,0.0,0.00032,1.0,0.02968
Clvs2,0.0,0.0,0.75229,0.0,0.0,0.0,1.0,0.0
Ephx4,0.0,0.0016,1.0,0.03724,0.0,0.05982,0.93388,0.0
A230065H16Rik,0.0,0.0,0.58658,0.02512,0.0,0.0,1.0,0.0
Sec14l5,0.0,0.0,1.0,0.01203,0.0,0.0,0.86238,0.0
Gm13279,0.0,0.25797,1.0,0.18088,0.0,0.49481,0.89613,0.1895
Tspo2,0.0,0.87254,0.68217,0.08087,0.0,0.89987,1.0,0.06287
Crh,0.0,0.0,0.84201,0.0,0.0,0.0,1.0,0.0
Vmn2r84,0.0,0.03681,0.90609,0.06478,0.0,0.15477,1.0,0.0
Gpr33,0.0,0.05928,1.0,0.27437,0.0,0.00033,0.37648,0.06146
Dlx2,0.0,0.94264,0.0,0.03859,0.0,1.0,0.0,0.0
Capns2,0.0,0.00735,1.0,0.11767,0.0,0.31071,0.44388,0.0
2310042E22Rik,0.0,0.00167,1.0,0.0428,0.0,0.06219,0.44388,0.06406
Jph3,0.0,0.48515,1.0,0.04695,0.0,0.12809,0.44388,0.03162
Lin28a,0.0,0.45665,0.261,0.02094,0.0,1.0,0.0,0.03199
Alk,0.0,0.00167,1.0,0.0,0.0,0.06241,0.51172,0.0
Lin28b,0.0,0.0,1.0,0.0,0.0,0.0,0.57994,0.0
Prom2,0.0,0.06929,1.0,0.09241,0.0,0.18903,0.64851,0.0
4932438H23Rik,0.0,0.00544,1.0,0.01928,0.0,0.21966,0.64851,0.04873
Rsph4a,0.0,0.12396,1.0,0.15498,0.0,0.06425,0.7174,0.40665
Ankrd34c,0.0,0.0,0.60745,0.07999,0.0,0.0,1.0,0.0
Fndc3c1,0.0,0.06079,1.0,0.0,0.0,0.00034,0.92572,0.0165
Rasgef1c,0.0,0.06749,1.0,0.0,0.0,0.12772,0.92572,0.03315
Apol10a,0.0,0.72121,0.12874,0.12004,0.0,1.0,0.06477,0.09831
Kel,0.0,0.7581,1.0,0.21077,0.0,0.7247,0.81337,0.04851
Lct,0.0,0.13623,1.0,0.20156,0.0,0.19892,0.3313,0.03204
Hbb-bh1,0.0,1.0,0.64304,0.0,0.0,0.07146,0.79734,0.0
Hoxc6,0.0,0.0,1.0,0.1117,0.0,0.0,0.47502,0.0
Nccrp1,0.0,0.14782,1.0,0.00584,0.0,0.40785,0.91645,0.07053
Ptprz1,0.0,0.00353,0.65382,0.01905,0.0,0.13606,1.0,0.07061
Tnp2,0.0,0.0,0.79553,0.02793,0.0,0.0,1.0,0.0
G6pd2,0.0,0.07777,0.79553,0.51022,0.0,0.27373,1.0,0.31346
Cilp2,0.0,0.06551,0.93771,0.01585,0.0,0.00037,1.0,0.10678
Wfdc15a,0.0,0.0,1.0,0.0,0.0,0.0,0.41752,0.0
Prss16,0.0,0.56817,0.25186,0.07186,0.0,1.0,0.0,0.0
Dnmt3l,0.0,0.00357,1.0,0.02817,0.0,0.13766,0.52985,0.0
Gm10486,0.0,0.0,0.53319,0.0,0.0,0.0,1.0,0.0
Gm10230,0.0,0.0,0.53319,0.0,0.0,0.0,1.0,0.0
Gm10147,0.0,0.0,0.53319,0.0,0.0,0.0,1.0,0.0
Gm10058,0.0,0.0,0.53319,0.0,0.0,0.0,1.0,0.0
Gm10096,0.0,0.0,0.53319,0.0,0.0,0.0,1.0,0.0
Gm14632,0.0,0.0,0.53319,0.0,0.0,0.0,1.0,0.0
Gm14819,0.0,0.0,0.53319,0.0,0.0,0.0,1.0,0.0
Gm15056,0.0,0.07156,0.60633,0.38484,0.0,0.07129,1.0,0.17885
Olfr1509,0.0,0.0,0.75319,0.0,0.0,0.0,1.0,0.0
