atID,logFC,P-value,FDR,type,key
AT3G18510,-1.09,1.77547E-05,0.000488671,+Al/+Pi_pH6,wt
AT4G22235,-1.09,0.000118013,0.002495722,+Al/+Pi_pH6,wt
AT4G11290,-1.09,0.000267686,0.004931695,+Al/+Pi_pH6,wt
AT2G46390,-1.09,1.45316E-05,0.000410456,+Al/+Pi_pH6,wt
AT1G30510,-1.09,4.82E-07,2.08833E-05,+Al/+Pi_pH6,wt
AT1G17190,-1.10,0.000558682,0.009060314,+Al/+Pi_pH6,wt
AT1G30110,-1.10,1.15129E-10,1.16554E-08,+Al/+Pi_pH6,wt
AT5G38450,-1.10,5.79459E-05,0.00134965,+Al/+Pi_pH6,wt
AT4G01430,-1.10,1.71318E-05,0.000475366,+Al/+Pi_pH6,wt
AT1G33612,-1.10,0.000974185,0.014129143,+Al/+Pi_pH6,wt
AT3G46490,-1.10,0.002025846,0.025077813,+Al/+Pi_pH6,wt
AT1G09560,-1.10,2.04798E-05,0.000555453,+Al/+Pi_pH6,wt
AT1G30840,-1.11,6.3642E-12,8.45117E-10,+Al/+Pi_pH6,wt
AT1G12080,-1.11,2.37085E-05,0.000628844,+Al/+Pi_pH6,wt
AT3G63110,-1.11,7.33627E-07,2.98858E-05,+Al/+Pi_pH6,wt
AT5G45340,-1.12,1.07121E-06,4.13327E-05,+Al/+Pi_pH6,wt
AT1G65900,-1.12,7.05988E-08,3.74999E-06,+Al/+Pi_pH6,wt
AT5G23840,-1.12,0.000168655,0.003395619,+Al/+Pi_pH6,wt
AT2G43445,-1.12,0.000498013,0.008246448,+Al/+Pi_pH6,wt
AT1G15640,-1.12,0.000152874,0.003113818,+Al/+Pi_pH6,wt
AT2G18450,-1.12,1.58019E-06,5.71704E-05,+Al/+Pi_pH6,wt
AT5G10520,-1.13,7.19768E-09,4.93934E-07,+Al/+Pi_pH6,wt
AT5G55170,-1.13,5.95627E-07,2.48408E-05,+Al/+Pi_pH6,wt
AT3G14060,-1.13,0.000322022,0.005736364,+Al/+Pi_pH6,wt
AT1G33540,-1.13,0.002184149,0.026556446,+Al/+Pi_pH6,wt
AT3G20600,-1.14,0.00056367,0.009105093,+Al/+Pi_pH6,wt
AT5G02580,-1.14,3.56459E-06,0.000117385,+Al/+Pi_pH6,wt
AT1G66200,-1.14,5.76194E-08,3.13382E-06,+Al/+Pi_pH6,wt
AT4G01700,-1.14,1.85824E-08,1.14807E-06,+Al/+Pi_pH6,wt
AT3G11120,-1.14,0.004893858,0.049642555,+Al/+Pi_pH6,wt
AT5G38940,-1.15,0.001146759,0.016106276,+Al/+Pi_pH6,wt
AT4G22217,-1.15,0.001041514,0.014925688,+Al/+Pi_pH6,wt
AT2G43535,-1.15,6.82605E-05,0.001546083,+Al/+Pi_pH6,wt
AT1G64910,-1.15,8.28768E-05,0.001840208,+Al/+Pi_pH6,wt
AT4G15300,-1.15,0.000658685,0.010377593,+Al/+Pi_pH6,wt
AT2G44340,-1.15,0.00072904,0.011218109,+Al/+Pi_pH6,wt
AT1G61255,-1.15,0.001953294,0.024446057,+Al/+Pi_pH6,wt
AT5G39090,-1.15,0.002396185,0.02863938,+Al/+Pi_pH6,wt
AT5G41670,-1.15,4.85505E-07,2.09907E-05,+Al/+Pi_pH6,wt
AT1G72360,-1.16,0.001388717,0.018782582,+Al/+Pi_pH6,wt
AT5G53370,-1.16,1.94433E-09,1.51184E-07,+Al/+Pi_pH6,wt
AT1G16916,-1.16,8.50774E-05,0.001880901,+Al/+Pi_pH6,wt
AT3G23510,-1.16,4.85096E-05,0.00116846,+Al/+Pi_pH6,wt
AT1G60787,-1.16,0.000500502,0.008260909,+Al/+Pi_pH6,wt
AT5G46050,-1.17,5.65043E-06,0.000176954,+Al/+Pi_pH6,wt
AT5G52310,-1.17,0.000369129,0.006402825,+Al/+Pi_pH6,wt
AT3G45430,-1.17,0.001517467,0.020150773,+Al/+Pi_pH6,wt
AT1G49320,-1.17,3.66838E-05,0.000913744,+Al/+Pi_pH6,wt
AT3G08520,-1.17,0.001584809,0.020802715,+Al/+Pi_pH6,wt
AT4G25835,-1.18,3.2559E-09,2.39508E-07,+Al/+Pi_pH6,wt
AT5G53380,-1.18,0.003207445,0.035752671,+Al/+Pi_pH6,wt
AT1G60095,-1.18,5.49922E-08,3.00693E-06,+Al/+Pi_pH6,wt
AT5G45380,-1.18,2.88799E-05,0.000742885,+Al/+Pi_pH6,wt
AT3G23000,-1.19,3.00222E-11,3.46866E-09,+Al/+Pi_pH6,wt
AT3G56220,-1.19,2.35993E-06,8.13837E-05,+Al/+Pi_pH6,wt
AT4G09770,-1.20,1.75937E-05,0.000485548,+Al/+Pi_pH6,wt
AT1G07620,-1.20,0.000376069,0.006499377,+Al/+Pi_pH6,wt
AT4G38340,-1.20,0.004874656,0.049472313,+Al/+Pi_pH6,wt
AT5G01600,-1.20,5.4534E-11,5.99581E-09,+Al/+Pi_pH6,wt
AT4G23496,-1.20,0.001285249,0.017610422,+Al/+Pi_pH6,wt
AT3G12240,-1.20,1.23934E-06,4.67612E-05,+Al/+Pi_pH6,wt
AT5G15970,-1.21,2.90599E-06,9.80653E-05,+Al/+Pi_pH6,wt
AT1G66280,-1.22,2.77545E-07,1.2726E-05,+Al/+Pi_pH6,wt
AT1G24320,-1.23,1.83621E-10,1.7547E-08,+Al/+Pi_pH6,wt
AT4G01630,-1.23,0.000665276,0.010452588,+Al/+Pi_pH6,wt
AT2G46690,-1.23,1.76368E-08,1.10636E-06,+Al/+Pi_pH6,wt
AT2G26820,-1.23,7.49298E-06,0.000228363,+Al/+Pi_pH6,wt
AT3G59340,-1.23,0.000391809,0.00670502,+Al/+Pi_pH6,wt
AT4G10500,-1.24,8.08962E-07,3.25015E-05,+Al/+Pi_pH6,wt
AT1G71015,-1.24,3.08572E-05,0.000787803,+Al/+Pi_pH6,wt
AT4G34950,-1.24,5.82759E-06,0.000181945,+Al/+Pi_pH6,wt
AT4G16260,-1.24,0.000154128,0.003136234,+Al/+Pi_pH6,wt
AT4G18010,-1.25,1.67783E-10,1.63389E-08,+Al/+Pi_pH6,wt
AT4G04450,-1.25,0.000168702,0.003395619,+Al/+Pi_pH6,wt
AT4G30420,-1.25,1.02864E-10,1.05707E-08,+Al/+Pi_pH6,wt
AT1G49160,-1.26,7.45914E-08,3.9518E-06,+Al/+Pi_pH6,wt
AT3G56020,-1.26,0.000992421,0.014342757,+Al/+Pi_pH6,wt
AT2G28780,-1.26,1.02177E-06,3.97247E-05,+Al/+Pi_pH6,wt
AT5G39240,-1.26,2.09962E-05,0.000567202,+Al/+Pi_pH6,wt
AT3G51350,-1.27,2.19818E-06,7.65806E-05,+Al/+Pi_pH6,wt
AT5G02502,-1.27,3.00226E-05,0.000768414,+Al/+Pi_pH6,wt
AT5G24410,-1.27,3.26491E-10,2.9413E-08,+Al/+Pi_pH6,wt
AT4G40010,-1.28,3.02887E-09,2.26888E-07,+Al/+Pi_pH6,wt
AT4G13860,-1.28,5.79611E-08,3.14404E-06,+Al/+Pi_pH6,wt
AT1G54010,-1.28,8.58572E-07,3.41591E-05,+Al/+Pi_pH6,wt
AT4G08620,-1.28,0.000218745,0.004232101,+Al/+Pi_pH6,wt
AT1G19380,-1.28,3.30464E-07,1.48854E-05,+Al/+Pi_pH6,wt
AT5G65320,-1.28,1.08533E-07,5.54877E-06,+Al/+Pi_pH6,wt
AT3G14260,-1.29,4.30805E-07,1.89462E-05,+Al/+Pi_pH6,wt
AT4G19680,-1.29,1.74135E-05,0.000481225,+Al/+Pi_pH6,wt
AT3G09290,-1.29,5.58522E-09,3.91157E-07,+Al/+Pi_pH6,wt
AT1G44050,-1.29,9.9087E-07,3.86704E-05,+Al/+Pi_pH6,wt
AT3G23190,-1.30,7.90558E-09,5.30063E-07,+Al/+Pi_pH6,wt
AT2G33550,-1.31,1.78489E-10,1.71366E-08,+Al/+Pi_pH6,wt
AT3G16070,-1.31,0.003249977,0.036199368,+Al/+Pi_pH6,wt
AT3G49330,-1.31,0.002017201,0.025001064,+Al/+Pi_pH6,wt
AT5G63600,-1.31,1.52381E-07,7.47287E-06,+Al/+Pi_pH6,wt
AT1G12100,-1.31,0.001284158,0.017610422,+Al/+Pi_pH6,wt
AT2G38760,-1.31,3.30492E-06,0.000109717,+Al/+Pi_pH6,wt
AT1G15625,-1.31,0.000181333,0.003614287,+Al/+Pi_pH6,wt
AT5G60760,-1.31,1.15736E-08,7.43446E-07,+Al/+Pi_pH6,wt
AT1G49450,-1.31,3.19964E-06,0.000107267,+Al/+Pi_pH6,wt
AT3G45390,-1.32,0.001441886,0.019373568,+Al/+Pi_pH6,wt
AT4G30230,-1.32,0.000417652,0.007117484,+Al/+Pi_pH6,wt
AT4G15393,-1.32,4.87628E-09,3.46249E-07,+Al/+Pi_pH6,wt
AT3G46370,-1.32,0.002720681,0.031558669,+Al/+Pi_pH6,wt
AT4G12543,-1.32,0.002577982,0.030314195,+Al/+Pi_pH6,wt
AT4G16860,-1.32,0.004276522,0.044756844,+Al/+Pi_pH6,wt
AT5G28960,-1.33,0.00055592,0.009022665,+Al/+Pi_pH6,wt
AT3G44990,-1.33,4.36985E-07,1.90948E-05,+Al/+Pi_pH6,wt
AT2G42850,-1.33,9.75357E-09,6.45503E-07,+Al/+Pi_pH6,wt
AT1G68500,-1.33,5.36304E-06,0.000168729,+Al/+Pi_pH6,wt
AT3G18560,-1.33,3.07345E-09,2.29387E-07,+Al/+Pi_pH6,wt
AT1G24280,-1.33,5.55926E-08,3.03165E-06,+Al/+Pi_pH6,wt
AT4G33120,-1.34,0.000102924,0.002222597,+Al/+Pi_pH6,wt
AT1G33870,-1.34,0.004482533,0.046461126,+Al/+Pi_pH6,wt
AT3G44700,-1.34,0.002359609,0.028251753,+Al/+Pi_pH6,wt
AT3G46130,-1.34,6.85909E-05,0.001551642,+Al/+Pi_pH6,wt
AT3G44710,-1.34,0.00023997,0.00454809,+Al/+Pi_pH6,wt
AT1G13600,-1.34,0.001864498,0.023580075,+Al/+Pi_pH6,wt
AT3G24300,-1.34,1.07834E-08,6.97851E-07,+Al/+Pi_pH6,wt
AT3G55700,-1.35,2.24276E-05,0.000601106,+Al/+Pi_pH6,wt
AT3G22570,-1.35,9.79809E-08,5.05987E-06,+Al/+Pi_pH6,wt
AT5G59760,-1.35,0.002759612,0.031865651,+Al/+Pi_pH6,wt
AT4G21903,-1.35,1.21672E-06,4.60776E-05,+Al/+Pi_pH6,wt
AT3G12220,-1.35,1.39428E-06,5.13749E-05,+Al/+Pi_pH6,wt
AT3G14680,-1.35,1.3081E-07,6.52456E-06,+Al/+Pi_pH6,wt
AT3G12965,-1.35,0.000335814,0.0059304,+Al/+Pi_pH6,wt
AT4G04700,-1.36,1.26525E-09,1.01868E-07,+Al/+Pi_pH6,wt
AT2G37925,-1.36,4.15698E-05,0.001016868,+Al/+Pi_pH6,wt
AT5G09978,-1.36,1.36174E-07,6.77558E-06,+Al/+Pi_pH6,wt
AT1G53887,-1.36,0.001548058,0.020477223,+Al/+Pi_pH6,wt
AT5G24140,-1.37,2.2511E-05,0.000602554,+Al/+Pi_pH6,wt
AT4G33590,-1.37,0.002899624,0.03325704,+Al/+Pi_pH6,wt
AT2G42140,-1.37,0.001488312,0.019866822,+Al/+Pi_pH6,wt
AT1G52050,-1.38,0.000687843,0.010729509,+Al/+Pi_pH6,wt
AT1G56430,-1.38,5.95916E-06,0.000184924,+Al/+Pi_pH6,wt
AT3G47760,-1.39,0.002225872,0.02685491,+Al/+Pi_pH6,wt
AT5G64100,-1.39,2.25201E-09,1.72485E-07,+Al/+Pi_pH6,wt
AT3G50470,-1.39,0.000802074,0.012110075,+Al/+Pi_pH6,wt
AT5G23220,-1.39,4.65998E-09,3.32044E-07,+Al/+Pi_pH6,wt
AT4G24350,-1.40,0.001774717,0.022697291,+Al/+Pi_pH6,wt
AT4G30140,-1.40,1.1825E-05,0.000343984,+Al/+Pi_pH6,wt
AT5G44566,-1.41,0.000598897,0.009590801,+Al/+Pi_pH6,wt
AT2G22122,-1.42,7.75513E-09,5.23407E-07,+Al/+Pi_pH6,wt
AT3G20590,-1.42,1.3994E-06,5.13784E-05,+Al/+Pi_pH6,wt
AT5G42590,-1.42,4.5449E-05,0.00110253,+Al/+Pi_pH6,wt
AT5G62360,-1.42,0.000140051,0.002892972,+Al/+Pi_pH6,wt
AT4G35210,-1.43,0.004592244,0.047382135,+Al/+Pi_pH6,wt
AT5G56795,-1.43,0.000569691,0.009195098,+Al/+Pi_pH6,wt
AT2G40205,-1.43,0.000805394,0.012137291,+Al/+Pi_pH6,wt
AT2G47160,-1.43,1.02534E-15,2.07605E-13,+Al/+Pi_pH6,wt
AT5G25810,-1.43,5.12879E-11,5.7002E-09,+Al/+Pi_pH6,wt
AT3G20940,-1.44,1.56714E-06,5.68228E-05,+Al/+Pi_pH6,wt
AT1G51440,-1.44,0.003199703,0.03571663,+Al/+Pi_pH6,wt
AT5G66490,-1.44,1.24731E-05,0.000359261,+Al/+Pi_pH6,wt
AT4G22980,-1.44,4.93364E-05,0.001182802,+Al/+Pi_pH6,wt
AT1G30515,-1.45,0.000457142,0.007650204,+Al/+Pi_pH6,wt
AT3G06890,-1.45,3.75149E-05,0.000929914,+Al/+Pi_pH6,wt
AT3G02493,-1.45,0.00197806,0.024650412,+Al/+Pi_pH6,wt
AT5G52710,-1.45,0.00039218,0.00670576,+Al/+Pi_pH6,wt
AT2G20080,-1.45,2.85404E-06,9.64712E-05,+Al/+Pi_pH6,wt
AT1G58590,-1.46,1.35777E-06,5.04843E-05,+Al/+Pi_pH6,wt
AT5G10210,-1.46,4.42819E-07,1.93084E-05,+Al/+Pi_pH6,wt
AT4G21680,-1.46,0.001231081,0.017056637,+Al/+Pi_pH6,wt
AT2G43820,-1.46,6.05896E-10,5.14132E-08,+Al/+Pi_pH6,wt
AT3G29250,-1.46,7.52686E-07,3.06013E-05,+Al/+Pi_pH6,wt
AT3G19030,-1.47,2.00244E-10,1.90465E-08,+Al/+Pi_pH6,wt
AT3G25882,-1.47,1.18851E-05,0.000345241,+Al/+Pi_pH6,wt
AT5G06475,-1.47,0.00413003,0.0435132,+Al/+Pi_pH6,wt
AT2G34180,-1.47,9.08232E-07,3.57868E-05,+Al/+Pi_pH6,wt
AT3G59710,-1.47,2.7363E-06,9.27983E-05,+Al/+Pi_pH6,wt
AT2G41180,-1.48,4.58844E-05,0.001111772,+Al/+Pi_pH6,wt
AT4G15480,-1.48,0.000755649,0.01154735,+Al/+Pi_pH6,wt
AT3G07600,-1.48,6.65054E-05,0.001514515,+Al/+Pi_pH6,wt
AT5G43520,-1.48,9.98492E-08,5.13044E-06,+Al/+Pi_pH6,wt
AT5G53980,-1.48,0.00175203,0.022449251,+Al/+Pi_pH6,wt
AT2G03260,-1.49,5.31701E-08,2.92293E-06,+Al/+Pi_pH6,wt
AT1G67910,-1.49,8.94166E-05,0.001961984,+Al/+Pi_pH6,wt
AT1G52690,-1.49,0.001080307,0.015309959,+Al/+Pi_pH6,wt
AT5G45490,-1.49,5.20598E-12,7.09749E-10,+Al/+Pi_pH6,wt
AT1G78050,-1.49,3.46135E-09,2.52802E-07,+Al/+Pi_pH6,wt
AT3G01190,-1.50,2.0832E-08,1.27169E-06,+Al/+Pi_pH6,wt
AT5G66985,-1.50,9.06098E-06,0.000270112,+Al/+Pi_pH6,wt
AT1G11540,-1.51,5.90537E-08,3.18641E-06,+Al/+Pi_pH6,wt
AT5G44460,-1.51,2.07925E-09,1.59852E-07,+Al/+Pi_pH6,wt
AT1G62280,-1.51,1.91938E-06,6.77917E-05,+Al/+Pi_pH6,wt
AT2G21045,-1.51,3.46332E-13,5.32517E-11,+Al/+Pi_pH6,wt
AT3G13437,-1.52,0.00014038,0.002896847,+Al/+Pi_pH6,wt
AT1G78090,-1.52,8.34629E-15,1.59516E-12,+Al/+Pi_pH6,wt
AT4G01820,-1.53,0.003482152,0.038243833,+Al/+Pi_pH6,wt
AT1G23205,-1.53,6.3822E-10,5.37103E-08,+Al/+Pi_pH6,wt
AT3G58810,-1.54,6.84249E-10,5.73479E-08,+Al/+Pi_pH6,wt
AT1G74770,-1.54,4.65269E-14,7.79898E-12,+Al/+Pi_pH6,wt
AT5G23160,-1.55,0.004186426,0.043948875,+Al/+Pi_pH6,wt
AT5G41050,-1.56,0.000773467,0.011742684,+Al/+Pi_pH6,wt
AT1G68238,-1.56,2.87179E-07,1.3109E-05,+Al/+Pi_pH6,wt
AT3G15760,-1.56,9.87367E-05,0.002138946,+Al/+Pi_pH6,wt
AT2G42980,-1.57,0.001733269,0.022250696,+Al/+Pi_pH6,wt
AT4G24170,-1.57,0.000248373,0.004672711,+Al/+Pi_pH6,wt
AT2G48080,-1.57,3.28022E-08,1.9003E-06,+Al/+Pi_pH6,wt
AT1G49860,-1.57,0.000355699,0.006211816,+Al/+Pi_pH6,wt
AT5G01075,-1.58,0.00379837,0.040818005,+Al/+Pi_pH6,wt
AT5G20470,-1.58,2.94524E-08,1.73574E-06,+Al/+Pi_pH6,wt
AT1G58150,-1.58,0.000272263,0.004984586,+Al/+Pi_pH6,wt
AT3G08040,-1.58,8.07472E-11,8.5439E-09,+Al/+Pi_pH6,wt
AT3G11402,-1.59,0.001483346,0.01983939,+Al/+Pi_pH6,wt
AT3G61400,-1.59,5.46283E-06,0.000171342,+Al/+Pi_pH6,wt
AT2G37750,-1.60,1.36894E-06,5.07153E-05,+Al/+Pi_pH6,wt
AT4G37850,-1.61,6.13397E-07,2.52394E-05,+Al/+Pi_pH6,wt
AT5G54530,-1.61,7.13397E-06,0.000218071,+Al/+Pi_pH6,wt
AT1G73600,-1.62,4.36193E-10,3.8024E-08,+Al/+Pi_pH6,wt
AT4G27845,-1.62,0.002045613,0.025215658,+Al/+Pi_pH6,wt
AT2G36210,-1.62,2.43797E-10,2.27655E-08,+Al/+Pi_pH6,wt
AT1G62500,-1.62,2.50902E-06,8.60898E-05,+Al/+Pi_pH6,wt
AT4G34800,-1.62,2.59178E-06,8.86318E-05,+Al/+Pi_pH6,wt
AT3G21351,-1.63,0.000297557,0.005384991,+Al/+Pi_pH6,wt
AT1G13080,-1.63,4.93294E-06,0.000156401,+Al/+Pi_pH6,wt
AT5G01740,-1.64,5.21506E-13,7.78452E-11,+Al/+Pi_pH6,wt
AT4G05390,-1.64,3.87159E-13,5.90851E-11,+Al/+Pi_pH6,wt
AT3G03910,-1.64,0.000507259,0.008352205,+Al/+Pi_pH6,wt
AT2G31081,-1.64,3.56148E-05,0.000890354,+Al/+Pi_pH6,wt
AT1G79075,-1.65,0.000263009,0.004858651,+Al/+Pi_pH6,wt
AT1G30990,-1.65,6.67237E-09,4.62542E-07,+Al/+Pi_pH6,wt
AT1G72540,-1.65,7.9776E-06,0.000240978,+Al/+Pi_pH6,wt
AT3G29430,-1.66,0.002096233,0.025761996,+Al/+Pi_pH6,wt
AT1G50090,-1.67,9.70697E-08,5.03826E-06,+Al/+Pi_pH6,wt
AT1G29830,-1.67,3.32536E-05,0.000838517,+Al/+Pi_pH6,wt
AT5G59590,-1.68,2.613E-09,1.9791E-07,+Al/+Pi_pH6,wt
AT3G02850,-1.69,2.25945E-19,6.89639E-17,+Al/+Pi_pH6,wt
AT5G39493,-1.69,0.002890217,0.033186372,+Al/+Pi_pH6,wt
AT4G10270,-1.69,0.000876754,0.0130019,+Al/+Pi_pH6,wt
AT5G61412,-1.70,0.00134653,0.018321052,+Al/+Pi_pH6,wt
AT5G43590,-1.70,1.55248E-07,7.59526E-06,+Al/+Pi_pH6,wt
AT4G22214,-1.70,0.00015091,0.003079946,+Al/+Pi_pH6,wt
AT2G15130,-1.71,0.004689616,0.048023356,+Al/+Pi_pH6,wt
AT2G41240,-1.71,3.45341E-05,0.000867595,+Al/+Pi_pH6,wt
AT1G02030,-1.72,3.27432E-05,0.000826665,+Al/+Pi_pH6,wt
AT5G47950,-1.73,4.21342E-14,7.18037E-12,+Al/+Pi_pH6,wt
AT5G35940,-1.73,1.24856E-11,1.5859E-09,+Al/+Pi_pH6,wt
AT4G25310,-1.74,3.02331E-07,1.36785E-05,+Al/+Pi_pH6,wt
AT5G26280,-1.75,3.61521E-15,7.17778E-13,+Al/+Pi_pH6,wt
AT2G22200,-1.75,0.000376301,0.006499377,+Al/+Pi_pH6,wt
AT2G28210,-1.76,0.000214847,0.004164614,+Al/+Pi_pH6,wt
AT5G65980,-1.76,7.67864E-07,3.10332E-05,+Al/+Pi_pH6,wt
AT3G20340,-1.76,8.42848E-10,6.9501E-08,+Al/+Pi_pH6,wt
AT3G05950,-1.76,0.001830769,0.023225328,+Al/+Pi_pH6,wt
AT3G56970,-1.76,0.00163358,0.021359792,+Al/+Pi_pH6,wt
AT1G44020,-1.77,1.59698E-07,7.77578E-06,+Al/+Pi_pH6,wt
AT3G46330,-1.77,4.70433E-08,2.62135E-06,+Al/+Pi_pH6,wt
AT5G66595,-1.77,1.99752E-08,1.22303E-06,+Al/+Pi_pH6,wt
AT1G15630,-1.78,2.19379E-07,1.03371E-05,+Al/+Pi_pH6,wt
AT5G45070,-1.78,1.55141E-11,1.93453E-09,+Al/+Pi_pH6,wt
AT3G46800,-1.81,0.000437687,0.007378976,+Al/+Pi_pH6,wt
AT1G33670,-1.81,0.00107992,0.015309959,+Al/+Pi_pH6,wt
AT1G53635,-1.81,0.000189335,0.003738251,+Al/+Pi_pH6,wt
AT1G15670,-1.82,1.00107E-11,1.31229E-09,+Al/+Pi_pH6,wt
AT1G14185,-1.82,3.99602E-06,0.00013075,+Al/+Pi_pH6,wt
AT3G02242,-1.83,0.00047668,0.007933723,+Al/+Pi_pH6,wt
AT1G72220,-1.84,1.62065E-14,2.90722E-12,+Al/+Pi_pH6,wt
AT4G22212,-1.84,1.32763E-08,8.40556E-07,+Al/+Pi_pH6,wt
AT2G14510,-1.84,4.22807E-08,2.38193E-06,+Al/+Pi_pH6,wt
AT4G12555,-1.84,2.11848E-05,0.000571543,+Al/+Pi_pH6,wt
AT1G32540,-1.84,0.001245663,0.017177983,+Al/+Pi_pH6,wt
AT5G26260,-1.85,2.44094E-09,1.86258E-07,+Al/+Pi_pH6,wt
AT4G37060,-1.86,4.35781E-05,0.00106345,+Al/+Pi_pH6,wt
AT3G02885,-1.87,1.0699E-08,6.94585E-07,+Al/+Pi_pH6,wt
AT4G02380,-1.89,4.79303E-12,6.57835E-10,+Al/+Pi_pH6,wt
AT5G63160,-1.90,3.17457E-10,2.88533E-08,+Al/+Pi_pH6,wt
AT5G56080,-1.90,1.78385E-11,2.18442E-09,+Al/+Pi_pH6,wt
AT5G44585,-1.91,1.49216E-05,0.000419735,+Al/+Pi_pH6,wt
AT3G47710,-1.92,5.81448E-07,2.43162E-05,+Al/+Pi_pH6,wt
AT3G27950,-1.93,3.60869E-09,2.61694E-07,+Al/+Pi_pH6,wt
AT1G26233,-1.94,0.000822719,0.012343809,+Al/+Pi_pH6,wt
AT5G19970,-1.94,2.89546E-21,9.7069E-19,+Al/+Pi_pH6,wt
AT1G49700,-1.95,5.65808E-07,2.37593E-05,+Al/+Pi_pH6,wt
AT5G62430,-1.95,1.51622E-10,1.4907E-08,+Al/+Pi_pH6,wt
AT1G72930,-1.97,0.000815715,0.012265721,+Al/+Pi_pH6,wt
AT3G44870,-1.97,0.001042442,0.014928535,+Al/+Pi_pH6,wt
AT5G52260,-1.97,8.59264E-08,4.51721E-06,+Al/+Pi_pH6,wt
AT1G09350,-1.98,6.03543E-07,2.49847E-05,+Al/+Pi_pH6,wt
AT1G77880,-1.98,0.000428429,0.007258793,+Al/+Pi_pH6,wt
AT1G73165,-2.00,3.3386E-06,0.000110655,+Al/+Pi_pH6,wt
AT3G07720,-2.01,2.36844E-12,3.31743E-10,+Al/+Pi_pH6,wt
AT5G14650,-2.01,7.79751E-05,0.001737026,+Al/+Pi_pH6,wt
AT5G45080,-2.01,1.35738E-05,0.000386607,+Al/+Pi_pH6,wt
AT3G52561,-2.02,5.31389E-05,0.001257744,+Al/+Pi_pH6,wt
AT1G05650,-2.02,5.9673E-07,2.48408E-05,+Al/+Pi_pH6,wt
AT4G16355,-2.02,0.000633031,0.01001198,+Al/+Pi_pH6,wt
AT3G50460,-2.03,3.69056E-05,0.000917219,+Al/+Pi_pH6,wt
AT4G30120,-2.04,5.72249E-09,3.99403E-07,+Al/+Pi_pH6,wt
AT3G50180,-2.04,0.000258854,0.004811074,+Al/+Pi_pH6,wt
AT2G26370,-2.04,4.65786E-10,4.00224E-08,+Al/+Pi_pH6,wt
AT1G07590,-2.05,1.323E-06,4.94613E-05,+Al/+Pi_pH6,wt
AT5G05900,-2.06,4.44332E-14,7.50958E-12,+Al/+Pi_pH6,wt
AT2G28160,-2.07,1.57317E-21,5.64409E-19,+Al/+Pi_pH6,wt
AT4G37700,-2.08,0.000949138,0.013893964,+Al/+Pi_pH6,wt
AT5G18661,-2.09,2.43737E-07,1.138E-05,+Al/+Pi_pH6,wt
AT5G27810,-2.10,0.001551649,0.020511457,+Al/+Pi_pH6,wt
AT1G73300,-2.10,1.5935E-06,5.71704E-05,+Al/+Pi_pH6,wt
AT2G30660,-2.12,7.72958E-06,0.000234178,+Al/+Pi_pH6,wt
AT5G54075,-2.14,0.001021372,0.014678179,+Al/+Pi_pH6,wt
AT5G59680,-2.17,1.15895E-09,9.36781E-08,+Al/+Pi_pH6,wt
AT1G07610,-2.17,2.48552E-15,4.98322E-13,+Al/+Pi_pH6,wt
AT2G02310,-2.17,4.60359E-09,3.29173E-07,+Al/+Pi_pH6,wt
AT1G60110,-2.19,6.16274E-11,6.72591E-09,+Al/+Pi_pH6,wt
AT5G60900,-2.20,6.22983E-05,0.001429854,+Al/+Pi_pH6,wt
AT1G78360,-2.20,0.000478997,0.007963808,+Al/+Pi_pH6,wt
AT4G01970,-2.20,7.02938E-06,0.000215196,+Al/+Pi_pH6,wt
AT5G53902,-2.21,0.001682607,0.021778045,+Al/+Pi_pH6,wt
AT2G38750,-2.21,1.98755E-06,6.99576E-05,+Al/+Pi_pH6,wt
AT1G66030,-2.21,2.3465E-05,0.000623195,+Al/+Pi_pH6,wt
AT5G26200,-2.22,1.05124E-08,6.84643E-07,+Al/+Pi_pH6,wt
AT1G24270,-2.24,0.000135754,0.002815584,+Al/+Pi_pH6,wt
AT1G66800,-2.25,1.62085E-09,1.28475E-07,+Al/+Pi_pH6,wt
AT2G24850,-2.25,0.000758678,0.011569699,+Al/+Pi_pH6,wt
AT1G09400,-2.26,0.000611236,0.009735036,+Al/+Pi_pH6,wt
AT5G07995,-2.26,9.23288E-06,0.000274836,+Al/+Pi_pH6,wt
AT5G61290,-2.28,0.00266665,0.031143912,+Al/+Pi_pH6,wt
AT5G52860,-2.30,0.000224599,0.004316771,+Al/+Pi_pH6,wt
AT1G70260,-2.30,1.98875E-12,2.80483E-10,+Al/+Pi_pH6,wt
AT2G22750,-2.32,0.000904566,0.013336969,+Al/+Pi_pH6,wt
AT5G39490,-2.32,0.000428358,0.007258793,+Al/+Pi_pH6,wt
AT5G04730,-2.32,1.1597E-08,7.43446E-07,+Al/+Pi_pH6,wt
AT4G22230,-2.34,2.10032E-11,2.52656E-09,+Al/+Pi_pH6,wt
AT5G50200,-2.35,6.16944E-17,1.50197E-14,+Al/+Pi_pH6,wt
AT5G44568,-2.36,2.6581E-06,9.05968E-05,+Al/+Pi_pH6,wt
AT1G49100,-2.36,4.22524E-08,2.38193E-06,+Al/+Pi_pH6,wt
AT5G22390,-2.36,0.000981945,0.014211452,+Al/+Pi_pH6,wt
AT5G52670,-2.37,7.878E-14,1.26854E-11,+Al/+Pi_pH6,wt
AT2G19060,-2.37,1.74646E-12,2.49757E-10,+Al/+Pi_pH6,wt
