source	time	person	location	organization	miscellaneous
twitter	2018-08-16T21:28:05Z	uber|accident|selfdrivingcars|fintech|insurtech|autonomousvehicles
twitter	2018-07-24T10:46:07Z	selfdrivingcars|safety|accident|highway|car|autonomousvehicles|education|trust|cruisecontrol
twitter	2018-07-10T01:16:41Z	autonomousvehicles|accident|burns|flickerworldtour|lamborghini
twitter	2018-06-12T02:34:26Z	autonomousvehicles|accident|warn
twitter	2018-06-11T19:21:47Z	goluk|dashcam|autonomousvehicles|vehicle|summervacation|summervacay|summertime|summerjam|cars|dashboardcamera|philippines|accident|marketingautomation|marketingtips|marketingmonday|marketingdigital|golukt1
twitter	2018-06-05T17:27:01Z	lanefiltering|motorcycle|riders|autonomousvehicles|crash|accident
twitter	2018-05-30T05:43:45Z	tesla|autonomousvehicles|elonmusk|roadsafety|teslaroadster|teslamodelx|teslamodel3|roadsafetystartswithyou|road|police|accident
twitter	2018-05-24T17:10:10Z	autonomousvehicles|accident
twitter	2018-05-08T09:05:06Z	av|selfdrivingcars|autonomousvehicles|uber|accident|ai
twitter	2018-05-08T03:04:01Z	accident|autonomousvehicles
twitter	2018-05-07T10:39:11Z	autonomousvehicles|selfdrivingcar|accident
twitter	2018-04-26T06:26:38Z	gps|accident|insurtech|insurance|automobile|tech|technology|automation|motortrade|mondaymotivation|mondaymood|mondayblues|cars|police|safety|autonomousvehicles|smartphone|locationintelligence
twitter	2018-04-24T12:19:38Z	artificialinteligence|innovation|autonomousvehicles|ai|vehicles|technology|vehicle|accident
twitter	2018-04-12T23:45:38Z	car|sportscar|automotive|driverlesscars|driver|automation|accident|safetyfirst|tech|autonomousvehicles
twitter	2018-03-31T01:15:06Z	tesla|driver|accident|fintech|insurtech|autonomousvehicles
twitter	2018-03-28T04:17:20Z	nvidia|accident|autonomouscars|autonomousvehicles|drive|gadgetry
twitter	2018-03-23T10:48:19Z	pedastrian|autonomousvehicles|selfdrivingcars|technolgy|traffic|accident
twitter	2018-03-22T08:07:45Z	uber|autonomousvehicles|accident|technology|future|life
twitter	2018-03-21T20:44:51Z	arizona|police|video|selfdrivingcar|pedestrian|accident|safety|autonomousvehicles|suv
twitter	2018-03-20T08:18:52Z	driverlesscars|selfdrivingcars|autonomousvehicles|uber|accident|traffic|driverless|volvo|arizona|tempe
twitter	2018-03-20T01:05:02Z	uber|autonomousvehicles|selfdrivingcars|accident|usa|news|technology
twitter	2018-03-19T22:36:11Z	uber|uberkills|thesehashtagsareridiculous|accident|autonomousvehicles|autonomouscars|selfdrivinguber
twitter	2018-03-19T17:52:39Z	uber|autonomousvehicles|selfdrivingcars|accident|usa
twitter	2018-03-19T17:00:10Z	autonomousvehicles|accident
twitter	2018-03-19T10:11:13Z	accident|autonomousvehicles|gear|selfdrivingcar|engadget|tech
twitter	2018-03-19T10:06:09Z	accident|autonomousvehicles|gear
twitter	2018-02-01T23:36:30Z	accident|automated|driving|demo|autonomousvehicles|cav|transport|safety|neverdemolive
twitter	2018-01-28T13:52:09Z	automotive|driverless|autonomousvehicles|accident|investigation|police|safety
twitter	2018-01-27T04:04:11Z	tesla|accident|autopilot|autonomousvehicles
twitter	2018-01-26T14:55:04Z	accident|autonomousvehicles|caraccident|generalmotors|gm
twitter	2018-01-21T09:43:49Z	technological|tortlaw|appellatetwitter|tort|locomotives|autonomousvehicles|accident|compensation
twitter	2017-12-30T14:20:45Z	autonomousvehicles|selfrdivingcars|artificialintelligence|productivity|fuel|insurance|safety|accident|traffic|smartcities|connectedcars
twitter	2017-11-14T16:30:12Z	autonomousvehicles|driving|accident|roadsafety|futureready
twitter	2017-11-09T05:33:28Z	accident|technology|autonomousvehicles|innovation|driverlesscars|lasvegas
twitter	2017-09-12T05:35:22Z	mobility|connectedcars|autonomousvehicles|accident
twitter	2017-07-17T05:34:10Z	teslaautopilot|autopilot|accident|autonomousvehicles
twitter	2017-07-17T05:34:10Z	teslaautopilot|autopilot|accident|autonomousvehicles
twitter	2017-06-25T14:12:33Z	autonomousvehicles|selfdrivingcars|accident
twitter	2017-06-12T08:57:52Z	auto|accident|autonomousvehicles
twitter	2017-05-24T15:13:46Z	autonomousvehicles|autonomouscars|truck|accident|architecture
twitter	2017-03-25T19:12:43Z	uber|autonomousvehicles|accident|uberdriver|driverlesscars|ai|driverless
twitter	2017-02-14T00:05:57Z	korea|accident|selfdrivingcar|autonomousvehicles
twitter	2017-01-28T17:02:20Z	autonomousvehicles|driving|accident
twitter	2016-08-27T06:44:44Z	autonomousvehicles|accident
twitter	2016-07-01T13:33:05Z	news|accident|autonomousvehicles|apple|iphone
twitter	2016-07-01T05:32:25Z	autonomousvehicles|autopilot|accident
twitter	2015-05-15T07:14:04Z	voitures|autonomes|accident|autonomousvehicles
twitter	2011-08-16T09:00:21Z	googlecar|accident|autonomousvehicles
twitter	2011-08-16T07:12:44Z	googlecar|accident|autonomousvehicles
twitter	2017-06-09T05:48:30Z	autopilot|teslamotors|tesla|crash
twitter	2017-01-20T07:02:20Z	tesla|selfdriving|crash|cars|autopilot|elonmusk|electriccars|wrecks|nhtsa
twitter	2016-07-10T04:42:26Z	tesla|autopilot|crash|federal|elonmusk|selfdrivingcar|car|technology|modelx|safety
twitter	2018-07-29T00:28:05Z	tesla|model3|autopilot|crash|dashcam|ai|autonomous|selfdrivingcar|robotics|elonmusk
twitter	2016-07-01T07:17:55Z	tesla|autopilot|nhtsa|crash
twitter	2018-04-04T13:09:20Z	uber|crash|japan|strategy|driverlesscars|autonomous|autonomouscars|autonomousvehicles|roadsafety|trust|autopilot
twitter	2017-06-20T23:12:43Z	tesla|crash|warnings|autopilot|automation|safety
twitter	2018-02-27T21:35:23Z	autopilot|china|crash
twitter	2018-03-31T15:18:54Z	tesla|autopilot|fatal|crash|california
twitter	2016-08-15T07:00:43Z	tesla|autopilot|china|beijing|crash
twitter	2017-01-04T07:00:04Z	autopilot|crash|superhuman|tesla|innovation|tech
twitter	2016-07-01T04:31:59Z	tesla|crash|autopilot
twitter	2016-09-26T09:44:33Z	tesla|autopilot|crash
twitter	2016-07-02T02:17:09Z	tesla|autopilot|crash|driverless
twitter	2016-07-13T09:00:39Z	tesla|autopilot|car|crash|autonomy|ai|transport|smartcities
twitter	2016-07-02T13:21:54Z	tesla|crash|selfdriving|autopilot
twitter	2016-07-06T10:44:25Z	tesla|autopilot|crash|cars|selfdriving|ai|tech
twitter	2016-07-01T01:37:45Z	tech|tesla|fatal|crash|autopilot|ai
twitter	2016-07-01T01:51:08Z	tesla|autopilot|crash|cars|technology|teslamotors|tech|drivingmatters|driving
twitter	2018-10-16T18:09:20Z	tesla|automotive|safety|crash|autopilot|gm|ford|volvo|toyota|honda|nissan|bmw|vw
twitter	2018-09-06T11:00:37Z	tesla|teslamotors|accident|car|crash|autopilot
twitter	2018-06-08T11:31:44Z	autopilot|crash|vehicle|groundtruth|adas
twitter	2018-06-07T10:03:34Z	tesla|autopilot|modelx|crash|selfdriving|autonomousvehicles
twitter	2018-05-30T03:40:13Z	tesla|lagunabeach|police|teslamodels|crash|ev|electricvehicle|autopilot|elonmusk|updatesjunction
twitter	2018-05-17T01:40:29Z	timetogrow|accident|autopilot|crash|gear|tesla|transportation
twitter	2018-05-14T15:31:52Z	tesla|utah|crash|autopilot
twitter	2018-03-27T20:43:00Z	crash|fire|technology|automotive|ntsb|tesla|uber|nvida|selfdriving|autopilot
twitter	2018-01-24T17:00:01Z	trucking|crash|autonomous|autopilot
twitter	2017-06-28T11:02:02Z	autopilot|selfdrivingcars|liability|crash|legally|legalnews
twitter	2017-03-03T08:33:30Z	tesla|autopilot|crash|dashcam
twitter	2017-01-19T12:32:37Z	tesla|autopilot|crash
twitter	2016-12-29T14:13:55Z	autopilot|brake|crash|tesla
twitter	2016-11-11T09:59:43Z	crash|autopilot
twitter	2016-09-18T08:40:54Z	tesla|crash|autopilot|models|streetsweeper|truck
twitter	2016-08-04T22:44:18Z	tesla|autopilot|crash|elonmusk|teslamotors
twitter	2016-07-13T12:51:09Z	tesla|autopilot|crash
twitter	2016-07-12T09:52:03Z	tesla|crash|transportation|safetyboard|cars|autopilot|ntsb|nhtsa
twitter	2016-07-08T09:51:25Z	autopilot|crash
twitter	2016-07-02T10:52:54Z	crash|tesla|autopilot
twitter	2016-07-01T03:41:48Z	tesla|autopilot|crash
twitter	2016-07-01T03:13:13Z	tesla|fatal|crash|autopilot
twitter	2016-07-01T01:21:15Z	tesla|autopilot|crash|navy|seal|autonomoustransport|sad|connectedcar|safety
twitter	2016-07-01T00:54:53Z	fatal|self|driving|crash|harrypotter|autopilot
twitter	2016-06-30T23:41:32Z	tesla|autopilot|crash|security
twitter	2016-06-30T18:41:32Z	tesla|models|fatal|crash|autopilot|investigation|feds|selfdriving|car|cars
twitter	2016-06-30T17:14:37Z	tesla|crash|autopilot
twitter	2016-06-30T15:58:07Z	tesla|autopilot|crash
twitter	2016-06-30T14:21:52Z	tesla|crash|autopilot
twitter	2016-06-07T02:48:00Z	tesla|autopilot|didn|crash
twitter	2016-06-06T14:32:17Z	autopilot|crash|modelx|official|puzant
twitter	2016-01-05T02:25:06Z	tesla|autopilot|uber|crash
twitter	2015-10-22T16:17:33Z	autonomous|autopilot|crash|lane|selfdriving
twitter	2014-09-05T11:04:38Z	autopilot|crash
twitter	2014-06-26T06:40:40Z	stoddard|airlines|jet|autopilot|crash
twitter	2013-08-18T07:54:29Z	stoddard|pilot|autopilot|crash|aspartame|gum|sodas
twitter	2013-04-03T14:43:37Z	crash|autopilot|loll
twitter	2013-02-21T22:51:06Z	autopilot|home|crash|zzzzz|nobueno
twitter	2012-01-31T07:19:44Z	autopilot|crash
twitter	2011-12-10T07:08:03Z	aviation|crash|accident|automation|autopilot
twitter	2011-11-21T09:26:07Z	autopilot|crash
twitter	2018-10-22T05:00:21Z	no|bitcoin|crash|bugs|production|instablockchain|crypto|btc|bigdata|investor|ath|coldstorage|node|neo|eos|coinmarketcap
twitter	2018-09-27T22:34:30Z	elysiumembedded|system|design|fridaymotivation|fridayfeeling|cloud|embeddedsystems|technologies|best|madurai|training|service|students|jobassured|certification|arduino|arm|vlsi|microcontroller|pic|remo|crash|trendz
twitter	2018-09-19T20:43:02Z	bitcoin|core|update|fixes|vulnerability|reportedly|crash|network|ico|ethereum|ripplenews|smartcash|bigdata|dapp|decentralized|ltc
twitter	2018-09-19T20:33:02Z	bitcoin|core|update|fixes|vulnerability|reportedly|crash|network|crypto|ripple|trading|altcoin|altcoins|binance|smartcontracts|bigdata
twitter	2018-09-19T20:31:02Z	bitcoin|core|update|fixes|vulnerability|reportedly|crash|network|instaeth|ethereum|ripple|trx|altcoins|trading|money|markets
twitter	2018-09-19T20:30:05Z	bitcoin|core|update|fixes|vulnerability|reportedly|crash|network|instabitcoin|instablockchain|trx|trading|newcryptocurrency|coinbase|bigdata|ltc
twitter	2018-09-19T20:29:01Z	bitcoin|core|update|fixes|vulnerability|reportedly|crash|network|instablockchain|ripple|ripplenews|monero|newcryptocurrency|cryptocurrencymarket|binance|dapp
twitter	2018-09-19T20:27:02Z	bitcoin|core|update|fixes|vulnerability|reportedly|crash|network|instablockchain|btc|trading|coinbase|secretcontracts|cryptonews|ltc
twitter	2018-09-19T20:11:02Z	bitcoin|core|update|fixes|vulnerability|reportedly|crash|network|instaico|instaethereum|trading|altcoin|binance|bittrex|freecoin|enigma|stockmarket
twitter	2018-09-19T20:09:02Z	bitcoin|core|update|fixes|vulnerability|reportedly|crash|network|blockchain|trading|newcryptocurrency|binance|smartcontracts|fintech|bigdata|ltc|enigma|stockmarket
