atID,-Pi_ph6/+Pi_pH6,+Pi_ph5/+Pi_pH6,-Pi_ph5/+Pi_pH6,+Al/+Pi_pH6,++Fe/+Pi_pH6,-Pi_ph6/+Pi_pH6_wild-type,+Pi_ph5/+Pi_pH6_wild-type,-Pi_ph5/+Pi_pH6_wild-type,+Al/+Pi_pH6_wild-type,++Fe/+Pi_pH6_wild-type
AT1G53635,0,0,1,1,0,0,0,0,1,1
AT2G30660,0,0,1,1,1,0,0,1,1,1
AT4G33820,0,0,1,0,1,1,0,1,0,1
AT3G58060,0,0,1,1,1,1,0,1,1,1
AT1G21140,0,0,1,1,1,1,0,1,1,1
AT3G46900,0,0,1,1,1,0,0,0,1,1
AT3G56400,0,0,1,0,1,0,0,0,0,1
AT2G45550,0,0,1,1,1,0,0,1,1,1
AT1G76800,0,0,1,1,1,0,0,0,1,1
AT5G41280,0,0,1,1,1,0,0,1,1,1
AT2G40750,0,0,1,1,1,0,0,1,1,1
AT2G13810,0,0,1,0,1,0,0,0,1,0
AT5G01900,0,0,1,1,1,0,0,0,1,1
AT4G09780,0,0,1,1,1,0,0,1,1,1
AT5G39160,0,0,1,1,0,0,0,0,0,0
AT4G17860,0,0,1,1,1,0,0,1,1,1
AT5G61290,0,0,1,1,0,0,0,1,1,0
AT1G73120,0,0,1,1,1,1,0,1,1,1
AT2G19210,0,0,1,1,1,0,0,1,1,1
AT5G39150,0,0,1,1,1,0,0,1,1,1
AT1G52120,0,0,1,1,1,1,0,1,1,1
AT1G34047,0,0,1,1,1,0,0,1,1,1
AT2G28850,0,0,1,1,1,0,0,1,1,1
AT3G50160,0,0,1,1,1,0,0,1,1,1
AT3G29110,0,0,1,1,1,0,0,1,1,1
AT1G26250,0,0,1,1,0,0,0,1,1,1
AT1G26255,0,0,1,1,0,0,0,0,1,1
AT1G01580,0,0,1,1,1,1,0,1,1,1
AT4G32950,0,0,1,0,1,0,0,0,1,1
AT1G52130,0,0,1,1,1,1,0,1,1,1
AT4G31940,0,0,1,1,1,1,0,1,1,1
AT3G28510,0,0,1,0,1,0,0,0,0,1
AT1G05873,0,0,1,1,1,1,0,1,1,1
AT1G09790,0,0,1,1,1,0,0,0,1,1
AT2G34000,0,0,1,1,0,0,0,0,1,1
AT5G17220,0,0,1,0,1,0,0,0,1,1
AT3G53280,0,0,1,0,1,1,0,0,1,1
AT1G56160,0,0,1,1,1,1,0,1,1,1
AT1G61800,0,0,1,0,1,0,0,1,0,1
AT3G12900,0,0,1,1,1,1,0,1,1,1
AT5G42800,0,0,1,0,1,0,0,0,1,1
AT5G26000,0,0,1,0,1,0,0,1,1,0
AT5G38430,0,0,1,0,1,0,0,0,1,0
AT3G45140,0,0,1,0,1,1,0,0,1,1
AT5G20630,0,0,1,0,1,0,0,0,1,1
AT1G26390,0,0,0,1,1,0,0,1,1,1
AT4G10250,0,0,0,1,0,0,0,1,1,1
AT4G27670,0,0,0,1,0,0,0,1,1,0
AT3G16525,0,0,0,1,1,0,0,0,0,0
AT4G31970,0,0,0,1,1,0,0,0,1,1
AT2G30770,0,0,0,1,1,0,0,0,1,1
AT2G30750,0,0,0,1,1,0,1,1,1,1
AT5G46810,0,0,0,1,0,0,0,0,0,0
AT2G34990,0,0,0,1,1,0,0,0,1,1
AT1G13490,0,0,0,1,1,0,0,0,1,0
AT5G66780,0,0,0,1,1,0,0,1,1,1
AT1G04517,0,0,0,1,1,0,0,0,1,1
AT1G51330,0,0,0,1,0,0,0,0,0,0
AT5G38910,0,0,0,1,1,0,0,0,1,1
AT5G61160,0,0,0,1,0,0,0,0,0,1
AT4G05540,0,0,0,1,0,0,0,0,1,1
AT1G67980,0,0,0,1,1,0,0,0,1,1
AT4G25200,0,0,0,1,0,0,0,0,1,0
AT1G79680,0,0,0,1,1,0,0,0,1,1
AT2G37770,0,0,0,1,1,0,0,1,1,1
AT5G44990,0,0,0,1,1,0,0,0,1,1
AT1G26380,0,0,0,1,1,0,1,1,1,1
AT1G26410,0,0,0,1,1,0,0,0,1,1
AT1G21850,0,0,0,1,1,0,0,0,1,1
AT1G70830,0,0,0,1,0,0,0,0,0,0
AT5G06760,0,0,0,1,1,0,0,1,1,1
AT5G07310,0,0,0,1,1,0,0,0,1,1
AT5G17860,0,0,0,1,1,0,0,0,1,0
AT5G07572,0,0,0,1,0,0,0,0,0,0
AT3G25240,0,0,0,1,0,1,0,0,1,0
AT1G54870,0,0,0,1,0,0,0,0,1,0
AT3G60120,0,0,0,1,1,0,0,0,1,1
AT1G64710,0,0,0,1,0,0,0,0,0,1
AT5G44567,0,0,0,1,1,0,0,0,1,1
AT3G51895,0,0,0,1,1,0,0,0,0,0
AT2G04050,0,0,0,1,0,0,0,1,1,0
AT5G55150,0,0,0,1,0,0,0,0,0,0
AT4G18990,0,0,0,1,1,0,0,0,1,1
AT1G63780,0,0,0,1,0,0,0,0,1,0
AT2G01020,0,0,0,1,0,0,0,0,0,0
AT2G26695,0,0,0,1,1,0,0,0,0,0
AT1G71000,0,0,0,1,0,0,0,0,0,0
AT1G53540,0,0,0,1,0,0,0,1,1,1
AT2G01379,0,0,0,1,1,0,0,0,1,1
AT5G40530,0,0,0,1,0,0,0,0,1,1
AT2G36800,0,0,0,1,0,0,0,0,1,0
AT2G18480,0,0,0,1,0,1,0,0,1,0
AT3G46230,0,0,0,1,0,0,0,1,1,1
AT4G19970,0,0,0,1,1,0,0,0,1,1
AT1G05680,0,0,0,1,0,0,0,1,1,0
AT2G38340,0,0,0,1,1,0,0,1,1,1
AT2G38240,0,0,0,1,1,0,0,0,1,1
AT4G01560,0,0,0,1,0,0,0,0,0,0
AT3G46080,0,0,0,1,1,0,0,1,1,1
AT2G43000,0,0,0,1,1,0,0,0,1,1
AT2G21070,0,0,0,1,0,0,0,0,0,0
AT2G02930,0,0,0,1,1,0,0,0,1,1
AT3G41768,0,0,0,1,0,0,0,0,0,0
AT4G37770,0,0,0,1,0,0,0,1,1,0
AT1G71520,0,0,0,1,0,0,0,0,1,0
AT2G28270,0,0,0,1,1,1,0,0,1,1
AT1G32350,0,0,0,1,1,0,0,0,1,1
AT3G09400,0,0,0,1,1,0,0,0,1,0
AT2G35980,0,0,0,1,1,0,0,1,1,1
AT5G05340,0,0,0,1,1,0,0,0,1,1
AT3G47480,0,0,0,1,1,0,0,1,1,1
AT3G48850,0,0,0,1,1,0,0,1,1,1
AT3G07255,0,0,0,1,0,0,0,0,1,0
AT5G24316,0,0,0,1,1,0,0,0,1,1
AT2G39400,0,0,0,1,1,0,0,1,1,1
AT2G47770,0,0,0,1,1,0,0,0,1,1
AT5G48400,0,0,0,1,1,0,0,0,1,1
AT1G51340,0,0,0,1,1,0,0,0,0,0
AT5G40010,0,0,0,1,1,0,0,1,1,1
AT3G21781,0,0,0,1,1,0,0,0,1,1
AT4G28460,0,0,0,1,1,0,0,0,1,1
AT1G08803,0,0,0,1,1,0,0,1,1,1
AT3G03640,0,0,0,1,1,0,0,1,1,1
AT2G25125,0,0,0,1,1,0,0,0,1,1
AT1G21550,0,0,0,1,1,0,0,0,1,1
AT2G27120,0,0,0,1,1,0,0,0,0,0
AT4G27460,0,0,0,1,1,0,0,0,1,0
AT2G02010,0,0,0,1,0,0,0,1,1,0
AT2G31985,0,0,0,1,1,0,0,1,1,1
AT1G05560,0,0,0,1,0,0,0,1,1,0
AT4G18350,0,0,0,1,1,0,0,0,1,1
AT1G49900,0,0,0,1,1,0,0,0,1,1
AT1G14540,0,0,0,1,1,0,0,0,1,1
AT1G02580,0,0,0,1,1,0,0,0,1,1
AT4G18195,0,0,0,1,1,0,0,0,1,0
AT1G15520,0,0,0,1,0,0,0,1,1,0
AT1G58330,0,0,0,1,0,0,0,0,1,0
AT2G19900,0,0,0,1,1,0,0,0,1,1
AT5G56960,0,0,0,1,1,0,0,0,1,0
AT1G52560,0,0,0,1,0,0,0,0,0,0
AT5G01255,0,0,0,1,1,0,0,0,1,1
AT1G61562,0,0,0,1,1,0,0,0,0,0
AT1G02920,0,0,0,1,1,0,0,0,1,1
AT5G57560,0,0,0,1,0,0,0,0,1,0
AT1G02930,0,0,0,1,1,0,0,0,1,1
AT1G15830,0,0,0,1,0,0,0,0,0,0
AT3G13950,0,0,0,1,1,1,1,1,1,1
AT2G23830,0,0,0,1,1,0,0,1,1,1
AT1G26420,0,0,0,1,1,0,0,0,1,1
AT4G37370,0,0,0,1,1,0,0,1,1,1
AT3G54520,0,0,0,1,0,0,0,1,1,0
AT5G19880,0,0,0,1,1,0,0,0,1,1
AT3G28540,0,0,0,1,0,0,0,0,1,1
AT5G16010,0,0,0,1,1,0,0,1,1,1
AT3G52720,0,0,0,1,0,0,0,0,0,0
AT3G19615,0,0,0,1,1,0,0,0,1,1
AT3G30720,0,0,0,1,0,1,1,1,1,1
AT5G40000,0,0,0,1,0,0,0,0,1,0
AT1G13480,0,0,0,1,0,0,0,0,1,0
AT1G66700,0,0,0,1,1,1,0,0,1,1
AT4G25380,0,0,0,1,1,0,0,1,1,1
AT3G52742,0,0,0,1,1,0,0,0,1,0
AT4G09300,0,0,0,1,1,0,0,0,0,0
AT5G43980,0,0,0,1,1,0,0,0,1,1
AT1G15415,0,0,0,1,0,0,0,0,0,0
AT3G61390,0,0,0,1,1,0,0,1,1,1
AT1G78290,0,0,0,1,1,0,0,1,1,1
AT5G26170,0,0,0,1,0,0,0,0,1,1
AT1G66090,0,0,0,1,0,0,0,0,1,0
AT5G38900,0,0,0,1,1,0,0,0,1,1
AT4G40020,0,0,0,1,1,0,0,0,1,1
AT4G28350,0,0,0,1,1,0,0,0,1,1
AT5G11210,0,0,0,1,1,0,0,0,1,1
AT4G31380,0,0,0,1,1,0,0,0,1,1
AT4G18210,0,0,0,1,1,0,0,0,0,1
AT5G20230,0,0,0,1,0,0,0,0,1,0
AT2G29500,0,0,0,1,1,0,0,1,1,1
AT4G21650,0,0,0,1,1,0,0,0,1,1
AT5G66650,0,0,0,1,1,0,0,0,0,0
AT4G03585,0,0,0,1,1,0,0,0,1,1
AT2G18470,0,0,0,1,0,0,0,0,0,0
AT5G46130,0,0,0,1,0,0,0,0,1,0
AT5G63180,0,0,0,1,0,0,0,0,1,0
AT4G39360,0,0,0,1,1,0,0,1,1,1
AT1G78340,0,0,0,1,1,0,0,1,1,1
AT1G62580,0,0,0,1,1,0,0,0,1,0
AT5G10695,0,0,0,1,1,0,0,1,1,1
AT5G36970,0,0,0,1,1,0,0,0,1,1
AT2G23130,0,0,0,1,0,0,0,0,0,0
AT4G29050,0,0,0,1,1,0,0,0,1,0
AT3G22910,0,0,0,1,0,0,0,1,1,1
AT1G53625,0,0,0,1,1,0,0,0,1,1
AT5G67060,0,0,0,1,1,0,0,1,1,1
AT2G40880,0,0,0,1,1,0,0,0,1,1
AT3G49110,0,0,0,1,0,0,0,0,0,0
AT5G17170,0,0,0,1,1,0,0,0,1,1
AT1G52855,0,0,0,1,1,0,0,0,1,1
AT3G44769,0,0,0,1,0,0,0,1,1,0
AT1G48700,0,0,0,1,1,0,0,0,1,1
AT5G01380,0,0,0,1,1,0,0,1,1,1
AT3G28210,0,0,0,1,1,0,0,1,1,1
AT5G57510,0,0,0,1,1,0,0,0,1,1
AT5G61890,0,0,0,1,0,0,0,0,1,0
AT1G73220,0,0,0,1,0,0,0,0,1,0
AT5G37670,0,0,0,1,0,0,0,0,0,0
AT1G73000,0,0,0,1,1,0,0,0,0,1
AT4G21380,0,0,0,1,1,0,0,0,1,1
AT1G76520,0,0,0,1,1,0,0,1,1,1
AT1G07985,0,0,0,1,1,0,0,1,1,1
AT2G29470,0,0,0,1,1,0,0,0,1,1
AT1G61560,0,0,0,1,1,1,1,1,1,0
AT5G06320,0,0,0,1,1,0,0,0,1,1
AT5G46610,0,0,0,1,1,0,0,0,0,1
AT5G13200,0,0,0,1,1,0,0,0,1,1
AT5G07550,0,0,0,1,0,0,0,0,0,0
AT3G04000,0,0,0,1,1,0,0,0,1,1
AT5G46350,0,0,0,1,1,0,0,0,1,0
AT1G07180,0,0,0,1,0,0,0,1,0,0
AT1G33030,0,0,0,1,1,0,0,0,1,1
AT5G01640,0,0,0,1,1,0,0,0,1,1
AT5G03210,0,0,0,1,0,0,0,0,1,1
AT1G09310,0,0,0,1,0,0,0,0,0,0
AT2G41730,0,0,0,1,0,0,0,1,0,0
AT1G73830,0,0,0,1,0,0,0,0,1,0
AT2G05520,0,0,0,1,1,1,0,0,0,1
AT2G29460,0,0,0,1,1,0,0,0,1,1
AT2G05380,0,0,0,1,0,0,0,0,0,1
AT1G26210,0,0,0,1,0,0,0,0,0,0
AT1G24140,0,0,0,1,1,0,0,0,1,1
AT3G21670,0,0,0,1,1,0,0,0,1,1
AT3G01865,0,0,0,1,1,0,0,0,1,1
AT4G25810,0,0,0,1,0,0,0,1,1,0
AT5G39580,0,0,0,1,1,0,0,0,1,0
AT1G18980,0,0,0,1,1,0,0,0,1,1
AT5G59530,0,0,0,1,1,0,0,1,1,1
AT5G25910,0,0,0,1,1,0,0,0,1,0
AT2G46750,0,0,0,1,1,0,0,0,1,1
AT4G28703,0,0,0,1,1,0,0,0,0,1
AT2G43580,0,0,0,1,0,0,0,0,1,1
AT2G26380,0,0,0,1,1,0,0,0,1,1
AT5G59820,0,0,0,1,1,0,0,1,1,1
AT3G01290,0,0,0,1,1,0,0,0,0,0
AT4G14368,0,0,0,1,0,0,0,0,1,0
AT1G18975,0,0,0,1,1,0,0,0,1,1
AT3G22240,0,0,0,1,1,0,0,0,0,0
AT1G74590,0,0,0,1,1,0,0,0,1,1
AT1G75030,0,0,0,1,1,0,0,0,1,1
AT1G47890,0,0,0,1,1,0,0,0,1,1
AT5G59190,0,0,0,1,0,0,0,0,1,0
AT4G36880,0,0,0,1,1,1,1,0,1,1
AT1G13520,0,0,0,1,1,0,0,0,1,1
AT3G06640,0,0,0,1,1,0,0,0,1,1
AT2G31865,0,0,0,1,1,0,0,0,1,1
AT1G34060,0,0,0,1,0,0,0,0,0,0
AT4G34710,0,0,0,1,1,0,0,0,1,0
AT5G39050,0,0,0,1,1,0,0,1,1,1
AT4G39510,0,0,0,1,0,0,0,0,1,1
AT2G38250,0,0,0,1,1,0,0,0,1,1
AT1G65690,0,0,0,1,1,0,0,0,1,1
AT5G63350,0,0,0,1,0,0,0,0,1,0
AT1G63750,0,0,0,1,1,0,0,0,1,1
AT5G07571,0,0,0,1,0,0,0,0,1,0
AT1G35140,0,0,0,1,0,0,0,0,1,0
AT1G23550,0,0,0,1,1,0,0,1,1,1
AT3G03530,0,0,0,1,1,0,0,0,1,1
AT4G10860,0,0,0,1,0,1,0,0,1,0
AT3G07805,0,0,0,1,1,0,0,0,1,1
AT3G53470,0,0,0,1,1,0,0,0,1,0
AT5G01815,0,0,0,1,0,0,0,0,1,1
AT3G18250,0,0,0,1,1,0,0,0,1,1
AT3G01420,0,0,0,1,1,1,0,1,1,1
AT5G25340,0,0,0,1,1,1,0,0,0,0
AT4G16563,0,0,0,1,1,0,0,0,0,0
AT1G70440,0,0,0,1,1,0,0,1,1,1
AT1G75000,0,0,0,1,1,0,0,0,1,1
AT3G09520,0,0,0,1,1,0,0,0,1,1
AT5G25140,0,0,0,1,1,0,0,0,1,1
AT1G74010,0,0,0,1,1,0,0,0,1,1
AT2G08730,0,0,0,1,0,0,0,0,1,0
AT2G17500,0,0,0,1,1,1,0,0,1,1
AT5G01550,0,0,0,1,1,0,0,1,1,1
AT4G37030,0,0,0,1,1,0,0,1,1,1
AT1G21130,0,0,0,1,1,0,0,0,1,1
AT2G13360,0,0,0,1,1,0,0,0,0,0
AT1G02520,0,0,0,1,1,0,0,0,1,1
AT5G54165,0,0,0,1,1,0,0,1,1,1
AT3G53230,0,0,0,1,1,0,0,0,1,1
AT1G09363,0,0,0,1,1,1,0,1,1,1
AT4G13920,0,0,0,1,1,0,0,0,1,1
AT3G25795,0,0,0,1,1,0,0,1,1,1
AT2G37640,0,0,0,1,1,1,0,0,1,1
AT5G61430,0,0,0,1,0,0,0,0,0,0
AT2G40340,0,0,0,1,1,0,0,0,1,0
AT4G15610,0,0,0,1,1,0,0,0,1,1
AT2G02990,0,0,0,1,1,0,0,0,1,1
AT1G72870,0,0,0,1,0,0,0,0,1,1
AT5G65500,0,0,0,1,0,0,0,0,0,0
AT5G13370,0,0,0,1,1,0,0,0,1,1
AT3G52780,0,0,0,1,1,0,1,1,1,1
AT2G18300,0,0,0,1,0,0,0,0,0,0
AT5G53590,0,0,0,1,1,0,0,0,1,1
AT2G28700,0,0,0,1,0,0,0,0,0,0
AT5G17810,0,0,0,1,0,0,0,0,1,0
AT5G57350,0,0,0,1,1,0,0,0,0,1
AT1G08317,0,0,0,1,0,0,0,0,1,1
AT2G20180,0,0,0,1,0,0,0,0,0,0
AT1G02850,0,0,0,1,0,0,0,0,1,1
AT1G08910,0,0,0,1,1,0,0,0,1,1
AT4G18205,0,0,0,1,0,0,0,1,1,1
AT3G15500,0,0,0,1,1,0,0,0,1,1
AT5G24090,0,0,0,1,1,0,0,1,1,1
AT3G11020,0,0,0,1,1,0,0,0,1,1
AT1G30660,0,0,0,1,0,0,0,0,1,1
AT1G28590,0,0,0,1,0,0,0,0,0,0
AT3G09220,0,0,0,1,1,0,1,0,0,0
AT1G73810,0,0,0,1,0,0,0,1,1,0
AT2G23150,0,0,0,1,1,0,0,0,1,0
AT2G15490,0,0,0,1,1,0,0,1,1,1
AT1G02430,0,0,0,1,1,0,0,0,1,1
AT4G08950,0,0,0,1,0,0,0,0,1,0
AT4G23190,0,0,0,1,1,1,0,0,1,1
AT1G57630,0,0,0,1,1,0,0,0,1,1
AT2G01180,0,0,0,1,1,0,0,0,1,0
AT2G15220,0,0,0,1,1,0,1,1,1,1
AT1G60610,0,0,0,1,1,0,0,0,0,0
AT5G59895,0,0,0,1,1,0,0,1,1,1
AT4G31710,0,0,0,1,1,0,0,0,1,1
AT1G22150,0,0,0,1,0,0,0,1,1,1
AT1G30040,0,0,0,1,1,0,0,0,1,1
AT5G48180,0,0,0,1,1,0,0,1,1,1
AT1G26770,0,0,0,1,0,0,0,0,1,0
AT2G39380,0,0,0,1,1,1,1,1,1,0
AT5G03720,0,0,0,1,0,0,0,0,1,0
AT3G05880,0,0,0,1,1,0,0,0,1,1
AT5G47560,0,0,0,1,0,0,0,0,1,1
AT3G16150,0,0,0,1,1,0,0,0,1,1
AT2G32190,0,0,0,1,1,0,0,1,1,1
AT3G52748,0,0,0,1,1,0,0,0,1,1
AT3G51860,0,0,0,1,1,0,0,0,1,1
AT4G26120,0,0,0,1,1,0,0,0,1,1
AT1G64940,0,0,0,1,1,0,0,0,1,1
AT1G70170,0,0,0,1,1,0,0,0,1,1
AT1G32940,0,0,0,1,1,0,0,1,1,1
AT1G22160,0,0,0,1,1,0,0,0,0,0
AT1G20840,0,0,0,1,0,0,0,0,1,0
AT5G01720,0,0,0,1,0,1,1,1,1,1
AT5G66480,0,0,0,1,1,0,0,0,1,1
AT4G39580,0,0,0,1,1,0,0,0,1,1
AT3G62730,0,0,0,1,1,0,0,0,1,1
AT3G22250,0,0,0,1,1,0,0,1,1,0
AT1G13340,0,0,0,1,1,0,0,0,1,1
AT5G55590,0,0,0,1,1,0,0,1,1,1
AT3G54150,0,0,0,1,1,0,0,0,1,1
AT3G21690,0,0,0,1,1,0,0,0,1,1
AT3G12580,0,0,0,1,1,0,0,0,1,1
AT2G37330,0,0,0,1,0,0,0,0,0,0
AT5G05390,0,0,0,1,1,0,0,0,1,1
AT2G46790,0,0,0,1,1,0,0,0,0,1
AT2G41640,0,0,0,1,1,0,0,1,1,1
AT3G22210,0,0,0,1,0,0,0,0,0,0
AT2G39450,0,0,0,1,0,0,0,0,0,1
AT1G13100,0,0,0,1,1,0,0,0,1,1
AT2G27390,0,0,0,1,1,0,0,0,1,1
AT2G06850,0,0,0,1,0,0,0,0,0,0
AT3G44770,0,0,0,1,0,0,0,0,1,0
AT4G17480,0,0,0,1,0,0,0,0,1,0
AT1G05347,0,0,0,1,1,0,0,0,0,1
AT5G60270,0,0,0,1,1,1,0,0,1,0
AT2G09205,0,0,0,1,0,0,0,0,0,0
AT1G72490,0,0,0,1,1,0,0,0,1,0
AT1G44180,0,0,0,1,1,0,0,0,1,1
AT4G02520,0,0,0,1,1,0,0,0,1,1
AT5G07285,0,0,0,1,1,0,0,0,0,1
AT1G14455,0,0,0,1,1,0,0,0,1,1
AT5G01732,0,0,0,1,0,0,0,0,0,0
AT4G33666,0,0,0,1,1,0,0,1,1,1
AT5G26920,0,0,0,1,0,0,0,0,1,0
AT5G66880,0,0,0,1,1,0,0,0,1,1
AT4G20835,0,0,0,1,1,0,0,0,1,1
AT5G48410,0,0,0,1,1,0,0,0,1,1
AT5G65600,0,0,0,1,1,0,0,0,1,1
AT1G36622,0,0,0,1,1,0,0,0,1,1
AT3G62270,0,0,0,1,0,0,0,0,1,1
AT3G47780,0,0,0,1,1,0,0,1,1,1
AT5G12270,0,0,0,1,1,0,0,0,1,1
AT5G49340,0,0,0,1,0,0,0,0,1,0
AT5G49350,0,0,0,1,1,0,1,1,1,1
AT5G41750,0,0,0,1,1,0,0,0,1,1
AT1G61080,0,0,0,1,0,0,0,0,1,0
AT1G07963,0,0,0,1,0,0,0,0,0,0
AT5G41610,0,0,0,1,0,0,0,0,1,0
AT5G43440,0,0,0,1,1,0,0,0,1,1
AT2G31083,0,0,0,1,1,0,0,0,1,1
AT4G28840,0,0,0,1,1,0,0,0,1,1
AT4G37800,0,0,0,1,1,0,0,0,1,1
AT2G44130,0,0,0,1,1,0,0,0,1,1
AT3G09270,0,0,0,1,1,0,0,1,1,1
AT3G25250,0,0,0,1,1,0,0,1,1,1
AT5G36110,0,0,0,1,1,0,0,0,1,1
AT1G48000,0,0,0,1,1,0,0,0,1,1
AT3G01990,0,0,0,1,1,0,0,0,1,1
AT4G36430,0,0,0,1,1,0,0,0,1,0
AT1G18100,0,0,0,1,1,0,0,0,0,1
AT1G13540,0,0,0,1,0,0,0,1,1,1
AT2G34600,0,0,0,1,1,0,0,0,1,1
AT5G25450,0,0,0,1,1,0,0,0,1,1
AT3G59080,0,0,0,1,1,0,0,0,1,1
AT5G57220,0,0,0,1,1,0,0,0,1,1
AT4G21320,0,0,0,1,0,0,0,0,1,0
AT2G47180,0,0,0,1,1,0,0,0,1,1
AT3G47950,0,0,0,1,0,0,0,0,1,0
AT3G18770,0,0,0,1,1,0,0,0,1,1
AT2G42360,0,0,0,1,1,0,0,0,1,1
AT4G31240,0,0,0,1,1,1,0,0,1,1
AT4G13550,0,0,0,1,0,0,0,0,1,0
AT3G03870,0,0,0,1,1,0,0,0,1,1
AT2G26560,0,0,0,1,1,0,0,0,1,1
AT2G43500,0,0,0,1,1,0,0,0,1,0
AT5G08240,0,0,0,1,1,0,0,0,1,1
AT1G28260,0,0,0,1,1,0,0,0,1,1
AT1G07937,0,0,0,1,0,0,0,0,1,0
AT3G49780,0,0,0,1,1,1,0,0,1,1
AT5G56520,0,0,0,1,1,0,0,0,1,1
AT1G68450,0,0,0,1,1,0,0,0,1,1
AT5G50760,0,0,0,1,1,0,0,0,1,1
AT2G39010,0,0,0,1,0,0,0,0,1,0
AT4G37409,0,0,0,1,1,1,0,1,1,1
AT1G50950,0,0,0,1,0,0,0,0,0,0
AT1G28190,0,0,0,1,1,0,0,0,1,1
AT1G26230,0,0,0,1,0,0,0,0,0,1
AT1G55940,0,0,0,1,1,0,0,0,1,1
AT2G22240,0,0,0,1,1,0,0,0,1,1
AT5G16970,0,0,0,1,1,0,0,0,1,1
AT4G09760,0,0,0,1,1,0,1,0,1,1
AT5G19140,0,0,0,1,1,0,0,0,1,0
AT2G37710,0,0,0,1,1,0,0,0,0,0
AT1G66760,0,0,0,1,1,0,0,0,1,1
AT5G52450,0,0,0,1,1,0,0,0,1,0
AT5G61820,0,0,0,1,1,0,0,1,1,1
AT3G18950,0,0,0,1,1,0,0,0,1,1
AT2G29480,0,0,0,1,1,0,0,1,1,1
AT5G56050,0,0,0,1,0,0,0,0,1,1
AT1G11300,0,0,0,1,1,0,0,0,1,1
AT5G25190,0,0,0,1,1,0,0,0,0,1
AT5G59730,0,0,0,1,1,0,0,0,1,1
AT1G17744,0,0,0,1,0,0,0,0,1,1
AT5G63130,0,0,0,1,1,0,0,0,1,1
AT1G19020,0,0,0,1,1,1,0,0,1,1
AT5G42092,0,0,0,1,1,0,0,0,1,1
AT1G14870,0,0,0,1,1,0,0,0,0,0
AT2G38230,0,0,0,1,0,0,0,0,1,0
AT4G19200,0,0,0,1,1,0,0,0,1,1
AT3G52400,0,0,0,1,1,0,0,0,1,1
AT2G29740,0,0,0,1,1,0,0,0,1,0
AT4G14940,0,0,0,1,0,0,0,0,1,0
AT4G37240,0,0,0,1,0,0,0,0,1,0
AT5G11670,0,0,0,1,0,0,0,1,1,1
AT4G00360,0,0,0,1,1,0,0,0,1,1
AT4G38470,0,0,0,1,1,1,0,0,0,0
AT2G40370,0,0,0,1,1,1,0,0,1,1
AT3G15340,0,0,0,1,0,0,0,0,0,0
AT2G04230,0,0,0,1,0,0,0,0,0,0
AT2G05510,0,0,0,1,1,0,0,1,1,1
AT1G24575,0,0,0,1,1,0,0,0,1,1
AT3G26450,0,0,0,1,1,0,0,0,1,1
AT1G63530,0,0,0,1,1,0,0,0,1,1
AT2G26530,0,0,0,1,1,0,0,0,1,1
AT2G20560,0,0,0,1,0,0,0,0,1,1
AT1G17170,0,0,0,1,1,0,0,1,1,1
AT1G48260,0,0,0,1,1,0,0,0,1,1
AT5G59520,0,0,0,1,1,0,0,0,1,0
AT5G27920,0,0,0,1,0,1,1,1,1,1
AT1G13700,0,0,0,1,1,0,0,0,1,1
AT4G25760,0,0,0,1,0,0,0,0,1,1
AT5G38710,0,0,0,1,1,1,0,0,0,0
AT2G28110,0,0,0,1,1,0,0,0,0,1
AT2G28400,0,0,0,1,1,0,0,0,1,1
AT1G23090,0,0,0,1,0,0,0,0,1,0
AT4G02880,0,0,0,1,0,0,0,0,1,0
AT4G31140,0,0,0,1,0,0,0,0,0,0
AT4G02700,0,0,0,1,1,0,0,1,1,1
AT1G58030,0,0,0,1,1,0,0,1,1,1
AT1G49960,0,0,0,1,1,0,0,0,1,1
AT1G18570,0,0,0,1,1,0,0,0,1,1
AT4G24690,0,0,0,1,1,0,0,0,1,1
AT2G33205,0,0,0,1,1,0,0,0,1,1
AT1G77920,0,0,0,1,0,1,0,0,0,1
AT5G16240,0,0,0,1,1,0,0,0,1,1
AT3G22370,0,0,0,1,1,0,0,1,1,1
AT2G38110,0,0,0,1,1,0,0,0,1,1
AT3G47730,0,0,0,1,1,0,0,0,1,1
AT1G52857,0,0,0,1,1,0,0,0,0,0
AT5G11100,0,0,0,1,1,0,0,0,1,1
AT4G19700,0,0,0,1,1,0,0,0,0,0
AT2G39050,0,0,0,1,1,0,0,1,1,1
AT5G18270,0,0,0,1,1,0,0,1,1,1
AT2G25460,0,0,0,1,1,0,0,1,1,1
AT5G06330,0,0,0,1,1,0,0,0,0,1
AT1G08310,0,0,0,1,0,1,0,0,0,0
AT3G22460,0,0,0,1,1,0,0,0,1,1
AT1G27720,0,0,0,1,0,0,0,0,1,0
AT4G22070,0,0,0,1,1,0,0,0,1,1
AT3G54040,0,0,0,1,1,0,0,0,0,0
AT3G20300,0,0,0,1,1,0,0,0,1,1
AT5G58860,0,0,0,1,1,0,0,0,1,1
AT2G18150,0,0,0,1,1,0,0,0,1,0
AT3G57380,0,0,0,1,1,0,0,0,1,1
AT4G36870,0,0,0,1,0,0,0,0,0,0
AT2G03200,0,0,0,1,1,0,0,0,1,1
AT2G35910,0,0,0,1,1,0,0,0,0,0
AT1G30700,0,0,0,1,1,0,0,0,1,1
