atID,wthp6,wtlp6,wthp5,wtlp5,wtal,wtfe,s1hp6,s1lp6,s1hp5,s1lp5,s1al,s1fe
AT1G04517,0.0,0.0,0.0,0.0235056615,1.182597232,0.980214544,0.0,0.0,0.0525336095,0.142763169,2.8466687545,1.9918013915
AT1G08763,0.0,0.0163003015,0.0,0.0,0.16724657,0.7238339140000001,0.0,0.018524725,0.0,0.047021744,1.6839419469999999,0.5882381685
AT1G13490,0.0,0.0608848485,0.0806095015,0.119745246,1.2167872935,0.422145305,0.053175710999999994,0.0,0.0,0.0,1.476087745,0.0497950345
AT1G20860,0.0,0.458794545,0.0,0.0,0.1402980765,0.0468479965,0.0,1.2878365115,0.0,0.166698525,0.068844977,0.0
AT1G21850,0.0,0.0,0.0,0.024244641,0.4874224835000001,0.2785212805,0.0,0.0,0.0,0.069259164,1.5391349134999999,0.17116356800000002
AT1G26390,0.0,0.0728687925,0.0,0.024244641,5.309436288500001,49.69106139,0.027534512,0.0436256285,0.34091471100000004,0.378720858,78.70265696999998,64.549685805
AT1G51330,0.0,0.0,0.0,0.07273392299999999,1.1420915365000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AT1G54870,0.0,0.0,0.060457125999999986,0.1190062665,0.34805034149999997,0.023680668,0.0769235975,0.0806750785,0.05720871,0.070108132,3.3359784930000003,0.07781160549999999
AT1G55230,0.0,0.0163003015,0.0,0.048489282,0.162782806,0.602350539,0.0,0.0,0.0,0.6292752545,5.1404598765,2.84728976
AT1G67980,0.0,0.056568491,0.027132262,0.121223205,0.769870506,4.0351548005,0.080710223,0.06872653249999999,0.15993837949999998,0.1846911045,1.4381067169999997,0.6535735595000001
AT1G79680,0.0,0.044584547,0.161219003,0.119745246,0.6331102584999999,4.8820121065,0.055069024,0.0,0.0,0.1179788445,5.972397411,3.3426152630000003
AT1G80165,0.0,0.0,0.0,0.118267287,0.0,1.7822772114999998,0.080710223,0.1494016105,0.0,0.116280908,0.2078542025,0.9337392705
AT2G01379,0.0,0.0,0.0,0.0,0.2023625665,1.050229869,0.0,0.0,0.0,0.0,4.502906019,1.273002265
AT2G34990,0.0,0.0978018095,0.0,0.024244641,1.3228953079999999,0.677499257,0.1082447355,0.06872653249999999,0.026266805,0.0948924565,1.023717583,0.1369088895
AT2G37770,0.0,0.0163003015,0.0201523755,0.024244641,0.606161765,0.163711317,0.1576338205,0.1057759825,0.3531562145,0.3702311765,0.852525138,0.5632857395
AT3G05727,0.0,0.0,0.0,0.681664185,1.6733916340000001,0.0,0.055069024,0.0,0.0,0.0,0.0242675965,0.0
AT3G16525,0.0,0.0652012065,0.060457125999999986,0.0962395845,3.4586128019999998,1.281903153,0.0,0.0,0.05720871,0.046172776,0.070164248,0.1088923185
AT3G23123,0.0,0.0,0.0,0.0,0.044969459,0.393844583,0.0,0.0,0.0,0.0,2.2845562275,0.2334348175
AT3G24510,0.0,0.0,0.0,0.0,0.0,0.4633465685,0.0,0.0,0.0,0.0,1.8419416855,0.2925321015
AT3G25240,0.0,0.166354245,0.161219003,0.0,0.370535071,0.0,0.055069024,0.5898264529999999,0.026266805,0.166698525,4.4127098065,0.0
AT3G55677,0.0,0.0,0.0,0.0,0.0,0.14157066750000002,0.0,0.0,0.026266805,0.0,2.8559036489999996,0.6224928470000001
AT3G55790,0.0,0.0,0.0,0.0,0.07284388750000001,2.9823582355,0.0,0.0,0.195555385,0.023935356,0.5829430375,1.886083039
AT3G60120,0.0,0.0163003015,0.2216761295,0.237273554,0.34805034149999997,0.396924619,0.220276097,0.0,0.0525336095,0.023935356,8.303648837499999,0.3392629945
AT4G05540,0.0,0.0,0.0,0.0,0.7841877325,0.069501985,0.027534512,0.0,0.0,0.0,1.4407452580000002,0.217894461
AT4G08550,0.0,0.0,0.0,0.0,0.0278744285,0.11737666050000001,0.0,0.0,0.0,0.0478707125,1.930575722,0.0
AT4G10250,0.0,0.032600603,0.0,0.3151803335,4.687603157,0.023680668,0.053175710999999994,0.0,0.026266805,4.432586504,1.282224793,2.9898876365
AT4G18990,0.0,0.2588745675,0.0472846375,0.048489282,0.25272172449999997,0.6548452675,0.0,0.018524725,0.085813065,0.1855400725,3.167945315,0.9025487335
AT4G19970,0.0,0.0,0.0,0.0,0.201436632,1.3488384415,0.0,0.018524725,0.1406842255,0.0,14.4246031,1.5717724735
AT4G27670,0.0,0.0282842455,0.0,0.1447288665,3.4851330905,0.0,0.053175710999999994,0.0,0.1050672195,2.308638804,1.334717798,0.34845541950000003
AT4G31970,0.0,0.1131369825,0.040304751,0.0,1.9821940355,20.266658192999998,0.185168333,0.0,0.085813065,0.069259164,26.786147775,8.039218363
AT5G07310,0.0,0.0282842455,0.14185391249999998,0.0705169845,0.43798926,0.186365306,0.1538471945,0.0251009035,0.0,0.16245368400000001,9.061221404,0.18363978300000006
AT5G17970,0.0,0.0282842455,0.0,0.0,0.11781334699999997,0.0926693135,0.0,0.0,0.028604355,0.0,1.8079184695,0.149385104
AT5G44567,0.0,0.089169094,0.0201523755,0.119745246,0.33095531100000003,0.916872631,0.027534512,0.0621503535,0.0,0.0,3.3515319210000003,0.3797557805
AT5G46810,0.0,0.0,0.0,0.07199494349999999,1.394813261,0.023680668,0.0,0.0,0.0,0.0,0.0,0.0
AT5G52400,0.0,0.0,0.0,0.07273392299999999,0.112423648,0.0,0.051282398,0.0,0.028604355,0.11543194,2.108885245,0.0
AT5G61160,0.0,0.0,0.0,0.0,1.0342975625,0.0,0.055069024,0.0,0.0,0.0,0.0970703855,0.6658301259999999
AT5G65100,0.0,0.032600603,0.0,0.0,0.112423648,0.140030649,0.027534512,0.112352161,0.0,0.023935356,2.4127683815000003,0.420138742
AT5G66780,0.0,0.0282842455,0.060457125999999986,0.2909356925,1.2141753990000002,0.23218662350000002,0.1082447355,0.0251009035,0.05487116,0.5095984735,5.911745877,0.5913023104999999
AT2G30750,0.942416375,0.97989491,1.5037666595,2.040842042,224.09368160000002,484.09901195,5.289873661000001,0.9107658340000001,4.0944215835,4.480484943,1677.416214,365.2007826
AT1G26380,0.127433761,0.32839213199999995,0.141066628,0.26595207200000004,12.92031659,65.286578955,1.080554041,0.0926236245,0.7442669845000001,1.0541688885,168.92936765000005,39.79707259
AT1G26410,0.07649734799999999,0.0,0.10774176349999999,0.0,7.1394610049999985,44.15514051,0.2971996945,0.0,0.1074047695,0.2111733645,98.83156921,31.975858515
AT2G30770,0.025499116,0.0,0.060457125999999986,0.0,7.9912688375,28.07744007,0.1652070725,0.0,0.0,0.046172776,30.242110065,14.048877215
AT5G40990,0.0254372975,0.0728687925,0.161219003,0.0,0.2913755505,3.2454793355000002,0.0,0.0,0.083475515,0.0,19.30124377,1.923401859
AT5G52390,0.025499116,0.0608848485,0.6131257185000001,0.7088647440000001,1.507236909,2.7275176230000002,0.4159391245,0.16792633549999994,0.431956629,0.7993696515000001,19.218963180000006,0.759401737
AT5G44990,0.025499116,0.1011530385,0.0472846375,0.121223205,3.25734208,5.6326067239999995,0.051282398,0.075302711,0.028604355,0.1402162645,19.075475415,4.702951031
AT5G06760,0.229244769,0.1217696975,0.256575563,1.0601133905,18.502251052000002,14.63884957,1.3596857885,0.137453065,0.193217835,7.5005569355,127.29617385,45.32979079
AT1G71140,0.33130305149999995,0.5350145665,0.38525698700000005,1.3451372469999998,18.641623194,23.88645209,0.47668808799999995,0.335852672,0.41971512549999995,5.4212483240000005,162.15058615,40.426572315
AT5G19880,0.101872827,0.032600603,0.417794566,0.240229472,1.114217108,2.122087048,0.1614204465,0.0,0.1646134795,0.4248936345,35.14864306,2.2347581065
AT3G47480,0.101872827,0.3034591155,0.0201523755,0.2666910515,2.259086449,1.5825650830000002,0.210809532,0.335852672,0.424943978,0.8190601675,32.809788745,3.0034620925
AT4G13420,0.40755312549999995,0.5402960529999999,0.9588652384999999,2.7835581605,120.025001975,5.3427249205,6.8064910329999995,2.4693399195000003,6.9294527115,6.497490384,2.434119617,2.8103004125
AT5G07570,0.0509364135,0.22723909399999997,0.6208928899999999,1.8542747085,14.34267246,0.864377902,0.027534512,0.0,0.0,0.023086388,0.0229483255,0.0
AT2G23270,0.050998232,0.0608848485,0.040304751,0.0,0.1681725045,6.0563591049999985,0.317160954,0.0,0.1978929355,0.233410785,13.7094551795,2.194155497
AT1G17710,0.12737194300000002,1.6381535905000002,0.0806095015,0.1674955485,2.581114232,0.2337266415,0.055069024,2.189618544,0.11207987,0.989154565,33.442516425,0.460521704
AT5G05340,0.3820540095,0.5000278635000001,2.065671316,1.3177950059999999,8.751285881,8.31378969,0.9771240615,0.367529754,0.3198767585,1.4242358169999998,99.702945225,2.281598824
AT2G02930,0.07649734799999999,0.1500539435,0.067437013,0.3864362975,2.2862008525000004,10.0892593765,0.1813817065,0.0621503535,0.0788004145,0.25734614100000003,18.82780019,6.3247381885000005
AT2G35980,1.4012150055,0.5513148680000001,2.2850912675,2.8092807605,31.889785475,148.31453105,1.320791398,1.0697083685,3.1253185665,7.635843640499999,335.24821745,204.79825775
AT4G37290,0.07649734799999999,0.0163003015,0.330992463,0.1895232515,0.45415835600000004,2.5777335260000003,0.267771869,0.0502018075,0.245751445,0.2812814975,17.91799078,3.109290269
AT5G36970,0.0763118925,0.138069999,0.11472165,0.0705169845,0.5773614020000001,4.268881442,0.1338859345,0.0502018075,0.252764095,0.18808697649999997,16.906945175,5.2350462335
