atID,lp6-hp6,hp5-hp6,lp5-hp6,al-hp6,fe-hp6
AT1G01020|wt,0.047160838221482204,0.11052417704005824,0.08405830811672887,0.01100894588049417,0.0064727072208976555
AT1G01030|wt,-0.3016126371328843,-0.3789023229460922,-0.4154833088257312,-0.3438828258717812,-0.13803377886276902
AT1G01040|wt,0.15949553801418348,0.012886062375206842,0.23747615514812592,0.08147585027721305,-0.22244141186188793
AT1G01050|wt,-0.06097092906676593,-0.028626694388782403,-0.06482265796234976,-0.1344525679680333,-0.040797700948574045
AT1G01060|wt,0.23851459683230897,0.35161464471536125,0.09760556262085213,-0.05585055900828434,0.1927353177836188
AT1G01070|wt,-0.07142812293016465,0.03537217404124526,-0.09391745111034833,0.04341821784228994,-0.1756040326645627
AT1G01080|wt,-0.006307323998458236,0.11658717228891335,-0.06986424407379066,0.002338820162757105,-0.034738994149163704
AT1G01090|wt,-0.045847470015523806,-0.038216967414764325,-0.07657970929621283,0.0003625487473969402,0.004501778437832393
AT1G01100|wt,-0.19403460252010873,-0.12270819254491705,-0.18986155438412466,-0.30216832983833997,-0.006924716430681155
AT1G01110|wt,0.025978498831829122,0.03276794514741277,-0.036868346518621364,-0.0805824584081366,-0.06505481785950162
AT1G01120|wt,-0.045704098264301385,-0.03306736101222074,-0.03101971647602686,0.17855582973384665,0.28102612867361143
AT1G01130|wt,0.054353101829648254,0.12448077409760239,0.14173496042761902,0.21025311654624435,0.14726612151326346
AT1G01140|wt,-0.02403401693281998,0.14711736222591454,0.016502487471252714,0.2029293347778015,0.16501203743858905
AT1G01160|wt,-1.4535298244910955e-05,-0.02649836592427124,-0.008239217749833272,-0.10401600418070012,-0.09469536528289413
AT1G01170|wt,-0.16649584551530194,-0.24471124091828284,-0.14723282500167967,-0.17040085811546624,0.26187750937913834
AT1G01180|wt,0.07899223469874306,0.24383970274435562,-0.10685019850200095,-0.3385114099566329,-0.016872450126154903
AT1G01190|wt,-0.04094431775614893,-0.08487499393366071,0.13127831650707905,0.20830323720153238,0.387444572552672
AT1G01200|wt,-0.11760770321921588,-0.08736422912080688,-0.165140795500764,-0.13106532266332926,-0.1100142291581847
AT1G01210|wt,-0.09513589850915793,-0.15544988321311903,-0.07901893865494436,-0.2589992565882687,-0.10087109912063363
AT1G01220|wt,0.08276696980363929,0.08859054438654501,0.1847069648057248,0.06330625940715884,-0.191642072643481
