symbol,low_log2fold,low_cpm
Chd5,0,1
Pdgfb,0,0
Slc37a2,0,0
Neurl1b,0,0
Pacs1,0,0
Tmprss5,0,1
P2ry14,0,0
Lsm3,0,0
Lilra5,0,0
Actr3,0,0
B4galt2,0,0
Anxa1,0,0
Hspa1a,0,0
Apol8,0,1
Magi2,0,0
Ccne1,0,0
Cd97,0,0
Lyz1,0,0
Gm12250,0,0
Pnpla1,0,1
Siglec1,0,0
Jak3,0,0
Cox4i2,0,1
Tlr2,0,0
Egf,0,0
Il3ra,0,0
Cenpt,0,0
Dck,0,0
Srgap1,0,0
Il1r1,0,0
Lipg,0,0
Il2rb,0,0
Fbln1,0,0
Qpct,0,0
Abcg1,0,0
Vill,0,0
Rasl12,0,0
Sulf1,0,0
Myo15,0,1
Dbf4,0,0
Rps12,0,0
Chek2,0,0
Fcgr1,0,0
Rgs3,0,0
Arpc1b,0,0
Pilrb1,0,0
Mob3a,0,0
Ppp1r3f,0,0
Slc16a4,0,1
Amn,0,1
Sik1,0,0
Ly6c1,0,0
Ly6g6d,0,1
Trim46,0,1
Cd300c,0,1
Fam46a,0,0
Ptgir,0,0
Zfp473,0,0
Ccdc40,0,1
Btg3,0,0
Tnfrsf11b,0,0
Osgin2,0,0
Slc44a4,0,0
Pnma1,0,1
1700019L03Rik,0,0
Agpat4,0,0
Brsk1,0,0
Cdca4,0,0
Lphn1,0,0
Atp10a,0,0
Trim35,0,0
Dusp5,0,0
Tnfrsf10b,0,0
Dusp18,0,1
Slc43a2,0,0
Gpr179,0,1
Eid3,0,1
Rragd,0,0
Hbq1a,0,1
Mtf2,0,0
Smtnl2,0,0
Dynlt1a,0,0
Ldhb,0,0
Spib,0,0
Arhgap28,0,0
P4ha1,0,0
Flrt3,0,1
Klra8,0,1
Trim12c,0,0
Ptbp2,0,0
Rundc3b,0,0
Cic,0,0
Scara5,0,0
Rpl34,0,0
Skp2,0,0
Cep192,0,0
Tifa,0,0
Swap70,0,0
Msh5,0,0
Plagl1,0,0
Esrp1,0,1
Rps15a,0,0
Plekha4,0,0
Wdr62,0,0
Ppp1r9b,0,0
Aif1,0,0
Ankrd12,0,0
Lipo1,0,0
Glipr1,0,0
2610018G03Rik,0,0
Topbp1,0,0
Dzip3,0,0
Hirip3,0,0
Tep1,0,0
Rgs17,0,1
Tmem202,0,1
Svopl,0,1
Fam131a,0,0
Hic1,0,0
Scn10a,0,1
Rgs9bp,0,1
Dab2,0,0
Flnc,0,1
Uba7,0,0
Apcs,0,0
Chst12,0,0
Nup107,0,0
Stx1a,0,0
Abi2,0,0
Mphosph9,0,0
Kctd12,0,0
Rftn1,0,0
Irf7,0,0
Zfp937,0,0
Plcb2,0,0
Psmc3ip,0,0
Otud1,0,0
Mrc1,0,0
Ypel4,0,1
Morc3,0,0
Slc7a11,0,0
Pde1c,0,0
Ccr5,0,0
Ccdc148,0,0
Wnt10b,0,1
Lrch4,0,0
Boc,0,0
Ptgis,0,0
Zmynd10,0,0
Gimap3,0,0
Antxr1,0,0
Camk2d,0,0
Vpreb3,0,1
Gm6034,0,1
Fancg,0,0
Pkia,0,0
Myo9a,0,0
Tmem54,0,1
Zfp558,0,0
Foxc2,0,1
Tia1,0,0
1700112E06Rik,0,0
Mtmr11,0,0
Tmem45b,0,1
Slc41a3,0,0
BC049635,0,1
Cln3,0,0
Fmo2,0,0
Rgs8,0,1
Plekha1,0,0
Gpm6b,0,0
Rnf17,0,1
Tnfsf13b,0,0
Tmc8,0,0
1700028K03Rik,0,0
Fam117a,0,0
Cyp17a1,0,0
Ap3m2,0,0
Plxna3,0,0
Adamts17,0,1
Naip1,0,0
H2-M3,0,0
Dennd3,0,0
Prr15l,0,0
Fam65b,0,0
Hmox1,0,0
C1qb,0,0
Inha,0,1
Slc52a3,0,0
Necap2,0,0
Car13,0,0
Lrrcc1,0,0
Rhog,0,0
Gimap7,0,0
Unc5cl,0,1
Dnd1,0,0
Rbpj,0,0
2410002F23Rik,0,0
Rps24,0,0
Gvin1,0,0
Gm4070,0,0
Anxa8,0,1
Kiss1,0,1
Gimap5,0,0
Fkbp5,0,0
Klra12,0,1
Cdh24,0,0
Ezr,0,0
Dynlt1b,0,0
Rrm1,0,0
Stx16,0,0
Nlgn2,0,0
Cpne8,0,0
Tspan8,0,0
Spats1,0,1
Fam98c,0,0
Strada,0,0
Psd,0,0
Hoxb8,0,1
Dio3,0,1
Dyrk3,0,0
Dzip1l,0,0
Gm13242,0,0
Larp6,0,1
Col6a2,0,0
Fbxo24,0,0
Zswim6,0,0
6330409D20Rik,0,1
Ccnl1,0,0
Nebl,0,1
Lyve1,0,0
Tchp,0,0
Ly6g6e,0,1
Phactr2,0,0
Slc7a8,0,0
Fam177a,0,0
1700047I17Rik2,0,0
Ica1l,0,1
Sez6l2,0,0
Tmc6,0,0
Plekho2,0,0
Pdcd10,0,0
4921507P07Rik,0,1
Crybb3,0,0
Klc3,0,0
Msr1,0,0
Fbxl22,0,0
Slc23a3,0,1
Fam71f2,0,1
Rgag4,0,0
Fndc1,0,0
Il1f9,0,0
Sfxn3,0,0
Prx,0,1
Baz1a,0,0
Parp11,0,0
Cenpj,0,0
Mex3a,0,0
Npm1,0,0
Synj2,0,0
Sobp,0,1
Ifit3,0,0
Ezh2,0,0
Phc1,0,0
Penk,0,1
Jun,0,0
Espnl,0,1
Tgtp2,0,0
Fgl1,0,0
Zfp287,0,0
Mmrn1,0,0
Ivns1abp,0,0
Rgmb,0,0
6030498E09Rik,0,1
Zufsp,0,0
Icam1,0,0
Il12rb1,0,0
Cpt1c,0,0
Slc22a21,0,0
Pms2,0,0
Zfp182,0,0
Prkcd,0,0
Dynlt1f,0,0
BC055324,0,0
Speg,0,0
Pycr1,0,0
Jam2,0,0
Mid1,0,0
Dnajc27,0,0
Herc6,0,0
Aph1c,0,0
Rad18,0,0
Aoc2,0,0
Rragb,0,1
Zfp456,0,0
Rac3,0,0
Frem1,0,1
Hlx,0,0
Renbp,0,0
Wdr76,0,0
Snrnp25,0,0
Klhl4,0,1
Syt4,0,1
Gpr160,0,0
Plcd1,0,0
Postn,0,0
Tnfrsf23,0,0
Grin2c,0,1
Gprc5b,0,0
Ppm1e,0,1
Slc39a6,0,0
Zfp462,0,0
Sumo1,0,0
Atp6ap2,0,0
Dynlt1c,0,0
Trpv4,0,0
Ptgs1,0,0
1700066B19Rik,0,1
Cxcr3,0,0
Tspan3,0,0
Clip3,0,0
Lcp1,0,0
Fam43a,0,0
Haus8,0,0
Cyp2a4,0,0
Kif24,0,0
Fam78a,0,0
Fam19a2,0,0
Serpinb6c,0,1
Ccdc106,0,0
Arhgap39,0,0
Tgtp1,0,0
Mllt11,0,0
E2f1,0,0
Cxcl10,0,0
Pmepa1,0,0
Abcc5,0,0
Tmed8,0,0
Mfsd7b,0,0
Serpinb6a,0,0
Rap1b,0,0
Bcl6b,0,0
Nrarp,0,0
Clgn,0,1
Pou5f2,0,1
Dse,0,0
Elmo2,0,0
Gys1,0,0
Rbmx2,0,0
Zfp566,0,0
Casq1,0,1
Mlxip,0,0
Sftpa1,0,0
Rttn,0,0
Prim1,0,0
Pcdha6,0,1
Pcdha9,0,1
Pcdha10,0,1
Pcdha11,0,1
Pcdha7,0,1
Pcdhac1,0,1
Pcdha12,0,1
Pcdha8,0,1
Pcdha2,0,1
Pcdha4,0,1
Pcdha3,0,1
Pcdha5,0,1
H2-T24,0,0
Dnmt3a,0,0
Sell,0,0
Gbp2,0,0
Haus6,0,0
Pan3,0,0
Recql4,0,0
Cd79b,0,0
Dos,0,0
Pdlim3,0,1
Wfdc3,0,1
Gm14685,0,0
DXBay18,0,0
Blm,0,0
Klrk1,0,0
Nptx1,0,1
Itga2,0,1
Igf2bp2,0,0
Mcm8,0,0
Chst1,0,0
Cacna2d1,0,0
Rpl22l1,0,0
Art2b,0,1
Nov,0,1
Acot10,0,0
Treml4,0,0
Procr,0,0
Cd5l,0,0
Stat4,0,0
Chrnb1,0,0
Vrk1,0,0
Cd80,0,0
Rps27a,0,0
Slc15a3,0,0
I830012O16Rik,0,0
Rusc1,0,0
Ptp4a3,0,0
Vwf,0,0
Cubn,0,1
Limd2,0,0
Gpcpd1,0,0
Cyfip2,0,0
Fut4,0,0
Socs5,0,0
Marcksl1,0,0
Asb11,0,1
2010002M12Rik,0,0
Ccdc134,0,0
Maf,0,0
Jak2,0,0
Lgmn,0,0
Epdr1,0,0
Git2,0,0
Rrm2,0,0
Crlf2,0,0
Spdya,0,0
Tssk6,0,0
Kcne2,0,1
Fstl3,0,0
Nkain1,0,1
Mkl1,0,0
Tceal6,0,1
Cxcr2,0,0
Col6a3,0,0
Usp35,0,0
Galr3,0,1
Sat1,0,0
Ptprr,0,1
Appl2,0,0
Syn1,0,0
Tmem221,0,0
Trim34b,0,0
Serpina3g,0,0
Zfp9,0,0
Tmod4,0,0
Cdkn2d,0,0
Fnbp4,0,0
Osbpl10,0,1
Tusc5,0,1
Phf6,0,0
Ltbp2,0,0
Donson,0,0
Slc25a2,0,1
Il33,0,0
Rictor,0,0
Zfp217,0,0
Ankrd23,0,0
Crlf3,0,0
Pola1,0,0
Zfp459,0,1
Fen1,0,0
Sema6b,0,0
Anxa2,0,0
Rfc4,0,0
1700065D16Rik,0,1
Insl6,0,0
Wdr90,0,0
Slc6a20a,0,1
Apol7e,0,0
Casp2,0,0
Adrbk1,0,0
Rom1,0,0
Plk3,0,0
Zeb2,0,0
Uap1l1,0,0
Cfp,0,0
Fchsd1,0,0
Iffo1,0,0
Foxd2,0,1
Ankrd34a,0,1
Tnnc1,0,0
Hsf5,0,1
Gramd1a,0,0
Endou,0,0
Rnf180,0,0
Csnk1e,0,0
Hist2h4,0,1
Fanca,0,0
Dnajc9,0,0
Ifit1,0,0
Numbl,0,0
Kctd14,0,1
Abca17,0,1
Cep152,0,0
Tbc1d1,0,0
Prpf39,0,0
Smchd1,0,0
Tm4sf5,0,1
Zmynd12,0,1
Aspn,0,1
Taf4b,0,0
Rab30,0,0
Atp7a,0,0
Neil2,0,0
Tmem71,0,0
Sap30,0,0
Arrb1,0,0
Trim67,0,1
Rpl13a,0,0
Tmem59l,0,1
Btbd10,0,0
Slc27a3,0,0
Gdf11,0,1
Pcdhb20,0,1
Angpt1,0,0
Ctla2a,0,0
Pcdhb9,0,1
Phip,0,0
Fmn2,0,0
Pcdha1,0,1
Tbc1d10b,0,0
Hes7,0,1
Prdm1,0,0
Col12a1,0,0
Ltc4s,0,0
Dgkh,0,0
N28178,0,1
Gbp3,0,0
Dnase1l2,0,0
4930555G01Rik,0,1
Snca,0,0
1700034F02Rik,0,1
4931428F04Rik,0,0
Cd209a,0,0
Fundc2,0,0
Chaf1b,0,0
Rhbdl3,0,0
Map4k4,0,0
Nckap5l,0,0
Arl2bp,0,0
Ace,0,0
Mfap2,0,1
Vipr2,0,1
Kdm4d,0,1
Il10rb,0,0
Adam15,0,0
Ampd3,0,0
Hexb,0,0
Cd300ld,0,0
Pdzd4,0,1
Snrpg,0,0
2010300C02Rik,0,0
Kcng2,0,0
Apba1,0,0
Efhd2,0,0
Btla,0,0
Ppp1r16b,0,0
Gen1,0,0
Pi15,0,1
Aldh3b1,0,0
Angptl7,0,0
A830080D01Rik,0,0
Ptplad2,0,0
Neurod6,0,1
Clec1b,0,0
Gpc6,0,0
Pygb,0,0
Adamts4,0,1
Ccne2,0,0
Hivep3,0,0
Tmem106a,0,0
Cdr2,0,0
P4htm,0,1
Rbfox1,0,1
Rpa3,0,0
Fam118a,0,0
Gtf2a2,0,0
Prdm5,0,1
Gpx8,0,0
Greb1l,0,1
Hoxb6,0,1
Dusp6,0,0
Il17d,0,1
Mtbp,0,0
Psmb8,0,0
Impdh1,0,0
Tnip2,0,0
Rasgef1b,0,0
Fam132a,0,0
Skil,0,0
Zfp827,0,0
Samd9l,0,0
Cdkn2c,0,0
4930562C15Rik,0,1
Hpdl,0,0
Gm14137,0,1
Myh7b,0,1
Col24a1,0,1
B630005N14Rik,0,0
Ccdc92,0,0
Rgs12,0,0
Kcnk7,0,1
Tgif2,0,0
Timd4,0,0
Ccdc14,0,0
Tcirg1,0,0
F2rl2,0,0
Dusp8,0,0
Nap1l1,0,0
Eya4,0,1
Dimt1,0,0
Calcrl,0,0
Pde6c,0,0
Bank1,0,0
Klrc2,0,1
Cxcl16,0,0
Kdelr3,0,0
Wscd2,0,1
Ctsw,0,0
Maml2,0,0
Hnrnpa1,0,0
Grm1,0,1
Hk3,0,0
Akap6,0,1
Gal3st4,0,0
Rtp4,0,0
St3gal6,0,0
Ptma,0,0
Grm6,0,1
Slamf1,0,1
BC100451,0,1
Mbnl1,0,0
Tipin,0,0
Olfml2b,0,0
Cacna2d4,0,1
Osbpl6,0,1
Msc,0,0
Olfr433,0,1
Golt1b,0,0
Gja1,0,0
Wdr78,0,0
Apold1,0,0
Chsy1,0,0
Gng7,0,0
Mast2,0,0
Rab11fip5,0,0
Rps13,0,0
Dkk3,0,0
2700094K13Rik,0,0
Lce6a,0,1
Stk24,0,0
Tor3a,0,0
Hnrnph1,0,0
Gli1,0,1
Col6a1,0,0
Adamtsl3,0,1
Lin9,0,0
Hsd17b14,0,1
Tnfrsf26,0,0
Kcne4,0,0
Ly6a,0,0
Tagln3,0,0
2310014L17Rik,0,0
Srsf10,0,0
Zpbp2,0,0
Gnrh1,0,0
Tubb6,0,0
Gp1bb,0,0
Cd9,0,0
Gpr124,0,0
Brip1,0,0
Prkab2,0,0
Aurka,0,0
Pgm1,0,0
Lrrn1,0,1
Galnt9,0,1
Lims1,0,0
Epb4.1l4a,0,0
Hspa12a,0,0
Tubgcp5,0,0
Ehd4,0,0
Ikbip,0,0
Snx10,0,0
Tox3,0,1
Rab2b,0,0
Per2,0,0
Ptgfrn,0,0
Tmem86a,0,0
Tnfsf13,0,0
Cyp2ab1,0,1
Rasgrf2,0,1
Dtx3,0,0
Ms4a1,0,0
Rsbn1l,0,0
Zdhhc1,0,0
Vbp1,0,0
Krtcap3,0,0
Cd247,0,0
Zcchc4,0,0
Ecscr,0,0
Rad51c,0,0
Kif9,0,0
5730508B09Rik,0,0
Cmtm3,0,0
Fhl4,0,1
Ggt5,0,0
Gimap8,0,0
Hpcal1,0,0
Tns4,0,0
Clasp2,0,0
Clip2,0,0
Suv39h2,0,0
Nipal1,0,0
Zc3h12a,0,0
Akr1b3,0,0
Slc27a6,0,1
Rhoj,0,0
Gbgt1,0,1
Patz1,0,0
Zfp781,0,0
Taf9b,0,0
Pfkfb3,0,0
Pcna,0,0
Fbn1,0,0
4930550C14Rik,0,1
Maml3,0,0
Npm2,0,1
Csf1r,0,0
Cyb5r2,0,1
Cdc42se2,0,0
Lin7b,0,1
Palm3,0,1
Trim47,0,0
Clk1,0,0
Lyn,0,0
Carns1,0,0
Mbtd1,0,0
Galnt10,0,0
Isg20,0,0
Cxcr1,0,1
4930467E23Rik,0,1
Il18bp,0,0
Cenpq,0,0
Kctd13,0,0
Tmprss7,0,1
Unc93b1,0,0
Fundc1,0,0
BC037034,0,0
Nts,0,1
Ctsc,0,0
Pld2,0,0
Rps6kl1,0,0
Tsc22d4,0,0
Kcne3,0,0
Actn1,0,0
Fgf9,0,1
Slc7a5,0,0
Loxl2,0,0
Pus7l,0,0
Gab2,0,0
5830418K08Rik,0,0
Mzf1,0,1
Olfr1383,0,0
Svep1,0,0
Zfp521,0,1
Isg15,0,0
Snrnp70,0,0
Rpp25,0,1
Snx5,0,0
Srsf11,0,0
Igfbp6,0,0
Cblb,0,0
Crip3,0,0
Itm2a,0,0
41889,0,0
Adm,0,0
Cyp4f18,0,0
Mx2,0,0
Tmem212,0,1
Kcnj9,0,1
9930012K11Rik,0,0
Ahrr,0,1
Tgfbr2,0,0
Cacna1g,0,0
Slc38a9,0,0
Tet2,0,0
Sfmbt2,0,0
Fcho2,0,0
Fancb,0,0
Haus5,0,0
Fam180a,0,0
9230110C19Rik,0,1
Tpte,0,1
Pbxip1,0,0
Hmga1-rs1,0,0
Nradd,0,0
Shisa5,0,0
Tro,0,1
Dclre1b,0,0
Klra7,0,1
Zfp40,0,0
Mylip,0,0
Gmnn,0,0
Hmga1,0,0
Hist1h3i,0,0
Prrx1,0,0
Rhoq,0,0
Ldoc1l,0,0
Kif1a,0,0
Nfya,0,0
Pag1,0,0
Siah1b,0,0
Epb4.1l2,0,0
Myeov2,0,0
Daf2,0,1
Pcdhb13,0,1
Arrdc4,0,0
Mest,0,0
Med18,0,0
Prkch,0,0
Srsf7,0,0
Zfp36l2,0,0
Tnfrsf12a,0,0
Hist4h4,0,1
Rnf166,0,0
Smg1,0,0
Kazn,0,0
Apobec1,0,0
Kif20a,0,0
Zbtb6,0,0
Cd207,0,0
Malt1,0,0
Chst15,0,0
Dbndd1,1,1
E2f8,0,0
6330403A02Rik,0,1
Bcl2l14,0,0
Csrp1,0,0
Kcnd1,0,1
Gli2,0,1
Rgs9,0,0
Tas1r2,0,1
Abcg4,0,1
Map3k1,0,0
Rps16,0,0
Dnmt1,0,0
Tmem45a,0,0
Tssk1,0,1
Dynll1,0,0
Sytl5,0,1
Cbx7,0,0
Cdk2,0,0
Fut1,0,1
Nrgn,0,0
Ung,0,0
Zc3h7a,0,0
Tmeff1,0,1
Psmb9,0,0
Gpr4,0,0
Casz1,0,0
Vsig4,0,0
Ulk4,0,1
Dbp,0,0
Nop56,0,0
6430548M08Rik,0,0
Rps21,0,0
Rpl35,0,0
Ly75,0,0
Cxcl9,0,0
Npb,0,1
Suv420h2,0,0
Ctse,0,1
Rarb,0,0
Orc6,0,0
Rps19,0,0
Zc3hav1l,0,0
Orc2,0,0
Klf2,0,0
Suv39h1,0,0
Nr4a2,0,0
Plagl2,0,0
Rtn2,0,0
Fcrl1,0,0
Gpr133,0,0
Serpinb1a,0,0
Sumo2,0,0
Trpv1,0,1
Npnt,0,0
Rpl17,0,0
Vsig10,0,0
Ppil6,0,1
Rbm5,0,0
Gpm6a,0,0
Irf5,0,0
Derl3,0,0
Fkbp10,0,0
Rab27a,0,0
Tmem191c,0,0
Acot9,0,0
Zscan18,0,1
Pkp3,0,0
Cybrd1,0,1
Tubb5,0,0
Hist1h3h,0,0
Stk32c,0,1
Odf2,0,0
Rpl9,0,0
Rps28,0,0
Ccdc74a,0,1
Nfatc2ip,0,0
Cdc25a,0,0
Zfp579,0,0
Epcam,0,0
Dmpk,0,0
Rassf5,0,0
Mex3d,0,0
Crocc,0,0
Hist1h3c,0,0
Prpf38b,0,0
Med30,0,0
Map6d1,0,1
Sntg1,0,1
Nfkb2,0,0
Clec9a,0,0
Ppp1r8,0,0
Rnf38,0,0
Apol7b,0,0
1700037C18Rik,0,0
Tap1,0,0
Shkbp1,0,0
Impact,0,0
Samd5,0,1
Srgap3,0,0
Rbm43,0,0
Sowahc,0,0
Abcc4,0,0
Trim6,0,1
Alpk2,0,1
Hist1h4m,0,0
Sh2d4b,0,1
Ptrh1,0,0
Scai,0,0
Phyhip,0,1
41890,0,0
Mst1r,0,1
Qtrtd1,0,0
Ngb,0,1
Cym,0,1
Kank3,0,0
Vrk2,0,0
Fjx1,0,1
Vmn1r51,0,1
Cmklr1,0,0
Rps6ka2,0,0
Rb1,0,0
Lrrc45,0,0
Tnn,0,1
Rimkla,0,1
Ppp1r12c,0,0
Lama5,0,0
Slx4,0,0
Bcl6,0,0
Sparcl1,0,0
Nol3,0,0
Ifng,0,1
Tekt2,0,0
Zfp263,0,0
Slc12a6,0,0
Spink10,0,1
Il20rb,0,0
Adcy1,0,0
Arhgef1,0,0
Ccdc78,0,0
Fmnl3,0,0
Tab1,0,0
Syt12,0,0
Ttll3,0,0
Cdyl,0,0
Twist1,0,0
Xlr3b,0,0
Pkn3,0,0
A530099J19Rik,0,1
Cchcr1,0,0
Sfn,0,0
Ccdc115,0,0
Myo1h,0,0
Coq10b,0,0
Slc4a7,0,0
Hist1h4n,0,0
Glis2,0,0
Snhg11,0,0
Irf8,0,0
Ifnb1,0,1
Spsb1,0,0
Vamp1,0,0
Cpne7,0,1
Atp8b2,0,0
Olfml3,0,0
Pax6,0,1
Capza1,0,0
Bhlha15,0,0
Rin1,0,0
4930563E22Rik,0,0
Usp18,0,0
Mfsd2b,0,0
Susd2,0,0
Traf7,0,0
Gatm,0,0
Zfp329,0,0
Prkcq,0,0
Cep72,0,0
Arhgap17,0,0
Crabp2,0,1
Zfp160,0,0
Rasl11a,0,0
Bcap29,0,0
B9d2,0,0
Cdk19,0,0
Dpt,0,0
Arglu1,0,0
Pcdh19,0,1
Wbscr17,0,1
Amhr2,0,0
Ctps,0,0
Eml4,0,0
Lrrc39,0,0
Luc7l3,0,0
Fbxl19,0,0
Hao2,0,1
Csgalnact2,0,0
Eid2,0,0
Birc2,0,0
Pecam1,0,0
Obscn,0,1
Zfp184,0,1
Bmx,0,1
Gm6251,0,0
Tmem132a,0,0
Paqr5,0,1
Tspyl2,0,0
Phlda3,0,0
Pou2af1,0,0
Mfge8,0,0
Rcan1,0,0
Pip5k1b,0,1
Slc20a1,0,0
Rasgrp3,0,0
Trpc2,0,0
Vgll3,0,1
Gm14295,0,0
Zmym1,0,0
Sdr16c5,0,1
Gp6,0,1
Fbxo32,0,0
Dennd1b,0,0
Zfp534,0,1
1810022K09Rik,0,0
AI429214,0,0
Slc9a9,0,0
Cenpm,0,0
Klrg2,0,1
Eml1,0,0
Ccr7,0,0
Myo9b,0,0
Fstl1,0,0
Mbip,0,0
Capza2,0,0
Ttc12,0,0
Gulp1,0,1
Kitl,0,0
Elf3,0,0
Zfp619,0,0
Pcdhb16,0,1
Srek1,0,0
Fam132b,0,0
Slc35e4,0,0
Rims2,0,1
Per3,0,0
Adam4,0,0
Slc24a5,0,0
6330416G13Rik,0,0
Scg2,0,1
Tmx3,0,0
Zmiz2,0,0
Cyth3,0,0
Wsb1,0,0
Auts2,0,0
Bcl2l11,0,0
Gm9047,0,1
Zcchc7,0,0
Cbl,0,0
BC051628,0,1
Gnai2,0,0
E2f2,0,0
Zfp800,0,0
Wdfy1,0,0
Grk6,0,0
Hbegf,0,0
Nacad,0,1
Hist1h4j,0,0
Gm1673,0,1
D630033O11Rik,0,0
Cpsf6,0,0
Dmrta1,0,0
Rbm39,0,0
Lcorl,0,0
Tra2b,0,0
F2rl1,0,0
Zfp119b,0,0
Cenpw,0,0
Slc15a1,0,1
Katnb1,0,0
Asb5,0,1
Slc4a9,0,0
Ttc14,0,0
Shisa4,0,0
Fhad1,0,0
Gm5148,0,0
Rpl39,0,0
Armc7,0,0
Gm5134,0,1
Il23a,0,1
Sox17,0,0
Fbxo45,0,0
Flrt2,0,0
Fam65c,0,0
Ncr1,0,1
Tlr11,0,0
4933427D14Rik,0,0
Rims3,0,1
Cd55,0,0
Cand2,0,0
Slbp,0,0
Prim2,0,0
Sec61g,0,0
Gm5544,0,1
Gng13,0,1
Grb10,0,0
Baz2b,0,0
Rps23,0,0
Mapk11,0,0
Atp8b4,0,0
Dusp12,0,0
Ldb1,0,0
Rhoc,0,0
Kcnh3,0,1
Rps25,0,0
Scn3b,0,1
Ankrd16,0,0
Dusp9,0,1
C1qtnf9,0,1
Synj1,0,0
Ets1,0,0
Tbpl1,0,0
Nfatc1,0,0
Ccdc68,0,0
Mamld1,0,1
Spats2l,0,0
Kbtbd3,0,0
2700029M09Rik,0,0
Pold3,0,0
Abcb9,0,0
1700094D03Rik,0,0
Haghl,0,0
Aplp1,0,0
Hoxb3,0,0
Btbd11,0,0
Gnpda2,0,0
Tmem68,0,0
Trpm3,0,1
E4f1,0,0
Acvrl1,0,0
Hist1h4f,0,0
Zfp248,0,0
Gnptab,0,0
Zfp715,0,0
Dr1,0,0
Taf1c,0,0
Acap3,0,0
Fndc8,0,1
Mzt1,0,0
Lrrn4,0,1
Acrbp,0,0
Elk3,0,0
Ppih,0,0
Fam73a,0,0
Klhl17,0,0
Megf8,0,0
Hinfp,0,0
Vars,0,0
Mcf2l,0,0
Tomm20,0,0
Parvb,0,0
Arhgef25,0,0
Rhobtb2,0,0
Arxes2,0,1
Tbc1d4,0,0
Gm684,0,1
Ccdc38,0,0
Itga2b,0,0
C330021F23Rik,0,0
Itgb3bp,0,0
Pigz,0,0
Tbc1d23,0,0
Tuft1,0,0
Hist1h3a,0,0
Sh3bp4,0,0
Trnp1,0,1
Tas1r1,0,1
Ano6,0,0
Zdhhc20,0,0
Tctex1d4,0,1
Pspc1,0,0
Zdhhc15,0,1
Parp14,0,0
Nbeal2,0,0
Actg1,0,0
Tra2a,0,0
Hscb,0,0
Dip2a,0,0
Igj,0,0
Rnf219,0,0
Clcn1,0,1
Lrrc8b,0,1
Acta2,0,0
Spry4,0,0
Wdr5b,0,0
Acer3,0,0
Clec1a,0,0
Irf2bp2,0,0
Dek,0,0
Trim39,0,0
Cbx6,0,0
Hist1h4k,0,0
Tspan5,0,0
Nfe2l3,0,1
Rnf34,0,0
Prkcdbp,0,0
Adamts12,0,1
Gzmm,0,1
Tssk4,0,1
9530053A07Rik,0,1
Fut2,0,1
BC022687,0,0
Trex1,0,0
Tpm4,0,0
Epha4,0,1
Hspa1l,0,0
Thoc2,0,0
Irs2,0,0
1700001J03Rik,0,1
Arf6,0,0
Mycbp2,0,0
Riok1,0,0
Zfp516,0,0
Rccd1,0,0
Rpl27a,0,0
Ccdc163,0,0
Zfp251,0,0
Tnip1,0,0
Rec8,0,0
B4galt4,0,0
Hist1h4b,0,0
Tlr3,0,0
3110021N24Rik,0,1
Zfp82,0,0
Elovl7,0,0
Rnaseh2b,0,0
Gsto2,0,1
1700029I15Rik,0,0
Blnk,0,0
Gm6086,0,1
Ifi27l2b,0,0
Zfp597,0,0
Cpne2,0,0
Adig,0,1
Rpl32,0,0
Gbp7,0,0
Rcc1,0,0
Cdh3,0,0
Hdac7,0,0
Micall2,0,0
Mrpl33,0,0
Cacnb2,0,1
Dclre1c,0,0
Styx,0,0
Hps5,0,0
Pfkp,0,0
Hist1h4a,0,0
Lrrk2,0,0
Rsbn1,0,0
Ankrd13a,0,0
Rassf1,0,0
Rps8,0,0
Spice1,0,0
Hace1,0,0
Tmem87a,0,0
Ncapd3,0,0
Mustn1,0,0
Cmpk2,0,0
Ptprm,0,0
Snai1,0,0
Paqr6,0,1
Senp1,0,0
Zbtb46,0,0
Tcerg1,0,0
Zfp14,0,0
Actb,0,0
Cnr1,0,1
Foxs1,0,0
Spef1,0,0
Samd1,0,0
Adora2a,0,0
Hpse,0,0
Rpl35a,0,0
Fscn1,0,0
Sh2d3c,0,0
H2-Q4,0,0
D6Ertd527e,0,1
Zfp932,0,0
Prf1,0,0
Dgkd,0,0
Tmem181a,0,0
Scn1b,0,0
Tpd52,0,0
Sec61a2,0,0
Slc25a27,0,0
Ccdc80,0,0
Tomm34,0,0
Mitf,0,0
Mpp3,0,1
Stk4,0,0
Apba2,0,0
Gnb4,0,0
Cdc42ep3,0,0
Vamp3,0,0
Rcc2,0,0
Rc3h2,0,0
Zfp935,0,0
Brca2,0,0
Naaa,0,0
Trmt2a,0,0
Il11,0,1
Lrrc4,0,1
Sdcbp,0,0
F2rl3,0,1
Sspo,0,0
Fbxo10,0,0
Rfc5,0,0
H2afx,0,0
Tyro3,0,0
Tmppe,0,0
Gdf9,0,1
Plekhg2,0,0
Akap8,0,0
Alkbh1,0,0
Zfp292,0,0
Map4k2,0,0
Hdac1,0,0
Psmg4,0,0
Slc27a1,0,0
Lrrc27,0,1
Cenpc1,0,0
Camk4,0,0
Hdc,0,0
Eml3,0,0
Tcf7,0,0
Snrpd1,0,0
Wdr44,0,0
Pfn1,0,0
Col25a1,0,0
Scube3,0,1
Dnaic1,0,0
Banp,0,0
Glmn,0,0
Doc2a,0,0
Lgi2,0,1
Pou3f1,0,1
Zfp641,0,1
