atID,wtlp6-wthp6,wthp5-wthp6,wtlp5-wthp6,wtal-wthp6,wtfe-wthp6,stop1lp6-stop1hp6,stop1hp5-stop1hp6,stop1lp5-stop1hp6,stop1al-stop1hp6,stop1fe-stop1hp6
AT3G44600,0.005463034,-0.038448716,0.020444864,0.002541061,-0.114331808,-0.044806499,-0.059782,-0.021743954,-0.023674607,-0.061148977
AT3G44610,-0.031697097,0.019701607,-0.005859626,-0.043881548,-0.062632923,0.033897102,-0.06968218,0.0215853,-0.001395094,-0.103400099
AT3G44620,-0.055926263,0.036205285,-0.051003073,0.097841403,0.373215381,-0.034676859,-0.080312546,-0.1979613,0.211458373,0.28531384
AT3G44630,0.108380616,0.189478617,-0.123123749,-0.138535858,-0.293495176,0.022762529,0.072239742,0.149361527,0.271703823,-0.003200658
AT3G44670,0.082792902,-0.056209582,0.177685599,0.034295331,-0.290362787,-0.01829994,0.124452495,0.046489821,0.229638708,-0.192305007
AT3G44680,-0.048439405,0.009787651,-0.045770229,-0.07333877,-0.051406031,-0.0243728,0.086171487,0.145040911,0.159736676,-0.089781592
AT3G44690,0.255757081,0.115860473,0.339881243,0.09039588,-0.136558633,-0.063083487,0.261050988,0.164569878,0.114256152,-0.14009817
AT3G44695,-0.485637369,-0.311394005,-0.555799696,-0.027204707,-0.446143462,-0.049020051,-0.167432177,-0.342202442,-0.292517914,-0.298440835
AT3G44700,-0.299825626,-0.173181314,-0.407756701,-0.599603505,-0.634610772,-0.255011653,-0.250063148,-0.426676534,-0.425251142,-0.475023396
AT3G44703,-0.219063996,-0.363960615,-0.403133682,-0.71676237,-0.040680534,-0.181738596,-0.588519282,-0.55952622,-0.908370606,-0.611289635
AT3G44710,-0.298597959,-0.445757227,-0.579219726,-0.60298277,-0.273704967,-0.023662318,-0.307113383,-0.439429181,-0.677414834,-0.316633983
AT3G44713,0.087431562,-0.041255598,0.156033921,-0.042888058,-0.311671042,0.064201636,0.051940068,0.18464777,-0.220066721,-0.361171959
AT3G44716,-0.282256365,-0.193847708,-0.492064282,-0.372246913,-0.201715315,0.049137179,-0.156953705,-0.310062228,-0.250255216,-0.275317724
AT3G44720,-0.070674609,-0.033245837,-0.003863524,0.033156566,0.18857087,-0.031051894,-0.029203699,0.043061137,0.434779865,0.155923281
AT3G44730,-0.02527183,-0.006087709,0.020060022,0.032444194,-0.20565946,0.005939801,0.11266064,-0.011557823,0.496373536,-0.121898091
AT3G44735,-0.148722722,-0.006594432,-0.003534439,-0.147597659,-0.183737569,-0.106765402,0.019557127,-0.074871662,-0.252019547,0.116569351
AT3G44740,0.133346845,0.040462624,0.082487882,0.011596944,-0.152990847,0.091226298,0.146410627,-0.035605948,0.107104902,-0.108087788
AT3G44750,-0.087031289,-0.096179858,-0.05265807,-0.175911089,-0.145810685,-0.084485287,0.012746174,-0.065150572,-0.387900194,-0.113510827
AT3G44753,0.258880845,0.100265531,0.270820213,-0.140862619,-0.111441351,0.041764386,0.271863162,0.310919539,-0.459569045,-0.099925519
AT3G44765,0.129828137,-0.030541966,0.260629127,0.255642886,-0.156888998,0.07454496,0.177897406,0.16136726,0.886533629,0.026394555
AT3G44769,0.120592394,0.208927714,0.244274058,0.405199212,0.135287651,-0.02197622,0.068977969,0.392494706,0.880510476,0.058798207
AT3G44770,-0.009520825,-0.02851428,-0.014887986,0.391752506,-0.013915988,0.043923238,0.084734484,0.091928647,0.909446431,0.046259993
AT3G44820,0.029766878,0.002886529,-0.071896617,-0.132005507,-0.28696439,0.103176455,0.049337398,0.021001613,-0.169005375,-0.101626786
AT3G44850,-0.009710157,0.088768047,-0.006437062,0.031952443,-0.201685787,-0.074727815,-0.02635319,-0.194012258,-0.042061667,-0.105420252
AT3G44860,-0.140373609,-0.127697466,-0.088272691,0.122391942,0.543220553,-0.342307063,-0.274573341,-0.22806062,-0.314067285,0.639679894
AT3G44870,-0.207984195,-0.195808009,-0.06813918,-0.282724486,0.30553587,-0.508783323,-0.45088279,-0.407219873,-0.580947486,0.394292156
AT3G44880,0.07757082,0.019770478,0.089633869,0.228248103,0.511353637,-0.056392451,-0.008390842,0.060473783,0.610648517,0.764354132
AT3G44890,-0.186879746,0.017372809,-0.085077217,-0.174240285,0.01832035,0.043429497,-0.114644469,-0.259457941,-0.384746805,-0.170128763
AT3G44940,-0.074404367,-0.000523829,-0.118621983,0.007868083,-0.142608803,0.279634429,0.197093351,-0.252741545,-0.1416763,-0.169082034
AT3G44960,-0.068235436,-0.080128103,-0.069295609,-0.044606108,-0.266093733,-0.069939116,0.166414468,-0.041329634,0.103375281,-0.15056049
AT3G44990,0.042395939,-0.057260842,-0.430720575,-0.481662931,-0.545430813,0.178688218,-0.206084075,-0.479016633,-0.575651571,-0.554934365
AT3G45010,-0.049057128,0.043040711,0.060520639,0.093241026,0.167182682,-0.048174059,0.067448279,0.154184762,0.601755572,0.456484374
AT3G45020,-0.081166196,-0.028144522,0.123299303,-0.227676707,0.198492398,0.071084971,0.022048419,-0.083898914,-0.18279303,0.01658091
AT3G45030,-0.150039842,-0.137761719,-0.148195242,-0.338759288,-0.011154467,-0.057102727,-0.114774298,-0.128556801,-0.461451912,-0.096926734
AT3G45040,0.024841334,0.046153558,0.095538056,0.149599078,0.226082162,-0.016016579,-0.004979145,0.056808753,0.520517825,0.140204999
AT3G45050,-0.007315055,0.066740186,0.096556414,-0.027407745,0.131438481,0.288246782,0.052070805,-0.178882005,-0.084678549,-0.109969274
AT3G45070,0.009022065,0.236555912,0.338725365,0.03675475,0.068712248,0.211616939,0.327115938,0.509563827,-0.269855145,0.087979447
AT3G45080,0.060424193,0.396848873,0.334903582,-0.022760418,0.196290494,0.187470062,0.217732637,0.464059562,-0.458632611,0.154447881
AT3G45090,0.108555088,0.026681544,0.044304781,0.000431801,-0.162530885,0.043551276,0.01231078,0.05185997,0.026854227,-0.199283531
AT3G45100,0.214738471,0.05431504,0.057226516,-0.033080805,-0.204204081,0.068750103,0.07766633,0.110623389,0.046421144,-0.083461706
AT3G45130,0.206763213,0.119577386,0.455884349,-0.034266056,-0.10183108,0.022317221,0.076200777,0.049522511,-0.54416964,-0.244821128
AT3G45140,-0.217409519,-0.137086059,-0.217409519,-0.197121316,-0.214965053,-1,-0.904085399,-0.999199845,-1,-0.999245176
AT3G45160,-0.315317135,-0.384110425,-0.350220051,-0.450518733,-0.726483755,-9.22E-05,-0.017785471,-0.18149033,-0.519008666,-0.475550836
AT3G45190,0.040531405,-0.020107018,-0.027243369,0.048662717,-0.17871985,-0.00798647,0.018701021,-0.032141605,-0.006302457,-0.101307195
AT3G45210,-0.156625173,-0.138279556,-0.159478507,-0.291794665,-0.312417938,0.109722701,-0.112585536,-0.162913765,-0.489650113,-0.255512855
AT3G45230,0.02308209,0.075833682,0.028519357,0.043577967,0.211758213,-0.031188042,-0.050413927,0.066995225,-0.232852665,-0.018971831
AT3G45240,-0.023530161,-0.031434637,0.017131622,0.019478404,0.022747608,0.075132305,0.117703044,0.123290872,0.108518228,0.019111427
AT3G45260,0.114907627,0.079939742,-0.172448117,0.065587911,-0.283327885,0.073520329,0.21935265,0.247145006,-0.139643873,-0.103765866
AT3G45280,0.066006098,0.289182603,0.35590881,0.314570666,0.094225498,-0.14849085,0.023976685,-0.137704393,0.061509258,0.0800867
AT3G45300,0.002015726,0.026359254,0.208039575,0.103501413,0.528777195,0.102541517,-0.051250032,0.163502386,0.446323052,0.359174973
AT3G45310,-0.024314832,0.019313535,-0.042529874,-0.229145817,0.090740595,-0.060450224,-0.152131789,0.054991468,-0.26438932,0.086163139
AT3G45330,0.136856118,0.019260166,-0.104341696,-0.133048094,0.356049476,-0.25019275,0.039942654,0.144436201,0.16406243,-0.057213244
AT3G45390,-0.11790896,-0.510401145,-0.398514833,-0.600553758,-0.479322788,0.055735811,-0.15713161,-0.06676852,-0.509621352,-0.313618926
AT3G45400,-0.012752095,0.060923854,0.142851162,0.027744445,0.04771968,0.060069837,0.02548538,-0.096360123,0.040042813,-0.027493121
AT3G45410,0.075707044,0.051209208,0.05029149,0.248241594,0.409895967,0.039327814,0.043963805,0.15766284,0.73387528,0.376674875
AT3G45420,0.339513285,-0.103972029,0.184798321,0.117530926,-0.20331417,0.02039059,-0.032392083,0.057938509,0.001502845,-0.061205237
AT3G45430,-0.144333124,-0.302284548,-0.324668221,-0.553130431,-0.14011428,-0.272102353,-0.420463411,-0.291890273,-0.564474042,0.135402238
AT3G45440,0.070560994,-0.170684056,-0.024024747,-0.18520932,-0.482784734,-0.027517022,0.139664958,-0.066816981,-0.228603133,-0.181999827
AT3G45443,0.026028251,-0.034163529,-0.048673682,-0.126680963,0.039932988,0.234440754,0.018365718,0.13001125,-0.16694101,-0.019274467
AT3G45530,0.276897188,0.021594944,-0.021795868,0.121025937,-0.032153162,-0.245191245,-0.136720608,-0.172736964,-0.558766019,-0.343325315
AT3G45590,-0.230577637,0.171089671,0.08905723,-0.039052048,-0.041003393,-0.07131382,-0.136383565,-0.163693853,-0.215705035,-0.289242828
AT3G45600,-0.035456847,0.033166631,-0.047390703,-0.01387351,0.333503324,0.027024142,0.051409598,0.096065577,0.041441701,0.406419839
AT3G45610,-0.199757972,-0.132209173,-0.112616392,0.085700814,0.122695933,-0.128524787,0.064154984,-0.303541833,0.025892154,-0.048692754
AT3G45620,-0.034921742,-0.038859891,-0.095872712,-0.058932764,0.002462954,-0.025207748,-0.070202182,-0.038932759,0.113270961,0.076427719
AT3G45630,0.181232367,0.077590584,0.184309077,0.104399053,-0.033277459,-0.031904137,0.07305425,0.077685793,0.064383236,-0.079512275
AT3G45638,-0.105147078,-0.100500404,0.044834948,0.080448429,0.772997115,-0.114446926,-0.18695895,-0.168805083,0.256870503,0.401898331
AT3G45640,0.016397872,-0.083383283,-0.079681073,-0.059974221,0.057863462,-0.072021883,-0.104115625,-0.056930148,0.036635405,0.046948667
AT3G45650,-0.045101973,-0.028585539,-0.090874942,-0.129031881,0.196373629,-0.090207135,-0.059616808,0.051719477,-0.421983003,0.042769429
AT3G45660,-0.201606602,0.082081853,-0.004167403,-0.368056581,-0.103263763,-0.506220344,-0.481922422,-0.288422356,-0.649239833,-0.312606114
AT3G45680,-0.089780773,-0.043662406,0.012813221,0.187536674,0.863523524,-0.108758172,-0.045393207,-0.075066013,0.413741834,0.831352918
AT3G45700,0.066778814,0.190199591,0.173661011,0.12764539,0.690415211,0.219976966,0.161475442,0.19428878,-0.177504172,0.59280046
AT3G45710,-0.076676212,0.106085856,-0.049639752,-0.365058366,-0.109875966,0.000476648,-0.009554486,-0.002943247,-0.650456089,0.064648788
AT3G45730,-0.034836576,0.001763436,0.017641617,0.13535178,0.336571182,0.110204997,-0.012584982,-0.020834221,0.767636219,0.169141801
AT3G45740,0.129537723,0.057567543,0.023528761,0.18317638,0.062268753,0.016794747,-0.002657946,0.080916292,0.154321381,-0.046415603
AT3G45750,0.023712392,0.037437358,0.080290665,-0.043756486,-0.160487328,0.025084734,0.082884197,0.089693583,0.156498634,-0.053063159
AT3G45770,0.050153133,0.005369904,-0.057704476,-0.025220029,-0.13335258,0.032777358,-0.089751991,0.048050467,0.081314808,-0.079413009
AT3G45780,0.015430778,0.055774469,0.149430563,0.206926404,0.358219826,0.090496861,0.233949903,0.030314909,0.017873005,0.491861872
AT3G45830,0.155858644,-0.04228557,0.071772251,0.032036947,-0.273707013,-0.060902211,-0.017406841,0.005325427,0.069040732,-0.170933593
AT3G45840,0.120124966,-0.032314887,-0.035058793,0.024707307,-0.131547452,0.088491484,0.092641956,0.390959795,-0.247852988,-0.179874116
AT3G45850,0.203239796,0.122830993,0.258221835,0.107591803,-0.223816514,-0.093867462,0.01641516,0.002585561,0.087887241,-0.158631335
AT3G45870,-0.091029803,-0.227025413,0.01976949,0.020787824,0.215472806,0.061491517,0.125780891,0.191800438,0.083736744,0.37101681
AT3G45880,0.229915222,0.026093126,0.049999058,0.213998977,0.27571341,-0.144549328,0.047017821,-0.004126425,-0.090816748,-0.051596406
AT3G45890,-0.004679002,-0.094530866,-0.118199539,-0.047233585,-0.205913081,0.128995784,0.217762174,0.068492416,0.148253255,-0.042828184
AT3G45900,0.050917187,0.052777073,-0.007110929,-0.090650541,0.218322501,0.110235522,-0.01445408,0.015044923,-0.024157239,0.13038908
AT3G45930,-0.164029646,-0.126690392,-0.121321126,-0.246493007,0.088716095,-0.010567308,-0.087070211,-0.114563872,-0.437919737,0.052015771
AT3G45960,-0.016799867,0.01606515,-0.075029656,0.001653619,-0.117699917,-0.123631338,0.068744078,-0.083795585,0.635940298,-0.035466393
AT3G45970,-0.138114131,-0.015183064,-0.082867544,-0.085043634,-0.058678428,-0.17224851,-0.111809441,-0.026097755,0.26616482,0.218207026
AT3G45980,-0.10923723,-0.117687786,-0.127511182,-0.194214368,0.16410964,0.028741504,-0.172710699,-0.063015131,-0.270568338,0.005064452
AT3G46000,-0.063282435,-0.018597452,-0.109207216,-0.024787415,0.362984184,0.025990821,-0.098787699,-0.046409291,0.078963696,0.25205634
AT3G46010,-0.10791691,-0.073781659,-0.144828804,-0.124788621,0.059001952,-0.086756394,-0.164240855,-0.172454269,-0.254997247,0.007033231
AT3G46020,-0.264718465,-0.023233114,-0.075908702,-0.280900198,0.035604992,0.100374113,-0.033077472,-0.016023456,-0.302148719,0.023012467
AT3G46030,-0.087991145,-0.006762795,-0.063586028,-0.205844741,0.141611868,-0.038718506,-0.130220704,-0.084363824,-0.381342718,0.023508612
AT3G46040,-0.155225097,-0.115520122,-0.097734393,-0.136328289,0.084491397,-0.048294428,-0.107650622,-0.162997741,-0.368421682,-0.022928326
AT3G46060,-0.112506998,-0.030091638,-0.070323249,-0.037209273,0.106018035,0.02140396,-0.059610745,0.026885901,0.065349564,0.095360634
AT3G46080,0.000840348,-0.00022485,0.015513498,0.178729289,0.10584181,-0.001111077,0.003633381,0.079579035,0.996521561,0.243051751
AT3G46090,-0.034024887,-0.018212924,0.030834296,0.17619424,0.052223671,-0.001627595,-0.008849774,0.051633438,0.981584941,0.168922811
AT3G46100,-0.00861321,-0.020770899,0.052056241,0.018406326,-0.010844266,-0.081299733,0.037912919,-0.086916026,0.02481404,-0.003975851
AT3G46110,0.04086133,0.004875694,-0.008804533,0.16586194,0.027287619,0.080390843,0.101686821,-0.036298757,0.738525186,-0.028021971
AT3G46130,-0.157995811,-0.038189335,-0.27740582,-0.528046764,-0.306422405,-0.296226529,-0.237789227,-0.329439532,-0.43839654,0.166564129
AT3G46170,-0.051191722,-0.036706894,0.042045828,0.039222055,0.751234587,-0.017580261,0.002785873,0.117737307,0.098291142,0.81075251
AT3G46180,0.000411559,0.074365904,-0.004526559,-0.017142656,0.208926673,-0.034002773,-0.06766624,-0.007399375,-0.043610308,0.023350461
AT3G46190,-0.988956296,-0.876584719,-0.984074555,-0.954298755,-0.936867327,-0.556467178,-0.546807686,-0.758953115,-0.823687836,-0.855677346
AT3G46200,0.138182877,0.118852039,0.145018895,0.218677906,0.269514692,0.118447802,0.085850262,0.168543432,0.187232221,0.13456947
AT3G46210,0.035193314,0.008573789,-0.022202296,-0.004112011,-0.130949467,0.045361455,0.010247785,-0.053386037,-0.136763859,-0.115291407
AT3G46220,0.040665888,0.016716602,0.085084313,0.068088463,-0.080635626,-0.027595841,0.054500406,0.085104129,0.319258144,0.054560437
AT3G46230,0.014653051,0.010758481,0.095444368,0.971647409,0.115809169,0.014260485,0.003881245,0.852333002,0.363847966,0.762994465
AT3G46240,0.422462972,-0.055486397,-0.258809288,0.213576338,-0.310538553,0.690534289,-0.017115203,0.030814516,-0.017115203,-0.017115203
AT3G46270,-0.155837512,-0.168269926,-0.402780934,-0.153651997,-0.82891472,0.016869174,0.043794397,-0.06628237,-0.138493866,-0.133742285
AT3G46280,0.086804388,0.007651045,-0.073837292,0.158992359,0.127985456,-0.034523819,-0.06548404,-0.082381409,-0.277423036,-0.052363124
AT3G46290,0.036607816,0.015744943,0.076629592,0.057463255,0.007791221,-0.125954274,-0.016859773,-0.058671783,-0.125564645,0.021484152
AT3G46320,-0.155660168,-0.199653371,-0.150559457,-0.27645786,0.158371874,-0.01334468,-0.109437599,-0.152462641,-0.458843468,0.039689447
AT3G46330,-0.125155085,-0.377912961,-0.47285138,-0.706778119,-0.676834858,-0.09550518,-0.229063748,-0.317242049,-0.657406822,-0.624488204
AT3G46340,0.329205552,-0.182643654,-0.326105182,-0.244231218,-0.585494471,0.392787927,0.175175399,-0.039966909,-0.22100537,-0.223575067
AT3G46370,0.273233211,0.204360581,-0.012095953,-0.30853991,-0.286037073,0.310235701,0.446837763,0.045702824,-0.533731122,-0.298345656
AT3G46400,0.221381756,-0.196405066,-0.366686101,-0.2204781,-0.689166701,0.063205348,-0.150345529,-0.098029007,-0.857562324,-0.444494201
AT3G46430,-0.096545754,-0.022205329,-0.047144173,-0.273619817,0.154776132,0.014725123,-0.148926432,-0.110667647,-0.4901299,-0.054842026
AT3G46440,-0.077228584,-0.032826862,-0.048371049,-0.033701913,0.196206825,0.004914353,-0.060900737,0.008706014,0.074033275,0.226875348
AT3G46450,-0.014270825,0.038382283,0.047052407,0.102572166,0.025792636,-0.032805426,0.040294854,0.114298619,0.407877884,0.068225966
AT3G46460,-0.107050738,0.067840554,-0.077556777,-0.058518348,0.022909913,-0.044008746,-0.063524985,-0.024199438,-0.066754202,0.061994745
AT3G46490,-0.066248927,-0.186431765,-0.48815908,-0.523174263,-0.298618089,0.143737347,-0.081112691,-0.35177246,-0.730671727,-0.276752448
AT3G46500,0.0262114,-0.221443734,-0.207703073,-0.203021117,-0.169663243,0.012891515,-0.052869801,-0.017242615,-0.261093095,-0.0876231
AT3G46510,0.08552562,-0.030741669,0.021015674,-0.136012649,-0.120854706,-0.03872942,0.016201802,0.050250138,-0.132028564,-0.095336095
AT3G46530,0.237899859,0.017928594,-0.214857248,-0.214796536,-0.299940195,0.018057741,-0.148564492,-0.297722185,-0.621085249,-0.43746051
AT3G46540,-0.126309013,-0.077758248,-0.035391796,-0.224449633,0.043523842,-0.057139099,-0.141836521,-0.207261793,-0.546696511,-0.102766011
AT3G46550,0.251980024,0.137737836,0.144817679,0.09137504,-0.18687704,0.324081184,0.17639552,0.100637332,0.193393552,0.099815199
AT3G46560,-0.084503759,-0.021426367,-0.072518778,-0.261581747,0.086577142,-0.034369458,-0.054643979,-0.147950792,-0.469751254,-0.017330155
AT3G46580,-0.056016704,-0.157931941,-0.164243718,0.063868053,0.20260043,0.080798965,-0.097375286,-0.108600542,-0.13004964,0.02407063
AT3G46590,0.052645655,0.080615204,0.091242217,0.066704401,0.087195726,0.065463038,0.086381364,0.156075178,0.275386516,0.101425118
AT3G46600,0.06467783,-0.016232032,0.037969766,0.169124529,0.161349499,-0.022626088,-0.024937194,0.045340978,0.598342758,0.22202298
AT3G46610,0.10757329,-0.033676593,0.049947049,-0.038131326,0.080657888,0.225545764,0.046729011,0.009359438,-0.167811227,0.02816065
AT3G46620,0.023330546,-0.001306062,0.07741389,0.102560833,0.394330398,-0.000738667,0.120282458,0.135423688,0.439575725,0.36038844
AT3G46630,-0.077344408,0.079624923,-0.002582956,-0.019031725,0.26307331,0.122624553,0.055190342,0.144508108,-0.026125406,0.140700936
AT3G46640,-0.01950997,-0.019262265,0.043864889,-0.134763197,-0.224546364,0.124666189,0.097408224,0.203217495,-0.064565574,-0.115766124
AT3G46650,-0.037023193,0.016329145,0.162441743,0.067008811,0.434484709,0.022072214,0.062379445,0.12703489,0.284969752,0.697904612
AT3G46658,0.009566095,0.103502295,0.061833649,0.008846143,0.013327891,0.113997902,0.089019373,0.205367033,-0.050315688,0.006889141
AT3G46668,-0.016748119,-0.048443442,0.130102113,-0.104708131,0.117038983,0.023653068,-0.17114275,-0.084838956,-0.21886469,0.103251657
AT3G46680,-0.104012486,0.039954129,-0.069250456,0.127332089,0.264788977,-0.078551443,-0.092222669,0.197553925,0.78033163,0.240395103
AT3G46690,-0.037893436,-0.056566779,-0.042635904,0.075354403,0.482702352,0.113746598,-0.016864001,0.06211655,0.439491915,0.308914091
AT3G46700,-0.053921753,0.046334826,0.077767954,-0.056684003,0.584009434,-0.031350796,0.036848201,0.135472621,0.014749465,0.740910504
AT3G46710,0.098361539,-0.235329758,-0.150440122,-0.461692371,-0.725576341,0.040087778,0.201739393,-0.019529535,-0.544656096,-0.40155872
AT3G46720,0.042745107,-0.090686571,-0.143880545,-0.144148148,-0.378242517,0.059005441,0.110144721,-0.193896204,-0.284472651,-0.35895643
AT3G46730,-0.125763057,-0.261835874,-0.279042871,-0.402140633,-0.400901953,-0.131795059,-0.038273409,-0.129333336,-0.479628311,-0.553435651
AT3G46735,-0.071825695,-0.053248973,0.070112653,0.081503698,-0.298718741,0.446013106,0.326457693,0.637903136,0.677308095,0.133612325
AT3G46740,0.113570002,0.005220207,0.027270477,0.050590361,-0.107731339,-0.027523925,0.018935035,-0.122073604,-0.068430356,-0.125707979
AT3G46760,0.104077991,0.353317107,0.272594247,0.174887447,0.319792524,0.137035133,0.069797996,-0.058470694,-0.544551778,-0.13625878
AT3G46780,-0.064395391,0.899812937,-0.052674152,0.354729705,-0.081053433,-0.276161153,0.043187623,-0.267854578,-0.279194143,-0.271041373
AT3G46790,-0.055025871,-0.048321046,-0.034801872,-0.093284931,-0.096601059,-0.054961911,0.063823291,0.03435546,-0.317342204,-0.111741988
AT3G46800,-0.189603018,-0.059730749,-0.071669457,-0.553988373,-0.422863356,-0.184789003,0.347954742,-0.190803412,-0.547987364,-0.515819423
AT3G46810,-0.057249415,-0.167371445,-0.391755246,-0.465803549,-0.614990835,0.114335016,0.120913488,-0.044610304,-0.555786565,-0.410111108
AT3G46820,-0.046566932,0.089176743,-0.072645425,-0.23355874,-0.136562335,-0.13366613,-0.12337887,-0.083876796,-0.540744736,-0.263584784
AT3G46830,-0.088319563,0.066179549,-0.050997328,-0.073451689,0.080369109,-0.05042229,-0.089332507,-0.051536774,-0.183062993,-0.090046531
AT3G46845,-0.067684688,0.014347204,-0.051893107,-0.113435374,0.053427276,0.132716831,0.008218623,-0.024169984,-0.03271776,-0.059463603
AT3G46870,-0.00756956,-0.097929455,-0.073832437,-0.094318903,0.073361008,-0.163612205,-0.103524323,-0.257414835,-0.318508978,-0.19545807
AT3G46880,-0.121122345,-0.183179913,-0.139367311,-0.271027022,0.292022925,0.346821066,0.166785778,-0.074303079,-0.319051574,0.640747641
AT3G46890,-0.148113132,-0.106985516,-0.111848047,-0.217421557,0.268356985,-0.162023895,-0.125262516,0.216606546,-0.209443641,-0.04734202
AT3G46900,-0.381941663,-0.483516236,-0.710126986,-0.787307793,-0.829435518,-0.659744545,-0.576056001,-0.636225349,-0.92943165,-0.96828262
AT3G46920,0.1196069,0.047774145,0.26458343,0.039121754,0.005404397,-0.02763522,0.212852406,0.23702511,0.374740643,0.140222383
AT3G46930,-0.04067294,-0.04959489,-0.003542845,0.191637455,0.14074933,-0.106519922,-0.056388737,-0.015299169,0.603050493,0.075416227
AT3G46940,-0.23597657,-0.239081165,-0.225174076,-0.224775208,0.141940104,-0.054793345,-0.143489775,-0.201403227,-0.354402186,0.033474225
AT3G46950,-0.036868153,-0.081112049,-0.006422078,-0.15391348,-0.120472026,-0.068389838,-0.086302745,-0.197794289,-0.093512586,-0.178079324
AT3G46960,0.096380098,0.006317896,0.175050282,0.027152399,-0.185751204,0.026962528,0.126523152,0.014290789,0.102979885,-0.129906625
AT3G46970,0.160672155,0.013397016,0.12263447,0.040935686,-0.108187933,-0.187703869,-0.116282352,-0.095850727,-0.047222185,-0.20186413
AT3G46980,0.084070741,0.028967318,0.195125026,0.098472863,0.139103633,0.024415348,0.033032891,0.107714793,0.23863658,0.14914372
AT3G46990,-0.255859859,-0.196944747,-0.060290733,-0.209671454,-0.399843292,-0.003729781,0.250472664,-0.047962847,-0.069961718,-0.050719535
AT3G47000,0.090229642,0.015391759,0.000484275,-0.118210529,-0.143698663,0.035731799,-0.115651404,-0.072968642,-0.295642524,-0.129188655
AT3G47010,0.078018593,-0.129395529,-0.052515419,-0.253108211,-0.203401163,-0.001977441,-0.137242987,-0.043861861,-0.402421311,-0.126451644
AT3G47030,-0.244949928,-0.458683545,-0.134973468,-0.347951752,-0.429799849,-0.109883671,0.031299826,0.059792794,0.051578107,-0.159828872
AT3G47040,-0.256690908,-0.215230693,-0.45185557,-0.466295536,-0.380710251,-0.3105372,-0.215843968,-0.328067126,-0.756601109,-0.361864983
AT3G47050,-0.257699634,-0.480872144,-0.634062083,-0.507858655,-0.639768903,-0.284621539,-0.431923097,-0.472630125,-0.506804165,-0.553713387
AT3G47060,-0.014647287,0.018181179,0.035305283,0.01966969,-0.045890561,-0.059036425,0.023453944,-0.017307733,0.054499705,-0.087838316
AT3G47070,-0.118999266,0.38963913,-0.169743484,-0.049159756,0.236151871,0.412918536,0.299451427,0.085564726,-0.172937016,0.407949137
AT3G47080,-0.005960723,-0.034396359,-0.000725302,0.116288297,0.031699456,-0.051938307,-0.045186159,0.002061633,0.044256392,0.075383874
AT3G47110,0.149114107,0.026637305,-0.10564915,-0.217269771,-0.113932511,-0.167351808,0.202800649,0.117596517,0.33513807,-0.275564611
AT3G47120,-0.09416163,-0.094261886,0.010392597,-0.043438821,0.00425095,0.058602942,0.02217873,0.077755493,0.01907836,0.094520778
AT3G47160,0.112362781,0.149188824,0.155831092,0.164141083,0.605894837,0.149951627,0.03537364,0.174990279,0.145030474,0.369334058
AT3G47180,-0.187608208,-0.116793817,0.012626746,-0.172826559,-0.152214599,-0.276956559,-0.26219753,-0.376839163,-0.256337235,-0.222542044
AT3G47200,0.032318119,-0.034227733,-0.192500225,0.009968084,-0.206894624,-0.110094999,-0.023119424,-0.070515326,-0.072659197,-0.183658605
AT3G47210,-0.076705778,0.000288828,-0.334902617,-0.075775249,-0.286868456,-0.067157973,0.003325116,-0.019899277,-0.230681706,-0.127356209
AT3G47220,0.216026437,-0.073075967,-0.238153003,0.000989735,-0.229084683,-0.079937008,-0.13581542,-0.225553258,-0.427134769,-0.2326212
AT3G47290,0.007469054,0.49795699,-0.225905627,0.273608097,0.171846103,0.063516643,0.163195629,0.141253313,-0.191978684,-0.011260848
AT3G47300,-0.220614841,-0.110278783,-0.232197111,-0.156114028,-0.020792994,-0.098043261,-0.088241915,-0.251110895,-0.386297157,-0.166898595
AT3G47340,-0.04137505,-0.031090647,0.110641227,0.171617858,0.241847324,-0.316642494,-0.316368649,-0.130737981,0.630095438,-0.216461211
AT3G47348,-0.189880603,0.003431158,-0.099336869,-0.11004635,0.08981892,-0.104722386,0.187342765,-0.014627134,-0.372460896,-0.143681923
AT3G47350,-0.103978907,-0.091033394,-0.088184539,-0.114376673,0.168144705,0.03689728,-0.087351207,-0.098325977,-0.214850933,-0.094889073
AT3G47360,-0.076977519,0.112534869,0.036937157,0.088105968,-0.252742931,-0.16089752,-0.171027549,-0.302993156,-0.395970832,-0.274593937
AT3G47370,-0.199746942,-0.143514183,-0.18768314,-0.30149818,-0.120018289,-0.043463744,-0.14393641,-0.187473153,-0.468515205,-0.16651234
AT3G47380,-0.182672644,-0.40492492,-0.246908654,-0.226750637,0.096132612,-0.103622661,-0.470796417,-0.513881787,-0.806463048,-0.394660443
AT3G47390,0.06556233,0.07713914,0.069996632,0.133210714,-0.020246054,0.100371641,0.22687975,0.073662152,0.163796161,0.009056905
AT3G47400,0.096786022,0.217306126,0.196302847,0.039308775,0.078678692,-0.023623039,0.044662481,0.336110802,-0.269813759,0.060674288
AT3G47420,0.702900375,0.003809111,0.272623941,0.583172594,0.119277558,0.905757267,0.00156435,0.334462861,0.707358814,0.117017845
AT3G47450,-0.084812942,-0.040512785,-0.151097386,-0.00335846,-0.130303541,0.100891453,0.129579961,-0.116196685,0.132116315,-0.071566997
