atID,-Pi_ph6,+Pi_ph5,-Pi_ph5,+Al,++Fe
AT1G20860|wt,0.46092037983929873,0,0,0,0
AT5G36110|wt,0,0,0,0.1037253469685902,0.09495982468955443
AT1G48000|wt,0,0,0,0.1037253469685902,0.1672753834915997
AT3G01990|wt,0,0,0,0.1037253469685902,0.14901387874360847
AT4G36430|wt,0,0,0,0.1037253469685902,0.07523739956172389
AT1G18100|wt,0,0,0,0.1037253469685902,0.0679327976625274
AT1G13540|wt,0,0,0,0.1037253469685902,0
AT2G34600|wt,0,0,0,0.1037253469685902,0.2220598977355734
AT5G25450|wt,0,0,0,0.10299488677867057,0.09569028487947408
AT3G59080|wt,0,0,0,0.10226442658875091,0.12344777209642074
AT5G57220|wt,0,0,0,0.10226442658875091,0.3002191380569759
AT4G21320|wt,0,0,0,0.10226442658875091,0
AT2G47180|wt,0,0,0,0.10226442658875091,0.2556610664718773
AT3G47950|wt,0,0,0,0.10226442658875091,0
AT3G18770|wt,0,0,0,0.10153396639883126,0.07085463842220599
AT2G42360|wt,0,0,0,0.10153396639883126,0.17677136596055515
AT4G31240|wt,0,0,0,0.10153396639883126,0.07012417823228634
AT4G13550|wt,0,0,0,0.10007304601899197,0
AT3G03870|wt,0,0,0,0.09934258582907232,0.16143170197224252
AT2G26560|wt,0,0,0,0.09934258582907232,0.339663988312637
AT2G43500|wt,0,0,0,0.09861212563915267,0.08473338203067933
AT5G08240|wt,0,0,0,0.09861212563915267,0.1329437545653762
AT1G28260|wt,0,0,0,0.09861212563915267,0.15485756026296568
AT1G07937|wt,0,0,0,0.09861212563915267,0
AT3G49780|wt,0,0,0,0.09788166544923303,0.24470416362308256
AT5G56520|wt,0,0,0,0.09788166544923303,0.11395178962746531
AT1G68450|wt,0,0,0,0.09788166544923303,0.1592403214024836
AT5G50760|wt,0,0,0,0.09715120525931338,0.06866325785244703
AT2G39010|wt,0,0,0,0.09715120525931338,0
AT4G37409|wt,0,0,0,0.09715120525931338,0.16654492330168005
AT1G50950|wt,0,0,0,0.09715120525931338,0
AT1G28190|wt,0,0,0,0.09715120525931338,0.21183345507669832
AT1G26230|wt,0,0,0,0.09642074506939373,0
AT1G55940|wt,0,0,0,0.09642074506939373,0.08181154127100074
AT2G22240|wt,0,0,0,0.09642074506939373,0.09715120525931338
AT5G16970|wt,0,0,0,0.09569028487947408,0.19065010956902848
AT4G09760|wt,0,0,0,0.09569028487947408,0.07450693937180423
AT5G19140|wt,0,0,0,0.09569028487947408,0.07596785975164354
AT2G37710|wt,0,0,0,0.09569028487947408,0.03944485025566107
AT1G66760|wt,0,0,0,0.09569028487947408,0.14170927684441198
AT5G52450|wt,0,0,0,0.09569028487947408,0.06939371804236669
AT5G61820|wt,0,0,0,0.09569028487947408,0.16289262235208182
AT3G18950|wt,0,0,0,0.09495982468955443,0.11833455076698321
AT2G29480|wt,0,0,0,0.09495982468955443,0.1555880204528853
AT5G56050|wt,0,0,0,0.09422936449963477,0
AT1G11300|wt,0,0,0,0.09422936449963477,0.1555880204528853
AT5G25190|wt,0,0,0,0.09422936449963477,0.09788166544923303
AT5G59730|wt,0,0,0,0.09422936449963477,0.11176040905770636
AT1G17744|wt,0,0,0,0.09422936449963477,0
AT5G63130|wt,0,0,0,0.09422936449963477,0.10810810810810811
AT1G19020|wt,0,0,0,0.09422936449963477,0.18115412710007306
AT5G42092|wt,0,0,0,0.09349890430971512,0.09495982468955443
AT1G14870|wt,0,0,0,0.09349890430971512,0.1110299488677867
AT2G38230|wt,0,0,0,0.09349890430971512,0
AT4G19200|wt,0,0,0,0.09276844411979547,0.10591672753834916
AT3G52400|wt,0,0,0,0.09276844411979547,0.10591672753834916
AT2G29740|wt,0,0,0,0.09276844411979547,0.03944485025566107
AT4G14940|wt,0,0,0,0.09203798392987582,0
AT4G37240|wt,0,0,0,0.09203798392987582,0
AT5G11670|wt,0,0,0,0.09203798392987582,0
AT4G00360|wt,0,0,0,0.09130752373995618,0.09422936449963477
AT4G38470|wt,0,0,0,0.09130752373995618,0.03871439006574142
AT2G40370|wt,0,0,0,0.09130752373995618,0.07523739956172389
AT3G15340|wt,0,0,0,0.09130752373995618,0
AT2G04230|wt,0,0,0,0.09130752373995618,0
AT2G05510|wt,0,0,0,0.09057706355003653,0.19138056975894815
AT1G24575|wt,0,0,0,0.09057706355003653,0.18699780861943024
AT3G26450|wt,0,0,0,0.09057706355003653,0.11322132943754566
AT1G63530|wt,0,0,0,0.09057706355003653,0.0664718772826881
AT2G26530|wt,0,0,0,0.08984660336011688,0.1818845872899927
AT2G20560|wt,0,0,0,0.08984660336011688,0
AT1G17170|wt,0,0,0,0.08984660336011688,0.13221329437545654
AT1G48260|wt,0,0,0,0.08984660336011688,0.10664718772826881
AT5G59520|wt,0,0,0,0.08984660336011688,0.0664718772826881
AT5G27920|wt,0,0,0,0.08984660336011688,0
AT1G13700|wt,0,0,0,0.08984660336011688,0.09276844411979547
AT4G25760|wt,0,0,0,0.08911614317019723,0
AT5G38710|wt,0,0,0,0.08911614317019723,0.11833455076698321
AT2G28110|wt,0,0,0,0.08911614317019723,0.07158509861212564
AT2G28400|wt,0,0,0,0.08911614317019723,0.18553688823959094
AT1G23090|wt,0,0,0,0.08911614317019723,0
AT4G02880|wt,0,0,0,0.08911614317019723,0
AT4G31140|wt,0,0,0,0.08838568298027757,0
AT4G02700|wt,0,0,0,0.08838568298027757,0.08619430241051862
AT1G58030|wt,0,0,0,0.08838568298027757,0.11029948867786706
AT1G49960|wt,0,0,0,0.08765522279035792,0.0664718772826881
AT1G18570|wt,0,0,0,0.08765522279035792,0.13805697589481372
AT4G24690|wt,0,0,0,0.08765522279035792,0.0620891161431702
AT2G33205|wt,0,0,0,0.08765522279035792,0.1110299488677867
AT1G77920|wt,0,0,0,0.08765522279035792,0
AT5G16240|wt,0,0,0,0.08765522279035792,0.10080350620891161
AT3G22370|wt,0,0,0,0.08765522279035792,0.11395178962746531
AT2G38110|wt,0,0,0,0.08765522279035792,0.07304601899196494
AT3G47730|wt,0,0,0,0.08692476260043827,0.08765522279035792
AT1G52857|wt,0,0,0,0.08692476260043827,0.1358655953250548
AT5G11100|wt,0,0,0,0.08692476260043827,0.053323593864134405
AT4G19700|wt,0,0,0,0.08692476260043827,0.04601899196493791
AT2G39050|wt,0,0,0,0.08692476260043827,0.1862673484295106
AT5G18270|wt,0,0,0,0.08692476260043827,0.06574141709276844
AT2G25460|wt,0,0,0,0.08619430241051862,0.10956902848794742
AT5G06330|wt,0,0,0,0.08619430241051862,0.04674945215485756
AT1G08310|wt,0,0,0,0.08619430241051862,0
AT3G22460|wt,0,0,0,0.08619430241051862,0.1241782322863404
AT1G27720|wt,0,0,0,0.08619430241051862,0
AT4G22070|wt,0,0,0,0.08546384222059898,0.11322132943754566
AT3G54040|wt,0,0,0,0.08546384222059898,0.08692476260043827
AT3G20300|wt,0,0,0,0.08546384222059898,0.05697589481373266
AT5G58860|wt,0,0,0,0.08546384222059898,0.0796201607012418
AT2G18150|wt,0,0,0,0.08473338203067933,0.08546384222059898
AT3G57380|wt,0,0,0,0.08473338203067933,0.07742878013148284
AT4G36870|wt,0,0,0,0.08473338203067933,0
AT2G03200|wt,0,0,0,0.08473338203067933,0.11322132943754566
AT2G35910|wt,0,0,0,0.08473338203067933,0.04090577063550037
AT1G30700|wt,0,0,0,0.08400292184075968,0.13148283418553688
AT1G70740|wt,0,0,0,0.08400292184075968,0.05551497443389335
AT2G36270|wt,0,0,0,0.08400292184075968,0
AT4G03820|wt,0,0,0,0.08400292184075968,0
AT3G12700|wt,0,0,0,0.08400292184075968,0
AT3G44300|wt,0,0,0,0.08400292184075968,0.14097881665449233
AT4G23070|wt,0,0,0,0.08400292184075968,0.08108108108108109
AT3G02990|wt,0,0,0,0.08327246165084003,0
AT4G35985|wt,0,0,0,0.08327246165084003,0.04601899196493791
AT5G64780|wt,0,0,0,0.08327246165084003,0.07742878013148284
AT1G33110|wt,0,0,0,0.08327246165084003,0.08984660336011688
AT1G17180|wt,0,0,0,0.08327246165084003,0.16362308254200147
AT1G21410|wt,0,0,0,0.08327246165084003,0.13732651570489407
AT4G02830|wt,0,0,0,0.08327246165084003,0.12052593133674215
AT1G04360|wt,0,0,0,0.08254200146092038,0.07742878013148284
AT1G80820|wt,0,0,0,0.08254200146092038,0.10737764791818846
AT4G27020|wt,0,0,0,0.08254200146092038,0.07815924032140249
AT5G37690|wt,0,0,0,0.08254200146092038,0
AT1G31120|wt,0,0,0,0.08254200146092038,0.05770635500365231
AT3G04370|wt,0,0,0,0.08254200146092038,0.08254200146092038
AT2G39800|wt,0,0,0,0.08254200146092038,0.05843681519357195
AT1G64950|wt,0,0,0,0.08254200146092038,0.1475529583637692
AT1G71040|wt,0,0,0,0.08181154127100074,0
AT4G33740|wt,0,0,0,0.08181154127100074,0
AT5G05410|wt,0,0,0,0.08181154127100074,0.08035062089116145
AT3G44880|wt,0,0,0,0.08181154127100074,0.1344046749452155
AT2G32800|wt,0,0,0,0.08108108108108109,0.07304601899196494
AT1G08280|wt,0,0,0,0.08108108108108109,0
AT2G32560|wt,0,0,0,0.08108108108108109,0.07158509861212564
AT3G21260|wt,0,0,0,0.08108108108108109,0.08327246165084003
AT1G13530|wt,0,0,0,0.08108108108108109,0.042366691015339665
AT3G15770|wt,0,0,0,0.08108108108108109,0.09715120525931338
AT2G01890|wt,0,0,0,0.08035062089116145,0.1110299488677867
AT1G13090|wt,0,0,0,0.08035062089116145,0.14536157779401024
AT4G30670|wt,0,0,0,0.08035062089116145,0.04967129291453616
AT1G30620|wt,0,0,0,0.08035062089116145,0
AT2G24180|wt,0,0,0,0.08035062089116145,0.168736303871439
AT5G17990|wt,0,0,0,0.08035062089116145,0.12052593133674215
AT1G64110|wt,0,0,0,0.08035062089116145,0
AT4G14370|wt,0,0,0,0.0796201607012418,0
AT3G09020|wt,0,0,0,0.0796201607012418,0.1168736303871439
AT5G06230|wt,0,0,0,0.0796201607012418,0.08181154127100074
AT5G64572|wt,0,0,0,0.0796201607012418,0.048940832724616516
AT5G06740|wt,0,0,0,0.07888970051132214,0.12929145361577796
AT5G65990|wt,0,0,0,0.07888970051132214,0.1110299488677867
AT1G21680|wt,0,0,0,0.07888970051132214,0.16362308254200147
AT1G28600|wt,0,0,0,0.07888970051132214,0.11614317019722425
AT4G35840|wt,0,0,0,0.07815924032140249,0.07888970051132214
AT5G18130|wt,0,0,0,0.07815924032140249,0.09788166544923303
AT5G37740|wt,0,0,0,0.07815924032140249,0.061358655953250546
AT4G25240|wt,0,0,0,0.07742878013148284,0.06939371804236669
AT1G74000|wt,0,0,0,0.07742878013148284,0.11322132943754566
AT3G12720|wt,0,0,0,0.07742878013148284,0.06866325785244703
AT5G09480|wt,0,0,0,0.07742878013148284,0.10591672753834916
AT1G17950|wt,0,0,0,0.07742878013148284,0.10883856829802777
AT2G27389|wt,0,0,0,0.07669831994156319,0.1592403214024836
AT3G13672|wt,0,0,0,0.07669831994156319,0
AT2G23540|wt,0,0,0,0.07669831994156319,0.09495982468955443
AT5G13330|wt,0,0,0,0.07596785975164354,0.13075237399561723
AT5G46080|wt,0,0,0,0.07596785975164354,0.061358655953250546
AT3G17210|wt,0,0,0,0.07596785975164354,0
AT1G78610|wt,0,0,0,0.07523739956172389,0
AT5G10770|wt,0,0,0,0.07523739956172389,0.09715120525931338
AT1G27100|wt,0,0,0,0.07523739956172389,0.07012417823228634
AT3G03475|wt,0,0,0,0.07523739956172389,0
AT4G00070|wt,0,0,0,0.07450693937180423,0
AT2G40000|wt,0,0,0,0.07450693937180423,0.14097881665449233
AT4G32940|wt,0,0,0,0.07450693937180423,0.09276844411979547
AT5G41550|wt,0,0,0,0.07450693937180423,0
AT3G45410|wt,0,0,0,0.0737764791818846,0.1037253469685902
AT3G29810|wt,0,0,0,0.0737764791818846,0
AT4G12120|wt,0,0,0,0.0737764791818846,0
AT4G24140|wt,0,0,0,0.0737764791818846,0.06720233747260775
AT2G18690|wt,0,0,0,0.0737764791818846,0.12344777209642074
AT4G22610|wt,0,0,0,0.0737764791818846,0.18553688823959094
AT2G29490|wt,0,0,0,0.07304601899196494,0.18699780861943024
AT5G55180|wt,0,0,0,0.0723155588020453,0
AT5G12930|wt,0,0,0,0.0723155588020453,0
AT2G37360|wt,0,0,0,0.0723155588020453,0.060628195763330894
AT5G64220|wt,0,0,0,0.0723155588020453,0
AT2G35380|wt,0,0,0,0.07158509861212564,0.09642074506939373
AT1G56320|wt,0,0,0,0.07158509861212564,0.09057706355003653
AT4G15260|wt,0,0,0,0.07085463842220599,0.08765522279035792
AT3G14070|wt,0,0,0,0.07085463842220599,0
AT5G02480|wt,0,0,0,0.07085463842220599,0
AT5G08790|wt,0,0,0,0.07085463842220599,0.10737764791818846
AT5G66070|wt,0,0,0,0.07085463842220599,0.10883856829802777
AT2G22540|wt,0,0,0,0.07085463842220599,0.14317019722425128
AT1G68850|wt,0,0,0,0.07085463842220599,0.10810810810810811
AT4G13250|wt,0,0,0,0.07085463842220599,0.15120525931336742
AT1G30500|wt,0,0,0,0.07085463842220599,0.08619430241051862
AT5G10230|wt,0,0,0,0.07012417823228634,0.1329437545653762
AT4G20070|wt,0,0,0,0.07012417823228634,-0.06866325785244703
AT5G18630|wt,0,0,0,0.07012417823228634,0.07815924032140249
AT5G06720|wt,0,0,0,0.07012417823228634,0.07742878013148284
AT4G17740|wt,0,0,0,0.06939371804236669,0
AT5G58350|wt,0,0,0,0.06939371804236669,0
AT1G77890|wt,0,0,0,0.06939371804236669,0
AT3G44510|wt,0,0,0,0.06939371804236669,0
AT3G22200|wt,0,0,0,0.06939371804236669,0.03944485025566107
AT5G44550|wt,0,0,0,0.06866325785244703,0.0723155588020453
AT1G15530|wt,0,0,0,0.06866325785244703,0
AT5G42050|wt,0,0,0,0.06866325785244703,0.053323593864134405
AT2G35710|wt,0,0,0,0.06866325785244703,-0.05989773557341125
AT2G17970|wt,0,0,0,0.0679327976625274,0
AT1G49780|wt,0,0,0,0.0679327976625274,0.10153396639883126
AT5G39610|wt,0,0,0,0.06720233747260775,0.17823228634039445
AT3G55890|wt,0,0,0,0.06720233747260775,0.12783053323593865
AT5G06510|wt,0,0,0,0.06720233747260775,0.06720233747260775
AT2G40095|wt,0,0,0,0.06720233747260775,0.09495982468955443
AT5G47650|wt,0,0,0,0.06720233747260775,0.048210372534696865
AT5G06730|wt,0,0,0,0.0664718772826881,0.09203798392987582
AT4G03140|wt,0,0,0,0.0664718772826881,0.08327246165084003
AT2G30070|wt,0,0,0,0.0664718772826881,0
AT1G28570|wt,0,0,0,0.0664718772826881,0.11541271000730462
AT3G44550|wt,0,0,0,0.0664718772826881,0.0796201607012418
AT3G22550|wt,0,0,0,0.06574141709276844,0
AT1G21010|wt,0,0,0,0.06574141709276844,0.06866325785244703
AT1G75440|wt,0,0,0,0.06574141709276844,0.07085463842220599
AT5G16360|wt,0,0,0,0.06574141709276844,0.09495982468955443
AT1G78830|wt,0,0,0,0.06574141709276844,0.17457998539079622
AT1G52880|wt,0,0,0,0.0650109569028488,0.0664718772826881
AT5G26340|wt,0,0,0,0.0650109569028488,0.17165814463111762
AT3G06390|wt,0,0,0,0.0650109569028488,0.16581446311176043
AT1G73480|wt,0,0,0,0.0650109569028488,0.12271731190650109
AT4G34138|wt,0,0,0,0.0650109569028488,0.18115412710007306
AT1G55110|wt,0,0,0,0.0650109569028488,0.04382761139517896
AT4G00430|wt,0,0,0,0.06428049671292915,0
AT1G12200|wt,0,0,0,0.06428049671292915,0
AT1G57990|wt,0,0,0,0.0635500365230095,0.10737764791818846
AT4G25390|wt,0,0,0,0.0635500365230095,0.056245434623813005
AT1G28380|wt,0,0,0,0.0635500365230095,0.08838568298027757
AT4G30280|wt,0,0,0,0.0635500365230095,0.048940832724616516
AT5G17330|wt,0,0,0,0.0635500365230095,0
AT3G11430|wt,0,0,0,0.06281957633308985,0.08035062089116145
AT5G07440|wt,0,0,0,0.06281957633308985,0.06574141709276844
AT1G59590|wt,0,0,0,0.06281957633308985,0.12490869247626005
AT1G66160|wt,0,0,0,0.06281957633308985,0.10007304601899197
AT1G16900|wt,0,0,0,0.06281957633308985,0
AT2G01430|wt,0,0,0,0.06281957633308985,0.05843681519357195
AT3G05360|wt,0,0,0,0.06281957633308985,0.04163623082542001
AT5G52120|wt,0,0,0,0.06281957633308985,0.11468224981738497
AT4G01950|wt,0,0,0,0.06281957633308985,0
AT4G17215|wt,0,0,0,0.06281957633308985,0.13075237399561723
AT2G05630|wt,0,0,0,0.06281957633308985,0.08692476260043827
AT3G15990|wt,0,0,0,0.06281957633308985,0.08181154127100074
AT3G24450|wt,0,0,0,0.0620891161431702,0.09788166544923303
AT2G39375|wt,0,0,0,0.0620891161431702,0
AT3G10190|wt,0,0,0,0.0620891161431702,0.0796201607012418
AT4G29270|wt,0,0,0,0.0620891161431702,0.12490869247626005
AT3G04380|wt,0,0,0,0.0620891161431702,0
AT4G17615|wt,0,0,0,0.0620891161431702,0.08619430241051862
AT2G40420|wt,0,0,0,0.0620891161431702,0.08327246165084003
AT1G17830|wt,0,0,0,0.061358655953250546,0.0635500365230095
AT1G08650|wt,0,0,0,0.061358655953250546,-0.052593133674214754
AT1G68390|wt,0,0,0,0.061358655953250546,0
AT3G52850|wt,0,0,0,0.061358655953250546,0.04163623082542001
AT3G48190|wt,0,0,0,0.060628195763330894,-0.05478451424397371
AT1G28100|wt,0,0,0,0.060628195763330894,0.14317019722425128
AT1G74360|wt,0,0,0,0.060628195763330894,0.1168736303871439
AT1G27030|wt,0,0,0,0.060628195763330894,0.060628195763330894
AT5G61390|wt,0,0,0,0.060628195763330894,0
AT2G29450|wt,0,0,0,0.060628195763330894,0.15266617969320673
AT3G44540|wt,0,0,0,0.060628195763330894,0.07158509861212564
AT4G33050|wt,0,0,0,0.060628195763330894,0.12052593133674215
AT1G60940|wt,0,0,0,0.05989773557341125,0
AT1G49310|wt,0,0,0,0.05989773557341125,0.07523739956172389
AT2G27080|wt,0,0,0,0.05989773557341125,0.07450693937180423
AT2G04160|wt,0,0,0,0.05989773557341125,0.06866325785244703
AT1G32870|wt,0,0,0,0.05989773557341125,0
AT3G20410|wt,0,0,0,0.05989773557341125,0.029218407596785977
AT1G13990|wt,0,0,0,0.05989773557341125,0.09788166544923303
AT5G65280|wt,0,0,0,0.059167275383491605,0.1285609934258583
AT4G29230|wt,0,0,0,0.059167275383491605,0
AT5G64250|wt,0,0,0,0.059167275383491605,0.08327246165084003
AT1G35670|wt,0,0,0,0.059167275383491605,0.03579254930606282
AT1G19660|wt,0,0,0,0.059167275383491605,0.16143170197224252
AT5G06370|wt,0,0,0,0.059167275383491605,0.060628195763330894
AT2G22000|wt,0,0,0,0.05843681519357195,0
AT3G26440|wt,0,0,0,0.05843681519357195,0
AT1G34670|wt,0,0,0,0.05843681519357195,0.06939371804236669
AT2G18950|wt,0,0,0,0.05843681519357195,0.1300219138056976
AT4G04910|wt,0,0,0,0.05843681519357195,0
AT2G27830|wt,0,0,0,0.05843681519357195,0.09569028487947408
AT3G20500|wt,0,0,0,0.05843681519357195,0
AT1G55510|wt,0,0,0,0.05843681519357195,0.08254200146092038
AT4G16750|wt,0,0,0,0.05843681519357195,0.10445580715850986
AT1G63720|wt,0,0,0,0.05770635500365231,0.08327246165084003
AT5G52580|wt,0,0,0,0.05770635500365231,0
AT3G54200|wt,0,0,0,0.05770635500365231,0.11395178962746531
AT4G18360|wt,0,0,0,0.05770635500365231,0.056245434623813005
AT1G01720|wt,0,0,0,0.05770635500365231,0.11249086924762601
AT2G44260|wt,0,0,0,0.05697589481373266,0
AT2G02230|wt,0,0,0,0.05697589481373266,0
AT3G49530|wt,0,0,0,0.05697589481373266,0.03725346968590212
AT2G38180|wt,0,0,0,0.05697589481373266,0
AT1G06430|wt,0,0,0,0.05697589481373266,0
AT5G57610|wt,0,0,0,0.05697589481373266,0
AT2G46680|wt,0,0,0,0.056245434623813005,0.08546384222059898
AT1G68020|wt,0,0,0,0.056245434623813005,0.03944485025566107
AT1G49980|wt,0,0,0,0.056245434623813005,0
AT2G36670|wt,0,0,0,0.056245434623813005,0.050401753104455806
AT5G40170|wt,0,0,0,0.05551497443389335,0.08035062089116145
AT4G24230|wt,0,0,0,0.05551497443389335,0
AT4G27830|wt,0,0,0,0.05551497443389335,0.08546384222059898
AT3G16280|wt,0,0,0,0.05551497443389335,0.0620891161431702
AT1G35190|wt,0,0,0,0.05478451424397371,0
AT3G19900|wt,0,0,0,0.05478451424397371,0.08473338203067933
AT5G12330|wt,0,0,0,0.05478451424397371,0.050401753104455806
AT1G76700|wt,0,0,0,0.05478451424397371,0.05405405405405406
AT1G20620|wt,0,0,0,0.05405405405405406,0.07450693937180423
AT5G11110|wt,0,0,0,0.05405405405405406,0
AT3G18400|wt,0,0,0,0.05405405405405406,0.09057706355003653
AT5G23530|wt,0,0,0,0.05405405405405406,0.06720233747260775
AT4G39940|wt,0,0,0,0.05405405405405406,0.13878743608473337
AT3G54140|wt,0,0,0,0.05405405405405406,0.059167275383491605
AT3G10800|wt,0,0,0,0.05405405405405406,0.04090577063550037
AT3G01930|wt,0,0,0,0.05405405405405406,0
AT1G30570|wt,0,0,0,0.05405405405405406,0
AT3G03610|wt,0,0,0,0.053323593864134405,0.05113221329437546
AT4G27070|wt,0,0,0,0.053323593864134405,0.09276844411979547
AT1G64210|wt,0,0,0,0.053323593864134405,0
AT3G04070|wt,0,0,0,0.053323593864134405,0.10591672753834916
AT3G28340|wt,0,0,0,0.053323593864134405,0.07523739956172389
AT2G38000|wt,0,0,0,0.053323593864134405,0
AT4G33920|wt,0,0,0,0.052593133674214754,0.06281957633308985
AT5G22550|wt,0,0,0,0.052593133674214754,0
AT3G29680|wt,0,0,0,0.052593133674214754,0
AT1G23380|wt,0,0,0,0.052593133674214754,0
AT3G19100|wt,0,0,0,0.052593133674214754,0
AT1G04990|wt,0,0,0,0.052593133674214754,0
AT2G25690|wt,0,0,0,0.052593133674214754,0
AT4G01870|wt,0,0,0,0.0518626734842951,0.13805697589481372
AT4G34150|wt,0,0,0,0.0518626734842951,0
AT4G29070|wt,0,0,0,0.0518626734842951,0.08400292184075968
AT3G01650|wt,0,0,0,0.0518626734842951,0
AT3G15430|wt,0,0,0,0.05113221329437546,0
AT1G61360|wt,0,0,0,0.05113221329437546,0.07669831994156319
AT4G37870|wt,0,0,0,0.05113221329437546,0
AT3G05200|wt,0,0,0,0.05113221329437546,0.08619430241051862
AT3G16910|wt,0,0,0,0.05113221329437546,0.04382761139517896
AT5G67430|wt,0,0,0,0.050401753104455806,0
AT4G31000|wt,0,0,0,0.050401753104455806,0
AT1G47550|wt,0,0,0,0.050401753104455806,0
AT4G26690|wt,0,0,0,0.050401753104455806,0
AT2G34650|wt,0,0,0,0.050401753104455806,0.056245434623813005
AT1G42990|wt,0,0,0,0.050401753104455806,0.06939371804236669
AT5G56270|wt,0,0,0,0.050401753104455806,0
AT3G10985|wt,0,0,0,0.04967129291453616,0.12271731190650109
AT1G19850|wt,0,0,0,0.04967129291453616,0
AT1G51950|wt,0,0,0,0.04967129291453616,0.08911614317019723
AT5G41100|wt,0,0,0,0.04967129291453616,0
AT4G38060|wt,0,0,0,0.04967129291453616,0.0664718772826881
AT4G31500|wt,0,0,0,0.04967129291453616,0.127100073046019
AT1G18390|wt,0,0,0,0.04967129291453616,0.0737764791818846
AT5G51180|wt,0,0,0,0.04967129291453616,0.030679327976625273
AT5G65660|wt,0,0,0,0.04967129291453616,0
AT4G38050|wt,0,0,0,0.048940832724616516,0
AT4G14070|wt,0,0,0,0.048940832724616516,0
AT1G27320|wt,0,0,0,0.048940832724616516,0
AT4G27280|wt,0,0,0,0.048210372534696865,0.05770635500365231
AT3G62830|wt,0,0,0,0.048210372534696865,-0.02848794740686633
AT2G41830|wt,0,0,0,0.048210372534696865,-0.03944485025566107
AT2G39350|wt,0,0,0,0.048210372534696865,0
AT5G12900|wt,0,0,0,0.048210372534696865,0
AT5G39970|wt,0,0,0,0.048210372534696865,0
AT5G18310|wt,0,0,0,0.048210372534696865,0.08254200146092038
AT3G51250|wt,0,0,0,0.048210372534696865,0.040175310445580724
AT3G52180|wt,0,0,0,0.048210372534696865,0
AT5G63850|wt,0,0,0,0.048210372534696865,0.07012417823228634
AT2G02370|wt,0,0,0,0.048210372534696865,0.07085463842220599
AT4G02195|wt,0,0,0,0.048210372534696865,0
AT4G10730|wt,0,0,0,0.048210372534696865,0
AT2G42950|wt,0,0,0,0.04747991234477721,0
AT1G27290|wt,0,0,0,0.04747991234477721,0.08254200146092038
AT1G09870|wt,0,0,0,0.04747991234477721,0.04163623082542001
AT5G05730|wt,0,0,0,0.04747991234477721,0.13659605551497445
AT1G33560|wt,0,0,0,0.04747991234477721,0
AT1G05710|wt,0,0,0,0.04747991234477721,0.03725346968590212
AT1G20640|wt,0,0,0,0.04747991234477721,0
AT3G13310|wt,0,0,0,0.04747991234477721,0.09422936449963477
AT4G27940|wt,0,0,0,0.04674945215485756,0
AT1G24150|wt,0,0,0,0.04674945215485756,0.03652300949598247
AT2G04400|wt,0,0,0,0.04674945215485756,0.08765522279035792
AT5G51050|wt,0,0,0,0.04674945215485756,0
AT2G15230|wt,0,0,0,0.04601899196493791,0.09130752373995618
AT2G44500|wt,0,0,0,0.04601899196493791,0
AT3G08590|wt,0,0,0,0.04601899196493791,0
AT1G24170|wt,0,0,0,0.04601899196493791,0
AT5G26670|wt,0,0,0,0.04601899196493791,0
AT3G08510|wt,0,0,0,0.04601899196493791,0
AT3G55740|wt,0,0,0,0.04601899196493791,0.08692476260043827
AT2G17220|wt,0,0,0,0.04601899196493791,0.08546384222059898
AT3G17770|wt,0,0,0,0.04601899196493791,0.04455807158509861
AT5G11650|wt,0,0,0,0.04601899196493791,0.0664718772826881
AT1G01120|wt,0,0,0,0.045288531775018265,0.06428049671292915
AT3G27820|wt,0,0,0,0.045288531775018265,0.03871439006574142
AT3G57090|wt,0,0,0,0.045288531775018265,0.06281957633308985
AT4G23470|wt,0,0,0,0.045288531775018265,0
AT1G22170|wt,0,0,0,0.045288531775018265,0
AT3G54810|wt,0,0,0,0.045288531775018265,0
AT5G05110|wt,0,0,0,0.045288531775018265,0.06866325785244703
AT1G50420|wt,0,0,0,0.045288531775018265,0
AT2G22430|wt,0,0,0,0.045288531775018265,0.07888970051132214
AT2G31800|wt,0,0,0,0.045288531775018265,0.04674945215485756
AT2G15480|wt,0,0,0,0.04455807158509861,0.07669831994156319
AT4G40080|wt,0,0,0,0.04455807158509861,0.0723155588020453
AT3G55880|wt,0,0,0,0.04455807158509861,0.05478451424397371
AT1G75390|wt,0,0,0,0.04455807158509861,0
AT1G06840|wt,0,0,0,0.04455807158509861,0
AT3G05940|wt,0,0,0,0.04455807158509861,0.040175310445580724
AT5G51640|wt,0,0,0,0.04455807158509861,0.05405405405405406
AT3G52870|wt,0,0,0,0.04382761139517896,0
AT3G46930|wt,0,0,0,0.04382761139517896,0.03360116873630387
AT3G08760|wt,0,0,0,0.04382761139517896,0.05843681519357195
AT5G60360|wt,0,0,0,0.04382761139517896,0.07304601899196494
AT1G79160|wt,0,0,0,0.04382761139517896,0.10518626734842951
AT1G06870|wt,0,0,0,0.04382761139517896,0.05989773557341125
AT2G37570|wt,0,0,0,0.04382761139517896,0
AT5G35690|wt,0,0,0,0.04382761139517896,0.053323593864134405
AT2G29990|wt,0,0,0,0.04382761139517896,0.06428049671292915
AT4G17790|wt,0,0,0,0.04309715120525931,0.06281957633308985
AT3G63310|wt,0,0,0,0.04309715120525931,0.03506208911614317
AT1G34220|wt,0,0,0,0.04309715120525931,0
AT1G18460|wt,0,0,0,0.04309715120525931,0.053323593864134405
