atID,-Pi_ph6,+Pi_ph5,-Pi_ph5,+Al,++Fe
AT1G20860|wt,0.46092037983929873,0,0,0,0
AT5G25460|wt,0.05770635500365231,0.08838568298027757,0.13148283418553688,0.3046018991964938,0.11468224981738497
AT1G70900|wt,0.05770635500365231,0,0,0.04309715120525931,0
AT5G20280|wt,0.05697589481373266,0,0.06281957633308985,0.05405405405405406,0
AT3G04350|wt,0.056245434623813005,0,0,0.03798392987582177,0
AT2G32960|wt,0.05478451424397371,0,0,0.03798392987582177,-0.045288531775018265
AT2G27190|wt,0.05405405405405406,0,0,0.06720233747260775,0
AT4G05390|wt,-0.061358655953250546,-0.05989773557341125,-0.0620891161431702,-0.1197954711468225,-0.14097881665449233
AT1G04770|wt,-0.06574141709276844,0,0,0,0
AT5G02230|wt,-0.0723155588020453,0,0,0,0
AT1G78050|wt,-0.07815924032140249,0,-0.0679327976625274,-0.10883856829802777,-0.13732651570489407
AT5G52670|wt,-0.08035062089116145,0,-0.08692476260043827,-0.17311906501095692,-0.13075237399561723
AT5G59490|wt,-0.08400292184075968,0,0,0,0
AT1G70260|wt,-0.08911614317019723,0,0,-0.16800584368151936,-0.18553688823959094
AT5G11920|wt,-0.09715120525931338,-0.07158509861212564,-0.13878743608473337,0,-0.04967129291453616
AT2G02250|wt,-0.09715120525931338,0,0,0,0
AT1G49000|wt,-0.10153396639883126,0,-0.10956902848794742,0,0
AT1G15625|wt,-0.10226442658875091,0,-0.1037253469685902,-0.09569028487947408,-0.07450693937180423
AT1G62280|wt,-0.10226442658875091,0,0,-0.11029948867786706,0
AT4G10500|wt,-0.10299488677867057,0,-0.17384952520087654,-0.09057706355003653,0
AT5G41290|wt,-0.11395178962746531,-0.12198685171658144,-0.28195763330898466,-0.2768444119795471,-0.22644265887509132
AT3G49570|wt,-0.14390065741417093,0.1197954711468225,0,0,0
AT5G62330|wt,-0.15047479912344777,0,-0.14828341855368882,-0.17823228634039445,0
AT5G52720|wt,-0.15120525931336742,0,-0.14901387874360847,-0.18845872899926955,-0.1877282688093499
AT5G44568|wt,-0.1701972242512783,0,-0.154127100073046,-0.17238860482103724,-0.26515704894083275
AT2G26400|wt,-0.17969320672023376,0,-0.3133674214755296,-0.32286340394448504,-0.3221329437545654
AT1G78230|wt,-0.18261504747991236,-0.1701972242512783,0,-0.20160701241782322,-0.16362308254200147
AT4G27850|wt,-0.19868517165814464,-0.12271731190650109,-0.21840759678597518,-0.20598977355734113,-0.22644265887509132
AT2G37870|wt,-0.24543462381300218,0,0,0,0.29802775748721694
AT3G16520|wt,-0.2483564645726808,0,0,0,0
AT1G15610|wt,-0.26296566837107377,0,-0.5829072315558803,-0.5829072315558803,-0.3140978816654492
AT3G12230|wt,-0.2907231555880205,0,-0.39590942293645,-0.3593864134404675,-0.32651570489408327
AT5G47850|wt,-0.425127830533236,0,0,0,0.13148283418553688
AT3G46190|wt,-0.425127830533236,-0.21694667640613588,-0.41197954711468227,-0.30898466033601174,-0.28487947406866326
AT2G05100|wt,0,0.3769174579985391,0,0,0
AT5G52390|wt,0,0.3162892622352082,0.3294375456537619,0.40905770635500366,0.47041636230825423
AT1G23730|wt,0,0.2680788897005113,0.26150474799123447,0.29145361577794016,0.28853177501826155
AT5G07570|wt,0,0.2527392257121987,0.36742147552958365,0.5829072315558803,0.28780131482834187
AT5G48850|wt,0,0.20379839298758218,0,0,0
AT3G08940|wt,0,0.17604090577063553,0,0,0
AT3G49580|wt,0,0.17165814463111762,0,0,0
AT5G52320|wt,0,0.13878743608473337,0.18699780861943024,0.20014609203798395,0.22352081811541272
AT5G50335|wt,0,0.13732651570489407,0,0,0.13659605551497445
AT5G18910|wt,0,0.13148283418553688,0,0.09861212563915267,0.1168736303871439
AT3G05400|wt,0,0.11614317019722425,0,0,0
AT3G16530|wt,0,0.11541271000730462,0.16143170197224252,0.42366691015339664,0.3747260774287801
AT2G20520|wt,0,0.1110299488677867,0.09788166544923303,0,0.08984660336011688
AT4G01830|wt,0,0.1110299488677867,0.12490869247626005,0,0.07669831994156319
AT3G43930|wt,0,0.10007304601899197,0,0,0
AT3G17600|wt,0,0.09715120525931338,0.10518626734842951,0,0.0650109569028488
AT1G74830|wt,0,0.09569028487947408,0.08765522279035792,0,0.0635500365230095
AT5G24570|wt,0,0.09495982468955443,0,0,0
AT3G20460|wt,0,0.09422936449963477,0.08473338203067933,0.05551497443389335,0
AT3G49960|wt,0,0.09203798392987582,0.11029948867786706,0.11468224981738497,0.10007304601899197
AT3G60280|wt,0,0.08765522279035792,0,0,0
AT5G22410|wt,0,0.08765522279035792,0.08911614317019723,0,0.10153396639883126
AT5G04960|wt,0,0.08546384222059898,0.08765522279035792,0.0723155588020453,0
AT1G34510|wt,0,0.08473338203067933,0.07815924032140249,0,0.08692476260043827
AT3G15700|wt,0,0.08327246165084003,0.07085463842220599,0,0.05697589481373266
AT1G51840|wt,0,0.08327246165084003,0.17092768444119796,0.22936449963476993,0.0650109569028488
AT5G57530|wt,0,0.08181154127100074,0.08035062089116145,0,0.06939371804236669
AT4G16370|wt,0,0.08108108108108109,0,0,-0.168736303871439
AT5G57540|wt,0,0.08108108108108109,0.08254200146092038,0,0.08911614317019723
AT1G52660|wt,0,0.08108108108108109,0.07304601899196494,0.0723155588020453,0.0620891161431702
AT1G62422|wt,0,0.0796201607012418,0.07450693937180423,0.11176040905770636,0.10883856829802777
AT3G29780|wt,0,0.07815924032140249,0.10226442658875091,0.1037253469685902,0.07012417823228634
AT5G61650|wt,0,0.07742878013148284,0,0,0.08619430241051862
AT2G46860|wt,0,0.07742878013148284,0.08108108108108109,0,0.0664718772826881
AT5G43230|wt,0,0.07596785975164354,0.08108108108108109,0,0
AT1G48930|wt,0,0.0737764791818846,0.0723155588020453,0,0
AT5G61350|wt,0,0.07304601899196494,0.05770635500365231,0,0
AT4G22080|wt,0,0.07304601899196494,0.07596785975164354,0,0.05478451424397371
AT1G12950|wt,0,0.07304601899196494,0.08546384222059898,0.0518626734842951,0.042366691015339665
AT3G23870|wt,0,0.0723155588020453,0.07523739956172389,0.05113221329437546,0.056245434623813005
AT3G10710|wt,0,0.0723155588020453,0.07158509861212564,0,0
AT2G44110|wt,0,0.07085463842220599,0.060628195763330894,0,0
AT1G18420|wt,0,0.07085463842220599,0.07158509861212564,0,0
AT4G00680|wt,0,0.07085463842220599,0,0,0
AT5G38700|wt,0,0.07012417823228634,0.09715120525931338,0.09276844411979547,0.12198685171658144
AT2G41380|wt,0,0.07012417823228634,0.11322132943754566,0.20379839298758218,0.17165814463111762
AT5G46870|wt,0,0.0679327976625274,0.06428049671292915,0,0
AT1G69240|wt,0,0.0664718772826881,0.059167275383491605,0,0
AT4G31250|wt,0,0.0664718772826881,0.05843681519357195,0,0
AT4G34580|wt,0,0.06574141709276844,0.05770635500365231,0,0
AT1G19650|wt,0,0.06574141709276844,0.07012417823228634,0.059167275383491605,0.06428049671292915
AT4G25820|wt,0,0.0650109569028488,0,0,0
AT5G61550|wt,0,0.060628195763330894,0,0,0
AT2G22470|wt,0,0.060628195763330894,0.05113221329437546,0.04309715120525931,0.03798392987582177
AT5G03640|wt,0,0.060628195763330894,0.0650109569028488,0,0
AT1G27200|wt,0,0.059167275383491605,0.0679327976625274,0.1300219138056976,0.05770635500365231
AT1G30870|wt,0,0.05843681519357195,0,0,0
AT2G45220|wt,0,0.05843681519357195,0,0,0
AT2G41970|wt,0,0.05478451424397371,0,0,0.045288531775018265
AT2G16980|wt,0,0.05478451424397371,0.0635500365230095,0,0.0679327976625274
AT1G22530|wt,0,0.05478451424397371,0,0,0
AT2G42840|wt,0,-0.056245434623813005,-0.04747991234477721,0,0
AT2G39200|wt,0,-0.0664718772826881,-0.1585098612125639,-0.0664718772826881,0
AT1G30990|wt,0,-0.07596785975164354,-0.13951789627465302,-0.12052593133674215,-0.056245434623813005
AT1G78860|wt,0,-0.07815924032140249,-0.11906501095690285,-0.07888970051132214,-0.1197954711468225
AT2G19060|wt,0,-0.08619430241051862,-0.14317019722425128,-0.17311906501095692,-0.07523739956172389
AT5G49780|wt,0,-0.08619430241051862,-0.10591672753834916,0,0
AT5G13400|wt,0,-0.08619430241051862,0,0,0
AT4G25100|wt,0,-0.09203798392987582,0,0,0
AT2G44370|wt,0,-0.09422936449963477,-0.13878743608473337,0,0
AT4G14630|wt,0,-0.09715120525931338,-0.1672753834915997,-0.07669831994156319,0
AT4G10510|wt,0,-0.09788166544923303,-0.13075237399561723,0.1577794010226443,0.13367421475529584
AT3G25190|wt,0,-0.10153396639883126,-0.17969320672023376,-0.17677136596055515,0
AT5G43520|wt,0,-0.10518626734842951,-0.1818845872899927,-0.10810810810810811,-0.09057706355003653
AT5G59680|wt,0,-0.10591672753834916,-0.1994156318480643,-0.1585098612125639,-0.0723155588020453
AT5G50200|wt,0,-0.10664718772826881,-0.14901387874360847,-0.17165814463111762,-0.12490869247626005
AT4G25310|wt,0,-0.10883856829802777,-0.13951789627465302,-0.127100073046019,-0.1110299488677867
AT5G22555|wt,0,-0.11322132943754566,-0.21548575602629658,0,0
AT1G05650|wt,0,-0.1241782322863404,-0.1168736303871439,-0.1475529583637692,-0.13148283418553688
AT1G21210|wt,0,-0.14974433893352812,-0.23520818115412712,-0.23082542001460923,-0.27611395178962744
AT5G37450|wt,0,-0.15047479912344777,-0.21840759678597518,-0.30094959824689554,-0.2140248356464573
AT5G41300|wt,0,-0.15193571950328708,-0.3119065010956903,-0.28853177501826155,-0.268809349890431
AT3G60470|wt,0,-0.15997078159240322,-0.268809349890431,-0.239590942293645,-0.21548575602629658
AT2G45360|wt,0,-0.1607012417823229,-0.2096420745069394,-0.33162892622352086,-0.19868517165814464
AT2G02580|wt,0,-0.16143170197224252,-0.21548575602629658,-0.28195763330898466,-0.2892622352081812
AT3G60270|wt,0,-0.1672753834915997,-0.26150474799123447,0,0.10007304601899197
AT2G25410|wt,0,-0.17457998539079622,-0.24908692476260047,-0.18991964937910885,-0.2089116143170197
AT4G07820|wt,0,-0.19138056975894815,-0.21694667640613588,-0.20598977355734113,0
AT5G48430|wt,0,-0.19722425127830534,-0.2921840759678598,-0.26223520818115414,-0.12490869247626005
AT4G19750|wt,0,-0.21475529583637692,-0.3973703433162893,-0.5113221329437546,-0.3367421475529584
AT2G21900|wt,0,-0.21621621621621623,-0.28707085463842225,-0.24908692476260047,-0.37837837837837834
AT1G33840|wt,0,-0.21767713659605553,-0.30606281957633313,-0.32578524470416365,-0.41344046749452157
AT5G07760|wt,0,-0.22132943754565376,-0.5186267348429511,-0.24470416362308256,-0.2505478451424398
AT1G08090|wt,0,-0.2505478451424398,-0.36596055514974435,-0.43097151205259315,-0.5398100803506208
AT5G33355|wt,0,-0.26442658875091307,-0.337472607742878,-0.8984660336011688,-0.34404674945215485
AT5G23990|wt,0,-0.2695398100803506,-0.3360116873630387,-0.5617238860482104,-0.4200146092037984
AT3G03670|wt,0,-0.3016800584368152,-0.2724616508400292,-0.41855368882395916,-0.22936449963476993
AT4G19760|wt,0,-0.3279766252739226,-0.35208181154127105,-0.3535427319211103,-0.425127830533236
AT4G23170|wt,0,-0.4799123447772097,0,0,0.2205989773557341
AT3G05727|wt,0,0,0.5003652300949598,0.593864134404675,0
AT1G60830|wt,0,0,0.28634039444850257,0.1994156318480643,0.2600438276113952
AT5G07560|wt,0,0,0.2410518626734843,0.3878743608473338,0
AT5G06865|wt,0,0,0.22279035792549307,0.3769174579985391,0.2972972972972973
AT4G13420|wt,0,0,0.2008765522279036,0.5975164353542732,0.2695398100803506
AT1G44130|wt,0,0,0.18407596785975164,0.254200146092038,0.22498173849525202
AT1G63390|wt,0,0,0.1789627465303141,0,0
AT2G43510|wt,0,0,0.1789627465303141,0.37326515704894087,0.5310445580715851
AT3G29670|wt,0,0,0.17457998539079622,0.19357195032870708,0.308254200146092
AT1G76470|wt,0,0,0.17311906501095692,0.14901387874360847,0.22644265887509132
AT4G28040|wt,0,0,0.1672753834915997,0.11176040905770636,0.25639152666179693
AT1G08430|wt,0,0,0.16581446311176043,0.4039444850255661,0.15485756026296568
AT4G30270|wt,0,0,0.15485756026296568,0.31994156318480643,0.16216216216216217
AT2G11215|wt,0,0,0.15047479912344777,0,0
AT4G23700|wt,0,0,0.14974433893352812,0.1555880204528853,0.3418553688823959
AT1G71140|wt,0,0,0.1460920379839299,0.422936449963477,0.4492330168005844
AT3G01970|wt,0,0,0.13878743608473337,0.16362308254200147,0.28049671292914535
AT1G76210|wt,0,0,0.13805697589481372,0,0
AT2G29000|wt,0,0,0.13732651570489407,0,0
AT1G69480|wt,0,0,0.13513513513513514,0.16508400292184075,0.16216216216216217
AT2G26740|wt,0,0,0.13367421475529584,0,0.154127100073046
AT3G48580|wt,0,0,0.1256391526661797,0.18261504747991236,0.20379839298758218
AT1G61550|wt,0,0,0.12490869247626005,0.17384952520087654,0.10737764791818846
AT2G03360|wt,0,0,0.1197954711468225,0.19430241051862676,0.2520087655222791
AT1G14520|wt,0,0,0.1197954711468225,0.14243973703433163,0.1285609934258583
AT4G38420|wt,0,0,0.11906501095690285,0.15047479912344777,0
AT3G61280|wt,0,0,0.11395178962746531,0,0.23886048210372535
AT5G06860|wt,0,0,0.11249086924762601,0.28414901387874364,0.2111029948867787
AT3G56620|wt,0,0,0.10956902848794742,0.16581446311176043,0.10737764791818846
AT5G14780|wt,0,0,0.10883856829802777,0.12636961285609935,0.17823228634039445
AT4G04990|wt,0,0,0.10883856829802777,0.3403944485025566,0.4178232286340394
AT3G56080|wt,0,0,0.10883856829802777,0,0.17384952520087654
AT1G68620|wt,0,0,0.10810810810810811,0.1862673484295106,0.43170197224251283
AT1G05340|wt,0,0,0.10664718772826881,0.26296566837107377,0.28414901387874364
AT1G23052|wt,0,0,0.1037253469685902,0,0
AT4G14860|wt,0,0,0.10153396639883126,0.08765522279035792,0.11176040905770636
AT4G08290|wt,0,0,0.09934258582907232,0.08984660336011688,0.21986851716581446
AT3G29410|wt,0,0,0.09861212563915267,0,0.08108108108108109
AT2G21510|wt,0,0,0.09788166544923303,0.09130752373995618,0.09861212563915267
AT1G54940|wt,0,0,0.09715120525931338,0,0.07158509861212564
AT2G43590|wt,0,0,0.09642074506939373,0.3739956172388605,0.3506208911614317
AT2G39690|wt,0,0,0.09642074506939373,0,0
AT5G38200|wt,0,0,0.09569028487947408,0.20525931336742148,0.06428049671292915
AT4G08535|wt,0,0,0.09569028487947408,0,0
AT4G00130|wt,0,0,0.09422936449963477,0,0
AT1G63730|wt,0,0,0.09349890430971512,0,0
AT2G30140|wt,0,0,0.09276844411979547,0.1607012417823229,0.1877282688093499
AT3G28345|wt,0,0,0.09130752373995618,0.10226442658875091,0.08108108108108109
AT1G22430|wt,0,0,0.09057706355003653,0.12636961285609935,0.20452885317750183
AT5G48010|wt,0,0,0.09057706355003653,0,0.1555880204528853
AT3G47740|wt,0,0,0.09057706355003653,0,0
AT1G23540|wt,0,0,0.08984660336011688,0,0
AT5G03860|wt,0,0,0.08692476260043827,0.0664718772826881,0.1555880204528853
AT1G79860|wt,0,0,0.08692476260043827,0,0.059167275383491605
AT4G28850|wt,0,0,0.08473338203067933,0,0.08108108108108109
AT2G47530|wt,0,0,0.08473338203067933,0,0.10664718772826881
AT1G72860|wt,0,0,0.08473338203067933,0.09130752373995618,0
AT1G51830|wt,0,0,0.08181154127100074,0.19722425127830534,0.053323593864134405
AT5G40860|wt,0,0,0.08108108108108109,0,0.0620891161431702
AT1G54970|wt,0,0,0.08108108108108109,0,0
AT1G64930|wt,0,0,0.07888970051132214,0.09057706355003653,0.0737764791818846
AT2G37670|wt,0,0,0.07888970051132214,0,0
AT5G52790|wt,0,0,0.07815924032140249,0.16362308254200147,0
AT1G68330|wt,0,0,0.07742878013148284,0,0.10007304601899197
AT3G51750|wt,0,0,0.07669831994156319,0.07523739956172389,0.06720233747260775
AT4G15765|wt,0,0,0.07669831994156319,0,0.17969320672023376
AT1G77450|wt,0,0,0.07596785975164354,0.09349890430971512,0.10226442658875091
AT3G49120|wt,0,0,0.0737764791818846,0.21840759678597518,0.29656683710737763
AT1G59725|wt,0,0,0.0737764791818846,0,0
AT3G54870|wt,0,0,0.0723155588020453,0,0
AT5G08230|wt,0,0,0.07158509861212564,0,0
AT3G21180|wt,0,0,0.07085463842220599,0,0
AT1G70460|wt,0,0,0.07012417823228634,0,0
AT3G07070|wt,0,0,0.07012417823228634,0,0
AT4G15550|wt,0,0,0.07012417823228634,0,0.13951789627465302
AT5G64260|wt,0,0,0.06866325785244703,0.13221329437545654,0.06720233747260775
AT4G27290|wt,0,0,0.06866325785244703,0,0.07304601899196494
AT1G09170|wt,0,0,0.0679327976625274,0,0
AT4G09500|wt,0,0,0.06574141709276844,0,0.07085463842220599
AT1G09530|wt,0,0,0.0650109569028488,0.0664718772826881,0.06574141709276844
AT4G07960|wt,0,0,0.06428049671292915,0,0.04455807158509861
AT3G63380|wt,0,0,0.06428049671292915,0.1555880204528853,0.14828341855368882
AT1G79180|wt,0,0,0.0620891161431702,0.05989773557341125,0.10445580715850986
AT1G66180|wt,0,0,0.0620891161431702,0.24324324324324326,0.07012417823228634
AT5G53990|wt,0,0,0.061358655953250546,0.09276844411979547,0.14390065741417093
AT5G49270|wt,0,0,0.059167275383491605,0.045288531775018265,0.04090577063550037
AT3G57140|wt,0,0,0.05843681519357195,0,0
AT2G46600|wt,0,0,0.05843681519357195,0,0.08984660336011688
AT3G21250|wt,0,0,0.05770635500365231,0,0
AT2G22920|wt,0,0,0.05697589481373266,0.061358655953250546,0
AT5G47050|wt,0,0,0.05697589481373266,0.07888970051132214,0.1460920379839299
AT2G21830|wt,0,0,0.056245434623813005,0.056245434623813005,0.05770635500365231
AT5G36180|wt,0,0,0.056245434623813005,0.053323593864134405,0.07012417823228634
AT4G34131|wt,0,0,0.05551497443389335,0.053323593864134405,0.08838568298027757
AT1G55920|wt,0,0,0.05551497443389335,0,0.12052593133674215
AT3G60330|wt,0,0,0.05405405405405406,0.13732651570489407,0
AT4G23920|wt,0,0,0.05405405405405406,0.09422936449963477,0.06866325785244703
AT1G10530|wt,0,0,0.053323593864134405,0,0.048210372534696865
AT3G10960|wt,0,0,0.052593133674214754,0.04674945215485756,0.10299488677867057
AT4G30960|wt,0,0,0.052593133674214754,0.07450693937180423,0.08765522279035792
AT5G53420|wt,0,0,0.052593133674214754,0.07085463842220599,0
AT5G57660|wt,0,0,0.0518626734842951,0,0.1460920379839299
AT1G58360|wt,0,0,0.0518626734842951,0,0
AT2G25490|wt,0,0,0.05113221329437546,0.04674945215485756,0.04382761139517896
AT4G05200|wt,0,0,0.050401753104455806,0.1197954711468225,0.11906501095690285
AT4G00460|wt,0,0,0.04967129291453616,0,0
AT5G03670|wt,0,0,0.04967129291453616,0,0.03360116873630387
AT5G22890|wt,0,0,0.04967129291453616,0.0796201607012418,0.061358655953250546
AT3G30180|wt,0,0,0.048940832724616516,0,0
AT1G10050|wt,0,0,0.048940832724616516,0,0
AT1G53470|wt,0,0,0.04747991234477721,0.04309715120525931,0.042366691015339665
AT4G19810|wt,0,0,0.04747991234477721,0.15997078159240322,0.19284149013878746
AT5G63650|wt,0,0,0.04747991234477721,0,0.03360116873630387
AT1G08840|wt,0,0,0.04674945215485756,0,0
AT2G45750|wt,0,0,0.04601899196493791,0,0
AT4G30560|wt,0,0,0.045288531775018265,0.056245434623813005,0
AT5G50180|wt,0,0,0.04455807158509861,0.09495982468955443,0.045288531775018265
AT5G60700|wt,0,0,0.04455807158509861,0,0
AT1G61590|wt,0,0,0.04455807158509861,0,0.09057706355003653
AT4G10380|wt,0,0,0.04090577063550037,0,0
AT5G49890|wt,0,0,0.040175310445580724,0.0620891161431702,0.040175310445580724
AT1G53830|wt,0,0,0.040175310445580724,0,0.04967129291453616
AT5G18170|wt,0,0,0.03944485025566107,0.14243973703433163,0.08619430241051862
AT2G38860|wt,0,0,0.03944485025566107,0.07815924032140249,0.1344046749452155
AT1G30110|wt,0,0,-0.040175310445580724,-0.08035062089116145,-0.06428049671292915
AT5G13420|wt,0,0,-0.04163623082542001,-0.0679327976625274,-0.11468224981738497
AT1G18210|wt,0,0,-0.042366691015339665,0,0
AT1G49820|wt,0,0,-0.04382761139517896,-0.0518626734842951,-0.05405405405405406
AT5G42720|wt,0,0,-0.04455807158509861,0,0
AT4G15400|wt,0,0,-0.04455807158509861,-0.059167275383491605,-0.040175310445580724
AT4G24310|wt,0,0,-0.045288531775018265,-0.04747991234477721,0.04967129291453616
AT1G49230|wt,0,0,-0.045288531775018265,0,0
AT4G26060|wt,0,0,-0.045288531775018265,-0.0620891161431702,0
AT3G51330|wt,0,0,-0.04674945215485756,0.04309715120525931,0
AT1G71870|wt,0,0,-0.04674945215485756,-0.040175310445580724,-0.1672753834915997
AT4G22270|wt,0,0,-0.048210372534696865,-0.0635500365230095,0
AT1G35580|wt,0,0,-0.048210372534696865,-0.05478451424397371,0
AT1G23150|wt,0,0,-0.048210372534696865,-0.05405405405405406,0
AT3G29034|wt,0,0,-0.048210372534696865,-0.07158509861212564,0
AT1G13930|wt,0,0,-0.048940832724616516,-0.06720233747260775,0
AT3G07270|wt,0,0,-0.04967129291453616,-0.048210372534696865,-0.06866325785244703
AT1G77280|wt,0,0,-0.050401753104455806,-0.06720233747260775,-0.06720233747260775
AT3G01860|wt,0,0,-0.050401753104455806,0,0
AT4G10550|wt,0,0,-0.050401753104455806,0.045288531775018265,-0.08400292184075968
AT1G66200|wt,0,0,-0.05113221329437546,-0.08327246165084003,-0.09276844411979547
AT1G80380|wt,0,0,-0.0518626734842951,-0.05405405405405406,0
AT4G18340|wt,0,0,-0.0518626734842951,-0.07742878013148284,-0.09203798392987582
AT1G07260|wt,0,0,-0.0518626734842951,-0.04309715120525931,-0.056245434623813005
AT1G32380|wt,0,0,-0.0518626734842951,-0.052593133674214754,-0.06720233747260775
AT1G08930|wt,0,0,-0.052593133674214754,0,0
AT2G38310|wt,0,0,-0.052593133674214754,0,0
AT1G73270|wt,0,0,-0.053323593864134405,-0.07450693937180423,-0.0664718772826881
AT3G09290|wt,0,0,-0.053323593864134405,-0.09422936449963477,-0.08108108108108109
AT1G02900|wt,0,0,-0.053323593864134405,-0.07815924032140249,0
AT1G29270|wt,0,0,-0.053323593864134405,0,-0.053323593864134405
AT2G35930|wt,0,0,-0.053323593864134405,0,0
AT3G22840|wt,0,0,-0.053323593864134405,-0.0518626734842951,0
AT3G06990|wt,0,0,-0.05478451424397371,0,-0.0518626734842951
AT2G27660|wt,0,0,-0.05478451424397371,-0.04674945215485756,0
AT1G60095|wt,0,0,-0.05478451424397371,-0.08619430241051862,-0.1300219138056976
AT1G48500|wt,0,0,-0.056245434623813005,-0.06720233747260775,-0.07450693937180423
AT4G01700|wt,0,0,-0.056245434623813005,-0.08327246165084003,-0.04090577063550037
AT2G23610|wt,0,0,-0.056245434623813005,0,0
AT5G45500|wt,0,0,-0.056245434623813005,-0.06939371804236669,-0.08692476260043827
AT1G49160|wt,0,0,-0.05697589481373266,-0.09203798392987582,-0.11249086924762601
AT5G14760|wt,0,0,-0.05843681519357195,0,-0.10080350620891161
AT3G07195|wt,0,0,-0.05843681519357195,0,0
AT1G64400|wt,0,0,-0.05843681519357195,-0.048940832724616516,-0.05405405405405406
AT5G42010|wt,0,0,-0.059167275383491605,0,0
AT1G52200|wt,0,0,-0.059167275383491605,0,0.060628195763330894
AT5G01490|wt,0,0,-0.059167275383491605,-0.04601899196493791,0
AT3G02140|wt,0,0,-0.05989773557341125,-0.07012417823228634,-0.08619430241051862
AT3G54420|wt,0,0,-0.05989773557341125,0,0.07742878013148284
AT1G31885|wt,0,0,-0.060628195763330894,-0.05551497443389335,0
AT1G01600|wt,0,0,-0.060628195763330894,0,0
AT4G12720|wt,0,0,-0.061358655953250546,0,-0.03652300949598247
AT3G62210|wt,0,0,-0.0620891161431702,0,-0.10445580715850986
AT5G15130|wt,0,0,-0.06281957633308985,0,0
AT1G22570|wt,0,0,-0.06281957633308985,0,0
AT2G16660|wt,0,0,-0.0635500365230095,0,-0.10299488677867057
AT2G44380|wt,0,0,-0.06428049671292915,-0.07669831994156319,0
AT5G01100|wt,0,0,-0.06428049671292915,0,-0.07888970051132214
AT4G37390|wt,0,0,-0.0650109569028488,0,0
