atID,-Pi_ph6/+Pi_pH6,+Pi_ph5/+Pi_pH6,-Pi_ph5/+Pi_pH6,+Al/+Pi_pH6,++Fe/+Pi_pH6
AT3G47730,0,0,0,0.0913978494623656,0.09216589861751152
AT1G52857,0,0,0,0.0913978494623656,0.14285714285714288
AT5G11100,0,0,0,0.0913978494623656,0.05606758832565284
AT4G19700,0,0,0,0.0913978494623656,0.04838709677419355
AT2G39050,0,0,0,0.0913978494623656,0.19585253456221197
AT5G18270,0,0,0,0.0913978494623656,0.06912442396313365
AT2G25460,0,0,0,0.09062980030721966,0.1152073732718894
AT5G06330,0,0,0,0.09062980030721966,0.04915514592933948
AT1G08310,0,0,0,0.09062980030721966,0
AT3G22460,0,0,0,0.09062980030721966,0.130568356374808
AT1G27720,0,0,0,0.09062980030721966,0
AT4G22070,0,0,0,0.08986175115207373,0.11904761904761905
AT3G54040,0,0,0,0.08986175115207373,0.0913978494623656
AT3G20300,0,0,0,0.08986175115207373,0.05990783410138249
AT5G58860,0,0,0,0.08986175115207373,0.0837173579109063
AT2G18150,0,0,0,0.0890937019969278,0.08986175115207373
AT3G57380,0,0,0,0.0890937019969278,0.08141321044546852
AT4G36870,0,0,0,0.0890937019969278,0
AT2G03200,0,0,0,0.0890937019969278,0.11904761904761905
AT2G35910,0,0,0,0.0890937019969278,0.043010752688172046
AT1G30700,0,0,0,0.08832565284178187,0.1382488479262673
AT1G70740,0,0,0,0.08832565284178187,0.05837173579109063
AT2G36270,0,0,0,0.08832565284178187,0
AT4G03820,0,0,0,0.08832565284178187,0
AT3G12700,0,0,0,0.08832565284178187,0
AT3G44300,0,0,0,0.08832565284178187,0.14823348694316435
AT4G23070,0,0,0,0.08832565284178187,0.08525345622119816
AT3G02990,0,0,0,0.08755760368663594,0
AT4G35985,0,0,0,0.08755760368663594,0.04838709677419355
AT5G64780,0,0,0,0.08755760368663594,0.08141321044546852
AT1G33110,0,0,0,0.08755760368663594,0.09447004608294932
AT1G17180,0,0,0,0.08755760368663594,0.17204301075268819
AT1G21410,0,0,0,0.08755760368663594,0.1443932411674347
AT4G02830,0,0,0,0.08755760368663594,0.12672811059907835
AT1G04360,0,0,0,0.08678955453149001,0.08141321044546852
AT1G80820,0,0,0,0.08678955453149001,0.11290322580645161
AT4G27020,0,0,0,0.08678955453149001,0.08218125960061445
AT5G37690,0,0,0,0.08678955453149001,0
AT1G31120,0,0,0,0.08678955453149001,0.06067588325652842
AT3G04370,0,0,0,0.08678955453149001,0.08678955453149001
AT2G39800,0,0,0,0.08678955453149001,0.061443932411674354
AT1G64950,0,0,0,0.08678955453149001,0.15514592933947774
AT1G71040,0,0,0,0.08602150537634409,0
AT4G33740,0,0,0,0.08602150537634409,0
AT5G05410,0,0,0,0.08602150537634409,0.08448540706605223
AT3G44880,0,0,0,0.08602150537634409,0.14132104454685102
AT2G32800,0,0,0,0.08525345622119816,0.07680491551459294
AT1G08280,0,0,0,0.08525345622119816,0
AT2G32560,0,0,0,0.08525345622119816,0.07526881720430108
AT3G21260,0,0,0,0.08525345622119816,0.08755760368663594
AT1G13530,0,0,0,0.08525345622119816,0.0445468509984639
AT3G15770,0,0,0,0.08525345622119816,0.10215053763440861
AT2G01890,0,0,0,0.08448540706605223,0.11674347158218126
AT1G13090,0,0,0,0.08448540706605223,0.15284178187403993
AT4G30670,0,0,0,0.08448540706605223,0.0522273425499232
AT1G30620,0,0,0,0.08448540706605223,0
AT2G24180,0,0,0,0.08448540706605223,0.1774193548387097
AT5G17990,0,0,0,0.08448540706605223,0.12672811059907835
AT1G64110,0,0,0,0.08448540706605223,0
AT4G14370,0,0,0,0.0837173579109063,0
AT3G09020,0,0,0,0.0837173579109063,0.12288786482334871
AT5G06230,0,0,0,0.0837173579109063,0.08602150537634409
AT5G64572,0,0,0,0.0837173579109063,0.05145929339477727
AT5G06740,0,0,0,0.08294930875576037,0.1359447004608295
AT5G65990,0,0,0,0.08294930875576037,0.11674347158218126
AT1G21680,0,0,0,0.08294930875576037,0.17204301075268819
AT1G28600,0,0,0,0.08294930875576037,0.12211981566820278
AT4G35840,0,0,0,0.08218125960061445,0.08294930875576037
AT5G18130,0,0,0,0.08218125960061445,0.10291858678955454
AT5G37740,0,0,0,0.08218125960061445,0.06451612903225806
AT4G25240,0,0,0,0.08141321044546852,0.07296466973886329
AT1G74000,0,0,0,0.08141321044546852,0.11904761904761905
AT3G12720,0,0,0,0.08141321044546852,0.07219662058371736
AT5G09480,0,0,0,0.08141321044546852,0.11136712749615975
AT1G17950,0,0,0,0.08141321044546852,0.11443932411674347
AT2G27389,0,0,0,0.08064516129032259,0.1674347158218126
AT3G13672,0,0,0,0.08064516129032259,0
AT2G23540,0,0,0,0.08064516129032259,0.09984639016897082
AT5G13330,0,0,0,0.07987711213517666,0.13748079877112135
AT5G46080,0,0,0,0.07987711213517666,0.06451612903225806
AT3G17210,0,0,0,0.07987711213517666,0
AT1G78610,0,0,0,0.07910906298003073,0
AT5G10770,0,0,0,0.07910906298003073,0.10215053763440861
AT1G27100,0,0,0,0.07910906298003073,0.07373271889400922
AT3G03475,0,0,0,0.07910906298003073,0
AT4G00070,0,0,0,0.0783410138248848,0
AT2G40000,0,0,0,0.0783410138248848,0.14823348694316435
AT4G32940,0,0,0,0.0783410138248848,0.09754224270353302
AT5G41550,0,0,0,0.0783410138248848,0
AT3G45410,0,0,0,0.07757296466973887,0.10906298003072197
AT3G29810,0,0,0,0.07757296466973887,0
AT4G12120,0,0,0,0.07757296466973887,0
AT4G24140,0,0,0,0.07757296466973887,0.07066052227342551
AT2G18690,0,0,0,0.07757296466973887,0.12980030721966207
AT4G22610,0,0,0,0.07757296466973887,0.19508448540706605
AT2G29490,0,0,0,0.07680491551459294,0.1966205837173579
AT5G55180,0,0,0,0.07603686635944701,0
AT5G12930,0,0,0,0.07603686635944701,0
AT2G37360,0,0,0,0.07603686635944701,0.06374807987711213
AT5G64220,0,0,0,0.07603686635944701,0
AT2G35380,0,0,0,0.07526881720430108,0.10138248847926268
AT1G56320,0,0,0,0.07526881720430108,0.09523809523809525
AT4G15260,0,0,0,0.07450076804915515,0.09216589861751152
AT3G14070,0,0,0,0.07450076804915515,0
AT5G02480,0,0,0,0.07450076804915515,0
AT5G08790,0,0,0,0.07450076804915515,0.11290322580645161
AT5G66070,0,0,0,0.07450076804915515,0.11443932411674347
AT2G22540,0,0,0,0.07450076804915515,0.15053763440860216
AT1G68850,0,0,0,0.07450076804915515,0.11367127496159754
AT4G13250,0,0,0,0.07450076804915515,0.15898617511520738
AT1G30500,0,0,0,0.07450076804915515,0.09062980030721966
AT5G10230,0,0,0,0.07373271889400922,0.13978494623655915
AT4G20070,0,0,0,0.07373271889400922,-0.07219662058371736
AT5G18630,0,0,0,0.07373271889400922,0.08218125960061445
AT5G06720,0,0,0,0.07373271889400922,0.08141321044546852
AT4G17740,0,0,0,0.07296466973886329,0
AT5G58350,0,0,0,0.07296466973886329,0
AT1G77890,0,0,0,0.07296466973886329,0
AT3G44510,0,0,0,0.07296466973886329,0
AT3G22200,0,0,0,0.07296466973886329,0.041474654377880185
AT5G44550,0,0,0,0.07219662058371736,0.07603686635944701
AT1G15530,0,0,0,0.07219662058371736,0
AT5G42050,0,0,0,0.07219662058371736,0.05606758832565284
AT2G35710,0,0,0,0.07219662058371736,-0.0629800307219662
AT2G17970,0,0,0,0.07142857142857144,0
AT1G49780,0,0,0,0.07142857142857144,0.10675883256528418
AT5G39610,0,0,0,0.07066052227342551,0.18740399385560677
AT3G55890,0,0,0,0.07066052227342551,0.13440860215053763
AT5G06510,0,0,0,0.07066052227342551,0.07066052227342551
AT2G40095,0,0,0,0.07066052227342551,0.09984639016897082
AT5G47650,0,0,0,0.07066052227342551,0.05069124423963134
AT5G06730,0,0,0,0.06989247311827958,0.0967741935483871
AT4G03140,0,0,0,0.06989247311827958,0.08755760368663594
AT2G30070,0,0,0,0.06989247311827958,0
AT1G28570,0,0,0,0.06989247311827958,0.12135176651305685
AT3G44550,0,0,0,0.06989247311827958,0.0837173579109063
AT3G22550,0,0,0,0.06912442396313365,0
AT1G21010,0,0,0,0.06912442396313365,0.07219662058371736
AT1G75440,0,0,0,0.06912442396313365,0.07450076804915515
AT5G16360,0,0,0,0.06912442396313365,0.09984639016897082
AT1G78830,0,0,0,0.06912442396313365,0.18356374807987713
AT1G52880,0,0,0,0.06835637480798772,0.06989247311827958
AT5G26340,0,0,0,0.06835637480798772,0.1804915514592934
AT3G06390,0,0,0,0.06835637480798772,0.17434715821812596
AT1G73480,0,0,0,0.06835637480798772,0.12903225806451613
AT4G34138,0,0,0,0.06835637480798772,0.1904761904761905
AT1G55110,0,0,0,0.06835637480798772,0.04608294930875576
AT4G00430,0,0,0,0.06758832565284179,0
AT1G12200,0,0,0,0.06758832565284179,0
AT1G57990,0,0,0,0.06682027649769585,0.11290322580645161
AT4G25390,0,0,0,0.06682027649769585,0.05913978494623656
AT1G28380,0,0,0,0.06682027649769585,0.09293394777265745
AT4G30280,0,0,0,0.06682027649769585,0.05145929339477727
AT5G17330,0,0,0,0.06682027649769585,0
AT3G11430,0,0,0,0.06605222734254992,0.08448540706605223
AT5G07440,0,0,0,0.06605222734254992,0.06912442396313365
AT1G59590,0,0,0,0.06605222734254992,0.13133640552995393
AT1G66160,0,0,0,0.06605222734254992,0.10522273425499233
AT1G16900,0,0,0,0.06605222734254992,0
AT2G01430,0,0,0,0.06605222734254992,0.061443932411674354
AT3G05360,0,0,0,0.06605222734254992,0.04377880184331797
AT5G52120,0,0,0,0.06605222734254992,0.12058371735791092
AT4G01950,0,0,0,0.06605222734254992,0
AT4G17215,0,0,0,0.06605222734254992,0.13748079877112135
AT2G05630,0,0,0,0.06605222734254992,0.0913978494623656
AT3G15990,0,0,0,0.06605222734254992,0.08602150537634409
AT3G24450,0,0,0,0.065284178187404,0.10291858678955454
AT2G39375,0,0,0,0.065284178187404,0
AT3G10190,0,0,0,0.065284178187404,0.0837173579109063
AT4G29270,0,0,0,0.065284178187404,0.13133640552995393
AT3G04380,0,0,0,0.065284178187404,0
AT4G17615,0,0,0,0.065284178187404,0.09062980030721966
AT2G40420,0,0,0,0.065284178187404,0.08755760368663594
AT1G17830,0,0,0,0.06451612903225806,0.06682027649769585
AT1G08650,0,0,0,0.06451612903225806,-0.05529953917050691
AT1G68390,0,0,0,0.06451612903225806,0
AT3G52850,0,0,0,0.06451612903225806,0.04377880184331797
AT3G48190,0,0,0,0.06374807987711213,-0.0576036866359447
AT1G28100,0,0,0,0.06374807987711213,0.15053763440860216
AT1G74360,0,0,0,0.06374807987711213,0.12288786482334871
AT1G27030,0,0,0,0.06374807987711213,0.06374807987711213
AT5G61390,0,0,0,0.06374807987711213,0
AT2G29450,0,0,0,0.06374807987711213,0.16052227342549924
AT3G44540,0,0,0,0.06374807987711213,0.07526881720430108
AT4G33050,0,0,0,0.06374807987711213,0.12672811059907835
AT1G60940,0,0,0,0.0629800307219662,0
AT1G49310,0,0,0,0.0629800307219662,0.07910906298003073
AT2G27080,0,0,0,0.0629800307219662,0.0783410138248848
AT2G04160,0,0,0,0.0629800307219662,0.07219662058371736
AT1G32870,0,0,0,0.0629800307219662,0
AT3G20410,0,0,0,0.0629800307219662,0.030721966205837177
AT1G13990,0,0,0,0.0629800307219662,0.10291858678955454
AT5G65280,0,0,0,0.062211981566820285,0.13517665130568357
AT4G29230,0,0,0,0.062211981566820285,0
AT5G64250,0,0,0,0.062211981566820285,0.08755760368663594
AT1G35670,0,0,0,0.062211981566820285,0.03763440860215054
AT1G19660,0,0,0,0.062211981566820285,0.16973886328725038
AT5G06370,0,0,0,0.062211981566820285,0.06374807987711213
AT2G22000,0,0,0,0.061443932411674354,0
AT3G26440,0,0,0,0.061443932411674354,0
AT1G34670,0,0,0,0.061443932411674354,0.07296466973886329
AT2G18950,0,0,0,0.061443932411674354,0.13671274961597543
AT4G04910,0,0,0,0.061443932411674354,0
AT2G27830,0,0,0,0.061443932411674354,0.10061443932411675
AT3G20500,0,0,0,0.061443932411674354,0
AT1G55510,0,0,0,0.061443932411674354,0.08678955453149001
AT4G16750,0,0,0,0.061443932411674354,0.1098310291858679
AT1G63720,0,0,0,0.06067588325652842,0.08755760368663594
AT5G52580,0,0,0,0.06067588325652842,0
AT3G54200,0,0,0,0.06067588325652842,0.11981566820276499
AT4G18360,0,0,0,0.06067588325652842,0.05913978494623656
AT1G01720,0,0,0,0.06067588325652842,0.11827956989247312
AT2G44260,0,0,0,0.05990783410138249,0
AT2G02230,0,0,0,0.05990783410138249,0
AT3G49530,0,0,0,0.05990783410138249,0.0391705069124424
AT2G38180,0,0,0,0.05990783410138249,0
AT1G06430,0,0,0,0.05990783410138249,0
AT5G57610,0,0,0,0.05990783410138249,0
AT2G46680,0,0,0,0.05913978494623656,0.08986175115207373
AT1G68020,0,0,0,0.05913978494623656,0.041474654377880185
AT1G49980,0,0,0,0.05913978494623656,0
AT2G36670,0,0,0,0.05913978494623656,0.052995391705069124
AT5G40170,0,0,0,0.05837173579109063,0.08448540706605223
AT4G24230,0,0,0,0.05837173579109063,0
AT4G27830,0,0,0,0.05837173579109063,0.08986175115207373
AT3G16280,0,0,0,0.05837173579109063,0.065284178187404
AT1G35190,0,0,0,0.0576036866359447,0
AT3G19900,0,0,0,0.0576036866359447,0.0890937019969278
AT5G12330,0,0,0,0.0576036866359447,0.052995391705069124
AT1G76700,0,0,0,0.0576036866359447,0.05683563748079877
AT1G20620,0,0,0,0.05683563748079877,0.0783410138248848
AT5G11110,0,0,0,0.05683563748079877,0
AT3G18400,0,0,0,0.05683563748079877,0.09523809523809525
AT5G23530,0,0,0,0.05683563748079877,0.07066052227342551
AT4G39940,0,0,0,0.05683563748079877,0.14592933947772657
AT3G54140,0,0,0,0.05683563748079877,0.062211981566820285
AT3G10800,0,0,0,0.05683563748079877,0.043010752688172046
AT3G01930,0,0,0,0.05683563748079877,0
AT1G30570,0,0,0,0.05683563748079877,0
AT3G03610,0,0,0,0.05606758832565284,0.053763440860215055
AT4G27070,0,0,0,0.05606758832565284,0.09754224270353302
AT1G64210,0,0,0,0.05606758832565284,0
AT3G04070,0,0,0,0.05606758832565284,0.11136712749615975
AT3G28340,0,0,0,0.05606758832565284,0.07910906298003073
AT2G38000,0,0,0,0.05606758832565284,0
AT4G33920,0,0,0,0.05529953917050691,0.06605222734254992
AT5G22550,0,0,0,0.05529953917050691,0
AT3G29680,0,0,0,0.05529953917050691,0
AT1G23380,0,0,0,0.05529953917050691,0
AT3G19100,0,0,0,0.05529953917050691,0
AT1G04990,0,0,0,0.05529953917050691,0
AT2G25690,0,0,0,0.05529953917050691,0
AT4G01870,0,0,0,0.054531490015360985,0.14516129032258066
AT4G34150,0,0,0,0.054531490015360985,0
AT4G29070,0,0,0,0.054531490015360985,0.08832565284178187
AT3G01650,0,0,0,0.054531490015360985,0
AT3G15430,0,0,0,0.053763440860215055,0
AT1G61360,0,0,0,0.053763440860215055,0.08064516129032259
AT4G37870,0,0,0,0.053763440860215055,0
AT3G05200,0,0,0,0.053763440860215055,0.09062980030721966
AT3G16910,0,0,0,0.053763440860215055,0.04608294930875576
AT5G67430,0,0,0,0.052995391705069124,0
AT4G31000,0,0,0,0.052995391705069124,0
AT1G47550,0,0,0,0.052995391705069124,0
AT4G26690,0,0,0,0.052995391705069124,0
AT2G34650,0,0,0,0.052995391705069124,0.05913978494623656
AT1G42990,0,0,0,0.052995391705069124,0.07296466973886329
AT5G56270,0,0,0,0.052995391705069124,0
AT3G10985,0,0,0,0.0522273425499232,0.12903225806451613
AT1G19850,0,0,0,0.0522273425499232,0
AT1G51950,0,0,0,0.0522273425499232,0.09370199692780339
AT5G41100,0,0,0,0.0522273425499232,0
AT4G38060,0,0,0,0.0522273425499232,0.06989247311827958
AT4G31500,0,0,0,0.0522273425499232,0.1336405529953917
AT1G18390,0,0,0,0.0522273425499232,0.07757296466973887
AT5G51180,0,0,0,0.0522273425499232,0.03225806451612903
AT5G65660,0,0,0,0.0522273425499232,0
AT4G38050,0,0,0,0.05145929339477727,0
AT4G14070,0,0,0,0.05145929339477727,0
AT1G27320,0,0,0,0.05145929339477727,0
AT4G27280,0,0,0,0.05069124423963134,0.06067588325652842
AT3G62830,0,0,0,0.05069124423963134,-0.029953917050691246
AT2G41830,0,0,0,0.05069124423963134,-0.041474654377880185
AT2G39350,0,0,0,0.05069124423963134,0
AT5G12900,0,0,0,0.05069124423963134,0
AT5G39970,0,0,0,0.05069124423963134,0
AT5G18310,0,0,0,0.05069124423963134,0.08678955453149001
AT3G51250,0,0,0,0.05069124423963134,0.042242703533026116
AT3G52180,0,0,0,0.05069124423963134,0
AT5G63850,0,0,0,0.05069124423963134,0.07373271889400922
AT2G02370,0,0,0,0.05069124423963134,0.07450076804915515
AT4G02195,0,0,0,0.05069124423963134,0
AT4G10730,0,0,0,0.05069124423963134,0
AT2G42950,0,0,0,0.04992319508448541,0
AT1G27290,0,0,0,0.04992319508448541,0.08678955453149001
AT1G09870,0,0,0,0.04992319508448541,0.04377880184331797
AT5G05730,0,0,0,0.04992319508448541,0.1436251920122888
AT1G33560,0,0,0,0.04992319508448541,0
AT1G05710,0,0,0,0.04992319508448541,0.0391705069124424
AT1G20640,0,0,0,0.04992319508448541,0
AT3G13310,0,0,0,0.04992319508448541,0.09907834101382489
AT4G27940,0,0,0,0.04915514592933948,0
AT1G24150,0,0,0,0.04915514592933948,0.03840245775729647
AT2G04400,0,0,0,0.04915514592933948,0.09216589861751152
AT5G51050,0,0,0,0.04915514592933948,0
AT2G15230,0,0,0,0.04838709677419355,0.09600614439324118
AT2G44500,0,0,0,0.04838709677419355,0
AT3G08590,0,0,0,0.04838709677419355,0
AT1G24170,0,0,0,0.04838709677419355,0
AT5G26670,0,0,0,0.04838709677419355,0
AT3G08510,0,0,0,0.04838709677419355,0
AT3G55740,0,0,0,0.04838709677419355,0.0913978494623656
AT2G17220,0,0,0,0.04838709677419355,0.08986175115207373
AT3G17770,0,0,0,0.04838709677419355,0.04685099846390169
AT5G11650,0,0,0,0.04838709677419355,0.06989247311827958
AT1G01120,0,0,0,0.04761904761904762,0.06758832565284179
AT3G27820,0,0,0,0.04761904761904762,0.04070660522273426
AT3G57090,0,0,0,0.04761904761904762,0.06605222734254992
AT4G23470,0,0,0,0.04761904761904762,0
AT1G22170,0,0,0,0.04761904761904762,0
AT3G54810,0,0,0,0.04761904761904762,0
AT5G05110,0,0,0,0.04761904761904762,0.07219662058371736
AT1G50420,0,0,0,0.04761904761904762,0
AT2G22430,0,0,0,0.04761904761904762,0.08294930875576037
AT2G31800,0,0,0,0.04761904761904762,0.04915514592933948
AT2G15480,0,0,0,0.04685099846390169,0.08064516129032259
AT4G40080,0,0,0,0.04685099846390169,0.07603686635944701
AT3G55880,0,0,0,0.04685099846390169,0.0576036866359447
AT1G75390,0,0,0,0.04685099846390169,0
AT1G06840,0,0,0,0.04685099846390169,0
AT3G05940,0,0,0,0.04685099846390169,0.042242703533026116
AT5G51640,0,0,0,0.04685099846390169,0.05683563748079877
AT3G52870,0,0,0,0.04608294930875576,0
AT3G46930,0,0,0,0.04608294930875576,0.035330261136712754
AT3G08760,0,0,0,0.04608294930875576,0.061443932411674354
AT5G60360,0,0,0,0.04608294930875576,0.07680491551459294
AT1G79160,0,0,0,0.04608294930875576,0.11059907834101382
AT1G06870,0,0,0,0.04608294930875576,0.0629800307219662
AT2G37570,0,0,0,0.04608294930875576,0
AT5G35690,0,0,0,0.04608294930875576,0.05606758832565284
AT2G29990,0,0,0,0.04608294930875576,0.06758832565284179
AT4G17790,0,0,0,0.04531490015360983,0.06605222734254992
AT3G63310,0,0,0,0.04531490015360983,0.03686635944700461
AT1G34220,0,0,0,0.04531490015360983,0
AT1G18460,0,0,0,0.04531490015360983,0.05606758832565284
AT5G13820,0,0,0,0.04531490015360983,0.03840245775729647
AT2G18980,0,0,0,0.04531490015360983,0
AT1G69850,0,0,0,0.04531490015360983,0.03225806451612903
AT1G28200,0,0,0,0.04531490015360983,0.042242703533026116
AT5G47120,0,0,0,0.0445468509984639,0.054531490015360985
AT5G43380,0,0,0,0.0445468509984639,0
AT1G06130,0,0,0,0.0445468509984639,0
AT1G72700,0,0,0,0.04377880184331797,0
AT3G06210,0,0,0,0.04377880184331797,0.04685099846390169
AT5G54840,0,0,0,0.04377880184331797,0.065284178187404
AT3G10250,0,0,0,0.04377880184331797,0.06989247311827958
AT1G12970,0,0,0,0.04377880184331797,0
AT4G31530,0,0,0,0.043010752688172046,0.053763440860215055
AT1G32170,0,0,0,0.043010752688172046,0.062211981566820285
AT5G10190,0,0,0,0.043010752688172046,0.03763440860215054
AT4G29950,0,0,0,0.043010752688172046,0.04838709677419355
AT2G44450,0,0,0,0.043010752688172046,0.042242703533026116
AT3G53780,0,0,0,0.043010752688172046,0.05529953917050691
AT3G62720,0,0,0,0.043010752688172046,0
AT4G16765,0,0,0,0.043010752688172046,0
AT1G15310,0,0,0,0.042242703533026116,0.04608294930875576
AT3G23280,0,0,0,0.042242703533026116,0
AT3G56880,0,0,0,0.042242703533026116,0
AT4G21470,0,0,0,0.041474654377880185,0
AT3G17820,0,0,0,0.041474654377880185,0.041474654377880185
AT1G02810,0,0,0,0.041474654377880185,0
AT3G57630,0,0,0,0.041474654377880185,0
AT5G54860,0,0,0,0.041474654377880185,0.05683563748079877
AT4G17570,0,0,0,0.041474654377880185,0
AT1G17340,0,0,0,0.041474654377880185,0
AT2G43290,0,0,0,0.041474654377880185,0.0445468509984639
AT1G78670,0,0,0,0.041474654377880185,0.0391705069124424
AT3G05670,0,0,0,0.041474654377880185,0
AT1G58280,0,0,0,0.041474654377880185,0
AT1G74790,0,0,0,0.04070660522273426,0
AT2G30840,0,0,0,0.04070660522273426,0.042242703533026116
AT1G04970,0,0,0,0.04070660522273426,0.053763440860215055
AT4G05020,0,0,0,0.04070660522273426,0.0522273425499232
AT1G79610,0,0,0,0.04070660522273426,0
AT1G56550,0,0,0,0.03993855606758833,0.07296466973886329
AT3G30390,0,0,0,0.03993855606758833,0
AT1G51850,0,0,0,0.03993855606758833,0
AT5G14640,0,0,0,0.03993855606758833,0.03456221198156682
AT2G17760,0,0,0,0.03993855606758833,0.03686635944700461
AT5G13180,0,0,0,0.03993855606758833,0.07603686635944701
AT2G14750,0,0,0,0.03993855606758833,0.09523809523809525
AT2G31260,0,0,0,0.03993855606758833,0
AT2G35840,0,0,0,0.0391705069124424,0.03225806451612903
AT3G56760,0,0,0,0.0391705069124424,0
AT1G22440,0,0,0,0.0391705069124424,0.05069124423963134
AT3G60980,0,0,0,0.0391705069124424,0.04070660522273426
AT5G62620,0,0,0,0.0391705069124424,0
AT2G39890,0,0,0,0.0391705069124424,0.0576036866359447
AT1G08510,0,0,0,0.0391705069124424,0
AT5G54430,0,0,0,0.0391705069124424,0
AT4G33910,0,0,0,0.0391705069124424,0.03763440860215054
AT5G11090,0,0,0,0.03840245775729647,0.0783410138248848
AT5G22850,0,0,0,0.03840245775729647,0
AT2G04350,0,0,0,0.03840245775729647,0.04992319508448541
AT1G68820,0,0,0,0.03840245775729647,0.05683563748079877
AT4G10430,0,0,0,0.03840245775729647,0
AT5G09220,0,0,0,0.03840245775729647,0
AT3G08550,0,0,0,0.03840245775729647,0
AT3G21420,0,0,0,0.03763440860215054,0
AT3G10370,0,0,0,0.03763440860215054,0
AT5G01990,0,0,0,0.03763440860215054,0.05145929339477727
AT4G00900,0,0,0,0.03686635944700461,0
AT3G05420,0,0,0,0.03686635944700461,0
AT3G09770,0,0,0,0.03609831029185868,0
AT4G11220,0,0,0,0.03609831029185868,0.04608294930875576
AT5G59420,0,0,0,0.03609831029185868,0.04377880184331797
AT4G02600,0,0,0,0.035330261136712754,0
AT3G55560,0,0,0,0.03456221198156682,0
AT2G27500,0,0,0,0.03456221198156682,0.054531490015360985
AT2G19880,0,0,0,0.03379416282642089,0
AT1G27760,0,0,0,0.03379416282642089,0
AT5G62530,0,0,0,0.03379416282642089,0
AT1G68410,0,0,0,0.03302611367127496,0
AT4G14230,0,0,0,0.03302611367127496,0.052995391705069124
AT1G56190,0,0,0,-0.03379416282642089,-0.04915514592933948
AT1G50520,0,0,0,-0.03456221198156682,0
AT5G37600,0,0,0,-0.035330261136712754,0
AT2G05830,0,0,0,-0.035330261136712754,0
AT4G08690,0,0,0,-0.035330261136712754,0
AT1G28410,0,0,0,-0.035330261136712754,0
AT2G34470,0,0,0,-0.03609831029185868,0
AT4G35260,0,0,0,-0.03686635944700461,-0.03763440860215054
AT1G73940,0,0,0,-0.03686635944700461,0
AT4G39980,0,0,0,-0.03686635944700461,0.042242703533026116
AT2G17130,0,0,0,-0.03686635944700461,0
AT5G44480,0,0,0,-0.03763440860215054,0
AT5G40390,0,0,0,-0.03763440860215054,0
AT5G03290,0,0,0,-0.03763440860215054,-0.03609831029185868
AT1G74030,0,0,0,-0.03840245775729647,-0.04992319508448541
AT2G46710,0,0,0,-0.03840245775729647,-0.06067588325652842
AT3G52930,0,0,0,-0.03840245775729647,-0.08218125960061445
AT1G80050,0,0,0,-0.03840245775729647,0
AT3G51440,0,0,0,-0.03840245775729647,0
AT2G47640,0,0,0,-0.0391705069124424,0
AT2G29700,0,0,0,-0.0391705069124424,0
AT1G49470,0,0,0,-0.0391705069124424,-0.06989247311827958
AT4G35040,0,0,0,-0.0391705069124424,-0.04608294930875576
AT1G27530,0,0,0,-0.0391705069124424,0
AT2G29530,0,0,0,-0.0391705069124424,0
AT2G25980,0,0,0,-0.0391705069124424,0
AT1G43710,0,0,0,-0.0391705069124424,-0.05529953917050691
AT2G34520,0,0,0,-0.0391705069124424,0
AT3G22750,0,0,0,-0.0391705069124424,-0.06835637480798772
AT1G09630,0,0,0,-0.0391705069124424,0
AT1G65590,0,0,0,-0.03993855606758833,0
AT1G02500,0,0,0,-0.03993855606758833,0
AT4G27860,0,0,0,-0.03993855606758833,0.03763440860215054
AT3G13650,0,0,0,-0.03993855606758833,-0.03609831029185868
AT4G14710,0,0,0,-0.03993855606758833,0
AT5G44380,0,0,0,-0.03993855606758833,0.03686635944700461
AT2G29730,0,0,0,-0.03993855606758833,-0.06374807987711213
AT1G80230,0,0,0,-0.03993855606758833,0
AT5G03140,0,0,0,-0.04070660522273426,-0.065284178187404
AT4G29410,0,0,0,-0.04070660522273426,0
AT3G52300,0,0,0,-0.04070660522273426,0
AT1G09740,0,0,0,-0.04070660522273426,0
AT5G12140,0,0,0,-0.04070660522273426,0
AT5G26800,0,0,0,-0.04070660522273426,0
AT3G06610,0,0,0,-0.04070660522273426,0
AT4G32470,0,0,0,-0.04070660522273426,0
AT1G24180,0,0,0,-0.04070660522273426,-0.04838709677419355
AT5G58800,0,0,0,-0.041474654377880185,0
AT4G15545,0,0,0,-0.041474654377880185,0
AT2G39390,0,0,0,-0.041474654377880185,0
AT5G03555,0,0,0,-0.041474654377880185,0
AT1G33810,0,0,0,-0.041474654377880185,0
AT5G42990,0,0,0,-0.041474654377880185,-0.043010752688172046
AT5G44110,0,0,0,-0.041474654377880185,0
AT1G30880,0,0,0,-0.041474654377880185,0
AT1G72160,0,0,0,-0.041474654377880185,-0.061443932411674354
AT4G00860,0,0,0,-0.041474654377880185,0
AT1G29040,0,0,0,-0.041474654377880185,0
AT2G32580,0,0,0,-0.041474654377880185,-0.0391705069124424
AT1G13280,0,0,0,-0.041474654377880185,0.0391705069124424
AT5G19520,0,0,0,-0.042242703533026116,0
AT1G09690,0,0,0,-0.042242703533026116,0
AT2G47460,0,0,0,-0.042242703533026116,-0.07987711213517666
AT4G25315,0,0,0,-0.042242703533026116,0
AT1G26550,0,0,0,-0.043010752688172046,0
AT1G08580,0,0,0,-0.043010752688172046,0
